	CM_madagascar__A75_02_1FE__bin.75	BritoIL_2016__W2.54.ST__bin.11	BritoIL_2016__W2.15.ST__bin.48	CM_madagascar__V40_01_1FE__bin.70	CM_madagascar__A90_04_1FE__bin.99	ZeeviD_2015__PNP_Main_447__bin.51	ZeeviD_2015__PNP_Main_104__bin.52	ZeeviD_2015__PNP_Main_215__bin.39	CosteaPI_2017__SID713B046-11-0-0__bin.46	CosteaPI_2017__SID713A087-11-90-0__bin.49	CM_madagascar__A32_01_1FE__bin.71	Bengtsson-PalmeJ_2015__TRAVELRES40__bin.14	KarlssonFH_2013__S422__bin.82	Bengtsson-PalmeJ_2015__TRAVELRES48__bin.67	BritoIL_2016__M1.24.ST__bin.15	LiuW_2016__SRR3993060__bin.85	BritoIL_2016__M1.22.ST__bin.44	WenC_2017__N277__bin.36	ZeeviD_2015__PNP_Validation_4__bin.6	CM_madagascar__A89_01_1FE__bin.11	BritoIL_2016__M2.46.ST__bin.21	CM_madagascar__A73_01_1FE__bin.6	XieH_2016__YSZC12003_36244__bin.70	CM_madagascar__A94_02_1FE__bin.45	Obregon-TitoAJ_2015__HCO02__bin.18	BritoIL_2016__W1.33.ST__bin.82	CosteaPI_2017__SID713B041-11-0-0__bin.33	BritoIL_2016__W1.53.ST__bin.16	FengQ_2015__SID530315__bin.14	LiJ_2014__MH0399__bin.44	BritoIL_2016__WL.43.ST__bin.84	XieH_2016__YSZC12003_36006__bin.69
CM_madagascar__A32_01_1FE__bin.71	0.9789460734908759	0.9788894600133946	0.9772441786680902	0.9779554137925073	0.9784614614364032	0.9762008272393464	0.9782389521414636	0.9766130091222975	0.9758842337365544	0.9766238598110858	1.0	0.9767740032951041	0.9766326004111747	0.9794935783194451	0.9798101148964673	0.9769723916527671	0.9769046557534431	0.9790746943822091	0.9770950421772768	0.9774581950762344	0.978618799327351	0.9806660820073428	0.9759028064836721	0.9780250664861748	0.9755667159156265	0.9800901476672609	0.9766294692019676	0.9791048162925704	0.9764579076256193	0.9790596931334312	0.9779888738944844	0.9773781988444031
Bengtsson-PalmeJ_2015__TRAVELRES40__bin.14	0.9764120299828258	0.9766573729529173	0.9760106107559157	0.9760627651909375	0.9763550736956097	0.9756916745231706	0.9761484244528434	0.975586120758873	0.974636944655359	0.974945820771862	0.9767740032951041	1.0	0.9760644301005108	0.9751749577103028	0.9774193633337547	0.9763243459992852	0.9760110952552883	0.9756861571489698	0.9768072031702096	0.9764767998443828	0.975529412884353	0.9757094547616101	0.9751301165395746	0.976792450935432	0.9736931630411539	0.9780325946688498	0.9751782136305912	0.9762880339368845	0.9757081949321976	0.975578612605491	0.9831137693112063	0.9759649388849853
KarlssonFH_2013__S422__bin.82	0.9764240981774397	0.9764927198543466	0.9766053326679345	0.975566367275568	0.9764005500327109	0.9938197880711579	0.9780214866104503	0.9799119151237137	0.9782514021275226	0.9790458822232688	0.9766326004111747	0.9760644301005108	1.0	0.9759061383118494	0.9770953889444681	0.9825280840791704	0.979062706935616	0.9765288563360396	0.9936859636748033	0.9764573380079565	0.9764868355936533	0.9767128765993597	0.9790932141303601	0.9757614780218854	0.9782915990396532	0.9783533366052439	0.9792533364905305	0.9758208664873749	0.9794062669587763	0.9763116348357147	0.976101288044799	0.977591128587764
Bengtsson-PalmeJ_2015__TRAVELRES48__bin.67	0.976840951724666	0.9779812776148429	0.9759667841559623	0.9768805423740965	0.9772391250489503	0.9756370550503666	0.9769716933943884	0.9756050538888169	0.9748112406737256	0.9756318096543762	0.9794935783194451	0.9751749577103028	0.9759061383118494	1.0	0.9794509549999282	0.9767486985796845	0.9765559192422443	0.9791774934252048	0.9768741905790022	0.9755833009113524	0.979378854322883	0.9789421845468554	0.9755964574449908	0.9766150698356582	0.9744393807870371	0.9792948782067143	0.976218065817815	0.9784485252155695	0.9762983971898056	0.9785469838645967	0.9764066764644131	0.9765952268098026
BritoIL_2016__M1.24.ST__bin.15	0.978316050898363	0.9796902860122251	0.97771647271385	0.9782494047074081	0.9779554715448165	0.9765781887311121	0.9791070100105718	0.9770212329201328	0.9761606848226736	0.9762540743257698	0.9798101148964673	0.9774193633337547	0.9770953889444681	0.9794509549999282	1.0	0.9771247617780572	0.9772871159267367	0.9809185371121684	0.977118277325087	0.9776356010188728	0.9799538777183279	0.9798870161824365	0.9754804109066932	0.9782237899897905	0.9755114590477992	0.9807585179465053	0.9767726680851452	0.9796531492031414	0.9766704106884515	0.9792216787152072	0.9783550076712333	0.9777147676490904
LiuW_2016__SRR3993060__bin.85	0.9765183928028729	0.9772912871411521	0.9770877803923854	0.9765969308800772	0.976666765990545	0.9817790127741646	0.9779684718716184	0.9786847656064843	0.977698168471007	0.9789035779331587	0.9769723916527671	0.9763243459992852	0.9825280840791704	0.9767486985796845	0.9771247617780572	1.0	0.9783485697743222	0.9767074696845022	0.9820680795841125	0.9764872475980104	0.9763606764735905	0.9768222296541685	0.9779287210433412	0.9769844202684326	0.9777130501403548	0.9781120141455438	0.9789673421173263	0.9770294922030727	0.9787368036283003	0.9773695121727485	0.9762346733859169	0.9778766754038629
BritoIL_2016__M1.22.ST__bin.44	0.9763583598669431	0.9772133103329171	0.97762758045924	0.9764143413521812	0.9768209784852085	0.9782493742729228	0.9779409561389812	0.9771224010384617	0.9774420064913817	0.9782575233083298	0.9769046557534431	0.9760110952552883	0.979062706935616	0.9765559192422443	0.9772871159267367	0.9783485697743222	1.0	0.9762541845617421	0.9795147640417204	0.976088221556664	0.975967043326075	0.9765924229049179	0.9772037595871793	0.9768601516359214	0.9767366909429533	0.9781159016842939	0.9782517086796512	0.9768170855312968	0.9781430173524991	0.9766073945570856	0.9772164451132904	0.976813968941534
WenC_2017__N277__bin.36	0.9772138841687332	0.9785266420067124	0.976565668467955	0.9769552575486223	0.9775929201022733	0.9757659857904085	0.9781285033950192	0.9758212940447242	0.9757835841668677	0.9761817510147908	0.9790746943822091	0.9756861571489698	0.9765288563360396	0.9791774934252048	0.9809185371121684	0.9767074696845022	0.9762541845617421	1.0	0.9761153397946047	0.9767041676699088	0.9785391537059303	0.9799894112135803	0.9753686141207352	0.9770654087910129	0.9749601805690055	0.979723234346299	0.9766432802898896	0.9786818530700745	0.9759899121841987	0.9796005937508341	0.9772466000043382	0.9772441117859547
ZeeviD_2015__PNP_Validation_4__bin.6	0.9771825396825397	0.9770711525364516	0.9769188596491228	0.9761965740549381	0.9766552981300718	0.9990522609098111	0.9787017252772164	0.9797626266768676	0.9781941840345999	0.9794430044240027	0.9770950421772768	0.9768072031702096	0.9936859636748033	0.9768741905790022	0.977118277325087	0.9820680795841125	0.9795147640417204	0.9761153397946047	1.0	0.9767332582202853	0.9763110688118648	0.9766069640233955	0.9787009772060611	0.9760924695725592	0.9778414059923851	0.9787645183897159	0.9793726576828005	0.9763196873483154	0.9793511107702081	0.9762350401726826	0.9760813826978768	0.9782728058688804
CM_madagascar__A89_01_1FE__bin.11	0.9784207316655361	0.9779011241311657	0.9769217188064871	0.979016088900121	0.9789036750861554	0.9755097978293998	0.9778103320298569	0.9759498350765771	0.9750649642225385	0.9754270567445513	0.9774581950762344	0.9764767998443828	0.9764573380079565	0.9755833009113524	0.9776356010188728	0.9764872475980104	0.976088221556664	0.9767041676699088	0.9767332582202853	1.0	0.9759358313578311	0.9771132100477375	0.9752851849652757	0.978577789843437	0.9746226696925816	0.9788430556295138	0.9755358150978123	0.9781872825877839	0.9756064763423632	0.9762602862778293	0.9774768335686153	0.976683029931138
BritoIL_2016__M2.46.ST__bin.21	0.97706544799858	0.9776280835576132	0.9759803413488115	0.9770511831332811	0.9779169586061933	0.9752951022114308	0.9767858675133001	0.9753604293260378	0.9750610916205218	0.9753407949908622	0.978618799327351	0.975529412884353	0.9764868355936533	0.979378854322883	0.9799538777183279	0.9763606764735905	0.975967043326075	0.9785391537059303	0.9763110688118648	0.9759358313578311	1.0	0.9791230842016362	0.9751765296218986	0.9769402348327193	0.9739382669573372	0.9791436236006692	0.9758438421863825	0.9779741481435981	0.975487317416752	0.9779963044545995	0.9765886405982097	0.9764831814493674
CM_madagascar__A73_01_1FE__bin.6	0.9776110604340029	0.9783415787704808	0.9766914516845654	0.9770114744791756	0.9776535862510537	0.9765183331883305	0.9783290892179137	0.9762631346051995	0.975241918993142	0.9762018811078929	0.9806660820073428	0.9757094547616101	0.9767128765993597	0.9789421845468554	0.9798870161824365	0.9768222296541685	0.9765924229049179	0.9799894112135803	0.9766069640233955	0.9771132100477375	0.9791230842016362	1.0	0.9750204824761037	0.9771321127322766	0.9755408139658711	0.9794505263292124	0.9766838761866241	0.9784052851520146	0.9761830514100531	0.9849315021406118	0.9773817060076455	0.9771980221165902
XieH_2016__YSZC12003_36244__bin.70	0.9752170796980769	0.9759727194334841	0.9760615160104398	0.9751250955485952	0.9751358436542279	0.977618416845567	0.9770237893508058	0.9935485038968899	0.9763844945010314	0.9780337135063218	0.9759028064836721	0.9751301165395746	0.9790932141303601	0.9755964574449908	0.9754804109066932	0.9779287210433412	0.9772037595871793	0.9753686141207352	0.9787009772060611	0.9752851849652757	0.9751765296218986	0.9750204824761037	1.0	0.975161950827918	0.9766773708299105	0.9775483786102716	0.9772459244544868	0.9760893779671836	0.9978344714840666	0.9758825803521934	0.975022814584412	0.9764813962286979
CM_madagascar__A94_02_1FE__bin.45	0.9790095853688353	0.9776895173166279	0.9766349299663414	0.9788854178465012	0.9787656611148957	0.9755767625615472	0.9781206813641239	0.9762821633322563	0.9751192469103918	0.9756060822973286	0.9780250664861748	0.976792450935432	0.9757614780218854	0.9766150698356582	0.9782237899897905	0.9769844202684326	0.9768601516359214	0.9770654087910129	0.9760924695725592	0.978577789843437	0.9769402348327193	0.9771321127322766	0.975161950827918	1.0	0.9745366683147118	0.9792028856163868	0.9762116772382375	0.9780807801543218	0.9757647606065109	0.9769303622976874	0.9778623296019009	0.9771867407605644
Obregon-TitoAJ_2015__HCO02__bin.18	0.9747783192331152	0.9750324199775562	0.9750576177218931	0.9746964553156674	0.9748637331732226	0.9770708010866497	0.9759651338673699	0.9772988255164469	0.9762964092535947	0.9772708308878539	0.9755667159156265	0.9736931630411539	0.9782915990396532	0.9744393807870371	0.9755114590477992	0.9777130501403548	0.9767366909429533	0.9749601805690055	0.9778414059923851	0.9746226696925816	0.9739382669573372	0.9755408139658711	0.9766773708299105	0.9745366683147118	1.0	0.9765128845450044	0.9772495708985265	0.9748590177744232	0.9772060595708828	0.9751094130896546	0.9741820597717173	0.9755853278015651
BritoIL_2016__W1.33.ST__bin.82	0.9789365552079013	0.9993689550261056	0.979066985645933	0.9792396259821875	0.9793396902151772	0.9776636211885845	0.9795266226477154	0.9782337501357411	0.9768499857478486	0.9777234922392957	0.9800901476672609	0.9780325946688498	0.9783533366052439	0.9792948782067143	0.9807585179465053	0.9781120141455438	0.9781159016842939	0.979723234346299	0.9787645183897159	0.9788430556295138	0.9791436236006692	0.9794505263292124	0.9775483786102716	0.9792028856163868	0.9765128845450044	1.0	0.977769111567059	0.9996047780790418	0.9779328109684198	0.9792935101072614	0.979101302736012	0.9788257162908236
CosteaPI_2017__SID713B041-11-0-0__bin.33	0.975728976388607	0.9766092371165527	0.9771679507910841	0.9757214022246723	0.9760440134552618	0.978342483552716	0.977784299880835	0.9781096834017751	0.9778707633450894	0.9787578117347765	0.9766294692019676	0.9751782136305912	0.9792533364905305	0.976218065817815	0.9767726680851452	0.9789673421173263	0.9782517086796512	0.9766432802898896	0.9793726576828005	0.9755358150978123	0.9758438421863825	0.9766838761866241	0.9772459244544868	0.9762116772382375	0.9772495708985265	0.977769111567059	1.0	0.9763941686218344	0.9783019547886166	0.9768188072303213	0.9756934894724604	0.9777195486912477
BritoIL_2016__W1.53.ST__bin.16	0.9783811605012583	0.9995978759682982	0.9773577451471437	0.9782735976998799	0.97866469383748	0.9758603827727678	0.9790637461907594	0.9766911086291459	0.9756706031628546	0.9757384740066931	0.9791048162925704	0.9762880339368845	0.9758208664873749	0.9784485252155695	0.9796531492031414	0.9770294922030727	0.9768170855312968	0.9786818530700745	0.9763196873483154	0.9781872825877839	0.9779741481435981	0.9784052851520146	0.9760893779671836	0.9780807801543218	0.9748590177744232	0.9996047780790418	0.9763941686218344	1.0	0.9760865931898904	0.9775697107489133	0.9777962551076322	0.9779825860797859
FengQ_2015__SID530315__bin.14	0.9757975167015409	0.976169696638643	0.9760207167746747	0.9754607530908092	0.9759530675676568	0.9784964863169193	0.9771636655519202	0.9950724983762701	0.977609484171335	0.9786325602909172	0.9764579076256193	0.9757081949321976	0.9794062669587763	0.9762983971898056	0.9766704106884515	0.9787368036283003	0.9781430173524991	0.9759899121841987	0.9793511107702081	0.9756064763423632	0.975487317416752	0.9761830514100531	0.9978344714840666	0.9757647606065109	0.9772060595708828	0.9779328109684198	0.9783019547886166	0.9760865931898904	1.0	0.9762033307824245	0.9757738639222268	0.9769734269822081
LiJ_2014__MH0399__bin.44	0.9771465296329883	0.9774199837591969	0.9764301788463816	0.9769488919423688	0.9774427064179102	0.9761048292901078	0.9777440070212957	0.9766191832025235	0.9752538054581056	0.9763825376212458	0.9790596931334312	0.975578612605491	0.9763116348357147	0.9785469838645967	0.9792216787152072	0.9773695121727485	0.9766073945570856	0.9796005937508341	0.9762350401726826	0.9762602862778293	0.9779963044545995	0.9849315021406118	0.9758825803521934	0.9769303622976874	0.9751094130896546	0.9792935101072614	0.9768188072303213	0.9775697107489133	0.9762033307824245	1.0	0.976724224426715	0.9772127669568484
BritoIL_2016__WL.43.ST__bin.84	0.9769651197587029	0.9778170710113756	0.9777073150901683	0.9773894536213469	0.9776857669462437	0.9752718899799103	0.9784083460531804	0.9761224468305422	0.9751502357837293	0.975515308246889	0.9779888738944844	0.9831137693112063	0.976101288044799	0.9764066764644131	0.9783550076712333	0.9762346733859169	0.9772164451132904	0.9772466000043382	0.9760813826978768	0.9774768335686153	0.9765886405982097	0.9773817060076455	0.975022814584412	0.9778623296019009	0.9741820597717173	0.979101302736012	0.9756934894724604	0.9777962551076322	0.9757738639222268	0.976724224426715	1.0	0.976973243790227
XieH_2016__YSZC12003_36006__bin.69	0.9772988119240467	0.9780772253631823	0.9767855836368553	0.9774856490294097	0.9772293895204065	0.9771094390812283	0.9902595505797002	0.9769185937339461	0.9763303131108867	0.9770350216430473	0.9773781988444031	0.9759649388849853	0.977591128587764	0.9765952268098026	0.9777147676490904	0.9778766754038629	0.976813968941534	0.9772441117859547	0.9782728058688804	0.976683029931138	0.9764831814493674	0.9771980221165902	0.9764813962286979	0.9771867407605644	0.9755853278015651	0.9788257162908236	0.9777195486912477	0.9779825860797859	0.9769734269822081	0.9772127669568484	0.976973243790227	1.0
