	CM_madagascar__A75_02_1FE__bin.75	BritoIL_2016__W2.54.ST__bin.11	BritoIL_2016__W2.15.ST__bin.48	CM_madagascar__V40_01_1FE__bin.70	CM_madagascar__A90_04_1FE__bin.99	ZeeviD_2015__PNP_Main_447__bin.51	ZeeviD_2015__PNP_Main_104__bin.52	ZeeviD_2015__PNP_Main_215__bin.39	CosteaPI_2017__SID713B046-11-0-0__bin.46	CosteaPI_2017__SID713A087-11-90-0__bin.49	CM_madagascar__A32_01_1FE__bin.71	Bengtsson-PalmeJ_2015__TRAVELRES40__bin.14	KarlssonFH_2013__S422__bin.82	Bengtsson-PalmeJ_2015__TRAVELRES48__bin.67	BritoIL_2016__M1.24.ST__bin.15	LiuW_2016__SRR3993060__bin.85	BritoIL_2016__M1.22.ST__bin.44	WenC_2017__N277__bin.36	ZeeviD_2015__PNP_Validation_4__bin.6	CM_madagascar__A89_01_1FE__bin.11	BritoIL_2016__M2.46.ST__bin.21	CM_madagascar__A73_01_1FE__bin.6	XieH_2016__YSZC12003_36244__bin.70	CM_madagascar__A94_02_1FE__bin.45	Obregon-TitoAJ_2015__HCO02__bin.18	BritoIL_2016__W1.33.ST__bin.82	CosteaPI_2017__SID713B041-11-0-0__bin.33	BritoIL_2016__W1.53.ST__bin.16	FengQ_2015__SID530315__bin.14	LiJ_2014__MH0399__bin.44	BritoIL_2016__WL.43.ST__bin.84	XieH_2016__YSZC12003_36006__bin.69
CM_madagascar__A32_01_1FE__bin.71	0.6143765138684004	0.6315572128430677	0.6328534484328616	0.6320603179806589	0.4546954961845963	0.6315098617712943	0.5428172066510044	0.47155475422972554	0.4817347793622175	0.5898436504033947	1.0	0.35510799686754446	0.39796800160265167	0.35613196379464207	0.549902110765084	0.5584958749931705	0.5994595603635106	0.5976565772459889	0.40270310877998144	0.6111502668050774	0.4572961627419913	0.48749248757034364	0.4141434008996704	0.6269363856562676	0.5913616164927425	0.4060673113697208	0.6201624506000838	0.48155129395909596	0.6243266131235317	0.6284074559726093	0.6288841537817116	0.6149465479247482
Bengtsson-PalmeJ_2015__TRAVELRES40__bin.14	0.8739796819012835	0.9560036048572664	0.9230860551278888	0.9284179817547974	0.6558486538046626	0.9110172159807081	0.7516602267178559	0.6711331660288657	0.6906667024537185	0.9207736610050863	0.8051518902273476	1.0	0.5442457001340982	0.9123478749201244	0.7840007102353377	0.8289716143298238	0.9006413796734363	0.8347680844189026	0.5676401088889875	0.8915703943354603	0.867768219652666	0.6755607813827498	0.5432670619071264	0.9251816623016786	0.8496561862220539	0.5951689544571913	0.9145054212222036	0.6920882054479592	0.911849264937395	0.9062922928110351	0.9437830148457768	0.8917820196904489
KarlssonFH_2013__S422__bin.82	0.8542430909945404	0.9153791677708087	0.9287839910326737	0.9124549994783218	0.6788548561783789	0.9563101372706346	0.763957663730803	0.6710712317054817	0.7314474125219405	0.9214684920173991	0.8070602921582984	0.48678307324824593	1.0	0.5024777409576536	0.8426359802888712	0.8215998810758206	0.8798293327227081	0.8370489445017418	0.9712836886439412	0.8640774189021119	0.5168114285397717	0.7434293929234573	0.6452781653175359	0.876183124769746	0.89030167777272	0.6208340758400175	0.9046473685717002	0.7309340441699914	0.9187631516015523	0.9328207651958417	0.9004250062093564	0.8979071006414334
Bengtsson-PalmeJ_2015__TRAVELRES48__bin.67	0.8655625257585705	0.9201240967673123	0.9310250202444242	0.9243759436179841	0.6478578189040466	0.9214847706011611	0.7494247684058577	0.6714024467276519	0.6953416078318481	0.9184817613788161	0.8099778605733884	0.9151774157138153	0.5635353909814456	1.0	0.7932303887964974	0.8378561413609638	0.893731787784587	0.8548231434672123	0.586095238884206	0.8783180663105857	0.8741677004612208	0.7002044117312037	0.5393684153845199	0.9150334783752271	0.8589020584074939	0.5901006318745612	0.911514779982976	0.6623033287839469	0.9076574664128951	0.9358919662254659	0.9075218132376789	0.8891713558483086
BritoIL_2016__M1.24.ST__bin.15	0.8985243992950885	0.9417948510505081	0.9414986756527642	0.9297649239687503	0.6788508957371144	0.9458730666816748	0.8085271781378939	0.6991336341987612	0.7269853776588073	0.8944187469881213	0.8496807848296288	0.5342807194037096	0.6420259522812892	0.5388992264967938	1.0	0.8302035590293044	0.8934085145150568	0.8676996457854804	0.6470032466733031	0.902862911594106	0.6470334973671343	0.724526629404378	0.6220323541723094	0.9205947427108139	0.892346222708422	0.6049160894998434	0.9271091944521634	0.7268481942798048	0.9307350566848757	0.9425961426847842	0.9349511591995525	0.9217280884727269
LiuW_2016__SRR3993060__bin.85	0.9025010691429791	0.9458436764424448	0.9483280952811932	0.9393314039246357	0.6724007735137185	0.9614597273357234	0.8038221084259521	0.6996278207929828	0.7453809223439483	0.9384843801492447	0.8474783770582298	0.5547929731570842	0.6147679217034988	0.5590052928622702	0.8153101274611879	1.0	0.9235854668406773	0.8673226379885327	0.6313995720664547	0.9079756339033357	0.6565339317309892	0.7209671546840899	0.6207578859226168	0.9347936778587571	0.8828343653988715	0.6282919758660404	0.940475507817007	0.7192012551980385	0.9412610429170227	0.9414503451310987	0.9278620387572102	0.929118065856444
BritoIL_2016__M1.22.ST__bin.44	0.8740915680882618	0.9311689728026499	0.955186387584882	0.9224837629829901	0.6305008844791924	0.9263470054325692	0.7813620425030607	0.6858857330517951	0.6966960342922842	0.8926314349635148	0.8112371679660183	0.5375544751073482	0.5871222787092211	0.5317811765822196	0.7824698750268794	0.8236759460476935	1.0	0.8326587549268664	0.6013719131799414	0.8798833510270249	0.6516562958837059	0.6756472163397287	0.5843551619881588	0.9059605456352446	0.8641253884037415	0.588749523256165	0.9211485721714688	0.7015167693681227	0.9268571752488772	0.9092359837312514	0.9183432543288956	0.9114904660475209
WenC_2017__N277__bin.36	0.8317197642978214	0.8950552127812341	0.8957861055504893	0.8792670698134536	0.6041193877438303	0.884484576382897	0.7439132158422695	0.643535434491511	0.6613873829865837	0.8289410216788564	0.8055585898617624	0.4962424379293458	0.5563376565037182	0.5065933769209715	0.7569103425929449	0.7704020953486745	0.8293245716207409	1.0	0.5734783499865604	0.8334368406776499	0.6329003617029372	0.6641716487247118	0.5587586237368933	0.8810283311465873	0.829527699669963	0.5509170218850529	0.862188971681127	0.6668159954440404	0.8813597182963755	0.8967207400488735	0.877067027346804	0.8631904972893758
ZeeviD_2015__PNP_Validation_4__bin.6	0.8238902408767216	0.8965544546092814	0.9147297461371566	0.8897455388800614	0.6433743504739583	0.956184156579547	0.7296475974794958	0.6543412886526283	0.7052810228418491	0.9028873885049947	0.7781827875818891	0.48378494419310963	0.9255180811509435	0.4979693787953173	0.8091567995016707	0.8040670492117705	0.8587204974845988	0.8221825130785027	1.0	0.8332031201884923	0.5056677910747688	0.7151217932813536	0.6226757393555153	0.8607361617739957	0.8591480892980632	0.6000943165481551	0.8827043510546385	0.7032882338346539	0.8946936383840197	0.9171008571192277	0.8798326233197665	0.8700921521945314
CM_madagascar__A89_01_1FE__bin.11	0.8801552111779066	0.9209457894686056	0.9325329528239075	0.9115936767245955	0.6419021933168007	0.8967715399534897	0.7694333609950499	0.6671807001630755	0.6876688651298332	0.8600301062402903	0.8095309891636834	0.5208632867908871	0.5643912894541314	0.5115346945471038	0.7739927195005452	0.7925944197311667	0.861236888828848	0.8190543793965243	0.5711362452114674	1.0	0.6500010855615489	0.678037521831849	0.5789607316202368	0.9108193094863605	0.8458641311165362	0.5776073982225739	0.8952107436820318	0.6959137050939372	0.8969880491735258	0.8848810224542375	0.9155125539162235	0.8845517354510629
BritoIL_2016__M2.46.ST__bin.21	0.8073869564689896	0.8700257206638843	0.8778996408812967	0.8540359907308551	0.5497761574298748	0.8725484992235272	0.7069542851596622	0.6205709198777055	0.6053993679025527	0.7808693463069009	0.7616008383480539	0.6374061256430166	0.4244281095312045	0.6401215058720761	0.697406853586334	0.720573649665146	0.8019743945938076	0.7820234397748229	0.4358113231583034	0.8172566546151606	1.0	0.6042392082403184	0.4820569554983985	0.8522616288944967	0.7996555918179171	0.4867468819761235	0.8407950050956032	0.6048746420945356	0.8547980563913423	0.8630124417645346	0.857081978549937	0.8401474388527613
CM_madagascar__A73_01_1FE__bin.6	0.841422917471622	0.856681888093423	0.874660426925963	0.8671737823480182	0.6477226786329657	0.848771569696581	0.7337575541489452	0.6506630346084822	0.6784763257335599	0.8330971302066007	0.798646779855205	0.48812818221554555	0.6005770318068644	0.504370255114295	0.7681937323127369	0.7783835351999845	0.8179351271841951	0.8072754043921847	0.606275743032878	0.8386004144246018	0.5943822940147122	1.0	0.5735633504244944	0.8521124764480619	0.8125019579996032	0.5849421252612531	0.8464801507324038	0.6507883465830856	0.8539227869383151	0.8679987528474908	0.8530732015866883	0.8423411260474365
XieH_2016__YSZC12003_36244__bin.70	0.905305853794376	0.9329185336870006	0.9354782150488636	0.9297756575240099	0.698151685029802	0.9237214954164826	0.7967753640513849	0.7250639685937411	0.7595230929201839	0.8964097890466265	0.852859576630578	0.49342686952844667	0.6552634268414	0.48837126443571216	0.8290282868230792	0.8424427048612381	0.8892333051112055	0.853700614792333	0.6635781720124627	0.9000992931341469	0.5960672793024915	0.7209769169247444	1.0	0.9226994980961783	0.8788520626062432	0.6272569498161811	0.9270190775958498	0.7256012203960661	0.9451768758573291	0.9167578494551066	0.9308482859042192	0.9144653875760755
CM_madagascar__A94_02_1FE__bin.45	0.8562112923853386	0.9205051122077553	0.910658764422054	0.9039176052584016	0.6154284805681197	0.8887674420200827	0.754084389749503	0.6478822487765705	0.6665883076979393	0.8429886453850571	0.7875808470089752	0.5126032107730427	0.5427611183941101	0.5054130604382154	0.7484619907524978	0.7738891901228806	0.8409942094438	0.821137932375638	0.5595579639022538	0.8638103964620639	0.6428575514023396	0.6534039822371085	0.5628661994870633	1.0	0.8294628578488232	0.5543588177290313	0.8748601549791691	0.6827010851287261	0.8853247950655584	0.8817099871651441	0.8935347559203919	0.8719877554102006
Obregon-TitoAJ_2015__HCO02__bin.18	0.8751416982866653	0.9274548371746545	0.9356085614416227	0.916592962795947	0.6369422070302282	0.9221375700394389	0.7737268331086923	0.6785417097470982	0.6943589756366146	0.8808177267982291	0.8089838582294627	0.5126401100201554	0.6005733953525454	0.5166163819413475	0.7900411329883577	0.795897787887319	0.8735254035442634	0.841922637095428	0.6082163829379069	0.8735783457612593	0.6568403835757048	0.6784601164479634	0.5838156265493384	0.9032583754587288	1.0	0.5786397462759821	0.9090147515702038	0.7038867061470274	0.922581661812592	0.9175116659732274	0.9150009591884021	0.899859485127597
BritoIL_2016__W1.33.ST__bin.82	0.9497058808904624	0.9786553560506989	0.9644123336101318	0.9672108160251406	0.7469601062110597	0.9615661158874044	0.849617868916856	0.750949982347881	0.791979473817681	0.9607575991129189	0.8869518519807666	0.5733567368939232	0.6686821574370118	0.5667165566931366	0.8551193631314362	0.9043881676105993	0.9502647817850022	0.8927765540080255	0.6783047998846397	0.9524655783679498	0.6383742149779473	0.7798805622821455	0.6653048844159137	0.963876305883874	0.9238969911838854	1.0	0.9664868305247403	0.7750115608948381	0.9597760418479531	0.9521015966465947	0.9705642213923793	0.9480222168078007
CosteaPI_2017__SID713B041-11-0-0__bin.33	0.8984094123596482	0.9546443347813481	0.9584917954269314	0.9476733195926919	0.6445274582872661	0.9467938131860317	0.7911041604239136	0.6974346007666962	0.711768063159136	0.9121988815012512	0.8279030245416933	0.5384469509330244	0.5955188328032185	0.5350267833101655	0.8010036219617673	0.8273948922984535	0.9086899730799317	0.8539472332624826	0.6098073169827399	0.9022228354386986	0.6739602283191338	0.6897694623462459	0.6009466090378248	0.9296960141401777	0.8870706480084073	0.5907013015114503	1.0	0.7142363945464525	0.9529248298577534	0.9325448368962359	0.9436593179965731	0.9320257640066106
BritoIL_2016__W1.53.ST__bin.16	0.8631604073359015	0.9587325419940905	0.9110436100008734	0.9066800497573876	0.6442738343006708	0.8885014351934123	0.7558552276882392	0.6667693239079429	0.6836475297505203	0.8622184204740204	0.7964043360009156	0.5048183644517802	0.5960894367957689	0.48159925424157635	0.7779727177713991	0.7838497820855334	0.8573164744541597	0.8181852408504537	0.6019047561677173	0.8688823563074718	0.6006570565433073	0.6569676908295207	0.5827231627867752	0.8987729322221252	0.8509559924219379	0.5868096237775254	0.8848283641204658	1.0	0.8965599031357395	0.8826251238663779	0.9083155377382075	0.8824526898205179
FengQ_2015__SID530315__bin.14	0.8583473646983782	0.9324752254038225	0.9358543292525165	0.9181785715732744	0.6139799279610715	0.918868515353275	0.7672516332624675	0.6835322806288444	0.6753253067558346	0.8784529747169175	0.7936934971062299	0.5112657053372823	0.5759525652075012	0.5073419394944773	0.7657669807492952	0.7885739058863434	0.8706945800632873	0.8312826992545481	0.5885978686988367	0.8608790879313668	0.6524911774596757	0.6626325406890292	0.5834817503503259	0.8959255694206729	0.8573518082373036	0.5586102031803398	0.9074560812003633	0.6891745389907952	1.0	0.909129426391623	0.9088533331172436	0.9030356947508128
LiJ_2014__MH0399__bin.44	0.8585386496584166	0.926376620826066	0.9327067853752742	0.9260563133308706	0.6134905567739191	0.9292780923701351	0.7565499375751086	0.6661548371107796	0.6749387441140575	0.8632859808189585	0.8067359263433042	0.5131460508657655	0.5905143390209345	0.528267136450993	0.7831506567472657	0.7964872555025087	0.8625389863319882	0.8540864923757464	0.6092710315771754	0.8576092903201672	0.6652383368325563	0.6801776420692331	0.5715022187723572	0.9010401810555652	0.8610233707570947	0.5595918066745535	0.8967797406678294	0.6851336407038348	0.9180679145410251	1.0	0.9029544274912675	0.8959444862688619
BritoIL_2016__WL.43.ST__bin.84	0.8674784907779228	0.9235548495883986	0.9142627284220205	0.8999937675145706	0.6130112567835457	0.8919921710834404	0.7484574598562183	0.6515886262287002	0.6647065785884965	0.8472652254187059	0.789785127917475	0.522748857711214	0.5576067484666084	0.5011101257303873	0.7599006461772279	0.7679148219367478	0.8522271986807716	0.8171949126908842	0.571796802677796	0.8679948150295529	0.6462950161272708	0.6539398170622579	0.5676627779388314	0.8932603961001795	0.8399880839452891	0.5580338738442028	0.8877272069716925	0.6897377267209522	0.8978238333673547	0.8833118627069229	1.0	0.8840243101239007
XieH_2016__YSZC12003_36006__bin.69	0.8953243925414748	0.9644513968993925	0.9608478164258473	0.9431826309255058	0.6456405845686065	0.9472293998372734	0.8056915176178102	0.690153820009255	0.7076594576718364	0.8980299815450221	0.8256411102817883	0.5280746121489871	0.5944666853722752	0.5249007716369181	0.8009148631953703	0.8220839881824568	0.9043116427742252	0.8598350849974296	0.604536537983083	0.8965854928836162	0.6772976875344235	0.6903274276181586	0.596203372755709	0.9319500963705618	0.883165135679848	0.5827341120001369	0.9373631082608491	0.7163979110847847	0.9537133995120648	0.937011613982259	0.9451045405113967	1.0
