	CM_madagascar__A75_02_1FE__bin.75	BritoIL_2016__W2.54.ST__bin.11	BritoIL_2016__W2.15.ST__bin.48	CM_madagascar__V40_01_1FE__bin.70	CM_madagascar__A90_04_1FE__bin.99	ZeeviD_2015__PNP_Main_447__bin.51	ZeeviD_2015__PNP_Main_104__bin.52	ZeeviD_2015__PNP_Main_215__bin.39	CosteaPI_2017__SID713B046-11-0-0__bin.46	CosteaPI_2017__SID713A087-11-90-0__bin.49	CM_madagascar__A32_01_1FE__bin.71	Bengtsson-PalmeJ_2015__TRAVELRES40__bin.14	KarlssonFH_2013__S422__bin.82	Bengtsson-PalmeJ_2015__TRAVELRES48__bin.67	BritoIL_2016__M1.24.ST__bin.15	LiuW_2016__SRR3993060__bin.85	BritoIL_2016__M1.22.ST__bin.44	WenC_2017__N277__bin.36	ZeeviD_2015__PNP_Validation_4__bin.6	CM_madagascar__A89_01_1FE__bin.11	BritoIL_2016__M2.46.ST__bin.21	CM_madagascar__A73_01_1FE__bin.6	XieH_2016__YSZC12003_36244__bin.70	CM_madagascar__A94_02_1FE__bin.45	Obregon-TitoAJ_2015__HCO02__bin.18	BritoIL_2016__W1.33.ST__bin.82	CosteaPI_2017__SID713B041-11-0-0__bin.33	BritoIL_2016__W1.53.ST__bin.16	FengQ_2015__SID530315__bin.14	LiJ_2014__MH0399__bin.44	BritoIL_2016__WL.43.ST__bin.84	XieH_2016__YSZC12003_36006__bin.69
Bengtsson-PalmeJ_2015__TRAVELRES40__bin.14	0.8533642753689766	0.9336879692534167	0.9009417844456395	0.9061942225245769	0.6403411607186178	0.8888719129796541	0.7337319460345022	0.6547482019587217	0.6731492846546842	0.897704432673716	0.7864514350779865	1.0	0.5312188691360421	0.889698800342317	0.7662974750514352	0.8093451692125369	0.8790359794073045	0.8144716643972859	0.5544749471710851	0.8705978054966848	0.8465334218374656	0.65915104166129	0.5297560733896084	0.9037104634801738	0.8273044194600353	0.5820946367941133	0.8918057630229599	0.6756774334076947	0.889698800342317	0.8841593776356389	0.9278460771369258	0.8703479843459176
KarlssonFH_2013__S422__bin.82	0.8341035397486527	0.8938610932345252	0.9070553985391162	0.8901604091434967	0.662834254964946	0.950399937952602	0.7471670099894464	0.6575906958449479	0.7155394568821367	0.9021599327081197	0.7882013918191614	0.4751316429726244	1.0	0.4903711117656455	0.8233357308989578	0.8072449570331003	0.8614080881368514	0.8174024484715751	0.9651509681517724	0.8437347362939421	0.5046595564534372	0.7261170609107856	0.631787472888888	0.8549457408431614	0.8709746519759604	0.6073950895763142	0.8858789540212161	0.7132606923270821	0.8998423885293566	0.9107237662770545	0.8789060083486989	0.8777860158830258
Bengtsson-PalmeJ_2015__TRAVELRES48__bin.67	0.8455169214392078	0.8998641397206995	0.9086494949766905	0.9030048731591036	0.6331120081019118	0.8990346878630794	0.7321667850611682	0.6550236202208144	0.677826815422627	0.8961000229885533	0.7933681130125567	0.892458097666144	0.5499576472147607	1.0	0.7769302618416938	0.8183748956713175	0.8727790675759917	0.8370235829420791	0.5725413120872157	0.8568724383813573	0.8561413609637796	0.6854596364494904	0.5262059153068558	0.8936354843853876	0.8369479899513099	0.5778825264213036	0.889837195479332	0.6480297152940153	0.8861445296562693	0.9158142607730366	0.8861103574823599	0.8683605019374586
BritoIL_2016__M1.24.ST__bin.15	0.879040841954195	0.9226672669905132	0.9205187642239817	0.9095419833902585	0.6638859478492108	0.9237190062295324	0.7916346278988782	0.6830684052608067	0.7096545441114913	0.8731799459005033	0.8325258274092391	0.5222163206010743	0.6273205975567289	0.5278253620410073	1.0	0.8112124548438043	0.8731166304948099	0.8511426671966401	0.6321986978131563	0.8826709252139533	0.6340629847585748	0.7099542370317738	0.6067803764452621	0.9005476782592484	0.8704939656900852	0.593276607419862	0.9055749214713094	0.7120591225188275	0.9090213900545567	0.9230105771902734	0.9147141485309067	0.9011871638567525
LiuW_2016__SRR3993060__bin.85	0.8813088935423764	0.9243647839847563	0.9265997937020397	0.9173481661520733	0.6567114889171843	0.9439409819257839	0.7861126790339508	0.6847150898045558	0.7287575625889081	0.9186857175624784	0.8279629769085843	0.5416578866825892	0.6040267482646721	0.5460076923023778	0.7966597140707506	1.0	0.9035885205479263	0.8471204991498673	0.6200773651895336	0.886626627636327	0.6410139137127346	0.7042567435459345	0.6070569654578729	0.9132788594334337	0.8631586801628551	0.6145399299858162	0.920694808214058	0.702680837157952	0.9212468245244472	0.9201448645556476	0.905811094353336	0.9085628852973667
BritoIL_2016__M1.22.ST__bin.44	0.8534266097921798	0.9099507143917795	0.93381655698221	0.9007263758411179	0.6158864909127542	0.9061983784240066	0.7641259429361505	0.6701943143175955	0.6809799696732387	0.8732234167945685	0.7925013663062412	0.5246591320089046	0.5748295274952572	0.5193140557329716	0.764697727464573	0.8058421837732727	1.0	0.8128865938093234	0.5890526676397683	0.8588437752812865	0.6359950683584423	0.6598319520341789	0.571034061229004	0.8849967559854072	0.8440229724292648	0.575865270805902	0.9011151646745603	0.6852535661055005	0.9065988740527509	0.887966585109326	0.8974201303890538	0.8903566197922476
WenC_2017__N277__bin.36	0.8127681014093773	0.8758353717734244	0.8747939569712198	0.859004586643625	0.5905828363548886	0.8630499645906694	0.727642720467575	0.62797558044914	0.6453709510933935	0.8091970980304557	0.7887020301758684	0.48417687727751957	0.5432797754422484	0.49604483299928687	0.7424673859813417	0.7524574811876424	0.8096315834046225	1.0	0.5597810144619807	0.8140212357795024	0.6193177843209693	0.6508811829784832	0.544995624462263	0.8608223065282042	0.8087564758572189	0.5397462065376548	0.8420510655324225	0.6526007140779397	0.8601981940627696	0.8784281693805638	0.857110770450576	0.8435478308256326
ZeeviD_2015__PNP_Validation_4__bin.6	0.8050911579995741	0.8759974942767804	0.8936167404834426	0.8685665468353806	0.628354968071385	0.9552779434769373	0.7141073624975585	0.6410991397134256	0.6899017946538706	0.8843267364538737	0.7603585436539567	0.47256461827312735	0.9196743263669301	0.4864534338438041	0.7906418980149533	0.7896485828762675	0.8411294054714156	0.8025449631268047	1.0	0.8138171983410141	0.49368906156794223	0.698392923443469	0.6094133545897494	0.8401580857963853	0.8401105755948893	0.5873510247246608	0.864496506240553	0.6866341485731983	0.8762192085504286	0.895305992092191	0.8587882435126579	0.8511874910918372
CM_madagascar__A89_01_1FE__bin.11	0.8611621056999218	0.9005939227852133	0.9110116951164204	0.8924648760529947	0.62836041608368	0.8748094236391882	0.7523598901894185	0.6511348942904288	0.6705218173747745	0.8388966352416701	0.7912826995262127	0.5086109154419924	0.5511040160952593	0.4990447058369438	0.7566828375131474	0.7739583433848292	0.8406431831559446	0.7999738259048759	0.5578477656730965	1.0	0.634359349821003	0.6625194194899309	0.564651824225874	0.8913075468238881	0.8243983576659945	0.5653869906303977	0.8733101425221697	0.6807339361014348	0.875107349975394	0.8638742003029922	0.8948923122943463	0.8639266691111905
BritoIL_2016__M2.46.ST__bin.21	0.7888698983305833	0.8505615779384645	0.856812791177327	0.8344368751819858	0.537635427788023	0.8509922777346405	0.6905429547219256	0.6052803188391731	0.5903013685334368	0.7616137290109676	0.7453168979908764	0.6218084235174222	0.41444846161312243	0.6269214670484324	0.6834265505192662	0.703539776036106	0.7827005787149374	0.7652405549354557	0.4254874187129962	0.7975900526545666	1.0	0.5916245571678153	0.4700906289430263	0.8326086758711055	0.7788151812578861	0.4765951057944288	0.8204846282636126	0.5915517628360671	0.833844662962244	0.8440229787440551	0.8370165243133069	0.8203898439774823
CM_madagascar__A73_01_1FE__bin.6	0.8225843506229049	0.8381275109013958	0.8542733621053605	0.847238735721521	0.6332483996616577	0.8288409984977481	0.7178563596573015	0.6352183337386083	0.661678553899813	0.8132709856532707	0.7832058085083848	0.4762712825233058	0.5865913203555877	0.49374931936204275	0.7527430642059771	0.7603423403801428	0.7987892476358553	0.791121348237502	0.5920931127643673	0.8194075428857857	0.5819734249105287	1.0	0.5592360146615011	0.832626464397227	0.7926288214557969	0.5729218724592624	0.826743514732362	0.636734757812232	0.8335849518220211	0.8549193154982567	0.8337781411162015	0.8231340823210164
XieH_2016__YSZC12003_36244__bin.70	0.8828697309709256	0.9105030383324004	0.913084284775334	0.906647576881858	0.6807927323801567	0.9030471459552815	0.7784684854468519	0.720386221225853	0.7415865711427336	0.8767189948046907	0.8323080543702575	0.4811554007870317	0.6415639746882205	0.4764532755014116	0.8087008538834493	0.8238489169172435	0.8689621289048033	0.8326727855240174	0.649444605401209	0.8778535055914505	0.5812708208513706	0.702967261394098	1.0	0.8997814425914101	0.8583549218547094	0.6131740142648323	0.9059256154721018	0.7082516438686255	0.9431300683800592	0.8946480156843771	0.9075983156734072	0.8929584384631036
CM_madagascar__A94_02_1FE__bin.45	0.8382390623462849	0.8999681988418887	0.8893811586145677	0.8848317627221791	0.6023602636521914	0.86706086375606	0.7375855371078334	0.6325158834201573	0.6500030886016871	0.8224248497452475	0.7702738102591908	0.5007069466083722	0.5296053910970484	0.4935940113157215	0.732163325257212	0.7560776817642093	0.8215337309622023	0.8023054695704098	0.5461803148543438	0.8453056686136295	0.6280334072309885	0.6384620136310287	0.5488857011469007	1.0	0.8083419699787916	0.542829753987156	0.8540486992411191	0.6677368099549065	0.8638687367161528	0.8613692572027336	0.8737539780045803	0.8520948726924141
Obregon-TitoAJ_2015__HCO02__bin.18	0.8530691537466897	0.9042985343102937	0.9122722550394762	0.893399911804495	0.6209318577610798	0.900993694270531	0.7551304122517011	0.6631380159997609	0.6779001746470311	0.8607974717288561	0.7892177258016697	0.4991541702272903	0.5875359072801155	0.5034113473233661	0.7706941783492491	0.7781596537952719	0.8532043121124319	0.8208410462876917	0.5947391630396058	0.8514092595314676	0.6397219848473146	0.661865534243026	0.5701995111876247	0.8802584078469086	1.0	0.5650491677483488	0.8883342759124123	0.6861903029789652	0.9015523903722399	0.894674262110065	0.8913775191152546	0.8778897107735543
BritoIL_2016__W1.33.ST__bin.82	0.9297018034995947	0.9780377805070882	0.9442242763874317	0.947131157730385	0.7315276790198351	0.9400882108707219	0.8322233216812773	0.7346046173965363	0.7736451377113903	0.9393552750001243	0.8692927715815801	0.5607615770552288	0.6542074198568935	0.5549826213645337	0.8386655992521468	0.8845929321910009	0.9294690938744662	0.874673933041286	0.663900670780522	0.932314317111616	0.6250600420667399	0.7638544272011695	0.6503677110422706	0.9438304600987525	0.9021973158834263	1.0	0.945000969623438	0.7747052593369764	0.9385964825045124	0.9323869145587717	0.9502806935542418	0.9279485254265101
CosteaPI_2017__SID713B041-11-0-0__bin.33	0.8766040962995695	0.9323144755084514	0.9366074635874015	0.9246651402438913	0.6290871671688221	0.9262886106047685	0.7735292276329122	0.6821675365493566	0.6960171792460801	0.8928217811250753	0.8085544914088575	0.5250817357457054	0.583163803965498	0.522302811563777	0.7823984449694604	0.8099925785948685	0.8889275188255095	0.8340018270879465	0.5972286127078039	0.8801506891695502	0.6576799386837552	0.6736867121594952	0.5872726244969582	0.907580105285487	0.8668894101228939	0.5775694867803562	1.0	0.69737625065264	0.93224822381645	0.9109273352657757	0.9207222528492786	0.9112598093531586
BritoIL_2016__W1.53.ST__bin.16	0.8444998810280382	0.9583470125989801	0.8904155284011674	0.8869811542388657	0.6305280547933653	0.8670533506419968	0.7400304507983169	0.6512276701675548	0.6670147977024857	0.841299685853782	0.7797633210947831	0.4928481285258621	0.5816765107180184	0.4712200800575885	0.7621434229588778	0.7658443545545178	0.8374413799542787	0.8007430476701073	0.5876514633551299	0.8499296710048764	0.5874270731993819	0.6427806608817178	0.5687898894916132	0.8790725307294035	0.8295621229417098	0.5865777037507793	0.86394125495842	1.0	0.8751201014424221	0.8628275870377788	0.8881475312564945	0.8630233636837333
FengQ_2015__SID530315__bin.14	0.8375732269399894	0.9102540579054996	0.9134132132337236	0.8956471608987097	0.5992155941185766	0.8991096136604237	0.7497304183594503	0.680164174206174	0.66020442478542	0.8596826837423893	0.7750082914804098	0.49884613848537657	0.5640915518352099	0.49531712235562547	0.7479019515800697	0.7718063040718838	0.8516638237355709	0.8113235286456901	0.5764439765071828	0.8398792135335482	0.6364968683382369	0.6468506555334127	0.5822182039814155	0.8742125987670148	0.8378093821935466	0.5462832462317898	0.8877660581231329	0.6726940278767386	1.0	0.8874951741558174	0.8868353285944075	0.8822418773879608
LiJ_2014__MH0399__bin.44	0.8389180620695138	0.9054590216827131	0.9107230532552126	0.9047096891848291	0.59965187017493	0.9070728337159878	0.7397121674763978	0.6505795929055397	0.6582365786483492	0.8428973566448608	0.7898426284853898	0.5006143123676102	0.5765260197234601	0.5169342130489065	0.7668781007869745	0.7784623603622982	0.8423619521455926	0.8366636350458484	0.5947917299877956	0.8372498912824925	0.6506006350037641	0.6699283867257092	0.5577190599325716	0.8802535105233871	0.8395919937154267	0.5480046245855875	0.875991316627466	0.6697658949671976	0.896220956059423	1.0	0.8819374628840768	0.8755283904665266
BritoIL_2016__WL.43.ST__bin.84	0.8474962276309522	0.9030676979428794	0.8938813574925053	0.8796444166936837	0.5993323807351016	0.8699348905398304	0.7322970253890871	0.6360302841613104	0.6481887768375683	0.8265201975411988	0.7724010678706227	0.5139215999075991	0.5442806654007287	0.48928727240707165	0.7434526025200969	0.7496650753816254	0.8328104335236814	0.7986009499680086	0.5581202137799681	0.8484448233490632	0.6311643712251295	0.6391488140266373	0.5534841594807254	0.8734856918716383	0.8183013218015199	0.5463716928516823	0.8661496562698517	0.6744229661941985	0.8760730310063292	0.8627520940293362	1.0	0.8636680978511648
XieH_2016__YSZC12003_36006__bin.69	0.8749994651174021	0.9433079462770031	0.9385422951537192	0.9219474861434842	0.6309389543075777	0.9255467875562468	0.7978437201420894	0.6742240993035523	0.6909093798846243	0.8774067424549461	0.8069636212591075	0.5153823065726985	0.5811453578609097	0.5126155881293963	0.7830662893757645	0.8038967572666094	0.8833442449383296	0.840268773920714	0.5914016552629696	0.875679835781873	0.6613698007119134	0.6745865968812982	0.5821815018647536	0.9106892772238432	0.8616029483951383	0.5703951345856311	0.9164782351686225	0.7006246817448543	0.9317526482801537	0.9156597119703057	0.9233418486642913	1.0
