	HMP_2012__SRS015921__bin.10	HMP_2012__SRS019128__bin.2	HMP_2012__SRS019587__bin.5	HMP_2012__SRS013949__bin.33	HMP_2012__SRS019129__bin.24	HMP_2012__SRS050029__bin.11	HMP_2012__SRS018359__bin.7	HMP_2012__SRS013945__bin.13	HMP_2012__SRS014575__bin.2	HMP_2012__SRS013950__bin.11	HMP_2012__SRS023987__bin.4	HMP_2012__SRS013836__bin.49	HMP_2012__SRS015745__bin.7	HMP_2012__SRS056892__bin.5	HMP_2012__SRS023964__bin.28	HMP_2012__SRS017080__bin.6	HMP_2012__SRS014578__bin.17	HMP_2012__SRS019391__bin.2	HMP_2012__SRS019591__bin.17	HMP_2012__SRS015895__bin.3	HMP_2012__SRS019120__bin.3	HMP_2012__SRS015803__bin.6	HMP_2012__SRS015799__bin.3	HMP_2012__SRS013881__bin.10	HMP_2012__SRS052874__bin.12	HMP_2012__SRS024470__bin.4	VogtmannE_2016__MMRS65862658ST-27-0-0__bin.79	HMP_2012__SRS024557__bin.4
HMP_2012__SRS023987__bin.4	0.9204869697546129	0.7623790860041231	0.4465639285596657	0.9430313679018586	0.6811802671316253	0.7011731287443765	0.503123212462468	0.9434749964879403	0.9321967479335982	0.8491535096062393	1.0	0.6766371071114334	0.8589234209679034	0.9458531145751483	0.9675573070669362	0.8967205765020693	0.9337144954296173	0.8743448916504395	0.8974236605945564	0.9131200465675583	0.5910107405169348	0.6920908416911391	0.8911953841117782	0.9180167651275667	0.9078516210255752	0.9067976670513689	0.6194305287716664	0.934299278565816
HMP_2012__SRS013836__bin.49	0.85551227358862	0.6843053681078252	0.557048273848187	0.8673943278368771	0.6792980958638372	0.7406351529854261	0.5802152534303715	0.8669488209979728	0.8521784598067349	0.757310461486433	0.6281109823675382	1.0	0.8541227165434659	0.8763244313080243	0.8695507306873721	0.8735721474615158	0.8655455368513398	0.8432851699259173	0.8201581237298531	0.8502148603361018	0.5686651454542392	0.728767449797806	0.8722693207393417	0.8901650933536495	0.847581752688796	0.9327671527932467	0.5743793634243877	0.8691407895204811
HMP_2012__SRS015745__bin.7	0.9019912100242174	0.7105233818141276	0.5787434906273689	0.8959503289495454	0.6920642290342074	0.7573440283299301	0.6055838186249131	0.9024244469865086	0.8757159737166182	0.7753098713372768	0.6505411898387351	0.6968832902387283	1.0	0.8771164847427789	0.8837631848364008	0.9551083016041986	0.8929609430005758	0.8792556876987685	0.8606310801447653	0.8924263968073847	0.5691048591267144	0.81586970920178	0.9669436634130621	0.9848962700384822	0.8819452186879385	0.9145311546248682	0.5811443666722158	0.8989407330817403
HMP_2012__SRS056892__bin.5	0.905973229609775	0.703005777319676	0.5248210506771152	0.8776950708298916	0.6697605994891583	0.7154211825533039	0.5259260493559729	0.8812742953312497	0.8461595225796316	0.7614188354427969	0.6699381800609868	0.6686446508018501	0.820253230847602	1.0	0.9096405302660614	0.848678500610582	0.8647354977850037	0.8254621022587963	0.8163574082758259	0.8968437790859599	0.560141493152674	0.7198949751363395	0.8622874567653199	0.8821012590129281	0.8472411929796163	0.8689412532046628	0.5622353252033488	0.8732555565341795
HMP_2012__SRS023964__bin.28	0.8973559674991706	0.7154190612306675	0.5441724648105705	0.9118685413327589	0.6943500203857366	0.7334452782246316	0.5425061095584208	0.9142546831731151	0.883229909203359	0.7824233045205062	0.7096627405430642	0.6870520745876387	0.8558366064724591	0.941963508791996	1.0	0.8760576795559409	0.9033942867679068	0.8557927290708491	0.8445063767668666	0.8901152102245192	0.5779555990275979	0.7272708897104535	0.8739742424862414	0.8953415510612168	0.888615983502097	0.9002627221046954	0.5806217674310373	0.9126484744714869
HMP_2012__SRS017080__bin.6	0.9106490804051245	0.7133094214604496	0.574038277249952	0.9036358160362212	0.6941065779222557	0.7654334877399795	0.6014103192757739	0.9118209447098092	0.885408198569768	0.784679143652941	0.6641289548553464	0.6969690332119486	0.9339584271928274	0.8874163976373542	0.8846116892717665	1.0	0.8974509213372396	0.8815082899194281	0.866391539079982	0.9016614686138	0.5761764068967749	0.8001264458510577	0.9526529982352341	0.9826017478400908	0.8915024903361021	0.9254835682620914	0.5880165176115673	0.9113206373070021
HMP_2012__SRS014578__bin.17	0.915287196787466	0.7414616437070588	0.561463915794465	0.9432704228552236	0.7250324760319475	0.7544673683794584	0.5493334387055029	0.9479810527667604	0.9585309473122687	0.8133099868120144	0.6861289063850595	0.6851741357424046	0.866370636727799	0.897147542441111	0.9050939211783243	0.8904448845927777	1.0	0.8855144549212919	0.8686496391826413	0.9058624794400786	0.6052919879283009	0.7369722953516056	0.8861862025022598	0.9061158665790761	0.9082422440320661	0.9054470825903772	0.5923539319460429	0.946648424109811
HMP_2012__SRS019391__bin.2	0.9381505522244837	0.7142582100225535	0.6488907632534895	0.9078214993694393	0.6972493699486383	0.7859317731285387	0.5858234878257982	0.9125344057958613	0.898535245185226	0.79131700598778	0.6625420458689616	0.6883741516972167	0.8796815821267111	0.8831140123015364	0.8841459315082727	0.9019070641134561	0.9131344062033319	1.0	0.953934943249537	0.9349213479941243	0.576902938473982	0.7534044165734578	0.8993985734455507	0.9188420501474025	0.8837975441749026	0.908272773020559	0.5871304496641424	0.9261963845136737
HMP_2012__SRS019591__bin.17	0.9400188923363454	0.7059820924550149	0.6089919898142082	0.9047466737538681	0.6864768368007054	0.7723303501159912	0.5755750110222464	0.9104020132596594	0.8922286982211949	0.7832537053289986	0.687667136399784	0.6770141867642393	0.8707178057694764	0.8831817001866571	0.882283953669481	0.8963955194053344	0.9058030582098223	0.9646479473898909	1.0	0.9318222554606475	0.5692964510426839	0.740941670684121	0.8932474834254257	0.9128778982327321	0.8790159091190032	0.899589395568851	0.5890906543711963	0.9279047224660164
HMP_2012__SRS015895__bin.3	0.9962870985514906	0.7010980535699524	0.5626211650673794	0.8890272532700532	0.6757074463027004	0.7517770080130817	0.5632758207925348	0.8978670169632289	0.8651581232501697	0.7659601004060299	0.6491494493007369	0.6511258405994544	0.8376621049427463	0.9001659576155814	0.8627554889537598	0.8654959638324216	0.8763699387825219	0.8771244653445807	0.864508246033957	1.0	0.5550610860690696	0.7412781460149863	0.8839051695343295	0.9027410960848242	0.8657066960767964	0.8612588599528934	0.5684356547489061	0.8973490265938359
HMP_2012__SRS019120__bin.3	0.8424875088580093	0.7608686424673647	0.5137559038406889	0.9222646287549866	0.7373388921463181	0.693701730594215	0.5039039989640176	0.9229675140379213	0.8697842063043846	0.7880156980111296	0.6325715745133941	0.6556775792544524	0.8042410529610031	0.846449422116066	0.8433997489181538	0.8326730144569905	0.8816325356029022	0.8148663474785699	0.7951920344464148	0.835676643992561	1.0	0.6727072594308572	0.8212491501706853	0.8317989043047227	0.8458501350734001	0.8451637967316195	0.5800350363493131	0.8732266894966493
HMP_2012__SRS015803__bin.6	0.8489278630450812	0.6372903952527229	0.6268299518143752	0.8157464418548337	0.639415351379589	0.7767071070395634	0.6051624734380484	0.8204675991804907	0.8008059052557974	0.7207715141604791	0.560294609794388	0.6355675755094045	0.8720749203481554	0.822832531146524	0.8027387718787496	0.8746145286052833	0.8119193441748722	0.8049165118069745	0.7828104381327594	0.8441463036374569	0.5088211527002724	1.0	0.937775516478613	0.9436366950810394	0.7976568345499909	0.8488277370713697	0.5107376944362064	0.8249999319796374
HMP_2012__SRS015799__bin.3	0.8762699292032075	0.6691522224934743	0.5410405438395524	0.8504544515595951	0.651814519915119	0.709252408405476	0.5712446714615688	0.8568904809299356	0.8292496854519164	0.7321881279224803	0.6224573247450752	0.6563064543388857	0.8916973390171077	0.8503107922855909	0.8322618354584891	0.8984131753394302	0.842306247769995	0.8290069670053144	0.8141936301665696	0.868411391335374	0.5359166964000676	0.8090627406058102	1.0	0.9618589322266249	0.8255741676212653	0.8733507351974611	0.5475906555745432	0.8518591200165255
HMP_2012__SRS013881__bin.10	0.8966577951093307	0.6848553961223993	0.5454997137348065	0.8684510373705343	0.6660826982069176	0.7263854718299068	0.5835993076988885	0.875796630437746	0.8480895441285552	0.7493087800214159	0.6419870658898805	0.6706032439628128	0.9093808492816107	0.8709296520914281	0.8536681899672746	0.9278075846644587	0.8623186634564853	0.8479804907215293	0.8331200837831003	0.8880186030070537	0.5434751748379946	0.8151305021439336	0.9630534577921009	1.0	0.8548583762887809	0.890794764308324	0.5606412152310005	0.8745086720961475
HMP_2012__SRS052874__bin.12	0.9219209315726437	0.735044394115474	0.5656948048747397	0.9325218591411023	0.7205404023799494	0.7571131451603478	0.5632689191393441	0.9381129820457016	0.9152022342133225	0.8037486896202681	0.6863208805548541	0.6902610393299392	0.8803058628282047	0.9042913380025113	0.9159065236203727	0.9099962854577449	0.9343776058326951	0.881727653420504	0.8672180720865107	0.9205900989917889	0.5974361019969603	0.7448607453170598	0.8935765858834183	0.9241252659505544	1.0	0.9057532720747218	0.5906208570277259	0.9555657410460985
HMP_2012__SRS024470__bin.4	0.9102919339436331	0.713327267000315	0.5719825409602471	0.9136127512986786	0.7055461949592773	0.7683737394443305	0.5799816010119443	0.9226457544835034	0.9001224932628705	0.7957482338471384	0.6744984025878576	0.7474173920434376	0.8981496017719025	0.9125358105304209	0.912986785726785	0.9294883781392024	0.9165200913949733	0.8915714635695037	0.8732409717465539	0.9011299378534181	0.5873501957392343	0.7798961057141858	0.9300848453335067	0.9474853883036433	0.891185484798336	1.0	0.5920749358785267	0.919708416037118
VogtmannE_2016__MMRS65862658ST-27-0-0__bin.79	0.9224674874003291	0.7528918766225385	0.5479699478237213	0.9398361366522321	0.728414392955159	0.7513113627739139	0.5777554848467752	0.9475918610879036	0.9156693456827241	0.8099302641738086	0.7122328680413917	0.7114553634293054	0.8822528775785755	0.9127177650529453	0.9102221761936744	0.912900934628556	0.9268705130216566	0.8909089925441481	0.8839562773450149	0.9193775635045827	0.6231166187360063	0.7253940271261002	0.9014648155977009	0.9218043671645736	0.898309197972305	0.9152411771388912	1.0	0.9271966630676808
HMP_2012__SRS024557__bin.4	0.9080257703210078	0.7195915578528949	0.550996812729151	0.9133342149596656	0.7011262776394647	0.7317527306459063	0.5412869444556245	0.9227853450704631	0.901213290325301	0.7813159422956399	0.6660044886279786	0.6674222779307847	0.8460613343606197	0.8788635836577143	0.8869913159806272	0.8771362668491249	0.918307737421013	0.8712916592399231	0.8632046542204027	0.899778730956392	0.5815724763925384	0.7264265576516541	0.86940526637573	0.8914143011290567	0.9010302570324075	0.8813953844944927	0.5748222852137848	1.0
