	HMP_2012__SRS015921__bin.10	HMP_2012__SRS019128__bin.2	HMP_2012__SRS019587__bin.5	HMP_2012__SRS013949__bin.33	HMP_2012__SRS019129__bin.24	HMP_2012__SRS050029__bin.11	HMP_2012__SRS018359__bin.7	HMP_2012__SRS013945__bin.13	HMP_2012__SRS014575__bin.2	HMP_2012__SRS013950__bin.11	HMP_2012__SRS023987__bin.4	HMP_2012__SRS013836__bin.49	HMP_2012__SRS015745__bin.7	HMP_2012__SRS056892__bin.5	HMP_2012__SRS023964__bin.28	HMP_2012__SRS017080__bin.6	HMP_2012__SRS014578__bin.17	HMP_2012__SRS019391__bin.2	HMP_2012__SRS019591__bin.17	HMP_2012__SRS015895__bin.3	HMP_2012__SRS019120__bin.3	HMP_2012__SRS015803__bin.6	HMP_2012__SRS015799__bin.3	HMP_2012__SRS013881__bin.10	HMP_2012__SRS052874__bin.12	HMP_2012__SRS024470__bin.4	VogtmannE_2016__MMRS65862658ST-27-0-0__bin.79	HMP_2012__SRS024557__bin.4
HMP_2012__SRS023987__bin.4	0.9616221848832769	0.9624824217630696	0.9574843422385518	0.9626986044675002	0.9623746685704644	0.9580322041648572	0.9565310910179129	0.9627966489911566	0.9608193484841274	0.9621684904441659	1.0	0.95824384545236	0.9581765266107758	0.9773453905875247	0.998515420659759	0.9600196090336479	0.9598996772047834	0.9576057626519269	0.9580376369253816	0.9613442112012202	0.961400715370224	0.958848923658154	0.9583749101525879	0.9594380280019505	0.9617566203848696	0.958301675745754	0.9585631102516857	0.9620506969134941
HMP_2012__SRS013836__bin.49	0.9600445772491198	0.961834204875469	0.9620123571290957	0.961352260841667	0.9618853851877026	0.9690107692294732	0.9692728088070348	0.961721048601155	0.9584429182286786	0.9604883506712433	0.95824384545236	1.0	0.9711266761927304	0.9567975688842244	0.9586861959153331	0.9708066943466898	0.9584943010403097	0.9610412672668363	0.9611142979302244	0.9599871717061264	0.9601758647855674	0.9724642607320546	0.9718418065193615	0.9720665339539056	0.9591568861146959	0.9951401984190427	0.9591142155691225	0.9601721532436672
HMP_2012__SRS015745__bin.7	0.9610225052292458	0.9601223499268093	0.9615329129780017	0.9600267060628445	0.9596140972922076	0.9695275329078714	0.9855506927899739	0.9604048703132149	0.9584060496908998	0.96001189813307	0.9581765266107758	0.9711266761927304	1.0	0.9560178883919891	0.9592888319495657	0.9917104764503868	0.9581249558159847	0.960688596595347	0.9610664865251759	0.9610867905929225	0.9595709032161684	0.9926300964870189	0.9932466405630134	0.9933071954885081	0.9585382044458811	0.9719032196651299	0.957861890862455	0.9585768054122441
HMP_2012__SRS056892__bin.5	0.9617726316320503	0.960059107482433	0.9610491281002719	0.9610297256556476	0.9598678420986038	0.9593421218997678	0.9580929931093417	0.9610529437727334	0.9576238381383206	0.9595598395824241	0.9773453905875247	0.9567975688842244	0.9560178883919891	1.0	0.9805501661992014	0.9572834454628631	0.9572673147839224	0.9597023034340997	0.9597409959165393	0.9616568813768062	0.9592546695768653	0.9570599170561342	0.9570234254050914	0.9576514426164742	0.9590007147705766	0.9567547606472158	0.960814598416529	0.9610147887346979
HMP_2012__SRS023964__bin.28	0.9618976825343455	0.9619623454922712	0.9609707661253791	0.962344055384499	0.9614975805964904	0.9602542170658833	0.9602356580468335	0.9623404180743129	0.9605565091193257	0.961131053759457	0.998515420659759	0.9586861959153331	0.9592888319495657	0.9805501661992014	1.0	0.9609173332012738	0.9602510551585712	0.9597055543265863	0.9601979942544538	0.9616514288910883	0.9607673036126018	0.9602577582005192	0.9598742293756991	0.9602063111340174	0.961299897361924	0.9587404453488741	0.9588951882491694	0.9620802108041445
HMP_2012__SRS017080__bin.6	0.9612005816496108	0.9613314806427097	0.9621449161743739	0.9613445850356326	0.9604209146257935	0.969999531730464	0.9860846690483838	0.9618171534269401	0.9593039829031861	0.9610940239913313	0.9600196090336479	0.9708066943466898	0.9917104764503868	0.9572834454628631	0.9609173332012738	1.0	0.9589264952561838	0.9613806181924762	0.9623926310218993	0.9612549731507829	0.9596881984926598	0.9945628166090741	0.9951882679018591	0.995298953904518	0.9586652810808909	0.9714250981265454	0.9581344867493462	0.959553792712778
HMP_2012__SRS014578__bin.17	0.9605733857942229	0.9698775797876416	0.959423711845366	0.9700133580001644	0.9698864824689228	0.957610352268323	0.958000798443395	0.9706880902684064	0.9997536860775436	0.9692220893560864	0.9598996772047834	0.9584943010403097	0.9581249558159847	0.9572673147839224	0.9602510551585712	0.9589264952561838	1.0	0.9584334103456854	0.9589234193201345	0.9606053930736507	0.9671877244062619	0.9574780235541389	0.9582648234870518	0.9587701247482278	0.970351859908636	0.9576137351136655	0.9636167909931275	0.9738431853804428
HMP_2012__SRS019391__bin.2	0.9627346963816188	0.960778021658302	0.9985227490368827	0.9605774382768865	0.9605597648385749	0.9609758626611667	0.9607430579585903	0.960944581627231	0.9583821536253424	0.9587974650139224	0.9576057626519269	0.9610412672668363	0.960688596595347	0.9597023034340997	0.9597055543265863	0.9613806181924762	0.9584334103456854	1.0	0.9987810289013082	0.9626381253469648	0.9593811691499242	0.9602145238283566	0.9614241105255468	0.9615059268555515	0.9595934273404381	0.9606284287990238	0.9590260355399174	0.96070733505973
HMP_2012__SRS019591__bin.17	0.9634425581880834	0.9612945069760791	0.9994401099481974	0.9611104690847215	0.9609225293251722	0.9612624466405825	0.9609555300023713	0.9617226125570062	0.9589075020478708	0.9590237185418118	0.9580376369253816	0.9611142979302244	0.9610664865251759	0.9597409959165393	0.9601979942544538	0.9623926310218993	0.9589234193201345	0.9987810289013082	1.0	0.9632143996188284	0.9592881602815513	0.9611743418240059	0.9620184919836358	0.9624211088153881	0.960039469505471	0.9610672984544635	0.9594495582896753	0.961346127480013
HMP_2012__SRS015895__bin.3	0.9998752957529091	0.9628800632501585	0.9620986598425852	0.9641612065768327	0.9628600019094024	0.9605420894125902	0.9642092725546736	0.9649451374663446	0.961038796057926	0.9627905700010044	0.9613442112012202	0.9599871717061264	0.9610867905929225	0.9616568813768062	0.9616514288910883	0.9612549731507829	0.9606053930736507	0.9626381253469648	0.9632143996188284	1.0	0.962517368614075	0.9606910444634252	0.9616515952687686	0.9621939593546157	0.9645503285095992	0.9606371427667851	0.9645997241012907	0.9653887218865905
HMP_2012__SRS019120__bin.3	0.9625471267116122	0.9921699779499923	0.9601253583116398	0.9921103582555733	0.9903755524983169	0.9597940336121381	0.960092458942433	0.9931522919360735	0.9672089112620731	0.9930176293902294	0.961400715370224	0.9601758647855674	0.9595709032161684	0.9592546695768653	0.9607673036126018	0.9596881984926598	0.9671877244062619	0.9593811691499242	0.9592881602815513	0.962517368614075	1.0	0.9597220692303003	0.9594156583654834	0.959559345020014	0.9678885856229252	0.9594463573565777	0.96481940861282	0.9696326822500436
HMP_2012__SRS015803__bin.6	0.9606246418411576	0.9592985973483933	0.9620067782720267	0.959830163066137	0.9592423773067221	0.9717916436343612	0.9893966179239599	0.9602927784973878	0.9578548669535596	0.9596414181107409	0.958848923658154	0.9724642607320546	0.9926300964870189	0.9570599170561342	0.9602577582005192	0.9945628166090741	0.9574780235541389	0.9602145238283566	0.9611743418240059	0.9606910444634252	0.9597220692303003	1.0	0.998809866445081	0.9992220779917271	0.9573876311362344	0.972981220326205	0.9571243640625416	0.9581819021298208
HMP_2012__SRS015799__bin.3	0.961584578540469	0.9602229953813913	0.9617905692106647	0.9603378853570131	0.9597246020753519	0.9708201830101355	0.9882435029019357	0.9607661799101583	0.9585826018280791	0.960004873075616	0.9583749101525879	0.9718418065193615	0.9932466405630134	0.9570234254050914	0.9598742293756991	0.9951882679018591	0.9582648234870518	0.9614241105255468	0.9620184919836358	0.9616515952687686	0.9594156583654834	0.998809866445081	1.0	0.9990667698816574	0.9579245109200651	0.9727426956918128	0.9569003506545838	0.9584065860785431
HMP_2012__SRS013881__bin.10	0.9621535080637551	0.9607250713815068	0.9622324956160948	0.9610395655630917	0.9600211146890347	0.9706939250416259	0.9882114908163036	0.9614956890629294	0.959137002944202	0.9604285361193116	0.9594380280019505	0.9720665339539056	0.9933071954885081	0.9576514426164742	0.9602063111340174	0.995298953904518	0.9587701247482278	0.9615059268555515	0.9624211088153881	0.9621939593546157	0.959559345020014	0.9992220779917271	0.9990667698816574	1.0	0.9583179370777027	0.9730253420049338	0.9576794636067366	0.9590943589324608
HMP_2012__SRS052874__bin.12	0.9643815804123496	0.9709607306895703	0.9592653608251127	0.97082251676704	0.9696349951092433	0.9589994053507692	0.9566631784064665	0.9714795810310207	0.9703031097173671	0.970820557237961	0.9617566203848696	0.9591568861146959	0.9585382044458811	0.9590007147705766	0.961299897361924	0.9586652810808909	0.970351859908636	0.9595934273404381	0.960039469505471	0.9645503285095992	0.9678885856229252	0.9573876311362344	0.9579245109200651	0.9583179370777027	1.0	0.9587375713126006	0.9670517341803844	0.9880637937736673
HMP_2012__SRS024470__bin.4	0.9606494042898164	0.9610957341002135	0.9624100109437881	0.9608882049508407	0.9611365037522056	0.9688755830175322	0.9693851953445911	0.9612835856644086	0.9577975098092365	0.9603715543760178	0.958301675745754	0.9951401984190427	0.9719032196651299	0.9567547606472158	0.9587404453488741	0.9714250981265454	0.9576137351136655	0.9606284287990238	0.9610672984544635	0.9606371427667851	0.9594463573565777	0.972981220326205	0.9727426956918128	0.9730253420049338	0.9587375713126006	1.0	0.9584585569343405	0.9601797862266094
VogtmannE_2016__MMRS65862658ST-27-0-0__bin.79	0.9647844901618261	0.9665792061624754	0.9574405966637941	0.9661581299268608	0.9655770979423501	0.95823102141838	0.9562382616233339	0.9670215395005028	0.9637313265286314	0.9657437580812154	0.9585631102516857	0.9591142155691225	0.957861890862455	0.960814598416529	0.9588951882491694	0.9581344867493462	0.9636167909931275	0.9590260355399174	0.9594495582896753	0.9645997241012907	0.96481940861282	0.9571243640625416	0.9569003506545838	0.9576794636067366	0.9670517341803844	0.9584585569343405	1.0	0.9705880881965584
HMP_2012__SRS024557__bin.4	0.9655094171960591	0.9729735488489005	0.9601924938193449	0.9734520841727102	0.9725276039491911	0.9602561802402557	0.9576770346660246	0.9743839376998091	0.9740323540217101	0.9725409607352173	0.9620506969134941	0.9601721532436672	0.9585768054122441	0.9610147887346979	0.9620802108041445	0.959553792712778	0.9738431853804428	0.96070733505973	0.961346127480013	0.9653887218865905	0.9696326822500436	0.9581819021298208	0.9584065860785431	0.9590943589324608	0.9880637937736673	0.9601797862266094	0.9705880881965584	1.0
