	HMP_2012__SRS015921__bin.10	HMP_2012__SRS019128__bin.2	HMP_2012__SRS019587__bin.5	HMP_2012__SRS013949__bin.33	HMP_2012__SRS019129__bin.24	HMP_2012__SRS050029__bin.11	HMP_2012__SRS018359__bin.7	HMP_2012__SRS013945__bin.13	HMP_2012__SRS014575__bin.2	HMP_2012__SRS013950__bin.11	HMP_2012__SRS023987__bin.4	HMP_2012__SRS013836__bin.49	HMP_2012__SRS015745__bin.7	HMP_2012__SRS056892__bin.5	HMP_2012__SRS023964__bin.28	HMP_2012__SRS017080__bin.6	HMP_2012__SRS014578__bin.17	HMP_2012__SRS019391__bin.2	HMP_2012__SRS019591__bin.17	HMP_2012__SRS015895__bin.3	HMP_2012__SRS019120__bin.3	HMP_2012__SRS015803__bin.6	HMP_2012__SRS015799__bin.3	HMP_2012__SRS013881__bin.10	HMP_2012__SRS052874__bin.12	HMP_2012__SRS024470__bin.4	VogtmannE_2016__MMRS65862658ST-27-0-0__bin.79	HMP_2012__SRS024557__bin.4
HMP_2012__SRS015745__bin.7	0.8668338523522323	0.6821893790253237	0.5564809144099908	0.860136243097354	0.6641145904128886	0.7342658873492262	0.596833551988181	0.8666928339755524	0.8392914870209639	0.7443067012238054	0.6233332976969205	0.6767619533437901	1.0	0.8385390496175958	0.8477841533017391	0.9471909088456195	0.8555681640578268	0.8446909126638066	0.8271236883890967	0.8576992215480153	0.5460964636969317	0.809856828165799	0.9604135452987171	0.9783045518390171	0.8453781863407666	0.8888357736639783	0.5566560419247125	0.8617037361724355
HMP_2012__SRS056892__bin.5	0.8713402572299811	0.6749270991285221	0.5043788131619101	0.8434910531289649	0.6428816613543257	0.6863336753227277	0.5038860627816354	0.8469512557993387	0.8103025296899957	0.7306269355925263	0.6547609922612005	0.6397575763346514	0.7841767617016313	1.0	0.8919481731339163	0.8124258791547546	0.827783027962989	0.7921978809353212	0.783491672042486	0.8624559916779935	0.5373183429304603	0.6889826251931129	0.8252292955573912	0.8447455432275388	0.812504909650528	0.8313636807263188	0.5402039082008422	0.8392115041740956
HMP_2012__SRS023964__bin.28	0.8631646255458176	0.6882061981513317	0.5229338304133498	0.8775312700437148	0.6676158646880095	0.7042939214022625	0.5209337111062577	0.8798242340312141	0.8483922383341574	0.7520113351597506	0.7086091898999152	0.6586673397821611	0.8209944985626454	0.9236424750995746	1.0	0.8418190091693909	0.8674853170931074	0.8213090354416014	0.8108933291066414	0.8559805637901005	0.5552808424855512	0.6983675141578571	0.8389053525006914	0.8597126079495006	0.854226453734731	0.8631182831216454	0.55675541898235	0.878041036709609
HMP_2012__SRS017080__bin.6	0.8753164257640889	0.6857268022889687	0.5523080101455371	0.8687053985906763	0.6666344744158724	0.7424701246785961	0.5930414956453344	0.877005025475852	0.8493756113831136	0.7541504357154769	0.6375768195881548	0.6766222031945001	0.9262163568162527	0.8495090266905286	0.8500387053736997	1.0	0.8605894666623523	0.8474649847045324	0.8338088327902966	0.8667265708034538	0.5529496979487396	0.7957760116290358	0.9480690872252354	0.9779824917299933	0.8546524854823735	0.8990379661135076	0.5633989043018969	0.8744611739053598
HMP_2012__SRS014578__bin.17	0.8792005215922394	0.7191270245039688	0.5386817941587596	0.9149849103760305	0.7031991978543592	0.7224857624088078	0.5262618728915276	0.9201939177208001	0.9582948477948403	0.7882780047121117	0.6586149157598897	0.6567355043293144	0.8300913280350889	0.8588100189175973	0.8691173928290946	0.8538711924013493	1.0	0.8487066389406145	0.8329684821962194	0.8701763831332084	0.5854309804057158	0.7056347767674124	0.8492010649174887	0.8687568224363692	0.8813145507441086	0.8670685627071427	0.5708021950340073	0.9218871167704746
HMP_2012__SRS019391__bin.2	0.9031900870560864	0.6862435899786689	0.6479321887485153	0.8720328502769782	0.6697496908317084	0.7552614636750179	0.5628258491177244	0.8768949927979578	0.861140143388892	0.7587127393634903	0.6344540811233149	0.6615559671008265	0.8451000645840846	0.8475265518007143	0.8485197613037428	0.8670759708495557	0.8751785230414417	1.0	0.9527721241236835	0.8999909337799211	0.5534698155991956	0.7234298631102636	0.8647034734828343	0.8834720770608333	0.848086314489857	0.8725126468676719	0.5630733874861715	0.8898036603080884
HMP_2012__SRS019591__bin.17	0.9056542063776571	0.6786567075004842	0.6086510212574838	0.8695615000144217	0.6596510583416773	0.7424121619672753	0.5531019897730035	0.8755542026692379	0.8555647922667096	0.7511588810462688	0.6588109983476932	0.6506880148007137	0.8368177023457812	0.8476256845124047	0.8471672826763251	0.8626844423567417	0.8685957658091976	0.9634720694216102	1.0	0.8975446143449901	0.5461193451755525	0.7121741226497893	0.8593205969731057	0.878572959030207	0.8438899670774771	0.8645659501176393	0.56520276812902	0.8920376116131211
HMP_2012__SRS015895__bin.3	0.9961628573189794	0.6750733381659988	0.5412970689103996	0.8571655891925419	0.6506116730372155	0.7221134580492311	0.5431157694140066	0.8663924121100797	0.8314505211680778	0.7374591616679481	0.6240560652897233	0.6250724541418443	0.8050659840407358	0.8656507875221663	0.8296700487360127	0.8319622994758453	0.8418456895221156	0.8443534510152659	0.8327067911691243	1.0	0.5342559359832715	0.7121392763330486	0.8500088163489994	0.8686120295139826	0.8350176780938338	0.8273572504077262	0.5483128757401313	0.8662906298695994
HMP_2012__SRS019120__bin.3	0.8109339309417007	0.7549110242196858	0.4932700712597618	0.914988291240553	0.7302424126879067	0.6658107821307424	0.48379442943628886	0.9166473019493017	0.8412630352126101	0.7825134803612989	0.608154764260046	0.6295657866811512	0.7717263135933121	0.8119605607254755	0.81031090263564	0.7991064651776817	0.8527041658722937	0.7817674291449188	0.7628183037946452	0.8043532843879609	1.0	0.6456120030072268	0.7879192940931018	0.798160411803005	0.8186886908851535	0.8108893261438074	0.5596290607452598	0.846709137148962
HMP_2012__SRS015803__bin.6	0.8155010243866604	0.6113517822695402	0.6030146624693569	0.782978040306146	0.61335430174377	0.754797476172467	0.5987457045141034	0.7878891104841146	0.7670558338344167	0.6916821979827882	0.5372378835328143	0.6180667524630173	0.8656478123290988	0.7875000340101812	0.7708361335049261	0.8698590890168881	0.7773949289459293	0.7728925251063158	0.7524173076452166	0.8109637941214082	0.488326889537652	1.0	0.9366594383694703	0.942902619328122	0.763666787289443	0.8258934474624324	0.4888394909900228	0.7905000040812217
HMP_2012__SRS015799__bin.3	0.8426076505605529	0.6425353514487991	0.5203676926254907	0.8167236296031999	0.6255624307524741	0.6885565529285835	0.5645288351392461	0.8232713939644326	0.7949043210456141	0.7029041708136936	0.5965474826763817	0.6378260502150195	0.8856753863777206	0.8137673470920734	0.7988666879495221	0.8940902518262568	0.8071524478413551	0.7970272858725657	0.7832693282755254	0.8351091998272334	0.5141668701057257	0.8080998478901804	1.0	0.9609612965014742	0.7908377307468405	0.8495455484404049	0.5239896903344539	0.8164273910349101
HMP_2012__SRS013881__bin.10	0.8627224430971543	0.6579577493257022	0.5248975509049082	0.8346158076673946	0.6394534544076849	0.7050979647437856	0.5767195419004812	0.8420746846617323	0.813434063583777	0.7196575346973157	0.6159468045001453	0.6518709710171768	0.9032945410308744	0.8340470377428201	0.8196975836209304	0.9234459184412132	0.8267653725348995	0.8153382676866293	0.8018123548109004	0.8544461356079117	0.5214966828021836	0.8144963941867013	0.9621547072997154	1.0	0.8192261156586591	0.8667658801973115	0.5369145782782535	0.8387363342449321
HMP_2012__SRS052874__bin.12	0.8890835650052517	0.7136992419996331	0.5426514311150589	0.9053132182316441	0.6986611895376945	0.7260710559920242	0.5388586344814199	0.9113576067575196	0.888023573877469	0.7802957507364296	0.6600736505820043	0.6620686290899981	0.8438068011185295	0.8672160395052494	0.8804608471493809	0.8723818447809156	0.9066750476767341	0.8461000609266234	0.832563577871491	0.8879554824052144	0.5782515837619115	0.7131204644854698	0.855978914001995	0.8856058184671187	1.0	0.8683796922773599	0.5711609240317672	0.9441599112981538
HMP_2012__SRS024470__bin.4	0.874471404072776	0.6855757933313668	0.5504817235052072	0.8778797166155862	0.6781262030588318	0.7444585547794871	0.5622255775932323	0.8869242191679457	0.8621350825704587	0.7642139682317473	0.6463729494877782	0.7437850918199499	0.8729144897030663	0.8730729809860459	0.875317357545335	0.9029283389413583	0.8776722280274585	0.8564688942108184	0.8392433416162111	0.8656588887611182	0.5635310057946813	0.7588242646654435	0.9047332396718181	0.92192729399883	0.8544130072845992	1.0	0.5674792886391248	0.8830854303013335
VogtmannE_2016__MMRS65862658ST-27-0-0__bin.79	0.8899823245223872	0.7277296324319896	0.5246486737981719	0.9080303242256061	0.7033402556490811	0.7199298545540825	0.5524719004732267	0.9163417403273711	0.8824592331764156	0.7821850971069255	0.6827201532132349	0.6823669528079431	0.8450764095362564	0.8769525528969776	0.8728076649898021	0.87468186845333	0.8931479894240825	0.8544049191464762	0.8481114598460603	0.8868313441014373	0.6011950075856937	0.6942922969078348	0.8626119981482097	0.8827931118965161	0.8687114677293077	0.8772207378874287	1.0	0.8999260365890888
HMP_2012__SRS024557__bin.4	0.876707432301639	0.70014355176584	0.5290630037009141	0.8890870950987326	0.6818646588585239	0.7026700820104147	0.5183780758696956	0.899147218181435	0.8778109026512038	0.7598617571579434	0.640730082432062	0.6408402857235949	0.8110147710742234	0.8446009011754378	0.8533567922600874	0.8416594315810051	0.8942877321695866	0.837056288008157	0.8298384515575078	0.8686362390587298	0.5639116802072972	0.6960487807682798	0.8332437332658698	0.8549504276846002	0.890275374068303	0.8462980318650422	0.5579156628584242	1.0
