	HMP_2012__SRS017304__bin.33	CM_periimplantitis__SP_287SPT_T016__bin.1	HMP_2012__SRS023964__bin.31	HMP_2012__SRS024144__bin.33	HMP_2012__SRS063932__bin.5	HMP_2012__SRS012285__bin.37	HMP_2012__SRS017139__bin.47	HMP_2012__SRS024649__bin.40	HMP_2012__SRS016746__bin.52	HMP_2012__SRS043772__bin.17	HMP_2012__SRS024355__bin.37	HMP_2012__SRS011126__bin.24	HMP_2012__SRS053917__bin.53	HMP_2012__SRS042984__bin.9	HMP_2012__SRS017227__bin.27	CM_periimplantitis__SP_143SPT_T016__bin.9	HMP_2012__SRS023595__bin.3	HMP_2012__SRS023358__bin.3	HMP_2012__SRS024087__bin.21	HMP_2012__SRS047634__bin.34	HMP_2012__SRS013170__bin.22	CM_periimplantitis__SP_283SPI_T016__bin.8	HMP_2012__SRS014690__bin.18	HMP_2012__SRS015278__bin.12	HMP_2012__SRS016575__bin.30	CM_periimplantitis__SP_384SPT_T016__bin.18
HMP_2012__SRS024355__bin.37	0.48945624906414287	0.8382605057012928	0.5765446001300456	0.8371942952201034	0.6164193952670756	0.5694331115992952	0.9144451213383629	0.6822922499748728	0.7251679414835465	0.9054904301558292	1.0	0.6637441258940641	0.5762471770446812	0.7692895280408434	0.4405623552626451	0.6588983859156836	0.5494618693348594	0.752084525589667	0.7721472510927735	0.6487203628151402	0.6096968130603605	0.8435013055847851	0.5857331273934866	0.8777640347800403	0.6461645754746975	0.807898736669805
HMP_2012__SRS011126__bin.24	0.5143264393399871	0.8414872920330463	0.6708972918877056	0.8403956796442059	0.6985442053705461	0.6724695666978803	0.8264824231199662	0.7788501267578438	0.7623217759801673	0.8386209660172707	0.8398335226222782	1.0	0.6457787873188173	0.8071894848087836	0.503813635863438	0.6536339324830212	0.5971550598284565	0.7495982368098135	0.8180806931505087	0.7163738743882714	0.6971224619882191	0.845819482711725	0.679912567194115	0.8255143503167388	0.7474570570171523	0.800977208503676
HMP_2012__SRS053917__bin.53	0.461181220816422	0.86375036737726	0.6814332791808734	0.8734304952275516	0.6864458376231578	0.6612556278590065	0.830302057733374	0.7479470447842647	0.7480492192369251	0.8359823562751041	0.8442392541024546	0.7477354835646383	1.0	0.8003583318157421	0.5307169461137947	0.6879351805272321	0.594096360125278	0.7516157086609677	0.8308531987515484	0.7134703793256606	0.6951715358803622	0.8641921216284685	0.6852071226411977	0.8450945143738419	0.740552619542607	0.8123187530389387
HMP_2012__SRS042984__bin.9	0.5089835767804435	0.8483839229693142	0.6545621003752413	0.845945952544293	0.6826522266682618	0.6512745267978994	0.8934187493743942	0.7514119769630594	0.7953926118705186	0.9158839168658434	0.9156300124754946	0.7592996145047766	0.6502164290788885	1.0	0.5084235222886552	0.6545962798124036	0.6197425311826329	0.7727658244690591	0.8149456913157375	0.7005407675236753	0.69278496495387	0.8567813224024238	0.6733666501466054	0.9007082467657708	0.7305605671833458	0.81272451617786
HMP_2012__SRS017227__bin.27	0.4749535705552903	0.8113385361480153	0.6472402862033231	0.796932309071644	0.658884761827137	0.6274713854895613	0.7677559877973522	0.7105393384022449	0.7107445594587987	0.7765230022239559	0.7815261751452558	0.7063395840853254	0.6426024358720586	0.7577598302341557	1.0	0.6280339240594763	0.5794074496698998	0.7023232187976667	0.766309252122073	0.6846138059918727	0.6650348439155596	0.8024652725219193	0.6740973184448611	0.7798793125531246	0.6966679959945508	0.7669190934177893
CM_periimplantitis__SP_143SPT_T016__bin.9	0.43450407961617993	0.8570845769117152	0.602459993277037	0.8489951207586762	0.6238807794562549	0.5784325309918408	0.7902593433906143	0.6570214218048099	0.6645694757107495	0.8153100202707521	0.8180287457599494	0.6413457130924611	0.5829628912815393	0.6827999103604934	0.43953866213036435	1.0	0.525276812908089	0.7188477248882053	0.7818938383025538	0.6540047468193254	0.6043139012539344	0.8437588493546975	0.594097544081246	0.803188314267961	0.6312790946409836	0.8119419176742623
HMP_2012__SRS023595__bin.3	0.4327514516534062	0.7303027893596709	0.6108018686873599	0.7192284085325358	0.642683615350602	0.6028009717540366	0.7575505711943685	0.6504911682384928	0.6843727101172135	0.7664300966891834	0.7661520931208989	0.6580699116051617	0.5654283686052745	0.7260366358364905	0.45543391151592605	0.5899504570184175	1.0	0.6798560101682952	0.712185651469329	0.6191293912122271	0.631504554167508	0.7333642607536185	0.6118629728420258	0.7517456736409716	0.6316006541664212	0.6939157832235715
HMP_2012__SRS023358__bin.3	0.5209402771216977	0.8874606802042322	0.6284445024959416	0.8804678208657377	0.6642298132193081	0.6205063967402993	0.8727339865436193	0.7319615066196711	0.7483744216810556	0.894784989585103	0.9002109495380813	0.7091101131054856	0.614068409324598	0.7771329915060402	0.47389106636562817	0.6930497626817697	0.5836025035035498	1.0	0.818636429256776	0.6945002862746291	0.6580407816132141	0.8898790379208311	0.6363109168350106	0.8727531369905122	0.7029053683121975	0.8473655368557715
HMP_2012__SRS024087__bin.21	0.4653548122560447	0.8064820174031869	0.5827937591678454	0.7895216315067893	0.7278014743922955	0.5705030604884248	0.7582318598012434	0.6712867896596739	0.6567910974461317	0.7620892672154778	0.7709858406071904	0.6455797519085298	0.566257331716147	0.6836671954882629	0.4313345023936243	0.6288454771826384	0.5099904681033738	0.6829040702878043	1.0	0.6442816607865474	0.6029577962681006	0.8038674021833655	0.6164110012915371	0.7505252374064886	0.6350565708029036	0.7644863733201926
HMP_2012__SRS047634__bin.34	0.4712344922568373	0.8106225441741787	0.6217150237547838	0.8017894619239596	0.6605743732900338	0.619963537421237	0.7899699351559278	0.7021025350961089	0.6989823243165522	0.7955249924975665	0.7922389516332259	0.6914262840183386	0.5947273047000053	0.7187897509993643	0.4713116458310267	0.6433235354974076	0.542253856300967	0.7085874433059004	0.7880035210085675	1.0	0.6470880287211694	0.8044813200675945	0.6190371935337289	0.7743728892360243	0.6809504318345667	0.7796153243030253
HMP_2012__SRS013170__bin.22	0.4715819325338104	0.811737549872277	0.6903794200590372	0.7668600348052433	0.6556364930984584	0.6176633289933194	0.7480910493724686	0.6925441488728649	0.6895958679117007	0.7505883025982364	0.7591363763829005	0.6859973510420886	0.5908008730425881	0.7247264846244491	0.46678203714364086	0.6060637946296541	0.5639036833591197	0.6845119731773857	0.7518765154506369	0.6597366059320108	1.0	0.8158933388362463	0.6333118971718058	0.7493251184650142	0.6787650727799398	0.7446958269974067
CM_periimplantitis__SP_283SPI_T016__bin.8	0.4599587186455889	0.9101247893508229	0.5704047539234179	0.798076700407233	0.581240634914368	0.5302106700570475	0.7562490532887846	0.6377346657459287	0.6256748461250232	0.7788254820681982	0.7805733150248717	0.6186045505157513	0.5458603047166813	0.6661434050625655	0.41861814139756026	0.6289210927828242	0.48670997779523245	0.6879886595859944	0.7450168348506655	0.6096004015004637	0.6063947756346619	1.0	0.5694647812038864	0.7654783250111328	0.6077614564869697	0.782080080664541
HMP_2012__SRS014690__bin.18	0.4733505588909833	0.805524234210851	0.6443766248686276	0.7770940860100672	0.6861918610835719	0.6508585476067892	0.751194584267655	0.6901303724379731	0.6928386641080082	0.7470342823346198	0.7593992400614419	0.6966761198030798	0.6063669320352822	0.7334859096498582	0.49267080533914287	0.6204088818350857	0.5689146409439236	0.6892267220948094	0.8003767780477323	0.6571862274965004	0.6594504061373762	0.7978280479450598	1.0	0.7529327416081253	0.707925742174037	0.754389006846255
HMP_2012__SRS015278__bin.12	0.5010037306339287	0.8764094523345676	0.5984026642900372	0.8803258331138671	0.6340616993482292	0.5895099248117678	0.9005975293052719	0.7208469009925684	0.7412363240611063	0.950202403023575	0.9329384105301896	0.6934374678431214	0.6130893102251461	0.8043204891856962	0.4672684399531883	0.6876104234504964	0.5730185694527532	0.774977283072968	0.7989033087356832	0.6739484373719175	0.6396458775535832	0.8791847544566163	0.6172498652681295	1.0	0.6694355737484762	0.8374008696091991
HMP_2012__SRS016575__bin.30	0.49813811364372285	0.8149692793874732	0.6636323486615322	0.8106296598394085	0.6780565882290254	0.6578022977952478	0.7965205166145434	0.7362874170502474	0.7302175855524996	0.7961792903313072	0.8070022092608609	0.7377773360166904	0.6312927045205822	0.7665802158435565	0.49047999163841893	0.6350426071737447	0.5657137265189182	0.7334167100457838	0.7943240645481262	0.696383411279117	0.6808401954314617	0.820232156837027	0.6819443135101015	0.7866203432347023	1.0	0.7944137261090367
CM_periimplantitis__SP_384SPT_T016__bin.18	0.49061590344713707	0.865241773805315	0.5862499814761105	0.848337824935484	0.6331956567300995	0.5714719400122363	0.8076563998450345	0.6783177344542227	0.6668591739827209	0.8231622713887413	0.8338239870607986	0.6533488016631277	0.5722518486841688	0.7047427508081708	0.446201332449832	0.6749821641407139	0.5136257496882695	0.7306520620793753	0.7902071076693136	0.658869132425698	0.6172917861898582	0.8722495199666358	0.600540685870824	0.8131593710769048	0.6564968043644401	1.0
