	HMP_2012__SRS017304__bin.33	CM_periimplantitis__SP_287SPT_T016__bin.1	HMP_2012__SRS023964__bin.31	HMP_2012__SRS024144__bin.33	HMP_2012__SRS063932__bin.5	HMP_2012__SRS012285__bin.37	HMP_2012__SRS017139__bin.47	HMP_2012__SRS024649__bin.40	HMP_2012__SRS016746__bin.52	HMP_2012__SRS043772__bin.17	HMP_2012__SRS024355__bin.37	HMP_2012__SRS011126__bin.24	HMP_2012__SRS053917__bin.53	HMP_2012__SRS042984__bin.9	HMP_2012__SRS017227__bin.27	CM_periimplantitis__SP_143SPT_T016__bin.9	HMP_2012__SRS023595__bin.3	HMP_2012__SRS023358__bin.3	HMP_2012__SRS024087__bin.21	HMP_2012__SRS047634__bin.34	HMP_2012__SRS013170__bin.22	CM_periimplantitis__SP_283SPI_T016__bin.8	HMP_2012__SRS014690__bin.18	HMP_2012__SRS015278__bin.12	HMP_2012__SRS016575__bin.30	CM_periimplantitis__SP_384SPT_T016__bin.18
HMP_2012__SRS024355__bin.37	0.9684945284285498	0.9667664968134785	0.9693607916629018	0.9664344128958381	0.9690439814083311	0.9675014184367503	0.9969604428200077	0.9644783471244998	0.9822833978400216	0.99121159620226	1.0	0.9657182455811544	0.9649544748220417	0.9906164173340863	0.9669187392349947	0.967665439814243	0.9890635003740268	0.9791719298545464	0.9651058689126786	0.9655784712181015	0.9688964802367805	0.9667774758084993	0.9671361502347418	0.9913409944999169	0.9683643488584127	0.9685561007086115
HMP_2012__SRS011126__bin.24	0.9682028933109894	0.9659622846574063	0.9680361842647282	0.9657985770385054	0.9679343006315753	0.9656860114255728	0.9660832558715242	0.9654494588066336	0.966841059205905	0.9651494550607307	0.9657182455811544	1.0	0.9668243720022257	0.9664766102588198	0.9669526875100247	0.9673392756042457	0.9699240449980061	0.9694322528500137	0.9666780342573386	0.9663550747470504	0.9683832542578198	0.9650750067961861	0.965719126422748	0.9653739856003661	0.9675373715981229	0.9666436347713546
HMP_2012__SRS053917__bin.53	0.9701945641399122	0.9659162932498654	0.9674485955231152	0.9673941045643993	0.9706598246201491	0.9672252640018567	0.9656180386296424	0.9626161934870539	0.9660768564429445	0.9649110027984622	0.9649544748220417	0.9668243720022257	1.0	0.9656537954209411	0.968982227274922	0.9679116348018303	0.9699488271456538	0.9700827152765333	0.967367238058983	0.9657159359924505	0.9698832005514202	0.9644675396455944	0.9673617999417917	0.9649072483022514	0.9679917353424098	0.9677071288184985
HMP_2012__SRS042984__bin.9	0.9661398837190981	0.9660872006872413	0.9682172938945136	0.9651247970185755	0.9691975473391958	0.9659790439717381	0.9909775486705438	0.9645657989414805	0.9842029771823467	0.9901201449911083	0.9906164173340863	0.9664766102588198	0.9656537954209411	1.0	0.9675015215078491	0.9671920744420669	0.989687843819763	0.9783901008412504	0.9665896609218335	0.9654210399527355	0.968905357123346	0.9666112491957305	0.9672002031094827	0.990290699235002	0.9671741069697087	0.9678884731818568
HMP_2012__SRS017227__bin.27	0.9692479735770486	0.9678593565794431	0.969961851125599	0.9679103547573655	0.9703033537598248	0.9693258430755775	0.9667961232666318	0.9651778670974043	0.9671814251223517	0.9666286190527956	0.9669187392349947	0.9669526875100247	0.968982227274922	0.9675015215078491	1.0	0.9708213292955519	0.971825862788705	0.9719400087013971	0.967974327248526	0.9691858195016365	0.9717299232584278	0.9668393964103779	0.9687008810687862	0.966688105446322	0.9694828572730633	0.9698153490790461
CM_periimplantitis__SP_143SPT_T016__bin.9	0.9724679031583315	0.9682279673977209	0.9692345888208163	0.9705493282158653	0.970785455415782	0.9683672903850171	0.9677970859010504	0.9655763215391628	0.9680013234794452	0.9672974338274571	0.967665439814243	0.9673392756042457	0.9679116348018303	0.9671920744420669	0.9708213292955519	1.0	0.9708291601087423	0.9729706626665077	0.9676607256765241	0.9676834952436718	0.9709752125631143	0.9683074450208227	0.9681532627343374	0.9677464092957894	0.9710296957565739	0.9707191874661292
HMP_2012__SRS023595__bin.3	0.9729099579213778	0.9702473686210434	0.9707199733817939	0.9706505846260262	0.9698678903897683	0.9687684148497349	0.9879985467252452	0.9693834493658208	0.984458891806338	0.9910441468529141	0.9890635003740268	0.9699240449980061	0.9699488271456538	0.989687843819763	0.971825862788705	0.9708291601087423	1.0	0.9808251736132603	0.9695890748069821	0.9697590092652905	0.9717664062926364	0.9700653897431474	0.9689612377820656	0.9910224863904513	0.9730740351668805	0.9715212201347216
HMP_2012__SRS023358__bin.3	0.974506086426149	0.972990418785791	0.9740777386234769	0.9725912598604151	0.9741657130552701	0.9717846280438803	0.979407041832856	0.9685179241347854	0.9796116311402124	0.9799296284007427	0.9791719298545464	0.9694322528500137	0.9700827152765333	0.9783901008412504	0.9719400087013971	0.9729706626665077	0.9808251736132603	1.0	0.97085950484452	0.9707695781778397	0.9746955222035137	0.9729610164677788	0.9717434602244266	0.9802414856002643	0.9730285830812629	0.9729390379903273
HMP_2012__SRS024087__bin.21	0.9699775363017974	0.9667151944260999	0.9691350498238167	0.9675908634538153	0.9973656409525231	0.9662757178091601	0.9653037906493943	0.9633250410889331	0.9663864077435842	0.9655109243775977	0.9651058689126786	0.9666780342573386	0.967367238058983	0.9665896609218335	0.967974327248526	0.9676607256765241	0.9695890748069821	0.97085950484452	1.0	0.9656861450957447	0.9704702800741308	0.9670130240015926	0.9678539706755355	0.9654745776733741	0.9693340486033477	0.9675391329322145
HMP_2012__SRS047634__bin.34	0.9691369918200767	0.9662849147164511	0.9671334170351025	0.9665246621605299	0.9677281798238371	0.9667436962316449	0.9659425749973964	0.9654449771247526	0.9656628774245705	0.965652940167676	0.9655784712181015	0.9663550747470504	0.9657159359924505	0.9654210399527355	0.9691858195016365	0.9676834952436718	0.9697590092652905	0.9707695781778397	0.9656861450957447	1.0	0.9685382541115634	0.9659566686237331	0.9667318921143451	0.9660937177716247	0.9698745832762479	0.9679260704164728
HMP_2012__SRS013170__bin.22	0.9719492359601425	0.9772364742792699	0.994052999352052	0.9703364169344054	0.9717294665217168	0.9708293023647903	0.9693779821966706	0.9665679302785649	0.9695899166906061	0.969125734775724	0.9688964802367805	0.9683832542578198	0.9698832005514202	0.968905357123346	0.9717299232584278	0.9709752125631143	0.9717664062926364	0.9746955222035137	0.9704702800741308	0.9685382541115634	1.0	0.9758236656097844	0.9704209026039029	0.9693660166306318	0.9717815772538466	0.9709144354969752
CM_periimplantitis__SP_283SPI_T016__bin.8	0.9711551718057154	0.986360982618173	0.9750455557805223	0.9675126954949748	0.9703899478696265	0.9688970718820761	0.9669338288259427	0.9636519981276158	0.9671863602299742	0.9664653981268223	0.9667774758084993	0.9650750067961861	0.9644675396455944	0.9666112491957305	0.9668393964103779	0.9683074450208227	0.9700653897431474	0.9729610164677788	0.9670130240015926	0.9659566686237331	0.9758236656097844	1.0	0.9672940376861108	0.9669066397234451	0.9690070939156962	0.9687124552519504
HMP_2012__SRS014690__bin.18	0.969569769354714	0.9669409457264564	0.9679175957490834	0.9684686177602901	0.9695570749420961	0.9690312403737347	0.967462633403203	0.9650742130206738	0.9673290074986745	0.9669763615271548	0.9671361502347418	0.965719126422748	0.9673617999417917	0.9672002031094827	0.9687008810687862	0.9681532627343374	0.9689612377820656	0.9717434602244266	0.9678539706755355	0.9667318921143451	0.9704209026039029	0.9672940376861108	1.0	0.9669497696060284	0.9696439876241826	0.9685963484189594
HMP_2012__SRS015278__bin.12	0.969303499542775	0.9668583390976163	0.9686632067594532	0.9665227159249158	0.9694586055838779	0.9674482772438477	0.9911583836997545	0.9650137552906648	0.9851615883040515	0.9992296814732892	0.9913409944999169	0.9653739856003661	0.9649072483022514	0.990290699235002	0.966688105446322	0.9677464092957894	0.9910224863904513	0.9802414856002643	0.9654745776733741	0.9660937177716247	0.9693660166306318	0.9669066397234451	0.9669497696060284	1.0	0.9677877478465597	0.9686608996871386
HMP_2012__SRS016575__bin.30	0.9709317072878448	0.9694290302625845	0.9709138201143868	0.9693274085474002	0.9715933993728861	0.9702601415766289	0.9683599180781247	0.9664490643008602	0.9684919889589112	0.9679661790821834	0.9683643488584127	0.9675373715981229	0.9679917353424098	0.9671741069697087	0.9694828572730633	0.9710296957565739	0.9730740351668805	0.9730285830812629	0.9693340486033477	0.9698745832762479	0.9717815772538466	0.9690070939156962	0.9696439876241826	0.9677877478465597	1.0	0.9699741198270151
CM_periimplantitis__SP_384SPT_T016__bin.18	0.9719636829708564	0.9688848873110155	0.9704807496863457	0.9695726338558768	0.970706617656127	0.969592109422143	0.9690558089702187	0.9655698845277838	0.9679756377123787	0.9685795065326508	0.9685561007086115	0.9666436347713546	0.9677071288184985	0.9678884731818568	0.9698153490790461	0.9707191874661292	0.9715212201347216	0.9729390379903273	0.9675391329322145	0.9679260704164728	0.9709144354969752	0.9687124552519504	0.9685963484189594	0.9686608996871386	0.9699741198270151	1.0
