	HMP_2012__SRS017304__bin.33	CM_periimplantitis__SP_287SPT_T016__bin.1	HMP_2012__SRS023964__bin.31	HMP_2012__SRS024144__bin.33	HMP_2012__SRS063932__bin.5	HMP_2012__SRS012285__bin.37	HMP_2012__SRS017139__bin.47	HMP_2012__SRS024649__bin.40	HMP_2012__SRS016746__bin.52	HMP_2012__SRS043772__bin.17	HMP_2012__SRS024355__bin.37	HMP_2012__SRS011126__bin.24	HMP_2012__SRS053917__bin.53	HMP_2012__SRS042984__bin.9	HMP_2012__SRS017227__bin.27	CM_periimplantitis__SP_143SPT_T016__bin.9	HMP_2012__SRS023595__bin.3	HMP_2012__SRS023358__bin.3	HMP_2012__SRS024087__bin.21	HMP_2012__SRS047634__bin.34	HMP_2012__SRS013170__bin.22	CM_periimplantitis__SP_283SPI_T016__bin.8	HMP_2012__SRS014690__bin.18	HMP_2012__SRS015278__bin.12	HMP_2012__SRS016575__bin.30	CM_periimplantitis__SP_384SPT_T016__bin.18
HMP_2012__SRS024355__bin.37	0.5053784349802367	0.8670764951663621	0.5947678151300149	0.8662711965228165	0.6361108547118995	0.5885604927787726	0.9172331038047592	0.7074210136588988	0.7382471729422938	0.9135188022669792	1.0	0.6873061878360112	0.5971755062858831	0.7765765987516435	0.45563534699018093	0.6809154887686889	0.5555375050510645	0.7680821954336327	0.8000648177206725	0.6718463409781322	0.6292693032710386	0.8724875441263042	0.6056366802660809	0.8854309865626301	0.6672742302382871	0.8341269401728336
HMP_2012__SRS011126__bin.24	0.5312176227661655	0.8711388688757067	0.6930498082541053	0.8701562620035836	0.7216855574957384	0.6963646141100893	0.8554981344484425	0.8067228373824558	0.7884664896278656	0.8689026985613348	0.869646531444458	1.0	0.6679380516457757	0.835187811314565	0.5210323549136573	0.6757028779532709	0.6156719826753899	0.7732342663513466	0.8462804203252725	0.7413153747609664	0.71988281387879	0.8764287508798302	0.7040479458169911	0.8551238821743797	0.7725355928965777	0.8286168549520687
HMP_2012__SRS053917__bin.53	0.4753492112432768	0.8942290066058789	0.7043612263578835	0.9028693591438022	0.7071950648537313	0.6836624853274481	0.8598659350975856	0.7769940396232528	0.7743164679373562	0.8663828620987474	0.8749006052934781	0.7733932917062593	1.0	0.8288253363793341	0.5477055524602706	0.7107417204134339	0.612502787258966	0.7747954858124763	0.8588808531687002	0.7387994261401918	0.7167579925965594	0.8960302821036638	0.7083255951211098	0.8758297917864962	0.7650402296881695	0.8394262363559541
HMP_2012__SRS042984__bin.9	0.5268218250354612	0.8781649548465221	0.6760487594085004	0.8765145763092556	0.7043478685458847	0.6742118587998623	0.9015529671413539	0.7790157786930272	0.8081591199283208	0.9250230100853754	0.9243032887942715	0.7856368239490433	0.6733432128182655	1.0	0.5255015222056479	0.6768007070260715	0.6262000034179437	0.789834058832577	0.8431144303142311	0.7256323806222122	0.715018200550289	0.886376320485934	0.696201932114755	0.9095392367731682	0.755355795733918	0.8396881858775448
HMP_2012__SRS017227__bin.27	0.4900227635271241	0.8382814410302388	0.6672842704609759	0.8233534285015661	0.6790502777033872	0.6473276143124949	0.7941239826275281	0.736174504849621	0.7348616722750719	0.8033312762712062	0.8082645867051687	0.7304799843973778	0.6631725719874714	0.7832130631207573	1.0	0.6469098948569566	0.5962050114690917	0.7225993502788678	0.7916627854173701	0.7063803372029389	0.6843823865025674	0.829988181595892	0.6958776766065461	0.8067538104164969	0.718597539676071	0.7907887765914092
CM_periimplantitis__SP_143SPT_T016__bin.9	0.44680557394749976	0.8852094814150818	0.6215832577848855	0.8747573112222551	0.6426556722453678	0.5973276222102251	0.8165547870552403	0.6804448360513797	0.6865377759216061	0.842874168542645	0.8453631927962433	0.662999765714926	0.602289372625317	0.7059610271872548	0.45274928441189355	1.0	0.5410599871652525	0.7388174715547361	0.808024773099999	0.6758457181856149	0.6223782990903627	0.8713749477951738	0.6136399751454096	0.8299574212343768	0.6501130680139756	0.8364333662690612
HMP_2012__SRS023595__bin.3	0.4448011330647491	0.7526975212492543	0.629225611336139	0.7409756094770615	0.6626506782200221	0.6222343364152069	0.7667527181141062	0.6710359751489979	0.6951765236855036	0.7733561608965672	0.7746237656441359	0.6784757167315246	0.5829465975738183	0.7336016506318861	0.4686373649380298	0.6076769026512732	1.0	0.6931469832322663	0.7345231809786069	0.6384363386129224	0.6498522176504808	0.7559946664500603	0.631462796429885	0.7585556170163353	0.6490776974211451	0.7142569496601893
HMP_2012__SRS023358__bin.3	0.5345685207900198	0.912096011502053	0.6451687350786102	0.9052804165565925	0.6818447871010447	0.6385225479325864	0.8910840429637821	0.755754218254206	0.7639501184872521	0.9131114762244746	0.9193594322825467	0.7314694874456544	0.6330062371532419	0.7942976843672447	0.4875723420407305	0.712302836328496	0.5950117505177986	1.0	0.8432079257316207	0.7154120832445374	0.6751244533529487	0.9146091393789166	0.6548136857932164	0.8903450321285574	0.7223892293958378	0.87093384453569
HMP_2012__SRS024087__bin.21	0.47975833959030456	0.8342498618550865	0.6013545369902719	0.8159663979138787	0.7297238289632844	0.5904143610086033	0.7854852194159041	0.6968434962521664	0.6796361084792918	0.789311905203711	0.798861415562429	0.6678332692275395	0.5853592197853829	0.7072982705362808	0.4456053123017175	0.6498615273891492	0.5259861949299486	0.7034015394402192	1.0	0.66717500717862	0.621304751570592	0.8312891163108488	0.6368843027644958	0.7773640598752211	0.6551472856214187	0.7901348351702818
HMP_2012__SRS047634__bin.34	0.4862413634339152	0.8389063430758925	0.6428430791490461	0.8295592376625673	0.6826032217128194	0.6412904887177928	0.817822876435545	0.7272320554062862	0.7238367971447166	0.8238208153329202	0.8204811677644351	0.7154992011599088	0.6158408311744528	0.744534996911352	0.4862964731297648	0.6648077999257522	0.5591635149765608	0.7299234125526861	0.8160037554752735	1.0	0.6681078687126726	0.8328337555905029	0.6403400969630049	0.8015504862428664	0.7021015331016388	0.8054492467256074
HMP_2012__SRS013170__bin.22	0.48519193707473524	0.8306459810261877	0.6945096695136409	0.7903032612421089	0.6747109310632455	0.6362223796591089	0.7717227573884523	0.7164981654970423	0.7112242568130472	0.7745004344270543	0.7835061762195499	0.7083944791753395	0.6091464134100812	0.7479848050135078	0.4803619050635142	0.6241805009932315	0.5802872786171479	0.702282874584153	0.7747548079403356	0.6811673190308676	1.0	0.8361073497089262	0.652615679930696	0.7730053515487925	0.6984749337377429	0.7670045884282526
CM_periimplantitis__SP_283SPI_T016__bin.8	0.47362021229868506	0.9227096421991565	0.5850031832274851	0.8248746544859971	0.5989763560416215	0.54723116153826	0.7821104513501478	0.6617893876472551	0.646902057196353	0.8058493181211631	0.8073970841864015	0.640991162510122	0.5659706338248196	0.6891533753790167	0.4329758830181932	0.6495055842199992	0.5017290410949543	0.7071081450762096	0.770431024566468	0.6310846244987414	0.6214183945372248	1.0	0.588719416245052	0.791677596949872	0.6272002138096266	0.8073397595173187
HMP_2012__SRS014690__bin.18	0.4882068045562274	0.8330645607376425	0.6657350044038992	0.8023947000029785	0.707737459524549	0.6716589935281828	0.7764584991000728	0.7151060127053558	0.7162388998336304	0.772546581340232	0.785204068607219	0.7214065671286152	0.6268253843306286	0.7583599623860199	0.5085891991711309	0.6408168063007672	0.5871386994243019	0.709268186827448	0.8269602670422391	0.6798019521825895	0.679550908649939	0.8248040583952787	1.0	0.7786678949361541	0.7300883120088163	0.7788476676353827
HMP_2012__SRS015278__bin.12	0.5168698254677245	0.9064507352261489	0.6177613231454528	0.910817530316851	0.6540368982194464	0.6093451595068378	0.9086312986059394	0.7469809596397383	0.7524007562425766	0.9509349258146264	0.941087290555165	0.7183096687776113	0.6353867807541845	0.8122064458517408	0.48337042456672147	0.7105274861736324	0.578209452683388	0.7905983315921383	0.8274721336121571	0.6976015110898718	0.6598600183828338	0.9092757442518762	0.6383473937013504	1.0	0.6917173473605635	0.8644933122413279
HMP_2012__SRS016575__bin.30	0.5130516491578986	0.8406693568550618	0.6835131346501457	0.8362805515364405	0.6978810155222094	0.6779648772610084	0.8225459374602927	0.7618481348345923	0.7539738003795502	0.8225280051481106	0.8333662946309632	0.7625310997528415	0.6521674529558599	0.7925979514126563	0.5059192000754181	0.6539888635217832	0.5813676103503257	0.7537463161907261	0.819453382136548	0.7180138785849254	0.7006103134363229	0.8464666172076418	0.7032934996905396	0.8128025437241007	1.0	0.8190050743319958
CM_periimplantitis__SP_384SPT_T016__bin.18	0.5047677315962512	0.8930284548112363	0.6040820301336048	0.8749605705781359	0.6523038425956309	0.5893941735487327	0.8334467348204665	0.7025050649606341	0.688921443889551	0.8498654636370757	0.8608938464697701	0.6758941746072407	0.5913481792604417	0.7281239216450061	0.4600889570097573	0.6953423532325775	0.5286819670465299	0.7509741448843368	0.8167184982735735	0.6807019178047391	0.6357839204171368	0.9004214978734575	0.6200113048651144	0.8394675281510194	0.6768188871694015	1.0
