	Bengtsson-PalmeJ_2015__TRAVELRES66__bin.47	ZeeviD_2015__PNP_Main_166__bin.6	LiuW_2016__SRR3993020__bin.68	HMP_2012__SRS024435__bin.32	Bengtsson-PalmeJ_2015__TRAVELRES60__bin.8	LiuW_2016__SRR3992958__bin.38	LiJ_2017__H2M415914__bin.38	Bengtsson-PalmeJ_2015__TRAVELRES55__bin.79	VatanenT_2016__G80433__bin.10	HMP_2012__SRS017103__bin.53	XieH_2016__YSZC12003_37830__bin.113	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.13	WenC_2017__N252__bin.15	Bengtsson-PalmeJ_2015__TRAVELRES2__bin.24	ZeeviD_2015__PNP_Main_520__bin.58	Bengtsson-PalmeJ_2015__TRAVELRES61__bin.16	XieH_2016__YSZC12003_37332__bin.24	CM_madagascar__A89_01_1FE__bin.10	Bengtsson-PalmeJ_2015__TRAVELRES1__bin.76	LiuW_2016__SRR3992987__bin.62	LiJ_2017__H2M515921__bin.40	YuJ_2015__SZAXPI015264-87__bin.24	XieH_2016__YSZC12003_35387__bin.46	LiuW_2016__SRR3992984__bin.72	LouisS_2016__AS66_18__bin.38	XieH_2016__YSZC12003_36244__bin.54
XieH_2016__YSZC12003_37830__bin.113	0.994129802028839	0.9938895858354706	0.9893465373848616	0.9914815115608898	0.9938206812914023	0.9909902150050485	0.9936506264740289	0.9944701082063816	0.991569673669241	0.9901333076946267	1.0	0.9908318245294538	0.9934890842638833	0.9946622109135781	0.993588565924798	0.993904407823173	0.9928225510236673	0.9937059782797266	0.9946084133870846	0.9940478439555217	0.9946966969834996	0.9941744257873367	0.9945385162602265	0.9920079267429579	0.990937196711205	0.992997106600227
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.13	0.9910295292609622	0.9909935706763938	0.985751371616226	0.9929120154470075	0.9909519222806734	0.9928217885926041	0.9917951747315429	0.9913599162568666	0.9928191094836941	0.9931580854963309	0.9908318245294538	1.0	0.9915629518741509	0.9910948381968174	0.9914630601410584	0.9904749590780926	0.9902082440181517	0.9909291615731568	0.9910937959176819	0.9911534508326717	0.991324401305701	0.9912053060409063	0.9913898337328981	0.9890895619891333	0.9930926067611536	0.9900814538884929
WenC_2017__N252__bin.15	0.9948824610948266	0.9938513143774917	0.9889118138919704	0.9919882741002001	0.9939665533200951	0.9919697081718227	0.9988781651107028	0.9947330216350307	0.9920067575747815	0.9906186998758114	0.9934890842638833	0.9915629518741509	1.0	0.996125143628384	0.9934571254289501	0.9955054921517201	0.9928471074024894	0.9935625109760428	0.9960980752280945	0.9939813493387578	0.9960935851042423	0.9954421003548853	0.9944085789292535	0.9925921594253986	0.9916780532532676	0.993223387047303
Bengtsson-PalmeJ_2015__TRAVELRES2__bin.24	0.9961507553755372	0.9947574955688031	0.9899514751056876	0.9921063935238724	0.9950278854551085	0.9919784541954423	0.9959626893596082	0.9957732475729952	0.9919929747014515	0.9905777492388689	0.9946622109135781	0.9910948381968174	0.996125143628384	1.0	0.9942201193053835	0.9982309958652091	0.9939510984427619	0.9944895022565243	0.9999067061728628	0.9948923505981913	0.9983299499486351	0.996872270128346	0.9953646508261672	0.9933076301058359	0.9913369774256154	0.9944961426115985
ZeeviD_2015__PNP_Main_520__bin.58	0.9938880139586	0.9932834110407376	0.9903553539854181	0.9922137701035512	0.9936060458146333	0.9919126527656114	0.9935625958771526	0.994198742746421	0.9917662587361838	0.9909524172108372	0.993588565924798	0.9914630601410584	0.9934571254289501	0.9942201193053835	1.0	0.9936069669617709	0.9927033277582584	0.9935138098958375	0.9942825099168564	0.9936741807814776	0.99433401237154	0.9936482704137922	0.994336010800752	0.9915936820754138	0.9918714768273094	0.9928624075934526
Bengtsson-PalmeJ_2015__TRAVELRES61__bin.16	0.9956343578062816	0.994125064283966	0.9888372163710695	0.9915834281729355	0.994586923327357	0.9913133813226024	0.9951346630338818	0.9949783470978959	0.9911758075424302	0.9904507215857247	0.993904407823173	0.9904749590780926	0.9955054921517201	0.9982309958652091	0.9936069669617709	1.0	0.9933954564657986	0.9937416296227026	0.9982047641945687	0.9941968759627609	0.9975807083942125	0.9961536218144357	0.994873677181407	0.9923115833506208	0.9905793026889296	0.9939239413109356
XieH_2016__YSZC12003_37332__bin.24	0.9936303134538385	0.9932626919211835	0.9882189789726182	0.9907839829594299	0.9933652932014483	0.9905783734462511	0.9928416897597309	0.9938729214455471	0.990368511440792	0.9896205593427474	0.9928225510236673	0.9902082440181517	0.9928471074024894	0.9939510984427619	0.9927033277582584	0.9933954564657986	1.0	0.993072158798958	0.9940101269880429	0.9932619400490321	0.994000570347879	0.9932533218324813	0.9937963064825488	0.9912077002072461	0.9901142739450057	0.9924755748055104
CM_madagascar__A89_01_1FE__bin.10	0.9941795771930243	0.9942602347787602	0.9890075878075519	0.9915693089125441	0.9936959686365504	0.9919476809457204	0.9941146309875839	0.9940059790483764	0.991351243178617	0.9906213479532852	0.9937059782797266	0.9909291615731568	0.9935625109760428	0.9944895022565243	0.9935138098958375	0.9937416296227026	0.993072158798958	1.0	0.994478092767018	0.9940128882047279	0.9946198597734751	0.9942225475164201	0.9941679999862557	0.9921741632154383	0.9914308392188529	0.9925918805417283
Bengtsson-PalmeJ_2015__TRAVELRES1__bin.76	0.9960623247703196	0.9947303273124366	0.9898877892529984	0.992060678707493	0.9949557413663905	0.9919672241847819	0.995945439380941	0.9957328376712024	0.991895403505003	0.9904073995336485	0.9946084133870846	0.9910937959176819	0.9960980752280945	0.9999067061728628	0.9942825099168564	0.9982047641945687	0.9940101269880429	0.994478092767018	1.0	0.99487175555566	0.998352177188575	0.996825446767124	0.9953174623619508	0.9933361678059066	0.9912675070442419	0.9945609580740519
LiuW_2016__SRR3992987__bin.62	0.9944238294159161	0.9936302363954431	0.9893871521500367	0.9920302297241983	0.9948124627576467	0.9919202380098108	0.9941551443535414	0.9943694918327619	0.9919308818316228	0.9903878046286136	0.9940478439555217	0.9911534508326717	0.9939813493387578	0.9948923505981913	0.9936741807814776	0.9941968759627609	0.9932619400490321	0.9940128882047279	0.99487175555566	1.0	0.995093899796605	0.9944393415459981	0.9947488807517951	0.992047499463088	0.9912103952897845	0.9932577239827504
LiJ_2017__H2M515921__bin.40	0.9962937173447114	0.9949457611536207	0.9897736061257262	0.9922166625656382	0.9951614320133529	0.9920250327835012	0.9958434008885654	0.9957699052844113	0.9919373187265568	0.9907453757568401	0.9946966969834996	0.991324401305701	0.9960935851042423	0.9983299499486351	0.99433401237154	0.9975807083942125	0.994000570347879	0.9946198597734751	0.998352177188575	0.995093899796605	1.0	0.9969110641270891	0.9954805129625361	0.9933531605748075	0.9914783003142413	0.9947507404685973
YuJ_2015__SZAXPI015264-87__bin.24	0.9956017761615361	0.9944700288925701	0.9894303149549951	0.9919490637609213	0.9945610355440826	0.9920354638289918	0.9954479763031037	0.9952646108922324	0.9916540263487879	0.9908050484689869	0.9941744257873367	0.9912053060409063	0.9954421003548853	0.996872270128346	0.9936482704137922	0.9961536218144357	0.9932533218324813	0.9942225475164201	0.996825446767124	0.9944393415459981	0.9969110641270891	1.0	0.9946166879189845	0.9928959323694607	0.9915171186360897	0.9942550035981127
XieH_2016__YSZC12003_35387__bin.46	0.9948407853113698	0.9941325719319861	0.9896669845508297	0.9920277766872521	0.9948031107234119	0.9920044682636326	0.9945594370518446	0.9950561102964682	0.991848549123614	0.9906303967034575	0.9945385162602265	0.9913898337328981	0.9944085789292535	0.9953646508261672	0.994336010800752	0.994873677181407	0.9937963064825488	0.9941679999862557	0.9953174623619508	0.9947488807517951	0.9954805129625361	0.9946166879189845	1.0	0.9928501520011824	0.9915706747659104	0.9941010781875272
LiuW_2016__SRR3992984__bin.72	0.9930496919351914	0.9920311930846254	0.9876276726338106	0.9901245457973263	0.9923030904229191	0.990244179219928	0.9926227292193515	0.9927897551067384	0.9897463591000957	0.9886394866982012	0.9920079267429579	0.9890895619891333	0.9925921594253986	0.9933076301058359	0.9915936820754138	0.9923115833506208	0.9912077002072461	0.9921741632154383	0.9933361678059066	0.992047499463088	0.9933531605748075	0.9928959323694607	0.9928501520011824	1.0	0.98920473700444	0.9917052168423022
LouisS_2016__AS66_18__bin.38	0.9912587993846098	0.9904520209617911	0.9855998653144067	0.9940202219777423	0.9911865737462081	0.9927014631683889	0.9922193801417676	0.991431655934901	0.9929629379142432	0.9939399378329649	0.990937196711205	0.9930926067611536	0.9916780532532676	0.9913369774256154	0.9918714768273094	0.9905793026889296	0.9901142739450057	0.9914308392188529	0.9912675070442419	0.9912103952897845	0.9914783003142413	0.9915171186360897	0.9915706747659104	0.98920473700444	1.0	0.9902086448393774
XieH_2016__YSZC12003_36244__bin.54	0.9942364262666857	0.992509917713341	0.9881848139956596	0.9905045208966777	0.9932132873357148	0.9907798665180083	0.993455806069088	0.9937299237835431	0.9906974864676427	0.9895521328399722	0.992997106600227	0.9900814538884929	0.993223387047303	0.9944961426115985	0.9928624075934526	0.9939239413109356	0.9924755748055104	0.9925918805417283	0.9945609580740519	0.9932577239827504	0.9947507404685973	0.9942550035981127	0.9941010781875272	0.9917052168423022	0.9902086448393774	1.0
