	Bengtsson-PalmeJ_2015__TRAVELRES66__bin.47	ZeeviD_2015__PNP_Main_166__bin.6	LiuW_2016__SRR3993020__bin.68	HMP_2012__SRS024435__bin.32	Bengtsson-PalmeJ_2015__TRAVELRES60__bin.8	LiuW_2016__SRR3992958__bin.38	LiJ_2017__H2M415914__bin.38	Bengtsson-PalmeJ_2015__TRAVELRES55__bin.79	VatanenT_2016__G80433__bin.10	HMP_2012__SRS017103__bin.53	XieH_2016__YSZC12003_37830__bin.113	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.13	WenC_2017__N252__bin.15	Bengtsson-PalmeJ_2015__TRAVELRES2__bin.24	ZeeviD_2015__PNP_Main_520__bin.58	Bengtsson-PalmeJ_2015__TRAVELRES61__bin.16	XieH_2016__YSZC12003_37332__bin.24	CM_madagascar__A89_01_1FE__bin.10	Bengtsson-PalmeJ_2015__TRAVELRES1__bin.76	LiuW_2016__SRR3992987__bin.62	LiJ_2017__H2M515921__bin.40	YuJ_2015__SZAXPI015264-87__bin.24	XieH_2016__YSZC12003_35387__bin.46	LiuW_2016__SRR3992984__bin.72	LouisS_2016__AS66_18__bin.38	XieH_2016__YSZC12003_36244__bin.54
XieH_2016__YSZC12003_37830__bin.113	0.637498108656819	0.5036514214996601	0.6114695567143248	0.7133742804427211	0.7791221683487388	0.9126292606033779	0.52199801493653	0.9121078709234497	0.4460128792001933	0.6860785285688799	1.0	0.661960797819366	0.852437122719379	0.8810460877989733	0.5725152267240581	0.5370113277342048	0.8423791290562255	0.929737447691658	0.9210022650951769	0.8986161013714778	0.9173034188709753	0.9172952324601914	0.8927015607251014	0.5915277423346965	0.5499379526520584	0.7445244203456585
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.13	0.6597723207015669	0.5142662711790905	0.543171819660334	0.7429147790181326	0.8274003626347333	0.8829970769056746	0.46027227020927464	0.8857218411460931	0.46275776466831414	0.7038382936577132	0.7111276824219803	1.0	0.8255705098326537	0.879816214121284	0.530619405476761	0.566834660941983	0.7830917840700912	0.9125003449548496	0.8948983982874469	0.8638509455401963	0.8788764206453733	0.8907274013633829	0.8533849395896872	0.5271016241535718	0.5329663114819473	0.7172828899665296
WenC_2017__N252__bin.15	0.637467753920247	0.5036251255931538	0.5988298379323135	0.6858453364576068	0.7793296176566268	0.9019294229497256	0.5166788908669018	0.9205434987461691	0.4288480721976071	0.6605084707105362	0.7249821438646319	0.653587612703725	1.0	0.8939377970270584	0.5599280712852936	0.5378299183599485	0.804015619766952	0.9331396667895089	0.9423209014617422	0.8904126657919661	0.9234189667569777	0.9312775869788859	0.884394758038862	0.5827443109452408	0.5297000049216911	0.7385612096316294
Bengtsson-PalmeJ_2015__TRAVELRES2__bin.24	0.6606004024342502	0.5171995544039444	0.5946532723401301	0.7089609857891881	0.8186358886160975	0.9025402658559425	0.5046528803893818	0.9466415723741779	0.438756042770799	0.6716654553971854	0.7369304495202853	0.6850220035483349	0.8791646537870705	1.0	0.5647523886564731	0.5631937941446336	0.8203885695828275	0.9477779934293943	0.9996019102640568	0.900929253834388	0.9403134567080955	0.9562616020963226	0.9098940646850959	0.577473079358693	0.5309036637005912	0.7563008443941361
ZeeviD_2015__PNP_Main_520__bin.58	0.6567451634964847	0.5126205218755837	0.6419982308921567	0.7000778242743607	0.7833284607376724	0.9176926880743939	0.5370249266022387	0.9269353968682374	0.4348404190606958	0.6917881727317069	0.7591928286372367	0.6549872857071734	0.8730363782626582	0.8953549876226088	1.0	0.5330966537059365	0.8405130188144582	0.9387426756651842	0.9351921069190983	0.9174785683777401	0.9302089576151559	0.9261268329787756	0.9064869658378014	0.6108524247371138	0.5482695796927681	0.7639371521256808
Bengtsson-PalmeJ_2015__TRAVELRES61__bin.16	0.6920146079101974	0.5645217838079265	0.558852902685769	0.7466611383363161	0.8468281595032623	0.8784798028541176	0.4911054786690779	0.9218592368405436	0.48063678869596993	0.7102686393748302	0.7427089287220187	0.7297536613476008	0.8746115332839844	0.9312476379661991	0.5560016741158575	1.0	0.8078557730448607	0.9293377091473565	0.9514814832166762	0.8768876749466687	0.9239038601488588	0.9468179305304387	0.8783166077915101	0.5453174729595932	0.5344181510389825	0.7620354406579025
XieH_2016__YSZC12003_37332__bin.24	0.6074325738211785	0.4772009457559301	0.5793864907096494	0.6722364604947423	0.7443129482122358	0.8702159730275728	0.4872244234233001	0.8810187801782386	0.40952517615584244	0.6479046597449432	0.7294824645977116	0.6312546813549577	0.8186660656279519	0.8493740429501484	0.5488916800466229	0.5058315259799311	1.0	0.8986104076176767	0.888423632555438	0.8665119578673165	0.879344981880834	0.8838960411626774	0.8634530651996628	0.5608551698781822	0.5158990059393317	0.7169459671410439
CM_madagascar__A89_01_1FE__bin.10	0.5630504580861915	0.4575338223244983	0.522372325870403	0.6156139374242894	0.7084801809607069	0.8001464229290074	0.4408516051638094	0.819825703790531	0.37869634589525764	0.5941654285075838	0.6455847704472663	0.5898080232708569	0.7618590811618179	0.7868133117455888	0.4915576498629858	0.4665855819478366	0.7205384129871454	1.0	0.837989791558042	0.8006982041139551	0.8153683310922327	0.8336741374376183	0.7939876432376912	0.5096960597138971	0.4659279528624017	0.6739980712160356
Bengtsson-PalmeJ_2015__TRAVELRES1__bin.76	0.6272061347235293	0.5039122275851277	0.5799249465986414	0.6753302599516331	0.779319899233291	0.8821759787911239	0.4943815151739637	0.9254397365722925	0.4209727836080075	0.6432716918225457	0.7150741087682555	0.6467683685112363	0.8602490938316554	0.9278751804336896	0.5475529619179164	0.5341404868871337	0.7965319472285428	0.9369925336725539	1.0	0.8816764848602272	0.9166362382298934	0.9443648361532787	0.8891625378236793	0.5658233934990832	0.5139818849616601	0.7473553560696952
LiuW_2016__SRR3992987__bin.62	0.6210366524150174	0.48735475328782274	0.591894717491409	0.6680222086635441	0.7651919912572841	0.8948390683909997	0.501669709850555	0.8930566911888266	0.41403390847441185	0.6465736832073767	0.7180277912800658	0.6425257787186147	0.8365529429411479	0.8606565382589679	0.5528380556254165	0.5066124119046196	0.7995292557300766	0.9213888647664719	0.9073732266734035	1.0	0.8989399795416841	0.8967143764217345	0.877357471288998	0.5772204434289221	0.5210687947525661	0.7204724134158734
LiJ_2017__H2M515921__bin.40	0.6474907406643245	0.5041289897214267	0.6149420781442998	0.6951624498748763	0.7920746138772201	0.9188089912986545	0.5256187180256043	0.9360287422250465	0.42777007503752795	0.6660687873044169	0.7449437012217096	0.6643897733285283	0.8817475775340411	0.9129672881127462	0.5696733487938335	0.542502849555396	0.8246363435458831	0.9536111638382021	0.9587758970253667	0.9136378391612817	1.0	0.9489530692210422	0.9039640227010759	0.5990801644351644	0.53915697175937	0.7526106787489649
YuJ_2015__SZAXPI015264-87__bin.24	0.6188874098308507	0.49681210384244257	0.5692518785758599	0.6688826533940048	0.7640768319486937	0.867102770889913	0.48747236878572614	0.901359084111789	0.415225451856083	0.633974524134204	0.7041429106663151	0.6364747413701008	0.8405544856883257	0.8776078871474142	0.5361139239217135	0.5255123787623254	0.7835119146034313	0.9216267057351795	0.9336866026017602	0.8614672058306332	0.8969866293201503	1.0	0.8659040187882505	0.5595060586604097	0.5066649706736956	0.7371031761079951
XieH_2016__YSZC12003_35387__bin.46	0.6249881031422923	0.4849643026124478	0.5893145660923541	0.6772915732995217	0.7623565477465478	0.88432847093521	0.4936327108957953	0.9035701476209805	0.41828511253916306	0.6378139947024627	0.7183217060241599	0.6392082269241278	0.8367464916478947	0.8753377401490043	0.5500589107407443	0.5110090511520589	0.8023136350141729	0.9200967285515271	0.9215173098995713	0.8835318641575333	0.8956810828945788	0.9076758412356105	1.0	0.5645463872962684	0.514950971317386	0.730564055294096
LiuW_2016__SRR3992984__bin.72	0.6395839615754111	0.4824568136240835	0.7181784550646709	0.6810575783182186	0.7554110058190524	0.933218579499344	0.6036791311107417	0.9288047279937638	0.4220149846875656	0.668666128545877	0.7622427632878428	0.6322622207558694	0.8829401765613355	0.8896558949143948	0.5935939132936812	0.508080360179595	0.8345678706967766	0.94588102971438	0.9390932870825911	0.9308781541996157	0.9505887984786143	0.9392286054244467	0.9040763922966032	1.0	0.5518180128355995	0.7405074365067789
LouisS_2016__AS66_18__bin.38	0.6384486838754792	0.5216650690281088	0.6154247784785238	0.7239802302935631	0.772721963390067	0.9157350136701276	0.5307283908028971	0.9046307118823037	0.45731501720543816	0.7115213750022388	0.7585075226583043	0.6842749537255867	0.8590357167608766	0.8754554437944007	0.5702631314598263	0.5329570381883636	0.8216817332678185	0.9254906022253768	0.9130691246679805	0.8994441619483766	0.9156952998278288	0.9103646898777203	0.8826720719023009	0.5906413941271792	1.0	0.7405342835583915
XieH_2016__YSZC12003_36244__bin.54	0.6180803281986481	0.5080523504165184	0.558616735334877	0.6623159605696304	0.7532536244915253	0.8511857339458598	0.4787954772365017	0.896890960289479	0.41209944359272505	0.632193019481992	0.7036988516996115	0.631078017083363	0.8207850427991229	0.8546230576839646	0.544503243619086	0.5207722892421346	0.7825048946444132	0.917431390932808	0.9097973998752393	0.8522326995864967	0.8759268340708873	0.9075791347538698	0.8581308194774029	0.5431491787296283	0.5074659002437051	1.0
