	Bengtsson-PalmeJ_2015__TRAVELRES66__bin.47	ZeeviD_2015__PNP_Main_166__bin.6	LiuW_2016__SRR3993020__bin.68	HMP_2012__SRS024435__bin.32	Bengtsson-PalmeJ_2015__TRAVELRES60__bin.8	LiuW_2016__SRR3992958__bin.38	LiJ_2017__H2M415914__bin.38	Bengtsson-PalmeJ_2015__TRAVELRES55__bin.79	VatanenT_2016__G80433__bin.10	HMP_2012__SRS017103__bin.53	XieH_2016__YSZC12003_37830__bin.113	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.13	WenC_2017__N252__bin.15	Bengtsson-PalmeJ_2015__TRAVELRES2__bin.24	ZeeviD_2015__PNP_Main_520__bin.58	Bengtsson-PalmeJ_2015__TRAVELRES61__bin.16	XieH_2016__YSZC12003_37332__bin.24	CM_madagascar__A89_01_1FE__bin.10	Bengtsson-PalmeJ_2015__TRAVELRES1__bin.76	LiuW_2016__SRR3992987__bin.62	LiJ_2017__H2M515921__bin.40	YuJ_2015__SZAXPI015264-87__bin.24	XieH_2016__YSZC12003_35387__bin.46	LiuW_2016__SRR3992984__bin.72	LouisS_2016__AS66_18__bin.38	XieH_2016__YSZC12003_36244__bin.54
XieH_2016__YSZC12003_37830__bin.113	0.6412624461672919	0.5067478608061752	0.6180539715948483	0.7195033615096419	0.7839665475026366	0.9209266113679323	0.5253335538959412	0.9171797758391353	0.4498048811333154	0.6929153107335702	1.0	0.6680859268259084	0.858023642354344	0.8857741634617339	0.5762095563078271	0.5403048054795881	0.8484689718093887	0.9356262999455744	0.9259948465132665	0.9039968315767366	0.9221940935893064	0.9226703168649095	0.8976038093345408	0.5962933625710524	0.5549675140636892	0.7497750148484554
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.13	0.6657443610117018	0.5189400682267622	0.5510231436652795	0.748218137619851	0.8349551012832926	0.8893812434932418	0.4640799652346163	0.893441248351419	0.46610481229452444	0.7086870700005125	0.7177077530384078	1.0	0.8325951552266497	0.8877215178741198	0.5351882755987583	0.5722857057078732	0.7908354518362667	0.9208532560553602	0.9029401676950617	0.8715612550352035	0.8865679282057223	0.8986305823171443	0.8607965409292341	0.5329159708181844	0.5366733251797632	0.7244685648331647
WenC_2017__N252__bin.15	0.6407468006006865	0.506740916178799	0.6055442249957085	0.6913845197209761	0.7840602030857803	0.9092308117069025	0.5172591702508982	0.9254176535057446	0.4323035795099196	0.6667635799660764	0.729733376388127	0.65914888355639	1.0	0.8974151518461744	0.5636157383677032	0.5402581126875194	0.8098080900597445	0.9391856641942171	0.9460121697815369	0.8958041983225437	0.9270403710715002	0.9355416921254143	0.889367586702791	0.5870934052940591	0.5341451322674471	0.7436003010634454
Bengtsson-PalmeJ_2015__TRAVELRES2__bin.24	0.6631530407114048	0.5199252649091217	0.6006893138642424	0.7146017709562607	0.8227265794080411	0.9098385776815688	0.5066985799577165	0.9506597758891733	0.44229753028527874	0.6780542525947848	0.7408851381248603	0.6911770469863946	0.882584542123608	1.0	0.5680355664609161	0.5641918518633953	0.825381219325722	0.9530296612270514	0.999695175652964	0.9055545087794606	0.9418864542293611	0.9592619142402318	0.9141313828352962	0.5813637808230304	0.5355430855401814	0.7604864533793474
ZeeviD_2015__PNP_Main_520__bin.58	0.6607838652573198	0.5160868652165174	0.6482503763003935	0.705571566701093	0.7883692576522524	0.9251748987329879	0.5405043716728626	0.9323441652195494	0.4384505070930893	0.6981043294478594	0.7640917525360269	0.6606270188361696	0.8787861659210535	0.9005601176610193	1.0	0.5365266865388711	0.846691045866161	0.9448712904791976	0.9405698054542875	0.9233193194736998	0.9355095431127389	0.9320469431231454	0.9116505446763368	0.6160309769810096	0.5527627243062915	0.7694290228767431
Bengtsson-PalmeJ_2015__TRAVELRES61__bin.16	0.6950489429020299	0.5678579125399399	0.5651616802376245	0.7529988068801164	0.8514370535560907	0.8861776905321876	0.4935065543509834	0.9265118578000994	0.4849157788542926	0.7171165853033866	0.7472639449790579	0.736771439458536	0.8785602291289912	0.9328979382763478	0.5595790816724917	1.0	0.8132267646149377	0.9351904775290549	0.9531926888611952	0.8820060655466332	0.9261444736998273	0.9504738122678961	0.8828423426377944	0.5495425853221267	0.5395006231084208	0.7666939178996093
XieH_2016__YSZC12003_37332__bin.24	0.6113265322086999	0.48043780324912927	0.5862936282725483	0.6784894306494543	0.7492842293829706	0.8784928041585099	0.4907372730704017	0.8864501297578701	0.4135078724989586	0.6547000803775201	0.734756139297567	0.63749689539384	0.8245640839602845	0.8545430899778425	0.5529262013114639	0.509194523376951	1.0	0.9048792674889554	0.8937772447524822	0.8723901751682355	0.8846523916712462	0.8898999094530613	0.8688431015162212	0.5658301179065861	0.5210499631358576	0.7223814724927005
CM_madagascar__A89_01_1FE__bin.10	0.5663468361278485	0.4601751194709173	0.5281782792267615	0.620848116103386	0.7129747964388062	0.8066417597409471	0.4434615399693433	0.8247693887871791	0.3820001724928749	0.5997906563745918	0.6496738316547948	0.5952070502542309	0.7667953176025059	0.791173069157882	0.49476680139405604	0.46952403727414216	0.7255650121725086	1.0	0.8426427868576111	0.805520948083565	0.8197788562938337	0.8385186390312173	0.7986453428883932	0.5137163197861089	0.4699550734466821	0.6790283946793789
Bengtsson-PalmeJ_2015__TRAVELRES1__bin.76	0.6296856322400867	0.5065817475843912	0.5858491769418347	0.6807348325018663	0.7832709203356494	0.8893196844443256	0.49639417544927056	0.9294056613987847	0.4244124754691276	0.6495021060277235	0.718950392077531	0.6525803825785985	0.8636188696927948	0.927961753537114	0.5507015928135995	0.5351011195765238	0.8013318230892877	0.9421952484297392	1.0	0.8862212440313872	0.9181491854018898	0.947372320014518	0.8933456625121805	0.5696192405325188	0.5185097678569628	0.7514424832409814
LiuW_2016__SRR3992987__bin.62	0.6245190773231861	0.49047898849755434	0.5982437877883929	0.6733889640129878	0.7691821523185903	0.902128048305986	0.5046191358560745	0.8981135267362219	0.4174019743289864	0.6528489952981963	0.7223271954626297	0.6482606484180895	0.8416183497785562	0.8650750382606597	0.5563574724167992	0.5095695069590981	0.8049530778261855	0.9269385494896135	0.9120504442973291	1.0	0.9033720131591858	0.9017285810793284	0.8819889001794332	0.5818475866743508	0.5256893967503533	0.7253630110490695
LiJ_2017__H2M515921__bin.40	0.6498994517299529	0.5066899216062781	0.6212956926093124	0.7006155773249667	0.7959257547539204	0.9261953690025226	0.5278126235074795	0.9400050526308067	0.4312470828163786	0.6722905840419395	0.7489154266630353	0.6702041959760519	0.8852055577104888	0.914494539765855	0.5729195036134105	0.543818505099856	0.8296135516876796	0.9587694780751586	0.9603583974999106	0.9181423374698883	1.0	0.9518934069128426	0.9080680243663349	0.6030887988401874	0.5437909953132494	0.7565821749420689
YuJ_2015__SZAXPI015264-87__bin.24	0.6216214400670539	0.4995747377079695	0.5753329668312748	0.6743114922231715	0.7682553454657505	0.8740642875236819	0.4897015016255313	0.9056476782629103	0.41872007859930627	0.6398579873142904	0.7082689841962782	0.6421220079141041	0.8444031906915123	0.8803614198581563	0.539540942086535	0.5275415028910252	0.7888339232109568	0.9269823019377442	0.9366600798864696	0.8662843170417607	0.8997659486361161	1.0	0.8705906801141284	0.5635092666007772	0.5109997206812258	0.7413622998531464
XieH_2016__YSZC12003_35387__bin.46	0.6282292728345277	0.48782659003916706	0.5954675413970897	0.6827344850778765	0.7663391273396492	0.8914561367683206	0.4963330420543414	0.9080594936015917	0.4217227649410336	0.6438465817573641	0.7222663519611814	0.6447597152749747	0.8414514007400016	0.8794141317179199	0.5531921853034113	0.5136421466088107	0.8073220133549184	0.9254942108016426	0.925852649779451	0.8881958866742247	0.8997474799672817	0.9125885904194122	1.0	0.5686118757784066	0.5193285606585283	0.7348991680263346
LiuW_2016__SRR3992984__bin.72	0.6440603796261504	0.4863323018341092	0.7271753060031508	0.6878504135757763	0.7612704355249933	0.9424125878068716	0.6081657344130185	0.9355502745834687	0.4263870039100453	0.6763498095539842	0.7683837424469994	0.639236571746185	0.8895296705471263	0.8956499154442243	0.5986261550711822	0.5120169598988459	0.841970729769635	0.9533417264656122	0.9453932289175296	0.9383403059867818	0.9569494880637945	0.9459486888853079	0.9105869505829783	1.0	0.5578400428071572	0.7467011607185404
LouisS_2016__AS66_18__bin.38	0.644078705048408	0.5266939316470265	0.6244164595966164	0.7283355149989837	0.7795928474591317	0.922467677993937	0.5348901678649605	0.9124488878956102	0.46055597821812555	0.7158595282462756	0.7654445964645336	0.6890343851791055	0.8662445578408752	0.8831058093564255	0.5749365162550314	0.5380256146495799	0.8298857565136541	0.9334898266373979	0.9211127351390412	0.9074200252766925	0.9235656489280767	0.9181532751850003	0.8901756519883787	0.5970871064728112	1.0	0.7478568152457548
XieH_2016__YSZC12003_36244__bin.54	0.6216633306421016	0.5118864218375048	0.5652958104832104	0.6686652575498122	0.7584006719363582	0.8591068134410751	0.4819494478883792	0.9025500176895571	0.41596900085219374	0.6388678256572751	0.7086615328708257	0.6374000993603478	0.8263851350089408	0.8593528130131105	0.548417625095585	0.52395587589455	0.7884374331305394	0.9242785568950052	0.9147728879656049	0.8580176916915646	0.8805490646413235	0.9128233013356016	0.8632229038942105	0.5476921664878145	0.5124838112537601	1.0
