	WenC_2017__RA050__bin.36	XieH_2016__YSZC12003_37322__bin.23	CosteaPI_2017__alien-11-895-0__bin.9	CosteaPI_2017__alien-11-881-0__bin.18	HeQ_2017__SZAXPI029486-84__bin.10	YuJ_2015__SZAXPI015232-18__bin.18	CosteaPI_2017__daisy-11-389-0__bin.17	CosteaPI_2017__alien-11-918-0__bin.21	Bengtsson-PalmeJ_2015__TRAVELRES52__bin.52	CosteaPI_2017__daisy-11-392-0__bin.21	GeversD_2014__SKBSTL034__bin.76	BackhedF_2015__SID511_4M__bin.19	LeChatelierE_2013__MH0302__bin.44	BackhedF_2015__SID203_B__bin.4	CosteaPI_2017__daisy-11-388-0__bin.53	LeChatelierE_2013__MH0274__bin.42	BackhedF_2015__SID582_12M__bin.15	ZellerG_2014__CCIS33816588ST-4-0__bin.69	LeChatelierE_2013__MH0239__bin.61	HeQ_2017__RSZAXPI003102-140__bin.17	QinN_2014__LD-24__bin.22	HMP_2012__SRS016095__bin.41	XieH_2016__YSZC12003_36057__bin.83	BackhedF_2015__SID179_4M__bin.23	BackhedF_2015__SID511_12M__bin.10	YuJ_2015__SZAXPI017464-37__bin.10	Bengtsson-PalmeJ_2015__TRAVELRES54__bin.8	VogtmannE_2016__MMRS68910755ST-27-0-0__bin.37
GeversD_2014__SKBSTL034__bin.76	0.7601226072563206	0.8331553514696852	0.7121953172971673	0.6736374375951091	0.7515113997383667	0.7606695677710441	0.721812678538057	0.7472161411752143	0.754033958939584	0.7498401500387111	1.0	0.7426632538644312	0.7684121125557306	0.829179125397122	0.7711963050965107	0.7831410016819287	0.7427229890274181	0.8110937207998504	0.7742524761726779	0.82253951197373	0.7694212697226153	0.709622700696799	0.7504655338121045	0.7860169661211522	0.6963374669621165	0.6555643804896281	0.7272442400619377	0.7904697386336332
BackhedF_2015__SID511_4M__bin.19	0.7372846821456283	0.7870543567239475	0.6810778356910603	0.6341410608364035	0.7540578289389539	0.7451025029835658	0.7365312573975146	0.726167132960009	0.7313553351748284	0.8120052225861929	0.42043575835469266	1.0	0.8717169677185457	0.7874737656860368	0.8345497767591893	0.7580089636385655	0.8219799768115964	0.770628261400603	0.789394167532721	0.8128164577588107	0.7636789193909199	0.6246252004708716	0.7810254473553904	0.8035038784938231	0.75817540476271	0.6292993433226975	0.695310157650539	0.8446928613382962
LeChatelierE_2013__MH0302__bin.44	0.6831623354335136	0.7283724950292513	0.6261004191382286	0.5918834009797157	0.6961729551213388	0.6933883689659531	0.6806760977947763	0.6771812073584347	0.6853371027458424	0.7414299043281943	0.3975550960620068	0.7966561485002117	1.0	0.7269265061247773	0.764178633411857	0.7016585622225859	0.7619304875581071	0.7166519564273042	0.7363793888137262	0.756912776568039	0.7092707657819114	0.5893298277382627	0.727159590903409	0.7525723926791351	0.690207366031502	0.5788821046830358	0.649959322389744	0.7866783934208627
BackhedF_2015__SID203_B__bin.4	0.7397904437006483	0.8993717709145778	0.6817650978754346	0.6365759721346252	0.7405629998249762	0.7532506930203358	0.7014362586220851	0.7351650207640231	0.7114492060570852	0.7561887856070234	0.44786715207080546	0.7513274140080685	0.7589064311241701	1.0	0.7843932126816728	0.7851783863815263	0.7528946971394334	0.8165936259252964	0.7729249180353281	0.803481801941196	0.7579842666043238	0.6269107290308963	0.7444695814587972	0.802645617186003	0.6543483680157438	0.6045071421786263	0.7248191495862247	0.7695491758289793
CosteaPI_2017__daisy-11-388-0__bin.53	0.7464838239740726	0.7957495391036455	0.6908149696697782	0.6450297354572215	0.7521841435399611	0.7621651055328434	0.8231772359591695	0.7422676451590321	0.7356507971045679	0.9303735730961022	0.4268518096081075	0.8159371780859923	0.8175304821453342	0.8037947456430264	1.0	0.7701827903582386	0.809817383268682	0.7881068145426214	0.7932611328565489	0.814739706463373	0.7653267778703993	0.6493735485297403	0.7788362452476557	0.8137792171162157	0.6938270273205653	0.6486332328944697	0.7089418048740032	0.8147155095202042
LeChatelierE_2013__MH0274__bin.42	0.7629800784016231	0.8509519061190921	0.7113165618176989	0.663262731821647	0.7797064385963569	0.7714971796501318	0.7419134951350903	0.7608088870617297	0.7447849884470789	0.7907789450786166	0.4607286085429773	0.7877199585276735	0.7978622629511201	0.8552098677593497	0.8186284643793277	1.0	0.7934150411199177	0.895335187847611	0.800177362714211	0.8304264028175423	0.7939164628291218	0.6528820852075294	0.7876938469038192	0.823944044949688	0.6901814600795482	0.6474396767498765	0.7573328998411117	0.7983945081561522
BackhedF_2015__SID582_12M__bin.15	0.7761445109289563	0.8281235435165041	0.7134999038101112	0.6667286116328284	0.7931084407123208	0.7807620222486221	0.7692200289164656	0.7647048557052504	0.7712743276128446	0.8416182907552593	0.4414052846923213	0.8629073939283356	0.8752314011396023	0.8284075516004212	0.869532001483506	0.8015043305282907	1.0	0.8222807515107762	0.8255085668499894	0.8546773077144291	0.797611119154481	0.6603921770845935	0.8235460947896813	0.8454892892063045	0.7444196973092614	0.6607880431010034	0.7322686335680896	0.8792037460507606
ZellerG_2014__CCIS33816588ST-4-0__bin.69	0.72867338867521	0.8219985428875064	0.6662970027107874	0.627391768636388	0.7458822250636569	0.7471540771608634	0.6979034545463894	0.724747116804752	0.7118023908689576	0.7616813198031429	0.4462574094978176	0.7489479265891449	0.7621133492509164	0.8318011864009689	0.7834067275412622	0.8373264996911715	0.7612439657255414	1.0	0.7724829740371049	0.7968018437173408	0.7530175962491105	0.6290734336224301	0.7449583099845255	0.7954354335387049	0.6512143460950633	0.6065735676562154	0.7161243378180181	0.7792026568801195
LeChatelierE_2013__MH0239__bin.61	0.670593492573817	0.7080292886357524	0.6046766690348035	0.5717127383021394	0.7191332752671512	0.6644987175936519	0.6444949847676616	0.6519598005413267	0.7035082543619878	0.6952634251287423	0.38801555477955585	0.698799742582179	0.7132881915595318	0.7171384209477096	0.7182415446139603	0.6816282413037864	0.6961093316635962	0.7036246543122168	1.0	0.7626859221618816	0.7191195614799117	0.562042845885128	0.7041405937467806	0.7433424580190869	0.6161633037784494	0.5583648750439845	0.6269769594995069	0.7073317251409175
HeQ_2017__RSZAXPI003102-140__bin.17	0.7651042748859679	0.8375477496854742	0.697206486422307	0.6557290489335809	0.8316866874752167	0.7817874574828961	0.7474438363233256	0.7532310715642109	0.7934859877173234	0.8066015010468969	0.4689894381767631	0.818636438708774	0.8341593201221112	0.8481672264577592	0.8392918166990516	0.8048264190951554	0.8199697004984462	0.8257379081699056	0.8677317538928505	1.0	0.830766894769169	0.6550537604946559	0.8306860275991089	0.867840211038578	0.7152109434401694	0.6555897671253833	0.7343802682582847	0.8335926791046083
QinN_2014__LD-24__bin.22	0.7134020211021299	0.7647916812136809	0.6471901079563949	0.6071530301569303	0.7745554524795686	0.7074797699521306	0.6944934886640429	0.6909449407978081	0.7379771466867351	0.7422398375019996	0.42590277385239295	0.7467055399833231	0.7588487409766949	0.7767935683539725	0.7653868619125361	0.7469918621693026	0.7428939451539693	0.7575948345260962	0.7942932109130502	0.8065274808339623	1.0	0.5976578475738906	0.7613003977846421	0.7997848704401346	0.6643404374485774	0.6070558653376884	0.6859799293689348	0.7544637628794185
HMP_2012__SRS016095__bin.41	0.7309430816274278	0.7348515130213522	0.760418063280877	0.7193268016688782	0.6609396608362852	0.696818288326331	0.670845545223569	0.8254655137055105	0.674861111285144	0.7111922939892231	0.44408196867156774	0.6904741617495405	0.7128381581524887	0.7263408853876249	0.7342061989413508	0.6944886836135751	0.695387528856399	0.7155213281524427	0.7018406696564131	0.7189625855667674	0.6756814328729257	1.0	0.6876030361923045	0.718633454502016	0.6097393139956303	0.5664717358698145	0.6719260808384322	0.7422751310154654
XieH_2016__YSZC12003_36057__bin.83	0.8222354650615669	0.8749232621399136	0.7518853247182506	0.7042324617378632	0.860302307517762	0.824138500550144	0.8056036242897452	0.8088645207486698	0.8368972337574261	0.8648383794401959	0.47556114593230653	0.8742448603344513	0.8906400640675222	0.8734171593785349	0.8916811401548946	0.8484531148856963	0.878117967898991	0.858011644064904	0.8903657850333312	0.9232221717274356	0.8715361169659452	0.6962701223428294	1.0	0.9158559715747951	0.768066941847981	0.7054076110000062	0.7794678140849157	0.8828559954711181
BackhedF_2015__SID179_4M__bin.23	0.7816201864143423	0.8320361181401424	0.709349025946809	0.6661376826801393	0.8136340274875111	0.7741860824987624	0.756537288167929	0.7684730554442666	0.7942687812921971	0.8173024206268682	0.4538946614627747	0.819602778312543	0.8399787789739175	0.8581162812791894	0.8490192983764527	0.8087525362806895	0.8215246571094966	0.8348600639829739	0.8565358813981288	0.8789347399489671	0.8343534341466968	0.6631243046847555	0.8345929704291207	1.0	0.7142077775869966	0.6522341720571966	0.7327942899791933	0.8339371844523802
BackhedF_2015__SID511_12M__bin.10	0.7310378465208809	0.7792886039426918	0.680953483496584	0.6380123500686771	0.7606244516081547	0.7322910070496718	0.7387310505068756	0.7173829029849897	0.7436149432526425	0.7816078092500842	0.44775103820272744	0.8611500279922587	0.8578143464134824	0.7789776742155999	0.8060386458398826	0.7543534989894247	0.8054230092718859	0.7610731431605009	0.790580567385596	0.8065748869634183	0.7717226472501173	0.6265062335080105	0.7793639223237888	0.7952767006343266	1.0	0.6461310707205266	0.7020643030142159	0.827478419996322
YuJ_2015__SZAXPI017464-37__bin.10	0.5931335546799152	0.6484300782763174	0.5740800383315349	0.5346084107193055	0.6268834665309092	0.6201084063722313	0.6289515146655796	0.6009490146148636	0.610593336997756	0.6623314421950214	0.3795359063504959	0.6435571046166895	0.6477755054922868	0.6479449447873267	0.6784604401750808	0.6371352200923706	0.6437081895981275	0.6382731875356823	0.6450436108151344	0.6656767573530762	0.6349213034653911	0.5240589308708928	0.6444690241977474	0.6539099035046113	0.581756585093013	1.0	0.5849865578803279	0.64057153400523
Bengtsson-PalmeJ_2015__TRAVELRES54__bin.8	0.6491654200017938	0.7279457952412869	0.6090980797557722	0.5756998437843562	0.6362296467255124	0.6517647096283568	0.6123573632299402	0.6530993795774801	0.6270726964383859	0.6568500763211862	0.3854942515438036	0.6510412106102105	0.665917871717079	0.7113222997079647	0.6789472222502306	0.6823688949905742	0.6531266213498015	0.6899405156442954	0.6631666296072427	0.6827352437599093	0.6569052674443309	0.569145721016302	0.6520189072051481	0.6726614486290048	0.5787588825424994	0.5356066769230171	1.0	0.6780116265761532
VogtmannE_2016__MMRS68910755ST-27-0-0__bin.37	0.7182900529976867	0.7664127362700435	0.6478805868626927	0.6111079254217947	0.7324674689690391	0.723731290241922	0.7082198993254268	0.7042823274114864	0.7093189321801098	0.7724108599689417	0.42578804915916074	0.8037099279480963	0.8190347313436297	0.76743878787857	0.7928700558126777	0.7310053274512126	0.7968692842966468	0.762858945047099	0.7602646954300257	0.787509529355448	0.7341762367669812	0.6389067696936567	0.7504512344166615	0.7778903854038945	0.6931832460224772	0.595989123277728	0.6889817911790839	1.0
