	WenC_2017__RA050__bin.36	XieH_2016__YSZC12003_37322__bin.23	CosteaPI_2017__alien-11-895-0__bin.9	CosteaPI_2017__alien-11-881-0__bin.18	HeQ_2017__SZAXPI029486-84__bin.10	YuJ_2015__SZAXPI015232-18__bin.18	CosteaPI_2017__daisy-11-389-0__bin.17	CosteaPI_2017__alien-11-918-0__bin.21	Bengtsson-PalmeJ_2015__TRAVELRES52__bin.52	CosteaPI_2017__daisy-11-392-0__bin.21	GeversD_2014__SKBSTL034__bin.76	BackhedF_2015__SID511_4M__bin.19	LeChatelierE_2013__MH0302__bin.44	BackhedF_2015__SID203_B__bin.4	CosteaPI_2017__daisy-11-388-0__bin.53	LeChatelierE_2013__MH0274__bin.42	BackhedF_2015__SID582_12M__bin.15	ZellerG_2014__CCIS33816588ST-4-0__bin.69	LeChatelierE_2013__MH0239__bin.61	HeQ_2017__RSZAXPI003102-140__bin.17	QinN_2014__LD-24__bin.22	HMP_2012__SRS016095__bin.41	XieH_2016__YSZC12003_36057__bin.83	BackhedF_2015__SID179_4M__bin.23	BackhedF_2015__SID511_12M__bin.10	YuJ_2015__SZAXPI017464-37__bin.10	Bengtsson-PalmeJ_2015__TRAVELRES54__bin.8	VogtmannE_2016__MMRS68910755ST-27-0-0__bin.37
LeChatelierE_2013__MH0302__bin.44	0.7107281499422295	0.7374760958610359	0.6496866995264408	0.614672013458833	0.7025358242671987	0.7021514933655439	0.6859149803414571	0.7029714338201525	0.6928997542077846	0.7470120257933343	0.4027432179235634	0.7974374141471066	1.0	0.7359936766689388	0.7698795417864032	0.7105285603095642	0.7655748975635561	0.7255323138377772	0.7435673780759421	0.7638738966457201	0.7161604065274788	0.6134591093329907	0.7334159316726647	0.7591897558721825	0.6913577689055928	0.5842560037459313	0.6579372100684336	0.7902725607073622
BackhedF_2015__SID203_B__bin.4	0.771793121510677	0.9034393167618903	0.7085222890372916	0.6624757089139747	0.749732372210547	0.7654612616097467	0.7098547050128006	0.7647773890162564	0.721941801613139	0.765439991982432	0.4526441661648176	0.7608163715565961	0.7683724967856727	1.0	0.7939371468092765	0.7938751404381219	0.7622003393406812	0.823691192409555	0.7828088056978088	0.8130798113924811	0.7674503322658264	0.6534499966383174	0.7538413758060152	0.8120100212389846	0.6630690954658381	0.6124493652187879	0.731113517262736	0.7795233692820077
CosteaPI_2017__daisy-11-388-0__bin.53	0.77709905249573	0.8051660288955832	0.7167036670559727	0.6697316743712073	0.7597987922585298	0.7726069177028715	0.8234112628827942	0.7704452625432983	0.7439098972331811	0.9306788978828044	0.4323543053103794	0.8221315955371971	0.8236294047902929	0.8135747437109652	1.0	0.7799932654920005	0.815565912011418	0.7975777936340613	0.8014230757935074	0.8227583148362172	0.7732620822633266	0.6755191768162992	0.7861409514422764	0.8214623930555143	0.6993117909118128	0.6551564332375861	0.7174378872780784	0.8206949251252377
LeChatelierE_2013__MH0274__bin.42	0.7956465051554751	0.8602731668511168	0.7389538505515933	0.6895675424269714	0.7891555088556689	0.7840902464839128	0.7512412346910788	0.7908496231582225	0.7555940227548077	0.8008150360546553	0.4667723696612773	0.797543229952899	0.8079484175668796	0.8646823010505315	0.8290560333851835	1.0	0.8036814248386723	0.900493902346846	0.8106846408876225	0.8404970475213884	0.8037124446624994	0.6804720588936878	0.7976873347040955	0.8338413320305007	0.6992139223251832	0.6562092558049772	0.7661894521997276	0.8089463527853151
BackhedF_2015__SID582_12M__bin.15	0.8075305774764929	0.838117177134176	0.7403840852341579	0.6923387232725982	0.8008490493067386	0.7909996013573682	0.7748948356937869	0.7939394420193133	0.7802394235746543	0.8476375961650976	0.4472169389402453	0.8671371707479607	0.8794177437620362	0.8386465190168402	0.8757044173966851	0.8118753855032913	1.0	0.8321962432394374	0.8339181414130196	0.8626969661510756	0.8055353810210408	0.6870936968848359	0.8310770689255094	0.8535091459726186	0.7483505913199038	0.6670235278484603	0.7412484059252972	0.882780621604844
ZellerG_2014__CCIS33816588ST-4-0__bin.69	0.7598848998639098	0.8290738742814504	0.6922756880339778	0.6525407297460262	0.7545468666573149	0.7582032348778677	0.7060998959310281	0.7536914373342479	0.7217129958423821	0.7707566923252622	0.45122180057682265	0.7583102782982042	0.7715570392707974	0.8390309320599267	0.7928212239010515	0.842150981531246	0.7704234439411956	1.0	0.7817278166740966	0.8057257397012478	0.7615381056215605	0.6555943131484573	0.7537988479704347	0.804343539241053	0.6597937936114724	0.6141921949005469	0.7226644521102793	0.7890794779953246
LeChatelierE_2013__MH0239__bin.61	0.6974770310787867	0.7171758830006569	0.6278016263882701	0.5940178787647691	0.7247910487100343	0.6739144032228069	0.6511100474563934	0.6771884863056128	0.7090186882126989	0.7024920961757933	0.39371814889292944	0.7054793604157218	0.7202507816858726	0.7263089308196296	0.7256316035230385	0.690578828855949	0.7032006975969431	0.7120454214012681	1.0	0.7688469246999357	0.7252506278238695	0.5851311773921862	0.7103213307591552	0.7499163793460999	0.6224457235059665	0.563822962365354	0.6350774594841208	0.7145913358299115
HeQ_2017__RSZAXPI003102-140__bin.17	0.7963646686957667	0.8475396972180932	0.7234961179952857	0.6811852729657055	0.8370682549359418	0.7925580131564226	0.7547576534592502	0.7823415403045781	0.8008074158810183	0.8146180063217197	0.4749576256028885	0.8259544419099722	0.8418308555632427	0.8582990266256585	0.8475520651382201	0.814586610832167	0.8276636884715002	0.8349858777379721	0.874741320193655	1.0	0.8372250421080112	0.6819225912809588	0.838153016668912	0.875169059954349	0.7219240602093185	0.6617508941054874	0.743472972859836	0.8414270905400253
QinN_2014__LD-24__bin.22	0.7424051654739039	0.7743352614823509	0.672320883305791	0.6313688675791292	0.7800615204779474	0.7176089252721262	0.7017474150648326	0.7184773127536029	0.7454963367385354	0.7499524335723292	0.4315231860011726	0.7537614422658097	0.7662199671117407	0.7864945334629356	0.7733227892879296	0.7562088504219651	0.7502745922125538	0.7661671360503277	0.8010651924214397	0.8127971978109468	1.0	0.6226787121486689	0.7678390728924562	0.8065326531057091	0.6710573712076626	0.6131499097992752	0.6945849270395653	0.7619105411267646
HMP_2012__SRS016095__bin.41	0.766733578845059	0.7653928292031144	0.767627829618705	0.7268872095407911	0.6882044939756067	0.7256105736278304	0.6978583090766245	0.833795704004247	0.7021844194867309	0.7396909509423465	0.462260821332371	0.718824124972903	0.742024314766248	0.7570893703614134	0.7637674313116416	0.723836899685613	0.7235040095097158	0.7456867332196411	0.7306717991064176	0.7484528125043073	0.703968744243861	1.0	0.7155449270168571	0.7481637786251093	0.6351552909698215	0.5898402503066809	0.7002115126537947	0.7728788902101469
XieH_2016__YSZC12003_36057__bin.83	0.855083604352176	0.8854520243251879	0.7801806858075508	0.731402792401646	0.8678063873390937	0.8350128077946845	0.8129584049606229	0.8398789873288162	0.8452632729799624	0.8728442820434359	0.4817486018007677	0.881616770227973	0.8983029592741101	0.8844122170691223	0.900044218771048	0.8592174567502988	0.8861479782970635	0.8681938038314899	0.8981811514686405	0.9315209628907022	0.8790215872614412	0.7245642146008225	1.0	0.9239295451810738	0.775072159493787	0.7122206007028057	0.7892101123317503	0.8909682684322595
BackhedF_2015__SID179_4M__bin.23	0.8133582620650263	0.8418607671751658	0.7359886209666898	0.6918397523468486	0.8201768560159547	0.7848806163116308	0.7637937151306571	0.7980217733277603	0.8020586245298643	0.8251213628014992	0.45955238126622	0.8265718773612776	0.8473647058415441	0.8681278572602715	0.8570351883231169	0.8184673416463794	0.8293171982618492	0.8442096873251775	0.8641108550019242	0.8863572813730382	0.8413928716854432	0.6903736284235333	0.8419501837761671	1.0	0.7208945591347248	0.6589943754260056	0.7413603618134843	0.8420024076961485
BackhedF_2015__SID511_12M__bin.10	0.7606783117610189	0.7895827597727745	0.7074945222507879	0.6634126694100296	0.7678103830787278	0.7416725444330168	0.7447258357282505	0.7456234334152251	0.7521023162655301	0.7878761868814264	0.4537863794754622	0.8620838900849467	0.8592441081606286	0.789359379616872	0.8124104521313064	0.7642257860524521	0.8096760301076109	0.7710999294668038	0.7986413508212171	0.814145564466204	0.7795252882000988	0.6526211118495125	0.7864721750081595	0.802722491248798	1.0	0.6523539569080152	0.7114224509287872	0.8317086951101204
YuJ_2015__SZAXPI017464-37__bin.10	0.6173131410123274	0.6567020776116981	0.5964340466721214	0.555777696417721	0.6327296052180348	0.6289893825125896	0.6353051984246203	0.6245984510891353	0.6176158905851066	0.6688744651891122	0.3848482243167607	0.6494501917059755	0.6537889582381404	0.6564578686391436	0.6852836079557255	0.6457652251446369	0.6497825013838187	0.6462899653103473	0.6513489937489072	0.6719326802417747	0.6412950803677432	0.5456778006509019	0.6506934549483713	0.6606874753062031	0.5873594808240894	1.0	0.5926404998555805	0.6471313656865141
Bengtsson-PalmeJ_2015__TRAVELRES54__bin.8	0.6773530478855521	0.733638794972584	0.6330115796990775	0.5987456755897622	0.6441808832454786	0.6614730404630536	0.6196381691193991	0.6792649249975633	0.6359938461897694	0.664764164969805	0.39006078630014807	0.6591939301085797	0.6740916416758784	0.7174994600291558	0.6870838443376827	0.6903487884398655	0.6611358793069197	0.696241502203311	0.6717346976862006	0.6911885072269415	0.6651455497823047	0.593104505983726	0.6601682657056336	0.6805245916254901	0.5864734340535952	0.5426145344053855	1.0	0.6866711491764759
VogtmannE_2016__MMRS68910755ST-27-0-0__bin.37	0.7476712960624461	0.7761483626046252	0.6725692796049954	0.6350197094303813	0.7392658697809645	0.7333723645186752	0.7136882798410159	0.7314865363082599	0.7175242891833344	0.778059716275519	0.43155033198377946	0.8074312524750259	0.8227767278984115	0.7773856284107723	0.798689141774699	0.7406665344855262	0.8001111975341686	0.7725286006493174	0.7680675770388057	0.7949108343536028	0.7414227711913901	0.6652486853938462	0.7573468836378743	0.7854135654879956	0.6967269708666415	0.6020924046835265	0.6977814240438692	1.0
