	Bengtsson-PalmeJ_2015__TRAVELRES2__bin.98	BritoIL_2016__M1.20.ST__bin.74	Bengtsson-PalmeJ_2015__TRAVELRES1__bin.42	LiuW_2016__SRR3992961__bin.130	LeChatelierE_2013__MH0447__bin.124	LiSS_2016__FAT_012-22-42-0__bin.38	BritoIL_2016__M1.48.ST__bin.92	LiuW_2016__SRR3993056__bin.8	XieH_2016__YSZC12003_36049__bin.58	LiJ_2014__MH0355__bin.49	ZellerG_2014__CCMD64776337ST-21-0__bin.27	BritoIL_2016__M1.15.ST__bin.19	XieH_2016__YSZC12003_36699__bin.72	BritoIL_2016__W2.39.ST__bin.57	ZellerG_2014__CCIS20795251ST-4-0__bin.66	Bengtsson-PalmeJ_2015__TRAVELRES4__bin.77	XieH_2016__YSZC12003_37181R1__bin.110	XieH_2016__YSZC12003_37287__bin.85	KarlssonFH_2013__S552__bin.8	BritoIL_2016__M2.50.ST__bin.13	Obregon-TitoAJ_2015__SM39__bin.24	XieH_2016__YSZC12003_37286__bin.28	BritoIL_2016__M2.44.ST__bin.101	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.215	LiuW_2016__SRR3993022__bin.75	YuJ_2015__SZAXPI017591-140__bin.53	ZeeviD_2015__PNP_Main_545__bin.5	LiJ_2014__V1.FI16__bin.39	BritoIL_2016__W1.33.ST__bin.55
ZellerG_2014__CCMD64776337ST-21-0__bin.27	0.42777158144979655	0.8017040169031554	0.715535663206071	0.6702718879276568	0.7697570051223869	0.8060590072040325	0.5571382900218019	0.8095107892225558	0.7241921604165215	0.6810436833110185	1.0	0.4423587257251506	0.7780270998540925	0.704807736222318	0.8431145842597778	0.8606667515990932	0.8384495104767353	0.8783168716663021	0.5646734388258171	0.7314875353651412	0.47047776893732707	0.8422792818562703	0.8190025888365139	0.5838210938495302	0.3563430100212251	0.6531397755380188	0.814107356189771	0.8118616546919958	0.7721451286846451
BritoIL_2016__M1.15.ST__bin.19	0.43336352030866815	0.903538344751747	0.7280584764836486	0.6922155654445381	0.784432652921446	0.7843527462220303	0.5923283860939512	0.8009438503233367	0.7543886852113627	0.7190870469337706	0.7002442861953566	1.0	0.7793091114565279	0.7721098983472631	0.8008934330010863	0.8623026827723059	0.8331481527283382	0.8023041667538664	0.559478171202006	0.7170418159368204	0.4940973682157785	0.7909041443038889	0.8050419224790863	0.5895972892603493	0.36552558631540694	0.6195870345672576	0.784827430067369	0.8225766866496833	0.8317117346793172
XieH_2016__YSZC12003_36699__bin.72	0.4330757254786243	0.8115720942318448	0.7226461857595229	0.6616868231325174	0.7812228867641166	0.8005093434688206	0.5366774642490653	0.8055989244991345	0.7258865615241987	0.6669288989108462	0.7127560480408004	0.4510045935602074	1.0	0.6932306645467877	0.8328762161043262	0.8672183636707963	0.818732741117869	0.8583433895453564	0.5422977490233729	0.7233018581237312	0.47074027667061574	0.8285992063666832	0.815479152811849	0.5658281841123595	0.3381915113826044	0.6263350171983246	0.8132247629449874	0.8109901918901421	0.7639507920918536
BritoIL_2016__W2.39.ST__bin.57	0.44843708705919005	0.8714135659506522	0.758795045231486	0.6957659061350855	0.7998108941872036	0.8163576528068784	0.5852751324016622	0.8018454372704011	0.7947165650928084	0.7304291733120436	0.7191711229782572	0.49769780228876903	0.7721348537833119	1.0	0.8417446789462809	0.8674855120052145	0.8640148930025331	0.8571496897597731	0.5650633755878132	0.714375414282149	0.4805133327569408	0.8305111559552696	0.803632867375139	0.5827672116029048	0.3811444826049019	0.6455725386964821	0.8212146798599244	0.8570742681807395	0.870114843150709
ZellerG_2014__CCIS20795251ST-4-0__bin.66	0.44073717544980984	0.8247715377122823	0.7650445053711771	0.6939406239097856	0.8121718341210092	0.819820506320846	0.5484857391530631	0.8260731856888185	0.761705630573539	0.7151381504157653	0.7272847913501318	0.4364330802091967	0.7842457569438073	0.7116012550976029	1.0	0.9131223844573589	0.8531392732232194	0.9274721332771412	0.5927723546765242	0.7384304437370308	0.47269157059820344	0.8853217548350442	0.8270964645043033	0.567070120517777	0.3422100437874172	0.6424848361380192	0.8480011072561043	0.8507111891443284	0.7864955188785612
Bengtsson-PalmeJ_2015__TRAVELRES4__bin.77	0.38446797304414765	0.7656029278701366	0.6662187529542047	0.6175987323366691	0.7156751792780262	0.7220697664996556	0.5038525080917075	0.7322858004600681	0.6681535601262262	0.6313553103659387	0.6447292485403414	0.40806289698884946	0.709127986278985	0.6368585718079958	0.7929639283157995	1.0	0.7720731427336692	0.7990812141837842	0.5062559365448072	0.6531180646526306	0.42585835122737364	0.7746021670920722	0.7464281694959508	0.5034865243246407	0.3094818156036031	0.567868155810949	0.7541651473613605	0.7453743343191936	0.6993922778775642
XieH_2016__YSZC12003_37181R1__bin.110	0.38176892496906584	0.7374193066307999	0.6680436911728992	0.6051920406560259	0.695456530770004	0.7151044821791859	0.49527782003143667	0.7042697544751072	0.6700340608968629	0.6170092771244027	0.6205670352075278	0.38954626686699345	0.6614663531889948	0.626716944073057	0.7320046114309046	0.7628302123446511	1.0	0.7654499391992087	0.47575396094694455	0.6064098355843414	0.4105374398552523	0.738759414782376	0.7055080090698591	0.49710673630069663	0.31286699526670064	0.558357195531253	0.7060888856865063	0.807193885584208	0.7018065885463228
XieH_2016__YSZC12003_37287__bin.85	0.41305965925171223	0.7773518424180675	0.7242226561762986	0.6391662421463746	0.7435199335861588	0.795234523876908	0.5111568649648119	0.7603531065451595	0.7267759098884926	0.6535900266032716	0.689411048848135	0.3978240976585347	0.7354309352653724	0.6593592573725023	0.8439369068508141	0.837289390766212	0.8117681741853928	1.0	0.5480891869964718	0.6770669421331672	0.4361200732061659	0.832672025056131	0.7642077507971548	0.5333743702949001	0.32196656666855344	0.6094295390653006	0.7905553668798703	0.7933694647270806	0.7329979623025981
KarlssonFH_2013__S552__bin.8	0.45942507079805106	0.8196620526337498	0.7667092349919417	0.7079478253967142	0.80568999208556	0.8247865941682172	0.5490271153228072	0.8412248160106709	0.7706010849864551	0.7323152733127729	0.7312530107167898	0.457697434927661	0.7665878335524007	0.7171432062275825	0.8898982329086618	0.8751814212217499	0.8324169859291062	0.9042625134922914	1.0	0.7211175469438355	0.4968836406112717	0.8457516889197061	0.8090892323927056	0.5896646907804167	0.3711203096047994	0.6452945658069732	0.8315197047766019	0.8509548301041329	0.7958977208436154
BritoIL_2016__M2.50.ST__bin.13	0.44337603371798157	0.814753698003473	0.7400677077244463	0.6857154574005058	0.8074375668309272	0.8116247711605001	0.5649708315710678	0.8265569502021989	0.7373366295606465	0.6882604647974307	0.745045100738346	0.46136552684040205	0.8041721472872535	0.7130837740782612	0.8719012943547721	0.8880245711344257	0.8345071909618573	0.8785778072661858	0.5671675683549936	1.0	0.48819276931448224	0.8471593910344494	0.8574618356003567	0.5898773830370789	0.3528030275672411	0.6437148783776587	0.8375706257914893	0.8274034497765008	0.7836437675168182
Obregon-TitoAJ_2015__SM39__bin.24	0.46040348858685803	0.7689133156994881	0.7555972773162214	0.7121178745172863	0.7315204701153769	0.7484474365122266	0.5372318703793763	0.7540485263990864	0.7390159839905923	0.6891678937495869	0.6633084979657817	0.4400621533737861	0.7244553531033477	0.6639269816471322	0.7725674528469736	0.8014921554241019	0.7820192390786795	0.7833494026125429	0.540954633798354	0.6757595064330776	1.0	0.7671527553024385	0.7507222703265085	0.5314401519605932	0.34263911223021826	0.6188183403286944	0.7411933854441136	0.7553880095500658	0.7409900483433957
XieH_2016__YSZC12003_37286__bin.28	0.4108037979315055	0.7949423927537645	0.7258843342439913	0.6554755341984584	0.7821845423943798	0.7895333284548085	0.5273842773278694	0.7911610279051614	0.7243181245324748	0.6945138956646176	0.7122696929781768	0.42251022457475523	0.7648683204865515	0.6882912357303151	0.867903779230494	0.8744293142420398	0.8440721859043159	0.8970885370930497	0.5522820315803167	0.7033602871824894	0.4601439774612157	1.0	0.7992380354180896	0.5393752845806096	0.34802531547793286	0.6310503870296289	0.8240814144469379	0.814096192311445	0.7601010870979282
BritoIL_2016__M2.44.ST__bin.101	0.42975111721108394	0.8322224567002632	0.732561433985011	0.6637623873951692	0.7929660485837319	0.7935119630755557	0.547778680843079	0.8043951697996063	0.7307727268136507	0.6824930484938978	0.7244535140786935	0.4498510828190025	0.7873936808935775	0.6966607787281521	0.8481321166226444	0.8813956912622319	0.8431705140260689	0.861211207247108	0.5526515125339734	0.7446709549570045	0.4710077942981437	0.8360130275290805	1.0	0.5656731944290143	0.3471394240097127	0.6348677233771004	0.8193501438141828	0.8315229207010031	0.7722383078883315
Bengtsson-PalmeJ_2015__TRAVELRES27__bin.215	0.49973422145325946	0.8646333338411054	0.8017139709720118	0.7215258173993148	0.8972900209175333	0.9126843312522699	0.5948155945862954	0.8750464010057093	0.8246799633442077	0.7615176716676862	0.7789099311381015	0.49692169915472	0.8240353601720225	0.7619754681991759	0.8770539710842562	0.896711962600188	0.8960769803708714	0.906593472671311	0.607494393796416	0.7726691461974426	0.5029043221284092	0.8509619740250577	0.8531940327705348	1.0	0.4232132506039146	0.6936908261904514	0.8585601136554051	0.9193492394243791	0.8696618799803413
LiuW_2016__SRR3993022__bin.75	0.4807712550867148	0.8724566425756428	0.822517618968151	0.8171285895839484	0.8758546322802603	0.9069859690111555	0.5503241376654385	0.9098191247641176	0.8410711305665027	0.7803193879253906	0.7612151632241748	0.4932669225535629	0.7885980564577209	0.7979345049358785	0.8474499030796288	0.8825350774721114	0.9029987547978793	0.8762397463382072	0.6121862925069641	0.7399388952361391	0.5191581406693282	0.8791473574757058	0.8383355370415538	0.6776274406603422	1.0	0.6926366192120567	0.8359170207576477	0.9299875479787931	0.8788289965211363
YuJ_2015__SZAXPI017591-140__bin.53	0.45121151656401104	0.8503971853576657	0.7630299030886196	0.7003482786029929	0.8114067457935573	0.8617348863210967	0.6080491212766759	0.8366464670286073	0.7704486706384018	0.7452132114299028	0.7720440892439947	0.46266145089328525	0.8081583712239333	0.7478585092425597	0.8804018522767391	0.896068351540474	0.8917360015513776	0.9177670390493976	0.5890113590110962	0.7470572482509709	0.5188271471201842	0.8820874837776614	0.8483869295011084	0.6146026974366041	0.3832677099634105	1.0	0.8506294658046955	0.8662675515580904	0.8084183548435445
ZeeviD_2015__PNP_Main_545__bin.5	0.435623309058706	0.8203478972070186	0.752620874374064	0.681845485542198	0.8189910818503603	0.8299896817035751	0.5508307447318462	0.8325332365598095	0.7567156943726016	0.7026781531061864	0.7337798275950786	0.4468721479118314	0.800107786928533	0.725402779169499	0.8860589253264075	0.9074196946759215	0.8598677849786187	0.9077983030329292	0.5787437677218772	0.7411905851638605	0.47384812875933996	0.8783464726863048	0.8348882997018255	0.5800258363642765	0.35270212080260643	0.6486173211969224	1.0	0.8450094381267823	0.7961749181442233
LiJ_2014__V1.FI16__bin.39	0.42938088933575536	0.7918229696520392	0.7490851793365022	0.6783268487686087	0.7945470308573621	0.801248874247582	0.5139979060139537	0.7851305229871101	0.7566985050799191	0.690205793229511	0.6681531626657223	0.4276568375271578	0.7285567965277616	0.6912750416546941	0.8116302774358414	0.8188909786986129	0.8975529443649569	0.8318451063585661	0.5407919263336303	0.6685527707728214	0.440948258168598	0.7922848928847501	0.7736472301173948	0.5671096810504154	0.3582877386088198	0.6031288127831074	0.7715631353608169	1.0	0.789141440992769
BritoIL_2016__W1.33.ST__bin.55	0.4676604041080969	0.8619671489378643	0.7988450262810708	0.7171099558424927	0.8284027987432859	0.8508957018035681	0.5730346149295061	0.8253743656436237	0.833119346915665	0.7468253152014404	0.7104691887205381	0.4834417641770149	0.7673005530470671	0.7846235000215646	0.8389279446355763	0.8590625736096689	0.8724729420533627	0.8592549955046265	0.5655008553927342	0.7079284455960269	0.483595480518389	0.8270453396854677	0.8032900826418863	0.5997762819002879	0.37853976110932325	0.6292837371428445	0.8127757079522219	0.88228148226788	1.0
