	Bengtsson-PalmeJ_2015__TRAVELRES2__bin.98	BritoIL_2016__M1.20.ST__bin.74	Bengtsson-PalmeJ_2015__TRAVELRES1__bin.42	LiuW_2016__SRR3992961__bin.130	LeChatelierE_2013__MH0447__bin.124	LiSS_2016__FAT_012-22-42-0__bin.38	BritoIL_2016__M1.48.ST__bin.92	LiuW_2016__SRR3993056__bin.8	XieH_2016__YSZC12003_36049__bin.58	LiJ_2014__MH0355__bin.49	ZellerG_2014__CCMD64776337ST-21-0__bin.27	BritoIL_2016__M1.15.ST__bin.19	XieH_2016__YSZC12003_36699__bin.72	BritoIL_2016__W2.39.ST__bin.57	ZellerG_2014__CCIS20795251ST-4-0__bin.66	Bengtsson-PalmeJ_2015__TRAVELRES4__bin.77	XieH_2016__YSZC12003_37181R1__bin.110	XieH_2016__YSZC12003_37287__bin.85	KarlssonFH_2013__S552__bin.8	BritoIL_2016__M2.50.ST__bin.13	Obregon-TitoAJ_2015__SM39__bin.24	XieH_2016__YSZC12003_37286__bin.28	BritoIL_2016__M2.44.ST__bin.101	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.215	LiuW_2016__SRR3993022__bin.75	YuJ_2015__SZAXPI017591-140__bin.53	ZeeviD_2015__PNP_Main_545__bin.5	LiJ_2014__V1.FI16__bin.39	BritoIL_2016__W1.33.ST__bin.55
ZellerG_2014__CCMD64776337ST-21-0__bin.27	0.9800193844874537	0.988255077058695	0.9793720733784677	0.979045863506693	0.9908582196347929	0.9928769171552081	0.9905434700155027	0.9931391262228257	0.9855234718152579	0.9884177595516417	1.0	0.9870258557692436	0.9922608117180722	0.9883747681484659	0.9924831603267059	0.9900853755487193	0.9895768096781904	0.9944175470681407	0.9922250685837016	0.9928637497410264	0.9717115200589799	0.9939523649458422	0.9923546064588284	0.9933803139493984	0.9903863979890937	0.9930496420204737	0.9926441764137374	0.990626033435085	0.9871878596595824
BritoIL_2016__M1.15.ST__bin.19	0.9808655398858865	0.9972366148531951	0.9814470481725317	0.9805830606777669	0.9880575089595642	0.9907346772517162	0.996661101836394	0.9884145181852972	0.9875804165846831	0.988360736116105	0.9870258557692436	1.0	0.9864203595871442	0.9893285975302804	0.9873566467026542	0.9874509120420046	0.9874570438986552	0.988179151064099	0.9868021019993154	0.9876247677596702	0.9761858671362711	0.98746398344842	0.98782207364418	0.9904170202158208	0.9901564150797536	0.989369975878139	0.986975995253123	0.9876012197768311	0.9891258234541462
XieH_2016__YSZC12003_36699__bin.72	0.9792099481555706	0.9878861754839298	0.9793024161480396	0.9787463610268521	0.9907471148005669	0.9934419128653696	0.9904304713137655	0.9940114838763143	0.9864069346328413	0.9877759921202767	0.9922608117180722	0.9864203595871442	1.0	0.9880730338357044	0.9926643452403214	0.9895576758903113	0.9900165691534154	0.9944573178393362	0.9921379118632323	0.99253397032172	0.9721070833342808	0.9939764963826618	0.9920603400759609	0.9939990735072393	0.9909088856126179	0.9925859878835255	0.9934936756024941	0.9906524961197771	0.9870431659742271
BritoIL_2016__W2.39.ST__bin.57	0.981558680707481	0.9909366527952874	0.9813456241955731	0.9815494196834448	0.9893349534556162	0.9898210751549775	0.9916778874925194	0.9883096624403693	0.9893247126985157	0.9886528118982804	0.9883747681484659	0.9893285975302804	0.9880730338357044	1.0	0.9886105029671026	0.9890242333741603	0.9893375460768826	0.989095571362767	0.9873866383226758	0.9886263927428868	0.975097368257326	0.9884863607602097	0.9882749935904204	0.9897855039137516	0.9892179299061999	0.9896208440372491	0.9881475185342589	0.9896485681817377	0.9939843093303447
ZellerG_2014__CCIS20795251ST-4-0__bin.66	0.980254776335708	0.9890131134008314	0.9793511303227228	0.9789722325822894	0.9923393609272572	0.9933908363650982	0.9917721008794047	0.9926070157670073	0.9864134958781987	0.9877799138643955	0.9924831603267059	0.9873566467026542	0.9926643452403214	0.9886105029671026	1.0	0.9911786965267911	0.9896809575782722	0.994556338533152	0.9922684639234032	0.9944209151458332	0.9728490422109963	0.9940735135764384	0.9943605707359178	0.9942404941341564	0.9917776896404599	0.9938225523347047	0.9928046420254787	0.9919794241916863	0.987401900713337
Bengtsson-PalmeJ_2015__TRAVELRES4__bin.77	0.980065019341705	0.9886004363118915	0.9791726213160569	0.9789383477338227	0.9908247274902932	0.9918807427667189	0.9907709112862035	0.9906374898680393	0.9868000534539993	0.988257171123281	0.9900853755487193	0.9874509120420046	0.9895576758903113	0.9890242333741603	0.9911786965267911	1.0	0.9893422059833857	0.9908433812952452	0.9889523508022143	0.9908979148596133	0.9724708209205314	0.9903002078198028	0.9900749069261291	0.9916224768352485	0.9914652929605252	0.9914184913866615	0.9896984075597786	0.9903938290819347	0.987835467255522
XieH_2016__YSZC12003_37181R1__bin.110	0.9796020150328573	0.9886552286724262	0.9795574975950956	0.9803408611950676	0.9902050561086202	0.9921561198124775	0.990345970876938	0.9907416039669008	0.9868608959510309	0.9886640287810802	0.9895768096781904	0.9874570438986552	0.9900165691534154	0.9893375460768826	0.9896809575782722	0.9893422059833857	1.0	0.9909192561747446	0.9888473293310431	0.9903176859487324	0.9738809867722048	0.9901354380275645	0.9894376366454688	0.9912164475212893	0.9896313574761851	0.9901300041092119	0.989994774134084	0.9911866484031433	0.9880734105812631
XieH_2016__YSZC12003_37287__bin.85	0.9804284447549441	0.9893276183443941	0.9798819838356402	0.9801461982805137	0.992269786953314	0.9947669279760774	0.9914548134377176	0.9951138778216353	0.9864768655932842	0.9882886359113788	0.9944175470681407	0.988179151064099	0.9944573178393362	0.989095571362767	0.994556338533152	0.9908433812952452	0.9909192561747446	1.0	0.9936463197825212	0.9942571171295975	0.9728696852614124	0.9990073863134757	0.9942498439725539	0.9951429823619592	0.9912792428552964	0.9941085135326452	0.995221064370149	0.9921570061659758	0.9881296128262242
KarlssonFH_2013__S552__bin.8	0.9800978175334443	0.9872911780641122	0.9795171691101173	0.9802106297558169	0.9905025960718806	0.9926988497995579	0.9902504344213283	0.9918193128810039	0.9856602924679208	0.9882120672726031	0.9922250685837016	0.9868021019993154	0.9921379118632323	0.9873866383226758	0.9922684639234032	0.9889523508022143	0.9888473293310431	0.9936463197825212	1.0	0.99141395336894	0.9747165882507396	0.9928241248264269	0.9912267989733772	0.9927338092736299	0.9894105906541824	0.9917438302982172	0.9918737601543187	0.9902260691283968	0.9869852510449146
BritoIL_2016__M2.50.ST__bin.13	0.9804858967053285	0.9892957235661302	0.9802214817877439	0.979387896224378	0.9924541701806561	0.994105934249155	0.9921640876590293	0.9923940010347098	0.9863112734060931	0.9881463320327604	0.9928637497410264	0.9876247677596702	0.99253397032172	0.9886263927428868	0.9944209151458332	0.9908979148596133	0.9903176859487324	0.9942571171295975	0.99141395336894	1.0	0.9720286879002626	0.9938633830811475	0.9996724631413996	0.9947071925619955	0.9920041442145354	0.9944278763145503	0.9923241312345132	0.9921256779667237	0.9874492896697465
Obregon-TitoAJ_2015__SM39__bin.24	0.9806740705182576	0.973935467531478	0.9806796964172217	0.9806144437327696	0.9756587593323532	0.9763536812880751	0.9744170536584167	0.9756024839273676	0.9783438933211301	0.9764174894217207	0.9717115200589799	0.9761858671362711	0.9721070833342808	0.975097368257326	0.9728490422109963	0.9724708209205314	0.9738809867722048	0.9728696852614124	0.9747165882507396	0.9720286879002626	1.0	0.9729479686799886	0.9718560733189872	0.9765112477621235	0.9755873391888339	0.9711175639992661	0.9729502189272841	0.9765605062054417	0.9778402643068375
XieH_2016__YSZC12003_37286__bin.28	0.9799306372956061	0.9887647125378223	0.9794792251669208	0.9792607922913343	0.992095152092909	0.9943760932440796	0.9912271150437069	0.9946124861526903	0.9863587701578721	0.9882280631982356	0.9939523649458422	0.98746398344842	0.9939764963826618	0.9884863607602097	0.9940735135764384	0.9903002078198028	0.9901354380275645	0.9990073863134757	0.9928241248264269	0.9938633830811475	0.9729479686799886	1.0	0.99358707888948	0.9950248149891159	0.9912030972971018	0.9937595231693107	0.9944367654255274	0.9916961691817315	0.9876749705163372
BritoIL_2016__M2.44.ST__bin.101	0.9802368666097617	0.9889995767610216	0.9797408835042151	0.9793449131280112	0.9923691289990394	0.9935169477142931	0.9919222176554218	0.9921175593608818	0.9867437822675748	0.9881592183006073	0.9923546064588284	0.98782207364418	0.9920603400759609	0.9882749935904204	0.9943605707359178	0.9900749069261291	0.9894376366454688	0.9942498439725539	0.9912267989733772	0.9996724631413996	0.9718560733189872	0.99358707888948	1.0	0.9947829029532078	0.9921726751614613	0.9940598262143356	0.9917387276096356	0.9920090100773606	0.9874607383401112
Bengtsson-PalmeJ_2015__TRAVELRES27__bin.215	0.9816291401366672	0.9909536481286135	0.9815645178072564	0.9804230025906566	0.9936227864419179	0.9944710452773257	0.9911201419281062	0.9942038094717569	0.9874377455140291	0.9880342609390343	0.9933803139493984	0.9904170202158208	0.9939990735072393	0.9897855039137516	0.9942404941341564	0.9916224768352485	0.9912164475212893	0.9951429823619592	0.9927338092736299	0.9947071925619955	0.9765112477621235	0.9950248149891159	0.9947829029532078	1.0	0.9921341979137299	0.9930857962697274	0.9937979503446254	0.9939471321038635	0.9886525313969418
LiuW_2016__SRR3993022__bin.75	0.9800081642051937	0.9903043761447436	0.9807803284610639	0.9803886838716832	0.9930211606559382	0.9916043872760574	0.9904031641373129	0.9909911169588762	0.9871228340311541	0.9871479030490032	0.9903863979890937	0.9901564150797536	0.9909088856126179	0.9892179299061999	0.9917776896404599	0.9914652929605252	0.9896313574761851	0.9912792428552964	0.9894105906541824	0.9920041442145354	0.9755873391888339	0.9912030972971018	0.9921726751614613	0.9921341979137299	1.0	0.9915866466961324	0.9909800364633586	0.9921580657840496	0.98834085249215
YuJ_2015__SZAXPI017591-140__bin.53	0.9811995464782554	0.9899825268939466	0.9816577564541924	0.9824258101545078	0.9928458063091801	0.9927991141903852	0.9907590881312617	0.9927010682905244	0.9869028413573221	0.9878121466120423	0.9930496420204737	0.989369975878139	0.9925859878835255	0.9896208440372491	0.9938225523347047	0.9914184913866615	0.9901300041092119	0.9941085135326452	0.9917438302982172	0.9944278763145503	0.9711175639992661	0.9937595231693107	0.9940598262143356	0.9930857962697274	0.9915866466961324	1.0	0.9925840090778957	0.9921370344457281	0.9882082844182638
ZeeviD_2015__PNP_Main_545__bin.5	0.9801355898328343	0.9878700872451003	0.9792661397456544	0.9789161404709322	0.9904391718839862	0.9937187184266058	0.9909070978617259	0.9940192718101274	0.9866773921757929	0.9882896149178666	0.9926441764137374	0.986975995253123	0.9934936756024941	0.9881475185342589	0.9928046420254787	0.9896984075597786	0.989994774134084	0.995221064370149	0.9918737601543187	0.9923241312345132	0.9729502189272841	0.9944367654255274	0.9917387276096356	0.9937979503446254	0.9909800364633586	0.9925840090778957	1.0	0.9907893424887383	0.9873306340459488
LiJ_2014__V1.FI16__bin.39	0.9800346996851743	0.9890106563893551	0.9796849248792402	0.9800750010003945	0.9917300222969019	0.9933907212569341	0.9911602831684887	0.9914273009893545	0.9869925957654332	0.988422930614783	0.990626033435085	0.9876012197768311	0.9906524961197771	0.9896485681817377	0.9919794241916863	0.9903938290819347	0.9911866484031433	0.9921570061659758	0.9902260691283968	0.9921256779667237	0.9765605062054417	0.9916961691817315	0.9920090100773606	0.9939471321038635	0.9921580657840496	0.9921370344457281	0.9907893424887383	1.0	0.9889841465425232
BritoIL_2016__W1.33.ST__bin.55	0.9818666443772667	0.9894755282705934	0.9817529954117468	0.9816731813213597	0.9881326833669595	0.9890971378621057	0.990450522774624	0.9880634971907881	0.9883151026019789	0.9877584481991997	0.9871878596595824	0.9891258234541462	0.9870431659742271	0.9939843093303447	0.987401900713337	0.987835467255522	0.9880734105812631	0.9881296128262242	0.9869852510449146	0.9874492896697465	0.9778402643068375	0.9876749705163372	0.9874607383401112	0.9886525313969418	0.98834085249215	0.9882082844182638	0.9873306340459488	0.9889841465425232	1.0
