	XieH_2016__YSZC12003_37208R1__bin.34	LiuW_2016__SRR3992981__bin.72	BackhedF_2015__SID238_M__bin.45	VincentC_2016__MM065__bin.17	NielsenHB_2014__O2_UC50_0__bin.60	HMP_2012__SRS019685__bin.8	HMP_2012__SRS014235__bin.74	NielsenHB_2014__O2_UC52_2__bin.45	FengQ_2015__SID532779__bin.35	LiuW_2016__SRR3992969__bin.43	ZeeviD_2015__PNP_Main_72__bin.59	LiuW_2016__SRR3992966__bin.49	LiuW_2016__SRR3993051__bin.40	VogtmannE_2016__MMRS34569532ST-27-0-0__bin.28	LiuW_2016__SRR3992961__bin.10	BackhedF_2015__SID566_M__bin.19	LeChatelierE_2013__MH0189__bin.54	LiuW_2016__SRR3992978__bin.41	VogtmannE_2016__MMRS93508324ST-27-0-0__bin.50	LiuW_2016__SRR3993043__bin.26	SchirmerM_2016__G89164__bin.14	CosteaPI_2017__SID713B051-11-0-0__bin.65	LoombaR_2017__SID5564_meq__bin.19	Obregon-TitoAJ_2015__HCO70__bin.5	VogtmannE_2016__MMRS84159866ST-27-0-0__bin.60	CosteaPI_2017__SID713A076-11-90-0__bin.44	LiuW_2016__SRR3992958__bin.51	LiuW_2016__SRR3993057__bin.12	NielsenHB_2014__O2_UC52_0__bin.36	LiuW_2016__SRR3993013__bin.11	XieH_2016__YSZC12003_37315__bin.44
LiuW_2016__SRR3993043__bin.26	0.796255193293378	0.7590658148726281	0.690530977116579	0.7968961436380586	0.5380696666854515	0.485905542658844	0.7860916491095611	0.5618724169327675	0.7720579598360416	0.8334235235566226	0.7107392452402308	0.8496889964985371	0.8472168564508868	0.8404142277397063	0.7587018854396315	0.6698942771417689	0.6953591528591885	0.6590829928850438	0.7647447435621494	1.0	0.7543598542381144	0.8189009738507197	0.8555369894209245	0.5484117807216531	0.8445641096323837	0.787736800259096	0.8158598545776008	0.6090752865435055	0.7195923718761309	0.8002095310131021	0.8123753660512231
SchirmerM_2016__G89164__bin.14	0.830070667282139	0.7758743558632307	0.7281802849051311	0.8097429351579846	0.5414871062903689	0.5014523728033504	0.8231836423383648	0.5697142375059929	0.795828963640267	0.8683076821776196	0.7282193806547372	0.8767695113511422	0.8229854200289582	0.8825097276398033	0.7819623185562832	0.7225765607949195	0.720374166900441	0.6710476769236995	0.806017178809555	0.7620454347481651	1.0	0.8374295847825625	0.8730663893840636	0.5736320431507334	0.8930861567437768	0.8030170944450427	0.825141173380047	0.6057975567214168	0.7333416097434838	0.8132910459073266	0.8395928829274348
CosteaPI_2017__SID713B051-11-0-0__bin.65	0.8181526514092038	0.7710393392454631	0.7088373134951723	0.801685678378286	0.5398543525281378	0.49118432859527644	0.8106810677270869	0.5635252307540434	0.7963738740734084	0.8563433473353018	0.7194216879058682	0.8872326853784265	0.821721697904261	0.8583272056264373	0.7770042031217766	0.7046683634403077	0.7161747415288935	0.6684425415154779	0.7984418960496225	0.7632241399167475	0.7726213634010735	1.0	0.8723730488896089	0.5687440120385711	0.8709745395360493	0.8019622162006868	0.823098058919642	0.5977361867142877	0.7298326724691094	0.8128927374966303	0.8455539425940387
LoombaR_2017__SID5564_meq__bin.19	0.7764998777754678	0.7315937850538816	0.6814708751504961	0.766396363877282	0.5115016711634633	0.4682233350619918	0.7615702082843102	0.5454601011150989	0.7728331418101567	0.8194400974140944	0.6792285690134539	0.8478344554383063	0.7717719587223767	0.8038273412851624	0.7391208743508964	0.6742516317546189	0.6792833987101314	0.6123020705064208	0.7532652226656827	0.7196660414558198	0.7270046536705055	0.7873607268590123	1.0	0.5438774647662085	0.8388046897667225	0.768083519335464	0.7894996561721104	0.5649611965667471	0.7015334038504154	0.7650370443138178	0.7922651289982843
Obregon-TitoAJ_2015__HCO70__bin.5	0.7637762106153707	0.7259514883205946	0.7003034948073454	0.7548305450682313	0.5403306870978211	0.498361163217942	0.7618414422115458	0.5652346742157812	0.7511219458141726	0.7983918556803481	0.6865868662644107	0.8191369701702684	0.7615969578405171	0.7957781594548174	0.7313231089617593	0.6994469200685611	0.6853706004905518	0.6107316326719063	0.7583201637165846	0.7103308717802596	0.7355039675943881	0.7904056593734692	0.8374574680741227	1.0	0.8318079443349542	0.7499813118960994	0.7710342304502645	0.5619904193786404	0.7202861346581221	0.7485460655165348	0.800792727381458
VogtmannE_2016__MMRS84159866ST-27-0-0__bin.60	0.7620217373408459	0.7305550728084297	0.6969377698302356	0.7564410535270013	0.4907142955144153	0.4649769500951266	0.7757436338357969	0.5364276534830967	0.7595006539953169	0.8010459351675692	0.6704246624835358	0.8291774522537685	0.7779194259476072	0.8183956763134788	0.7254883241255671	0.6826327656227134	0.6798618606395433	0.6173812975632957	0.7679945896751061	0.711096997109615	0.7443672938314064	0.7868301121396166	0.839585353248939	0.5407112084735841	1.0	0.7534123234669984	0.7764124926825698	0.5635290136104201	0.6979301962900629	0.751695014086053	0.8042878997146202
CosteaPI_2017__SID713A076-11-90-0__bin.44	0.867295514637283	0.7978137438499239	0.7347865823434591	0.8425566934148863	0.5688903585546998	0.5058102347587432	0.836055232877903	0.589151829303899	0.8365359675055983	0.897411366250528	0.7469577238709186	0.8975308709037404	0.8411009094575711	0.8871169909814727	0.820281297657573	0.7264558858078718	0.7428748745540643	0.6967725595588106	0.8236871802741274	0.7877726369652337	0.7949544592210741	0.8605041195155173	0.913137092207346	0.5790502910888911	0.8948623863178036	1.0	0.8563336787198879	0.6285211434965704	0.7639056565083184	0.8489040201093739	0.8697181998796806
LiuW_2016__SRR3992958__bin.51	0.8551696251348401	0.8063170331110476	0.7228538538235298	0.8323400062958275	0.5655885610873078	0.5074074757024524	0.8395591340207815	0.5812576639845739	0.8416329374513489	0.8921029512679244	0.744733830062708	0.9533608259914941	0.8565493069979835	0.8809206133031625	0.8160623945481822	0.7286050527308481	0.7304951180994503	0.6949605720510041	0.8168809838350019	0.7913308562720535	0.7922614006503932	0.8565907962377821	0.910337142879722	0.5773807250211727	0.8944144946281313	0.8305500419502313	1.0	0.6371272060092225	0.7571588695433418	0.8480631110607679	0.8614950878057197
LiuW_2016__SRR3993057__bin.12	0.837005027446661	0.7882796539411273	0.7131299852551918	0.81810147270434	0.5480725160327583	0.49653052885896504	0.810806345596987	0.5921372865999893	0.8126876410083317	0.8726901280844185	0.7295988701568634	0.8805937005915688	0.8331553889609351	0.8639755911246914	0.8034223943436783	0.7095015188928958	0.7200245154642838	0.6891234833277078	0.8022712334120907	0.7968005542626707	0.7845197278428168	0.8390106766623439	0.8786280222415661	0.567614716384502	0.8755857952425787	0.822202483523121	0.8593345294984989	1.0	0.7542209234158214	0.8379581105327673	0.8351157378621804
NielsenHB_2014__O2_UC52_0__bin.36	0.8019566247339429	0.7521747738956419	0.7344456465630016	0.7790590947340136	0.6223622336777049	0.5338799437125664	0.8026715317111804	0.6750461401387386	0.7778640474624692	0.8402037944518693	0.7111429318964481	0.877860511819654	0.8206205760269275	0.8361370980858029	0.7610584300331643	0.7275278078307417	0.7585990368908971	0.6360982060148356	0.7824625045079446	0.7494325293281572	0.7560491312925604	0.8155462214585234	0.8685645997298769	0.5791580927328398	0.8633000275780139	0.7955472114385116	0.8129998515030018	0.6004348840662721	1.0	0.7857718661829908	0.815186293019934
LiuW_2016__SRR3993013__bin.11	0.9009821791618177	0.8256859830905343	0.7550889639797536	0.8846321560269766	0.590389226174619	0.524574108607563	0.8733521683655585	0.6004795221603735	0.8731082009506317	0.94610002664012	0.7837249898346911	0.9411856255520814	0.8872604141837608	0.9214452966167047	0.8575987437080242	0.7616249071101078	0.7657155676448731	0.7300858092286984	0.8447995681496333	0.8262356108299098	0.8312733977369919	0.9005601435762258	0.9390537148946313	0.5967120483448073	0.9218189593527853	0.8764739697985166	0.9027880988769086	0.6613690217467506	0.7790237097068184	1.0	0.8969847590471249
XieH_2016__YSZC12003_37315__bin.44	0.818761129298667	0.7649997819178962	0.7054532536269582	0.8082514682614684	0.5363644006566484	0.4858698599786469	0.8089468025054789	0.566444560052542	0.8237175982143816	0.8569153835116022	0.7343450235876339	0.8723429540200749	0.8173363262204855	0.8562819972275127	0.7806460666522121	0.7067699638362981	0.7263158094354328	0.6635789612085667	0.7964143509402499	0.7563194820644853	0.7737755321993486	0.8446351486403371	0.876853144775543	0.5755919980935199	0.8893318659673711	0.8096686858751698	0.8269110787605098	0.5943148207965623	0.7287178731874691	0.8087856113852765	1.0
