	XieH_2016__YSZC12003_37208R1__bin.34	LiuW_2016__SRR3992981__bin.72	BackhedF_2015__SID238_M__bin.45	VincentC_2016__MM065__bin.17	NielsenHB_2014__O2_UC50_0__bin.60	HMP_2012__SRS019685__bin.8	HMP_2012__SRS014235__bin.74	NielsenHB_2014__O2_UC52_2__bin.45	FengQ_2015__SID532779__bin.35	LiuW_2016__SRR3992969__bin.43	ZeeviD_2015__PNP_Main_72__bin.59	LiuW_2016__SRR3992966__bin.49	LiuW_2016__SRR3993051__bin.40	VogtmannE_2016__MMRS34569532ST-27-0-0__bin.28	LiuW_2016__SRR3992961__bin.10	BackhedF_2015__SID566_M__bin.19	LeChatelierE_2013__MH0189__bin.54	LiuW_2016__SRR3992978__bin.41	VogtmannE_2016__MMRS93508324ST-27-0-0__bin.50	LiuW_2016__SRR3993043__bin.26	SchirmerM_2016__G89164__bin.14	CosteaPI_2017__SID713B051-11-0-0__bin.65	LoombaR_2017__SID5564_meq__bin.19	Obregon-TitoAJ_2015__HCO70__bin.5	VogtmannE_2016__MMRS84159866ST-27-0-0__bin.60	CosteaPI_2017__SID713A076-11-90-0__bin.44	LiuW_2016__SRR3992958__bin.51	LiuW_2016__SRR3993057__bin.12	NielsenHB_2014__O2_UC52_0__bin.36	LiuW_2016__SRR3993013__bin.11	XieH_2016__YSZC12003_37315__bin.44
ZeeviD_2015__PNP_Main_72__bin.59	0.9814026561761323	0.9818567436337323	0.9784571378414799	0.9816801416829064	0.9805641942811048	0.9822281244527464	0.9820009757298596	0.9805328859372495	0.9803730239070845	0.9820290589597892	1.0	0.980728443255925	0.9777976793500613	0.981609260654604	0.9827211854706204	0.9800631170207464	0.9811700024015247	0.980500689995661	0.9809358060444049	0.9787998693142629	0.9808912758049719	0.9817155714510643	0.9815773873339808	0.9772078969244623	0.9820599468423921	0.9808404669119217	0.9803564212147822	0.9752080906066128	0.9822070107996902	0.9809879231180021	0.9815858292144194
LiuW_2016__SRR3992966__bin.49	0.9807089669607345	0.984677107280133	0.9783225400221396	0.9812521859744887	0.9780757688404578	0.9816574108235111	0.9811640146960936	0.9792683399686243	0.9795440475870051	0.982310361313736	0.980728443255925	1.0	0.976601091695058	0.9803701294017411	0.9828323467264669	0.9788369320707445	0.9778613962663939	0.9866659791878051	0.9802283427208914	0.9780827259629561	0.9805279536632417	0.9801134479224395	0.9804695736409303	0.975982092052006	0.981280124541776	0.9791471704108304	0.9938686667873223	0.9784645800340935	0.9799612386865618	0.9816241920081995	0.9803648200066231
LiuW_2016__SRR3993051__bin.40	0.9775951429459389	0.9786791005787161	0.9729071609043578	0.9774938804872692	0.9754929312191734	0.9769542864141297	0.9771223895769715	0.9755697533036116	0.9759282340940156	0.9774783600497352	0.9777976793500613	0.976601091695058	1.0	0.9773057808164111	0.9788066169430564	0.975013785560793	0.9756013053755132	0.9766805156782259	0.9761782719983284	0.9875612281534102	0.9769960137647212	0.9775646134972726	0.9778069189366799	0.9731859741663414	0.9773592088032252	0.9774179642342791	0.976699181403631	0.9712233590587462	0.9768952440204499	0.9776565534613458	0.9772962805992866
VogtmannE_2016__MMRS34569532ST-27-0-0__bin.28	0.9811005293729683	0.9813746713777525	0.9779099471981517	0.9810489722002075	0.9792870789237287	0.9830293720955665	0.9821242138352789	0.9803425988420967	0.979593991874868	0.9814974533376541	0.981609260654604	0.9803701294017411	0.9773057808164111	1.0	0.9817527995726674	0.9796150892053809	0.9798289222169366	0.9804395010908187	0.9800624993238513	0.9780024285551551	0.9860623955145986	0.9812699290387983	0.9816910875499679	0.9772707430578349	0.9813275848941412	0.9801844319700451	0.9801285539992584	0.9747008525919597	0.9809470247961841	0.981309648439402	0.9807842080591165
LiuW_2016__SRR3992961__bin.10	0.9827344681948609	0.9843066859596665	0.9786977756932946	0.9829159618010445	0.9812667831720728	0.9822720991117994	0.9821766223956694	0.9812181691576813	0.9811645609913598	0.9831509362496084	0.9827211854706204	0.9828323467264669	0.9788066169430564	0.9817527995726674	1.0	0.9810185379476634	0.9814310256052433	0.9827729584294539	0.981245100378336	0.9806322745309309	0.9825826331564143	0.9829288911475538	0.9827224754638133	0.9780020635466546	0.9827856703273843	0.9819662170775437	0.9824841445394996	0.9767453944626311	0.981822337600556	0.9833825991419902	0.9820520648020464
BackhedF_2015__SID566_M__bin.19	0.9807257567570986	0.9799019992159937	0.9780086677482764	0.9960858805431075	0.9792992050309735	0.9818632619346982	0.9808914197946779	0.9802061036429733	0.9784922384431597	0.9817218777923354	0.9800631170207464	0.9788369320707445	0.975013785560793	0.9796150892053809	0.9810185379476634	1.0	0.9789599816025918	0.9783889398738861	0.9791746633086166	0.977283254394509	0.9795944325843603	0.9801329974720602	0.9805265596583232	0.9769454768574632	0.9803700546188157	0.9791641157694518	0.978888465077434	0.9723813208040852	0.9807464270718318	0.9806083779686431	0.9798003919180103
LeChatelierE_2013__MH0189__bin.54	0.9805143479734814	0.9800085342016982	0.9775417950759717	0.9805629606324575	0.9794283552270818	0.9814495986808603	0.9802222763628262	0.9801293303961942	0.9784992130108091	0.9805789145720107	0.9811700024015247	0.9778613962663939	0.9756013053755132	0.9798289222169366	0.9814310256052433	0.9789599816025918	1.0	0.9790129808089809	0.9790928693163093	0.9778593426250861	0.9806165236566389	0.979887571151627	0.9804757424489696	0.9769852410929444	0.9801126258884824	0.9787873857701455	0.979829287290666	0.9739729440994401	0.9798263962684146	0.9797350745995357	0.9796599165195837
LiuW_2016__SRR3992978__bin.41	0.9802644058610611	0.9841438481523477	0.9774025589806535	0.9800673631285134	0.9773893399507141	0.9796701949932594	0.9805495669462958	0.9782802494971808	0.9795001820305055	0.9815364183027725	0.980500689995661	0.9866659791878051	0.9766805156782259	0.9804395010908187	0.9827729584294539	0.9783889398738861	0.9790129808089809	1.0	0.9802835383999724	0.9784723695949133	0.9799429657794677	0.981229924198317	0.9809274624206554	0.9761582823941076	0.9812204790393656	0.9795696420375202	0.986818589295292	0.9767654985828063	0.9799099773109029	0.9810122631934235	0.9807899680309098
VogtmannE_2016__MMRS93508324ST-27-0-0__bin.50	0.9800301468601361	0.9807663317323524	0.979563618682955	0.9800850486646993	0.9784914115011203	0.981915935451138	0.9805851639796462	0.9790203342273764	0.9812207501479492	0.9812721473032264	0.9809358060444049	0.9802283427208914	0.9761782719983284	0.9800624993238513	0.981245100378336	0.9791746633086166	0.9790928693163093	0.9802835383999724	1.0	0.9774852041060936	0.9799436662865701	0.9805871411010659	0.9802937960714974	0.9765968205075869	0.9810132848200814	0.9786016114326979	0.9799831668018375	0.9739585236262099	0.9800548559241236	0.9809358867223384	0.9803620270083642
LiuW_2016__SRR3993043__bin.26	0.978921921832298	0.9801469101812047	0.9744371562885008	0.9780374361303218	0.9766125409476123	0.9788150040243249	0.9789111098443036	0.9778691605047775	0.976889394660262	0.9801837427503733	0.9787998693142629	0.9780827259629561	0.9875612281534102	0.9780024285551551	0.9806322745309309	0.977283254394509	0.9778593426250861	0.9784723695949133	0.9774852041060936	1.0	0.9794047150799573	0.9790952235657763	0.9790364796205853	0.9739051736518642	0.9790543338009543	0.9781423543922585	0.9779029617787484	0.9726917220145053	0.9782228198051565	0.9799237882872219	0.9790819213407361
SchirmerM_2016__G89164__bin.14	0.9807636532202288	0.9812622602862642	0.9781671481467178	0.9813946121032855	0.9792327978658992	0.9823771674620467	0.9818158791102579	0.9799101875707303	0.9795533170270089	0.9814867329617041	0.9808912758049719	0.9805279536632417	0.9769960137647212	0.9860623955145986	0.9825826331564143	0.9795944325843603	0.9806165236566389	0.9799429657794677	0.9799436662865701	0.9794047150799573	1.0	0.9813831660575721	0.9818044693395763	0.9770342399908171	0.9816954833140438	0.9796270134253984	0.9809147297389408	0.9752113836970748	0.9807525753332922	0.9813644586314932	0.9809671168506943
CosteaPI_2017__SID713B051-11-0-0__bin.65	0.9815034391970231	0.9822198585401966	0.9783108049597239	0.9822530699749855	0.979361322788349	0.9822261387587671	0.9817825869070052	0.9806078069607069	0.9796070316963494	0.9824776092932518	0.9817155714510643	0.9801134479224395	0.9775646134972726	0.9812699290387983	0.9829288911475538	0.9801329974720602	0.979887571151627	0.981229924198317	0.9805871411010659	0.9790952235657763	0.9813831660575721	1.0	0.9813879734884892	0.9770661800703191	0.9816596081987211	0.9801894415231073	0.9807742576327896	0.9751412010692639	0.9810850578459943	0.9817947853651435	0.9810318891774373
LoombaR_2017__SID5564_meq__bin.19	0.9814807050836487	0.9819022116743303	0.9789711617194853	0.9815972545673373	0.9800128632299213	0.9837716714178197	0.9825740673383755	0.981084423260767	0.9803803759417944	0.9820963827542032	0.9815773873339808	0.9804695736409303	0.9778069189366799	0.9816910875499679	0.9827224754638133	0.9805265596583232	0.9804757424489696	0.9809274624206554	0.9802937960714974	0.9790364796205853	0.9818044693395763	0.9813879734884892	1.0	0.9772300060277529	0.981933662571503	0.9801519758421021	0.9803199847212938	0.9758445657349494	0.9815679908295869	0.981963217206613	0.9809315160926153
Obregon-TitoAJ_2015__HCO70__bin.5	0.9774318349299926	0.9774976679952028	0.9743591031588359	0.9773053495947841	0.9765528488630426	0.9788928495800099	0.9774657154730572	0.9769853482304142	0.975933477814425	0.9777240728277309	0.9772078969244623	0.975982092052006	0.9731859741663414	0.9772707430578349	0.9780020635466546	0.9769454768574632	0.9769852410929444	0.9761582823941076	0.9765968205075869	0.9739051736518642	0.9770342399908171	0.9770661800703191	0.9772300060277529	1.0	0.9773745609713291	0.9756670426855724	0.9753607996961446	0.9711688929505877	0.977387830452683	0.9775612633082774	0.9760699604973143
VogtmannE_2016__MMRS84159866ST-27-0-0__bin.60	0.9820077796491281	0.9815786879011396	0.9784229077274782	0.9819045150290621	0.9799762576291879	0.9831980918658405	0.9826488170686413	0.980750150530988	0.9801468512782685	0.9822312999740228	0.9820599468423921	0.981280124541776	0.9773592088032252	0.9813275848941412	0.9827856703273843	0.9803700546188157	0.9801126258884824	0.9812204790393656	0.9810132848200814	0.9790543338009543	0.9816954833140438	0.9816596081987211	0.981933662571503	0.9773745609713291	1.0	0.9799090222739879	0.9810372730900689	0.9759026611155747	0.9814170911649478	0.9820146155490033	0.9812196895441677
CosteaPI_2017__SID713A076-11-90-0__bin.44	0.9811172890442854	0.9806021734893534	0.9761355592642083	0.9807433804614819	0.9779323037700921	0.980203509054542	0.9797863553634907	0.9794576515753091	0.977871843052585	0.9808959799766809	0.9808404669119217	0.9791471704108304	0.9774179642342791	0.9801844319700451	0.9819662170775437	0.9791641157694518	0.9787873857701455	0.9795696420375202	0.9786016114326979	0.9781423543922585	0.9796270134253984	0.9801894415231073	0.9801519758421021	0.9756670426855724	0.9799090222739879	1.0	0.9794990651478557	0.9741879237553638	0.9801171337171423	0.980561821119483	0.9797403960108488
LiuW_2016__SRR3992958__bin.51	0.9805359224856108	0.9848648074716282	0.9782276160706396	0.9812007469063518	0.9789119345339632	0.9815907206018059	0.9806477979231936	0.9798667603272077	0.9786946856433262	0.9817669500408969	0.9803564212147822	0.9938686667873223	0.976699181403631	0.9801285539992584	0.9824841445394996	0.978888465077434	0.979829287290666	0.986818589295292	0.9799831668018375	0.9779029617787484	0.9809147297389408	0.9807742576327896	0.9803199847212938	0.9753607996961446	0.9810372730900689	0.9794990651478557	1.0	0.978289451923395	0.980436975959364	0.9814219319668726	0.9799472690843793
LiuW_2016__SRR3993057__bin.12	0.9748237588836878	0.9790661223422775	0.972480743744831	0.9744450536624558	0.973539416982291	0.9757318373392677	0.9756414722695115	0.9735524420976839	0.9741086847224955	0.9754186293628854	0.9752080906066128	0.9784645800340935	0.9712233590587462	0.9747008525919597	0.9767453944626311	0.9723813208040852	0.9739729440994401	0.9767654985828063	0.9739585236262099	0.9726917220145053	0.9752113836970748	0.9751412010692639	0.9758445657349494	0.9711688929505877	0.9759026611155747	0.9741879237553638	0.978289451923395	1.0	0.9747514182380049	0.9751428359427172	0.9747625479956179
NielsenHB_2014__O2_UC52_0__bin.36	0.981048458561524	0.9809345277770205	0.9783792318927511	0.9813528276643291	0.9957585618422816	0.9826343680835818	0.9817613032699799	0.9958570336151179	0.9797960422969514	0.9816064925588562	0.9822070107996902	0.9799612386865618	0.9768952440204499	0.9809470247961841	0.981822337600556	0.9807464270718318	0.9798263962684146	0.9799099773109029	0.9800548559241236	0.9782228198051565	0.9807525753332922	0.9810850578459943	0.9815679908295869	0.977387830452683	0.9814170911649478	0.9801171337171423	0.980436975959364	0.9747514182380049	1.0	0.9812862497356497	0.9805172048868332
LiuW_2016__SRR3993013__bin.11	0.9812952125735014	0.9824771284837936	0.9784183816525142	0.9824932619147811	0.9798442782282819	0.9823243966359422	0.9814676420229465	0.9805717447953151	0.9800147580854315	0.998532088065824	0.9809879231180021	0.9816241920081995	0.9776565534613458	0.981309648439402	0.9833825991419902	0.9806083779686431	0.9797350745995357	0.9810122631934235	0.9809358867223384	0.9799237882872219	0.9813644586314932	0.9817947853651435	0.981963217206613	0.9775612633082774	0.9820146155490033	0.980561821119483	0.9814219319668726	0.9751428359427172	0.9812862497356497	1.0	0.981050069676907
XieH_2016__YSZC12003_37315__bin.44	0.9811697746703746	0.9820493815531036	0.9785180751392463	0.9810086092010837	0.9792024645438967	0.9822099753718615	0.9814586178981224	0.9797489119517911	0.9800851662076328	0.9812188840948439	0.9815858292144194	0.9803648200066231	0.9772962805992866	0.9807842080591165	0.9820520648020464	0.9798003919180103	0.9796599165195837	0.9807899680309098	0.9803620270083642	0.9790819213407361	0.9809671168506943	0.9810318891774373	0.9809315160926153	0.9760699604973143	0.9812196895441677	0.9797403960108488	0.9799472690843793	0.9747625479956179	0.9805172048868332	0.981050069676907	1.0
