	XieH_2016__YSZC12003_37208R1__bin.34	LiuW_2016__SRR3992981__bin.72	BackhedF_2015__SID238_M__bin.45	VincentC_2016__MM065__bin.17	NielsenHB_2014__O2_UC50_0__bin.60	HMP_2012__SRS019685__bin.8	HMP_2012__SRS014235__bin.74	NielsenHB_2014__O2_UC52_2__bin.45	FengQ_2015__SID532779__bin.35	LiuW_2016__SRR3992969__bin.43	ZeeviD_2015__PNP_Main_72__bin.59	LiuW_2016__SRR3992966__bin.49	LiuW_2016__SRR3993051__bin.40	VogtmannE_2016__MMRS34569532ST-27-0-0__bin.28	LiuW_2016__SRR3992961__bin.10	BackhedF_2015__SID566_M__bin.19	LeChatelierE_2013__MH0189__bin.54	LiuW_2016__SRR3992978__bin.41	VogtmannE_2016__MMRS93508324ST-27-0-0__bin.50	LiuW_2016__SRR3993043__bin.26	SchirmerM_2016__G89164__bin.14	CosteaPI_2017__SID713B051-11-0-0__bin.65	LoombaR_2017__SID5564_meq__bin.19	Obregon-TitoAJ_2015__HCO70__bin.5	VogtmannE_2016__MMRS84159866ST-27-0-0__bin.60	CosteaPI_2017__SID713A076-11-90-0__bin.44	LiuW_2016__SRR3992958__bin.51	LiuW_2016__SRR3993057__bin.12	NielsenHB_2014__O2_UC52_0__bin.36	LiuW_2016__SRR3993013__bin.11	XieH_2016__YSZC12003_37315__bin.44
ZeeviD_2015__PNP_Main_72__bin.59	0.8437320167583644	0.7928192267887971	0.7279985002600727	0.840244660441824	0.5678290419412413	0.5171198539597512	0.827374709867167	0.6156194225540295	0.8251881013461548	0.8872598168811402	1.0	0.8934954158820307	0.8438849103267697	0.8768061993347976	0.8119793263309616	0.740381342682122	0.7376684422296645	0.6927384774720162	0.8119654967619601	0.7872051900835845	0.8001373737187479	0.8574962794617839	0.8968752088841152	0.586154757486983	0.884861923278161	0.8290073673187308	0.8517777526796712	0.6154411747757881	0.7589229531661646	0.8425795526749076	0.8761200990504464
LiuW_2016__SRR3992966__bin.49	0.7655808600625575	0.7386823909546332	0.663200301083856	0.7532776144612044	0.517003091158186	0.46405811469183655	0.7551829107373571	0.5361094090999842	0.7516471260490316	0.806271356414899	0.6671904653719143	1.0	0.7647082446948886	0.7875494252557033	0.7314461663442408	0.6670464637563425	0.6603311692931185	0.6147962520567561	0.7396358996601332	0.7022258863270753	0.7190918604090792	0.7883778648289537	0.8350148820793145	0.5215377077696616	0.8165551371285504	0.7425383067245886	0.8254390614995903	0.5565232158142459	0.697958619328574	0.7560692951838057	0.7761893615507655
LiuW_2016__SRR3993051__bin.40	0.8163366953056904	0.7660467006140679	0.703310199293527	0.805008224708203	0.5430869853003821	0.4914050160889711	0.806302551297931	0.5742006304517363	0.7856129865193427	0.8598771864289038	0.7198199083813381	0.873532168111725	1.0	0.8380604106455903	0.7818643545733965	0.6975889480893118	0.7049118874886132	0.6672328935899705	0.7838035507146649	0.8075752511648939	0.7682578691779879	0.831905314275603	0.8659130081460655	0.5523209405658337	0.8715995255228096	0.7934746279220652	0.8325206928415548	0.597022721166008	0.7429657445818506	0.8108893825898329	0.8281383323830683
VogtmannE_2016__MMRS34569532ST-27-0-0__bin.28	0.8182797091060664	0.7744511003255663	0.7078795878476312	0.809144906987833	0.5377060051345369	0.49390707940848627	0.8133352701000066	0.5604804865494711	0.7967538106410592	0.8588526552123759	0.7207392975220964	0.8669517081966281	0.807624124113061	1.0	0.7753775905569994	0.7048159176958372	0.7102649686275376	0.6672700115890223	0.8009959612099318	0.7645249606067974	0.8012719504608767	0.8405798932041594	0.8725769627919754	0.5584847748035077	0.887236602363908	0.80877418458439	0.8280100669763387	0.5987596272566226	0.732546837649481	0.814580063723834	0.839073636079437
LiuW_2016__SRR3992961__bin.10	0.8622887169549781	0.8039010452764537	0.7349432099463925	0.8395062164952828	0.5535658212987454	0.5001704408831807	0.8276552709373541	0.5839912870054739	0.8370846829516684	0.8921476965727945	0.7474214628212563	0.9016655115348166	0.8437453146437716	0.8682789006916647	1.0	0.7274098643545169	0.721191954624535	0.7029059816970537	0.8144033154641509	0.774964285209126	0.7922403428619924	0.8535502623799488	0.8994115899800562	0.5751743306128799	0.8820584449567886	0.8389651904553105	0.8610150072844028	0.6248143538098134	0.7473245731905686	0.8507673375861046	0.8577179309466895
BackhedF_2015__SID566_M__bin.19	0.8266812490813003	0.7615341086080166	0.7680916254949554	0.8506767342194994	0.5711840925759921	0.5305244414115189	0.8249188688169128	0.6162748277414191	0.8062965871209149	0.8685693874395752	0.7339316083738197	0.8855206828347666	0.8106979680837046	0.8499653845362937	0.7833551790293504	1.0	0.7392126562360767	0.6544371388510408	0.8062981103536414	0.7343626832353768	0.7859804706332154	0.831252470493078	0.8816029282625931	0.5917728677217085	0.891589242016547	0.7978639707478388	0.8248343294006003	0.5915550454418402	0.7685006134819805	0.811372760181478	0.834355295556654
LeChatelierE_2013__MH0189__bin.54	0.7784630441900883	0.7173115327458592	0.694397167458881	0.7536192981256724	0.5514279648667029	0.4951607157635663	0.7788653283581553	0.5958886414093619	0.7556357565137292	0.8142404277597666	0.6909493258681674	0.8283031020499221	0.7740681436276821	0.8093396134761597	0.7338634752602434	0.6984804597122121	1.0	0.6135358907283934	0.7483104424766024	0.7206996434135863	0.7411801535012756	0.7980742174709352	0.8391978784727594	0.5479340656968188	0.8388207820433012	0.7706426111768792	0.7821570059694941	0.5681778110415848	0.7564568767923774	0.77009567742423	0.8100671792971181
LiuW_2016__SRR3992978__bin.41	0.8497328823205681	0.8322922119759997	0.7261632706479282	0.8451237600504705	0.5713138766963315	0.5096687539430059	0.834105155773903	0.5643431455455777	0.8261159545765715	0.8940656921569416	0.7564195492556947	0.8990154230258124	0.8541423374810401	0.886381025248661	0.8338157223586894	0.7208771258674612	0.7152344326769486	1.0	0.8096971100283226	0.7968303265815648	0.8043203600048323	0.8695435509201466	0.8822417079423885	0.5687140095840212	0.8889985100471148	0.8433032658156486	0.8736392434797782	0.6357493053598036	0.7395057316205587	0.8570878468167358	0.8637683056148405
VogtmannE_2016__MMRS93508324ST-27-0-0__bin.50	0.8033786691486274	0.7769864859905993	0.7312263354716894	0.784854034687403	0.5244943505369242	0.49971277309074164	0.827756594376224	0.5596467876288935	0.794274143239826	0.8439694024946374	0.7051043657823014	0.8601541884755624	0.7979623902883278	0.8461971624249824	0.7683069625003752	0.706336005444301	0.6937654080056578	0.6439393787758997	1.0	0.7345583010578357	0.7683209735691197	0.8254834652708974	0.8626041239245671	0.5618411878717521	0.879298645930285	0.792041712953233	0.8110253767142709	0.5869250040865617	0.7235482697998086	0.788667046967104	0.824093700690212
LiuW_2016__SRR3993043__bin.26	0.7794716640877015	0.7439960130715848	0.672879041670599	0.7793942611859075	0.5254855843885137	0.47561163569305814	0.7695138486691794	0.5494377086568356	0.7542152330268677	0.8169081886159343	0.6956714803576557	0.8310661299160178	0.8366785192689092	0.8219271557217379	0.7440075556095715	0.654676459265365	0.6799634441032228	0.6448944978079362	0.7475266717499098	1.0	0.7388235981078385	0.8017820320706023	0.8376019223078558	0.5341010705364496	0.8268741517083296	0.7705187284468564	0.7978317681878148	0.5924424893044806	0.7039216791269496	0.7841443550539002	0.7953820342433153
SchirmerM_2016__G89164__bin.14	0.8141031400745837	0.761336224132503	0.7122820326223165	0.7946773537527462	0.5302419341010275	0.4926153616116777	0.8082147714716258	0.5582687853362132	0.7795569011199904	0.8522324701860615	0.7143040373563317	0.8596970147994559	0.804053474754777	0.8702096561014404	0.7683425939961276	0.7078319760706577	0.7064108112779578	0.6575884507040322	0.7898514292925933	0.7463508918975088	1.0	0.8218392972641891	0.8571804831274404	0.5604581473141563	0.8767386462856638	0.7866572379607382	0.8093931310825613	0.5907806735306	0.7192266723549839	0.7981349269766845	0.8236130096936882
CosteaPI_2017__SID713B051-11-0-0__bin.65	0.8030196411462966	0.7573301507226053	0.6934632027509502	0.7874582187420502	0.5287124728050048	0.48245408649495586	0.7959125558296325	0.5525972406967488	0.780133446901574	0.8413381646241681	0.7062674734567986	0.8695886863757345	0.8032860540141015	0.8422506761571241	0.7637398797914766	0.6906687152824799	0.7017707279968917	0.6558958243421628	0.7829418561826138	0.7472691099025852	0.7582375997782634	1.0	0.856136418575748	0.5557005392803942	0.8550005252320197	0.7860748968203846	0.8072733876959021	0.5828771830351324	0.7160279296872528	0.7980938507353881	0.8295153817044602
LoombaR_2017__SID5564_meq__bin.19	0.7621196475364331	0.718353555591601	0.6671403343240755	0.75229256669233	0.5012782173037954	0.46062485293076155	0.7482991371176485	0.5351424087142664	0.7576704461081195	0.804769155554134	0.6667154041748246	0.8312758870416865	0.7546439610800537	0.7891101368686303	0.726350695309091	0.6611216328283671	0.6660208946835756	0.6006239162567766	0.7384212245755839	0.704579307729388	0.7137764182043731	0.7727063481365899	1.0	0.5314933781718408	0.8236505612047912	0.7528385790884106	0.7739622908761099	0.5513143135207748	0.6886027337172934	0.7512382373166346	0.7771578341355985
Obregon-TitoAJ_2015__HCO70__bin.5	0.7465391830176583	0.709615886911028	0.6823470851394836	0.7376999297327292	0.5276614718135024	0.4878421791824196	0.7446738903883343	0.5522259950206098	0.7330450528411635	0.7806069368482799	0.6709381076382018	0.7994630138239203	0.7411754773381457	0.7776907131996057	0.7152355096839556	0.6833215048628645	0.6695969613582777	0.5961707415527572	0.7405730608124093	0.6917949110314338	0.7186125599888135	0.7722786383099973	0.8183885665740616	1.0	0.8129879244068396	0.7317320486471132	0.7520365636050715	0.5457876134367907	0.703998902458651	0.7317496374507844	0.7816297257817563
VogtmannE_2016__MMRS84159866ST-27-0-0__bin.60	0.7483112743304552	0.7170972898068199	0.681899879262403	0.742752885811503	0.4808883588833601	0.4571644500951266	0.762283564137275	0.5261015019025318	0.7444221745572955	0.7868123902385482	0.6583972084004098	0.8136553536148105	0.7603067146568125	0.8031142525245134	0.7129995289404361	0.6692327217181326	0.6663411934728523	0.6057871725450021	0.7534128951412264	0.6962025967730133	0.7307420102809894	0.7723993396019319	0.8244171209571198	0.5284773799941461	1.0	0.7382755332577199	0.7616895946143715	0.5499494639982438	0.6849606230791746	0.7381754902678179	0.7891831232621104
CosteaPI_2017__SID713A076-11-90-0__bin.44	0.8509186241211995	0.7823378912589136	0.7172513114956686	0.826331899730164	0.5563362589339913	0.4957969670262218	0.819155509504015	0.5770492671512942	0.8180249683244768	0.8802672015405237	0.7326463626450181	0.8788148126017657	0.8221071386376199	0.8695382638961504	0.8054885228002655	0.7113195350725786	0.7271165564190973	0.6825372467485907	0.8060616019327161	0.7705537818469717	0.7787588626959435	0.843457052336248	0.8950131251417419	0.5649602850729182	0.8768837260464466	1.0	0.8387780377607543	0.612297707819271	0.7487170224872449	0.8324028719140979	0.8520980535679609
LiuW_2016__SRR3992958__bin.51	0.8385245372632644	0.7941132695760064	0.7071156021932662	0.8166926358575035	0.5536613924842572	0.49806646971351354	0.8233118160037828	0.5695550641239251	0.8237016831460171	0.875837193588793	0.7301045923978542	0.9475154530954266	0.8365910069767779	0.8634154469049685	0.8017683635985264	0.7132230817153628	0.7157605109366953	0.685800011327221	0.8005296134388258	0.7738447880953541	0.7771408777015751	0.8401222022751909	0.8924216939990753	0.5631545256857907	0.877453956822214	0.8135229896487639	1.0	0.6232948251722462	0.7423465523758845	0.8323077368870953	0.8442197586248226
LiuW_2016__SRR3993057__bin.12	0.8159323870600984	0.771777904105452	0.6935051784477092	0.7971949334707147	0.5335701977225489	0.48448064521859624	0.7910562967437068	0.5764767014265157	0.7916460890728535	0.8512382085946244	0.7115107210744168	0.8616297454299977	0.8091799754845357	0.8421177452878791	0.7847391234833276	0.6899060240535787	0.7012843971505214	0.6731120427777086	0.7813789060418184	0.7750413032278695	0.7650725693272459	0.8181538789504539	0.8574043808068785	0.5512497557335987	0.8544865076122292	0.8009797303298929	0.840677905881935	1.0	0.7351779147643496	0.8171288483061235	0.8140395445097794
NielsenHB_2014__O2_UC52_0__bin.36	0.7867583105284373	0.7378342066371086	0.7185663675512844	0.7645318455348367	0.6197225227518615	0.524608781122496	0.7880318490704795	0.6722494466718995	0.7621481151488152	0.8247494997065417	0.6984895733893379	0.8602692745568072	0.8016603378660275	0.8202061986889836	0.7472241668257706	0.7135202981254022	0.7432953605294979	0.6233189786235036	0.7668561771215625	0.7331120020931006	0.7414971325936769	0.8001202118557175	0.8525552090625595	0.566062071745264	0.8472574018682336	0.7797294526117793	0.7970951158630151	0.5852747548031708	1.0	0.7710671277144898	0.7993041854939646
LiuW_2016__SRR3993013__bin.11	0.8841294990255324	0.8112175936961064	0.738792922140744	0.8691451325696499	0.5784895051948235	0.5153019447287616	0.8571668933413721	0.5888132527586545	0.8556589223370397	0.9447112351200908	0.768824750073611	0.9238905792122937	0.8674359585535818	0.904223160079079	0.8433476816085024	0.7468557647817613	0.7501983987885756	0.7162231320368474	0.8286942134855091	0.8096479297822521	0.8157821679449251	0.8841652528708235	0.9221162070077537	0.5833225838112197	0.9052396909746078	0.8594369119894562	0.8860160401564756	0.644929263470787	0.7644452545533573	1.0	0.8799869603623055
XieH_2016__YSZC12003_37315__bin.44	0.8033436727428345	0.7512675627207291	0.6902987598397696	0.792901648763917	0.5252093430166002	0.47722622320355657	0.7939478107401327	0.554973441392489	0.8073133991540943	0.8408215563729595	0.7208226689077499	0.8552143431019366	0.7987797516139656	0.8398278605260646	0.766635081635401	0.6924934875626828	0.71154248523837	0.6508315881497345	0.7807743874263341	0.7404987316471267	0.7590483529112065	0.8286140155362954	0.8601328846952508	0.5618180588417122	0.8726299374262393	0.7932651189369224	0.8103292534069797	0.5793158290312161	0.714520412168855	0.7934591804032053	1.0
