	LiuW_2016__SRR3993044__bin.127	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.49	LiJ_2014__V1.FI06__bin.82	VatanenT_2016__G78855__bin.3	VatanenT_2016__G80489__bin.4	VatanenT_2016__G78692__bin.8	CosteaPI_2017__donald1-11-0-0__bin.15	CosteaPI_2017__donald3-11-7-0__bin.57	LiuW_2016__SRR3993005__bin.29	CosteaPI_2017__donald4-11-0-0__bin.31	LiuW_2016__SRR3993002__bin.44	CosteaPI_2017__SID713B058-11-90-0__bin.68	CosteaPI_2017__donald3-11-30-0__bin.17	CosteaPI_2017__SID713A038-11-90-0__bin.46	LiSS_2016__FAT_008-22-14-0__bin.30	LouisS_2016__AS44_12__bin.19	LiuW_2016__SRR3992982__bin.40	ZeeviD_2015__PNP_Main_613__bin.30	CosteaPI_2017__SID713A014-11-0-0__bin.25	Bengtsson-PalmeJ_2015__TRAVELRES28__bin.59	CosteaPI_2017__donald1-11-7-0__bin.11	VatanenT_2016__G80485__bin.3	ZeeviD_2015__PNP_Main_480__bin.15	VatanenT_2016__G80601__bin.7	LouisS_2016__AS44_6__bin.16	ZeeviD_2015__PNP_Validation_58__bin.38	ZellerG_2014__CCMD72895164ST-21-0__bin.2	ZeeviD_2015__PNP_Main_679__bin.10	ZeeviD_2015__PNP_Main_549__bin.23	NielsenHB_2014__V1_CD29_0__bin.19	CosteaPI_2017__SID713B020-11-90-0__bin.54	BackhedF_2015__SID268_12M__bin.3	LeChatelierE_2013__MH0405__bin.18	LouisS_2016__AS44_0__bin.3	VatanenT_2016__G80366__bin.8	ChengpingW_2017__AS17raw__bin.43	LiuW_2016__SRR3993001__bin.32	LeChatelierE_2013__MH0413__bin.33	LiuW_2016__SRR3992997__bin.26	CosteaPI_2017__donald3-11-0-0__bin.14	ZeeviD_2015__PNP_Main_597__bin.27	ZeeviD_2015__PNP_Main_466__bin.17	LeChatelierE_2013__MH0181__bin.36	BackhedF_2015__SID268_4M__bin.1
LiuW_2016__SRR3993002__bin.44	2059.0	10333.0	8129.0	9063.0	3691.0	7416.0	9414.0	8755.0	2623.0	8810.0	0.0	10618.0	9215.0	3015.0	8143.0	8996.0	10559.0	5229.0	2518.0	6688.0	9480.0	8892.0	2077.0	5148.0	6706.0	24299.0	5984.0	10176.0	8293.0	8272.0	9254.0	8837.0	8798.0	9178.0	8641.0	7107.0	3067.0	9305.0	2510.0	9523.0	2689.0	2663.0	7564.0	7303.0
CosteaPI_2017__SID713B058-11-90-0__bin.68	10518.0	10775.0	7474.0	8964.0	3961.0	8062.0	10830.0	9703.0	9728.0	9674.0	10618.0	0.0	10631.0	9767.0	7959.0	8542.0	10994.0	5472.0	9617.0	7283.0	10762.0	8025.0	7641.0	5258.0	5628.0	21767.0	5967.0	10853.0	7867.0	8879.0	9299.0	8396.0	9091.0	8835.0	9256.0	7205.0	9718.0	8263.0	9707.0	10876.0	6281.0	9338.0	6594.0	6610.0
CosteaPI_2017__donald3-11-30-0__bin.17	9789.0	7483.0	4883.0	4959.0	1929.0	6188.0	792.0	1403.0	7485.0	795.0	9215.0	10631.0	0.0	8670.0	6098.0	5634.0	8669.0	3094.0	8937.0	5608.0	1403.0	6280.0	6623.0	3022.0	4278.0	23331.0	4819.0	7850.0	5824.0	7784.0	6805.0	7130.0	8206.0	6040.0	5173.0	4526.0	9028.0	9179.0	8917.0	703.0	6477.0	8054.0	5206.0	5511.0
CosteaPI_2017__SID713A038-11-90-0__bin.46	2573.0	10295.0	8411.0	8604.0	4423.0	7778.0	9103.0	8093.0	2395.0	8361.0	3015.0	9767.0	8670.0	0.0	7252.0	9382.0	11271.0	5406.0	1866.0	6234.0	9002.0	8139.0	2038.0	5242.0	6752.0	24629.0	5979.0	11097.0	7522.0	7476.0	8346.0	7827.0	7541.0	9722.0	8559.0	6563.0	3044.0	9179.0	2444.0	8874.0	1842.0	2083.0	7706.0	7381.0
LiSS_2016__FAT_008-22-14-0__bin.30	8310.0	6248.0	5604.0	5890.0	2099.0	2622.0	6124.0	5636.0	6780.0	5404.0	8143.0	7959.0	6098.0	7252.0	0.0	6018.0	9846.0	3940.0	7839.0	3998.0	6310.0	5603.0	5594.0	3629.0	4356.0	21698.0	4005.0	9296.0	4773.0	5875.0	5575.0	5161.0	4076.0	6555.0	5812.0	4992.0	7589.0	8179.0	8331.0	6018.0	4787.0	7025.0	5242.0	4842.0
LouisS_2016__AS44_12__bin.19	8906.0	6124.0	953.0	3909.0	1920.0	6154.0	5885.0	5872.0	7807.0	4935.0	8996.0	8542.0	5634.0	9382.0	6018.0	0.0	8983.0	4001.0	9159.0	4449.0	6357.0	3386.0	7169.0	2722.0	1992.0	23225.0	5341.0	8384.0	4708.0	6936.0	4410.0	5626.0	6874.0	814.0	3815.0	5527.0	9413.0	9475.0	9288.0	5873.0	6134.0	8897.0	2720.0	5228.0
LiuW_2016__SRR3992982__bin.40	10766.0	8331.0	6329.0	8923.0	5885.0	9490.0	8642.0	8377.0	9307.0	8143.0	10559.0	10994.0	8669.0	11271.0	9846.0	8983.0	0.0	4860.0	10501.0	6475.0	8583.0	6878.0	8440.0	5480.0	7104.0	22917.0	8151.0	1056.0	7593.0	9095.0	7369.0	8574.0	9614.0	9281.0	9003.0	7112.0	10795.0	7789.0	10559.0	8702.0	7012.0	10247.0	9168.0	8112.0
ZeeviD_2015__PNP_Main_613__bin.30	5152.0	3360.0	3488.0	3694.0	1935.0	3753.0	3701.0	3654.0	4452.0	3417.0	5229.0	5472.0	3094.0	5406.0	3940.0	4001.0	4860.0	0.0	5517.0	2992.0	3637.0	2299.0	4414.0	2718.0	3513.0	10868.0	3740.0	4395.0	3209.0	4421.0	3807.0	3835.0	3997.0	3999.0	3736.0	1094.0	5956.0	3714.0	5341.0	3590.0	3900.0	4748.0	3263.0	3561.0
CosteaPI_2017__SID713A014-11-0-0__bin.25	1860.0	8978.0	7986.0	8547.0	4089.0	7542.0	9142.0	8366.0	1563.0	8450.0	2518.0	9617.0	8937.0	1866.0	7839.0	9159.0	10501.0	5517.0	0.0	6246.0	8656.0	7910.0	1616.0	5098.0	6816.0	24476.0	6349.0	9994.0	7509.0	7615.0	8410.0	7504.0	7607.0	9102.0	8294.0	6913.0	2769.0	9463.0	1657.0	9069.0	1751.0	1891.0	8055.0	6926.0
Bengtsson-PalmeJ_2015__TRAVELRES28__bin.59	6867.0	756.0	3849.0	5499.0	2830.0	4330.0	5636.0	5221.0	5285.0	5553.0	6688.0	7283.0	5608.0	6234.0	3998.0	4449.0	6475.0	2992.0	6246.0	0.0	5857.0	5185.0	4570.0	3546.0	3617.0	16653.0	4268.0	6430.0	4735.0	4996.0	5924.0	4860.0	5116.0	4424.0	5347.0	4360.0	5615.0	5082.0	6370.0	5487.0	4843.0	5512.0	4642.0	3802.0
CosteaPI_2017__donald1-11-7-0__bin.11	9844.0	7988.0	5728.0	5444.0	2174.0	6391.0	932.0	2349.0	7917.0	1494.0	9480.0	10762.0	1403.0	9002.0	6310.0	6357.0	8583.0	3637.0	8656.0	5857.0	0.0	7323.0	6528.0	3286.0	4756.0	22525.0	5472.0	7538.0	6200.0	8225.0	7096.0	7629.0	8862.0	6594.0	5606.0	5035.0	9153.0	9101.0	8811.0	1312.0	6358.0	8711.0	5773.0	6025.0
VatanenT_2016__G80485__bin.3	9034.0	6557.0	3008.0	5177.0	2197.0	5586.0	6985.0	7364.0	7930.0	6392.0	8892.0	8025.0	6280.0	8139.0	5603.0	3386.0	6878.0	2299.0	7910.0	5185.0	7323.0	0.0	6860.0	3925.0	3784.0	19212.0	5659.0	6794.0	5892.0	7224.0	6533.0	7128.0	7304.0	3472.0	5450.0	3615.0	8135.0	5985.0	8107.0	7032.0	6182.0	8011.0	3733.0	4823.0
ZeeviD_2015__PNP_Main_480__bin.15	1751.0	7291.0	5863.0	6562.0	3030.0	5449.0	6667.0	6328.0	1525.0	6600.0	2077.0	7641.0	6623.0	2038.0	5594.0	7169.0	8440.0	4414.0	1616.0	4570.0	6528.0	6860.0	0.0	4191.0	5985.0	20515.0	4686.0	7844.0	5499.0	5386.0	6913.0	5537.0	5889.0	7193.0	6431.0	5532.0	2277.0	7625.0	1628.0	6771.0	1342.0	1703.0	6539.0	5562.0
VatanenT_2016__G80601__bin.7	5182.0	4968.0	2531.0	1386.0	581.0	3850.0	3359.0	3059.0	4549.0	2625.0	5148.0	5258.0	3022.0	5242.0	3629.0	2722.0	5480.0	2718.0	5098.0	3546.0	3286.0	3925.0	4191.0	0.0	2371.0	13591.0	3011.0	4810.0	2711.0	4646.0	2063.0	3829.0	3667.0	2803.0	1171.0	3562.0	4876.0	6129.0	5013.0	3172.0	4306.0	4998.0	2603.0	3449.0
LouisS_2016__AS44_6__bin.16	6692.0	5121.0	2272.0	3227.0	1440.0	4574.0	4614.0	4262.0	6036.0	4004.0	6706.0	5628.0	4278.0	6752.0	4356.0	1992.0	7104.0	3513.0	6816.0	3617.0	4756.0	3784.0	5985.0	2371.0	0.0	14658.0	4403.0	7025.0	3709.0	4439.0	4228.0	3977.0	5195.0	1857.0	3524.0	4150.0	6922.0	7174.0	7095.0	4732.0	5149.0	6504.0	2355.0	3915.0
ZeeviD_2015__PNP_Validation_58__bin.38	25385.0	21758.0	22374.0	22889.0	11329.0	23960.0	24539.0	20670.0	24251.0	21085.0	24299.0	21767.0	23331.0	24629.0	21698.0	23225.0	22917.0	10868.0	24476.0	16653.0	22525.0	19212.0	20515.0	13591.0	14658.0	0.0	15895.0	23691.0	19303.0	20549.0	20907.0	20956.0	20448.0	23880.0	23349.0	11528.0	24789.0	12799.0	25297.0	24486.0	17179.0	23875.0	17508.0	17749.0
ZellerG_2014__CCMD72895164ST-21-0__bin.2	6095.0	6421.0	5026.0	5034.0	2059.0	4156.0	5039.0	4560.0	4958.0	4492.0	5984.0	5967.0	4819.0	5979.0	4005.0	5341.0	8151.0	3740.0	6349.0	4268.0	5472.0	5659.0	4686.0	3011.0	4403.0	15895.0	0.0	7456.0	4294.0	4106.0	4481.0	3949.0	4446.0	5522.0	4952.0	3923.0	6567.0	7729.0	5923.0	5184.0	3927.0	5929.0	4765.0	3714.0
ZeeviD_2015__PNP_Main_679__bin.10	10143.0	8420.0	5786.0	7951.0	5180.0	9168.0	7720.0	7328.0	8938.0	7292.0	10176.0	10853.0	7850.0	11097.0	9296.0	8384.0	1056.0	4395.0	9994.0	6430.0	7538.0	6794.0	7844.0	4810.0	7025.0	23691.0	7456.0	0.0	6623.0	8557.0	6770.0	8040.0	9002.0	8568.0	7716.0	6517.0	10274.0	7858.0	9893.0	7729.0	6711.0	9961.0	8715.0	7629.0
ZeeviD_2015__PNP_Main_549__bin.23	8353.0	5846.0	3485.0	4392.0	1930.0	4752.0	5685.0	5488.0	6052.0	5613.0	8293.0	7867.0	5824.0	7522.0	4773.0	4708.0	7593.0	3209.0	7509.0	4735.0	6200.0	5892.0	5499.0	2711.0	3709.0	19303.0	4294.0	6623.0	0.0	6264.0	5504.0	5579.0	6631.0	4392.0	4311.0	4467.0	7488.0	8630.0	7794.0	5882.0	5811.0	7142.0	4484.0	4649.0
NielsenHB_2014__V1_CD29_0__bin.19	8964.0	7093.0	6077.0	7552.0	3065.0	6149.0	8353.0	7010.0	7148.0	7544.0	8272.0	8879.0	7784.0	7476.0	5875.0	6936.0	9095.0	4421.0	7615.0	4996.0	8225.0	7224.0	5386.0	4646.0	4439.0	20549.0	4106.0	8557.0	6264.0	0.0	7888.0	4265.0	6511.0	7148.0	7509.0	6349.0	7907.0	7411.0	7974.0	8278.0	5374.0	7165.0	5425.0	2793.0
CosteaPI_2017__SID713B020-11-90-0__bin.54	9375.0	7531.0	3349.0	2409.0	1418.0	5473.0	6820.0	6875.0	6962.0	6323.0	9254.0	9299.0	6805.0	8346.0	5575.0	4410.0	7369.0	3807.0	8410.0	5924.0	7096.0	6533.0	6913.0	2063.0	4228.0	20907.0	4481.0	6770.0	5504.0	7888.0	0.0	6572.0	8613.0	4604.0	2513.0	5226.0	8302.0	9826.0	8497.0	6830.0	6638.0	7827.0	4473.0	5445.0
BackhedF_2015__SID268_12M__bin.3	9271.0	5925.0	4740.0	6243.0	2839.0	4964.0	7038.0	6521.0	6455.0	6410.0	8837.0	8396.0	7130.0	7827.0	5161.0	5626.0	8574.0	3835.0	7504.0	4860.0	7629.0	7128.0	5537.0	3829.0	3977.0	20956.0	3949.0	8040.0	5579.0	4265.0	6572.0	0.0	6632.0	5901.0	6291.0	5877.0	7700.0	8640.0	7936.0	7077.0	5587.0	6776.0	5255.0	2416.0
LeChatelierE_2013__MH0405__bin.18	9300.0	7414.0	6063.0	6533.0	2283.0	3941.0	8853.0	7861.0	6557.0	7981.0	8798.0	9091.0	8206.0	7541.0	4076.0	6874.0	9614.0	3997.0	7607.0	5116.0	8862.0	7304.0	5889.0	3667.0	5195.0	20448.0	4446.0	9002.0	6631.0	6511.0	8613.0	6632.0	0.0	6653.0	6528.0	6130.0	7966.0	9102.0	7773.0	8611.0	5437.0	6983.0	5582.0	5438.0
LouisS_2016__AS44_0__bin.3	9042.0	6641.0	1604.0	3903.0	1794.0	6450.0	5949.0	6163.0	7804.0	5565.0	9178.0	8835.0	6040.0	9722.0	6555.0	814.0	9281.0	3999.0	9102.0	4424.0	6594.0	3472.0	7193.0	2803.0	1857.0	23880.0	5522.0	8568.0	4392.0	7148.0	4604.0	5901.0	6653.0	0.0	3784.0	5640.0	8684.0	10145.0	9436.0	6150.0	6361.0	8662.0	2922.0	5827.0
VatanenT_2016__G80366__bin.8	8595.0	6972.0	3615.0	381.0	325.0	5939.0	5273.0	5479.0	6373.0	4821.0	8641.0	9256.0	5173.0	8559.0	5812.0	3815.0	9003.0	3736.0	8294.0	5347.0	5606.0	5450.0	6431.0	1171.0	3524.0	23349.0	4952.0	7716.0	4311.0	7509.0	2513.0	6291.0	6528.0	3784.0	0.0	5245.0	8059.0	10219.0	8016.0	5315.0	6102.0	7420.0	4468.0	5457.0
ChengpingW_2017__AS17raw__bin.43	7410.0	4679.0	4655.0	5076.0	2618.0	5415.0	5335.0	4707.0	5954.0	4834.0	7107.0	7205.0	4526.0	6563.0	4992.0	5527.0	7112.0	1094.0	6913.0	4360.0	5035.0	3615.0	5532.0	3562.0	4150.0	11528.0	3923.0	6517.0	4467.0	6349.0	5226.0	5877.0	6130.0	5640.0	5245.0	0.0	7035.0	4863.0	7020.0	5408.0	4781.0	6605.0	4869.0	4458.0
LiuW_2016__SRR3993001__bin.32	2230.0	9698.0	8162.0	8332.0	3528.0	7114.0	9096.0	8667.0	1892.0	8534.0	3067.0	9718.0	9028.0	3044.0	7589.0	9413.0	10795.0	5956.0	2769.0	5615.0	9153.0	8135.0	2277.0	4876.0	6922.0	24789.0	6567.0	10274.0	7488.0	7907.0	8302.0	7700.0	7966.0	8684.0	8059.0	7035.0	0.0	9244.0	2018.0	9129.0	2250.0	2466.0	8794.0	7620.0
LeChatelierE_2013__MH0413__bin.33	9481.0	7172.0	7528.0	10309.0	6472.0	9264.0	9885.0	8950.0	8495.0	8742.0	9305.0	8263.0	9179.0	9179.0	8179.0	9475.0	7789.0	3714.0	9463.0	5082.0	9101.0	5985.0	7625.0	6129.0	7174.0	12799.0	7729.0	7858.0	8630.0	7411.0	9826.0	8640.0	9102.0	10145.0	10219.0	4863.0	9244.0	0.0	9641.0	9837.0	6109.0	9175.0	8842.0	7794.0
LiuW_2016__SRR3992997__bin.26	1845.0	9711.0	7829.0	8187.0	3968.0	8087.0	9048.0	8304.0	146.0	8341.0	2510.0	9707.0	8917.0	2444.0	8331.0	9288.0	10559.0	5341.0	1657.0	6370.0	8811.0	8107.0	1628.0	5013.0	7095.0	25297.0	5923.0	9893.0	7794.0	7974.0	8497.0	7936.0	7773.0	9436.0	8016.0	7020.0	2018.0	9641.0	0.0	9048.0	2182.0	2032.0	8446.0	7501.0
CosteaPI_2017__donald3-11-0-0__bin.14	9737.0	7406.0	5058.0	5234.0	2003.0	6210.0	485.0	1436.0	7509.0	705.0	9523.0	10876.0	703.0	8874.0	6018.0	5873.0	8702.0	3590.0	9069.0	5487.0	1312.0	7032.0	6771.0	3172.0	4732.0	24486.0	5184.0	7729.0	5882.0	8278.0	6830.0	7077.0	8611.0	6150.0	5315.0	5408.0	9129.0	9837.0	9048.0	0.0	6488.0	8377.0	5745.0	5606.0
ZeeviD_2015__PNP_Main_597__bin.27	2860.0	6817.0	4911.0	6445.0	2908.0	4307.0	6602.0	6071.0	2081.0	6155.0	2689.0	6281.0	6477.0	1842.0	4787.0	6134.0	7012.0	3900.0	1751.0	4843.0	6358.0	6182.0	1342.0	4306.0	5149.0	17179.0	3927.0	6711.0	5811.0	5374.0	6638.0	5587.0	5437.0	6361.0	6102.0	4781.0	2250.0	6109.0	2182.0	6488.0	0.0	1871.0	5097.0	4528.0
ZeeviD_2015__PNP_Main_466__bin.17	2272.0	9000.0	7958.0	7995.0	3150.0	6676.0	8364.0	7823.0	1935.0	7759.0	2663.0	9338.0	8054.0	2083.0	7025.0	8897.0	10247.0	4748.0	1891.0	5512.0	8711.0	8011.0	1703.0	4998.0	6504.0	23875.0	5929.0	9961.0	7142.0	7165.0	7827.0	6776.0	6983.0	8662.0	7420.0	6605.0	2466.0	9175.0	2032.0	8377.0	1871.0	0.0	7430.0	6515.0
LeChatelierE_2013__MH0181__bin.36	8074.0	6358.0	2619.0	4479.0	2051.0	5812.0	5801.0	5176.0	6894.0	5100.0	7564.0	6594.0	5206.0	7706.0	5242.0	2720.0	9168.0	3263.0	8055.0	4642.0	5773.0	3733.0	6539.0	2603.0	2355.0	17508.0	4765.0	8715.0	4484.0	5425.0	4473.0	5255.0	5582.0	2922.0	4468.0	4869.0	8794.0	8842.0	8446.0	5745.0	5097.0	7430.0	0.0	4888.0
BackhedF_2015__SID268_4M__bin.1	7501.0	5052.0	4158.0	5660.0	2731.0	4825.0	5561.0	4772.0	6025.0	5215.0	7303.0	6610.0	5511.0	7381.0	4842.0	5228.0	8112.0	3561.0	6926.0	3802.0	6025.0	4823.0	5562.0	3449.0	3915.0	17749.0	3714.0	7629.0	4649.0	2793.0	5445.0	2416.0	5438.0	5827.0	5457.0	4458.0	7620.0	7794.0	7501.0	5606.0	4528.0	6515.0	4888.0	0.0
