	LiuW_2016__SRR3993044__bin.127	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.49	LiJ_2014__V1.FI06__bin.82	VatanenT_2016__G78855__bin.3	VatanenT_2016__G80489__bin.4	VatanenT_2016__G78692__bin.8	CosteaPI_2017__donald1-11-0-0__bin.15	CosteaPI_2017__donald3-11-7-0__bin.57	LiuW_2016__SRR3993005__bin.29	CosteaPI_2017__donald4-11-0-0__bin.31	LiuW_2016__SRR3993002__bin.44	CosteaPI_2017__SID713B058-11-90-0__bin.68	CosteaPI_2017__donald3-11-30-0__bin.17	CosteaPI_2017__SID713A038-11-90-0__bin.46	LiSS_2016__FAT_008-22-14-0__bin.30	LouisS_2016__AS44_12__bin.19	LiuW_2016__SRR3992982__bin.40	ZeeviD_2015__PNP_Main_613__bin.30	CosteaPI_2017__SID713A014-11-0-0__bin.25	Bengtsson-PalmeJ_2015__TRAVELRES28__bin.59	CosteaPI_2017__donald1-11-7-0__bin.11	VatanenT_2016__G80485__bin.3	ZeeviD_2015__PNP_Main_480__bin.15	VatanenT_2016__G80601__bin.7	LouisS_2016__AS44_6__bin.16	ZeeviD_2015__PNP_Validation_58__bin.38	ZellerG_2014__CCMD72895164ST-21-0__bin.2	ZeeviD_2015__PNP_Main_679__bin.10	ZeeviD_2015__PNP_Main_549__bin.23	NielsenHB_2014__V1_CD29_0__bin.19	CosteaPI_2017__SID713B020-11-90-0__bin.54	BackhedF_2015__SID268_12M__bin.3	LeChatelierE_2013__MH0405__bin.18	LouisS_2016__AS44_0__bin.3	VatanenT_2016__G80366__bin.8	ChengpingW_2017__AS17raw__bin.43	LiuW_2016__SRR3993001__bin.32	LeChatelierE_2013__MH0413__bin.33	LiuW_2016__SRR3992997__bin.26	CosteaPI_2017__donald3-11-0-0__bin.14	ZeeviD_2015__PNP_Main_597__bin.27	ZeeviD_2015__PNP_Main_466__bin.17	LeChatelierE_2013__MH0181__bin.36	BackhedF_2015__SID268_4M__bin.1
LiuW_2016__SRR3993002__bin.44	0.9620232189692468	0.8229717264598996	0.8593474795096863	0.8415131294678998	0.4176904110343607	0.8646390891929708	0.9252713643097181	0.7213073526735948	0.9217532565748927	0.7892295876833721	1.0	0.6930460031415546	0.888064846599757	0.8990449366925723	0.7517950611943958	0.853915452538731	0.8709836027825199	0.3806080565208931	0.9294120940371415	0.5405568922538871	0.8635586436322115	0.702205183519977	0.6925023940921796	0.46146448458502626	0.4873987900635129	0.5379508196351227	0.5117302615509022	0.9020334319565365	0.6975565134432622	0.668203430787145	0.713806992600325	0.766205667530692	0.6878988742687352	0.8761952965175158	0.8733399945006991	0.38568971752647047	0.9294689833562622	0.38468602739627067	0.9448123939251237	0.9394219051871772	0.5723101623738558	0.884014868881407	0.6115285753695435	0.6306533196497965
CosteaPI_2017__SID713B058-11-90-0__bin.68	0.916516824639512	0.8352933080755808	0.8514035172129047	0.8320383700022043	0.3954917597141831	0.8514354064308804	0.9199205790634416	0.7196988091335196	0.8959275790265173	0.7657306155514205	0.8587581779060308	1.0	0.8827254427845889	0.8662241711320896	0.7534348044519587	0.8650644106257113	0.880911673579727	0.38150582006201056	0.88840563980401	0.5439914559274224	0.8731569990119937	0.6861138680054917	0.6718291767322838	0.4453161452313311	0.4908780052790642	0.5528863099027771	0.49019882088217887	0.8862573135403857	0.6897598685940436	0.6359235956715702	0.7259988877935906	0.7215455864762862	0.659457279077652	0.8702970396735439	0.8585964939762946	0.38973323829973405	0.8838751330116066	0.3564364190534161	0.90867375539739	0.929717282501547	0.5515318573287576	0.8507248922759838	0.5703906932715987	0.5693926166949567
CosteaPI_2017__donald3-11-30-0__bin.17	0.9063818016408357	0.8041201203170206	0.8553138651433068	0.8413602052273975	0.4151482243404283	0.8659788871495193	0.9800423732286433	0.743729663718845	0.9021989820589947	0.815876437370401	0.8060379801821147	0.6465880125562449	1.0	0.872732376588996	0.7370458401291686	0.8457471047692421	0.8459614297071576	0.3602150625763251	0.9019805591299145	0.5166136659809362	0.8953491898271467	0.6939534140364393	0.6638540787306063	0.4485038234257567	0.46170017457442364	0.5075513683192499	0.5003876699641836	0.8894820958766013	0.6812148085008729	0.6535599249248019	0.6952475596462614	0.7652670660842055	0.6872986861840326	0.8790096794551311	0.8677873306505152	0.36467203776708657	0.8773922023424118	0.36821065313783186	0.9228229421937366	0.9938378506855939	0.5224951029005581	0.8545418036078715	0.6093811213743023	0.6262025555072903
CosteaPI_2017__SID713A038-11-90-0__bin.46	0.9540802368568267	0.8396937301186947	0.8843449798369791	0.8534249651053099	0.423738875665811	0.8881923810546675	0.9480095544431163	0.7304134127535494	0.9577694967342122	0.7960496800597724	0.8419669061760959	0.6546890810169926	0.900500343978557	1.0	0.7558585235433978	0.8744696028242183	0.8723664075657523	0.3697796972734995	0.9463575271261025	0.5287434571134638	0.8766045109183065	0.7199012420014943	0.69844856579758	0.464618412134092	0.47633482496417506	0.5228499437414296	0.5111550956395696	0.9246367717517282	0.7051543505993515	0.6760043349332107	0.7075074430025206	0.7736299737882842	0.6959779244837044	0.8989142793596375	0.8818646132535128	0.37632480370811844	0.9414390777399996	0.3801366865499099	0.9690782939170975	0.9544561396684021	0.5463094081835184	0.9075646952417639	0.6227335364928056	0.649930887160234
LiSS_2016__FAT_008-22-14-0__bin.30	0.9331159896568835	0.8273370903794725	0.877276648169975	0.862835942430431	0.44539214965913815	0.9057141793095396	0.9405618055562546	0.7531345903568254	0.9197326451342763	0.8036217012192115	0.8379856891368087	0.6777569649455315	0.9051505217355419	0.8996302003702022	1.0	0.8733828815181714	0.8817602422117118	0.40203782343627803	0.9290621845153199	0.5627491794252907	0.8738614871903784	0.7245873472966077	0.7047113720935149	0.47905961786029544	0.506538427858373	0.5451615533194901	0.5427393355483734	0.9162626281943531	0.7104360193294287	0.6952942644822252	0.7470118599592758	0.7670518997776572	0.7268349318729234	0.9015506622473228	0.8789932874422125	0.40758230155478903	0.9041127878805569	0.4099174543613508	0.9525153722505337	0.9528158218681021	0.5773564661085786	0.89012250493452	0.6487945276901816	0.6537547143413611
LouisS_2016__AS44_12__bin.19	0.9098030267809122	0.8333572083551711	0.8918641645643781	0.8348952172469727	0.41243299625233637	0.8763022251806282	0.9329392096195466	0.7337160199109104	0.9178915124726259	0.7650007334063594	0.8111538669386418	0.6631747660176378	0.8851524241439089	0.8869915156464312	0.7443135273586305	1.0	0.8767710048010239	0.35760293637035045	0.9083224894985645	0.5208746321173656	0.8736778313131062	0.6979300784959251	0.659702451464368	0.45925091332680845	0.47874665570989017	0.519289445038699	0.48743344658957466	0.9124115516219432	0.6892196985228081	0.6481622380645621	0.7072331880531106	0.7517428051120568	0.6857761197742652	0.9217588371177388	0.8681704213355201	0.37331498816685293	0.9110631132628176	0.3792174082362821	0.9285640761267223	0.9374451553577694	0.5207433909793591	0.8603598580537025	0.6232851801306064	0.6247687196612092
LiuW_2016__SRR3992982__bin.40	0.9152269922850679	0.8284922070402273	0.8755586652920153	0.8383539658946618	0.410451954998077	0.8664942383178088	0.924941223422626	0.7160641481212388	0.9167504504711933	0.7645577025244295	0.8225215983135791	0.6713683664759039	0.8801912914303451	0.879675797182647	0.7470517907562373	0.8716359629935676	1.0	0.36257579982620725	0.9122956250783475	0.5233801584601177	0.8694737865418907	0.6997712894007732	0.6607271837299953	0.4617860575221654	0.4743207968884443	0.5125935799007556	0.4910042203160163	0.921569831349384	0.6800439342657426	0.6452789851457497	0.7051091491914543	0.7485620311411397	0.6823208071215807	0.880007094974592	0.8702664282345879	0.3692303231709761	0.9032925969227253	0.37245759857281857	0.9370905146500139	0.9329486526796746	0.5215902123461086	0.8601983011288002	0.6129192494676637	0.6282190675736636
ZeeviD_2015__PNP_Main_613__bin.30	0.9495153881513245	0.8218949578416489	0.9104736796921609	0.9107996883357368	0.5455374306824121	0.9163135811940827	0.9600661145529171	0.81679835604708	0.9360664449083427	0.8814328297224254	0.916063641234008	0.7410372073664913	0.9552096724591158	0.9503358432376571	0.8681153766323525	0.9060671295264942	0.9240791070840592	1.0	0.9599302776180939	0.7132080228553793	0.8687402265325395	0.8706017358873575	0.8317958403470471	0.578518638457501	0.6425586897060598	0.6503253022915148	0.6534734590929787	0.9602334656566195	0.8123287775436553	0.788016139601248	0.8786345888650661	0.8037395364809106	0.7943787416283697	0.9315479651083816	0.940568624276125	0.5317135774993181	0.9263318268111682	0.5067706561793308	0.9724153219715699	0.978921367801865	0.7233599320163309	0.9425072890099226	0.7545144046919164	0.6916816721200668
CosteaPI_2017__SID713A014-11-0-0__bin.25	0.9103264509125258	0.7945953376239787	0.849145982983103	0.8173695163664076	0.4055807370542424	0.8467645103001337	0.9032258948831038	0.6916484365148179	0.9123139486704717	0.7544561070421255	0.8061553295095051	0.6218890275242005	0.8619791483092366	0.8765002181352219	0.7229663100527832	0.8293963254593176	0.8379317961262004	0.3459413141844288	1.0	0.5064210863525677	0.8390252136119511	0.675592979257181	0.6599248392966098	0.4361016533631595	0.45741311208077506	0.49018352338903026	0.4899332749028574	0.8799888151850311	0.6596095810315564	0.6347358997314234	0.6651232718560135	0.7386242677588309	0.6587722864095883	0.8611481196900522	0.8451796032210387	0.3547877352394514	0.8983470284656674	0.35909012940079	0.9330904474004312	0.9155405484788887	0.5174641330084411	0.8622172564150161	0.589390404086687	0.6141681372191949
Bengtsson-PalmeJ_2015__TRAVELRES28__bin.59	0.9328887484379644	0.8394306831398285	0.8869028550979356	0.889344392400643	0.4951212543614341	0.8856849724244812	0.9237986395500183	0.7721953345281282	0.929186038793315	0.8364739987821174	0.8638020450039393	0.7015458740616964	0.9095527311451849	0.902202866930445	0.8067715142437439	0.8762290658378138	0.8856308603388715	0.47352331725843644	0.9329839857086375	1.0	0.8540842359229213	0.7701715425263274	0.7544913031056009	0.5256404706452757	0.5712555158252598	0.5980179103788423	0.5689106587821751	0.9153319018882954	0.7621701688008473	0.738456088403275	0.8021582785719027	0.8020969515415451	0.7594768299264364	0.9175151441690259	0.9007656499366528	0.4614606511343336	0.898893371774559	0.4571266338242382	0.9571194188794903	0.9440423315238252	0.6385803297518348	0.8940723456939766	0.6937494047670583	0.6764191074824749
CosteaPI_2017__donald1-11-7-0__bin.11	0.9197998903987331	0.8531181219776088	0.8765095190020238	0.8319630336302162	0.3961766445406093	0.8663894983762066	0.9752843607848881	0.7662261183991743	0.922085166230717	0.8036540568436283	0.8144017086556472	0.6645541242479815	0.9303116482642421	0.8827483603454611	0.7393537953590208	0.8673807639131654	0.8682924045981436	0.34039964862872807	0.9122448970902013	0.5040512869207026	1.0	0.698062135487434	0.6502978693326373	0.4451633863640525	0.456565494847165	0.5094776992931271	0.48055258795671985	0.9014444459110935	0.6895235410661981	0.6513099991356233	0.7110490765859078	0.7572902513207294	0.702667602861896	0.8745538134129979	0.8627301615958693	0.3514078908654114	0.893877530164832	0.35679981332868926	0.9298862727180986	0.9915052631175557	0.5056697578425157	0.8615374920215473	0.5976011203685055	0.6253718842518649
VatanenT_2016__G80485__bin.3	0.8895484464666863	0.7900098413875078	0.884010173694099	0.8277015886811263	0.43260183279866055	0.8387929602126762	0.9124796462212906	0.7384307460282972	0.8975258496184865	0.7919530680845082	0.7951140706279316	0.6269786940350967	0.8657348449022891	0.870411676742373	0.7360698355082373	0.8319341521708568	0.8390429570174205	0.4095786096803466	0.8819422042151813	0.5457327999386511	0.8381324369576053	1.0	0.686531613859741	0.47713960711136105	0.4950447974846947	0.5402916629388683	0.5278143173016705	0.8816538643422247	0.711972495239069	0.6745961835866106	0.7947500671003693	0.7418233407037231	0.7033182091230941	0.8574558096138853	0.8569241190680078	0.40197543487429865	0.8625247632315538	0.4113567055635792	0.8915770503955727	0.9199713705090682	0.5706379008448256	0.8457141396454544	0.6556010275942281	0.6188162216740584
ZeeviD_2015__PNP_Main_480__bin.15	0.9500711893319077	0.8223115408271102	0.8890528137625913	0.8686497360274654	0.4625930360182906	0.8918924582350256	0.9524860764540577	0.7520889566486985	0.9427404438091334	0.8322667204315082	0.8686418072235934	0.6800948511480341	0.9174475594575339	0.9354923843838809	0.793037264245512	0.8711223901492541	0.8776155141772677	0.43349942289634674	0.954340850216966	0.5922442705896878	0.8649379231291138	0.7605269029978807	1.0	0.502863997227184	0.5295438559132453	0.5687948331383225	0.5772684591049286	0.9340159278342925	0.7327658952695624	0.7004152427856379	0.7728227787739125	0.7788582975498863	0.7252969620221621	0.9090124448240202	0.9031570231645668	0.4240862336709116	0.9263102631570005	0.43695694772766147	0.9770682001728479	0.9613476474672569	0.6264678198167993	0.9303505550729053	0.6604081974770546	0.6580912877170368
VatanenT_2016__G80601__bin.7	0.9394141486256641	0.8390156017050585	0.8956269029670537	0.9402658379354514	0.5151746005081578	0.9168813388488756	0.946068076349663	0.7916065766541377	0.9359771538962266	0.8322835604644815	0.8584625076118683	0.668563509228734	0.9192600214182223	0.922923797324822	0.7995313189005313	0.89938307120509	0.9096755769271151	0.44714948659261283	0.9353203284127417	0.6119261701278794	0.8781235957415534	0.7839044159334775	0.7457858597736388	1.0	0.5561396804065263	0.577127018457468	0.578750603699893	0.9353472061818869	0.7608802469395041	0.7499653528757113	0.7954694160384688	0.8100321273334313	0.7769254351888794	0.9204728807508977	0.9370783025008924	0.44381160363689814	0.9192171849736472	0.475162001553871	0.9545824496566785	0.9552073577893034	0.5959095395082208	0.9032568296831363	0.6955042731453289	0.7053415366524578
LouisS_2016__AS44_6__bin.16	0.8902172777401567	0.7745496759214472	0.8490656863693528	0.8441536229080003	0.47328315758924255	0.8647011705523846	0.8946843378156139	0.7466924639643997	0.8878196768888459	0.8137037825287801	0.8354485827609558	0.679047305794718	0.8719357647286446	0.8718343813485537	0.7789517268066171	0.8638784947276773	0.8609345071103802	0.45761516881106706	0.9039272516203928	0.6127634710264099	0.8298345748282867	0.7494011802263713	0.7236320015478379	0.5124318467640515	1.0	0.5617730482731934	0.5660551417239045	0.8804264293315275	0.7327456708909742	0.7163045370997388	0.7784184966624746	0.7519311212150527	0.7273050207990713	0.8812522008319629	0.869239431169585	0.44009054851504303	0.882375931121215	0.4477685982393344	0.9155553835735707	0.9175505465802457	0.6148228693044404	0.8595515139789107	0.6858423140176066	0.6459189319918739
ZeeviD_2015__PNP_Validation_58__bin.38	0.9621922207057613	0.843529317938663	0.9083324430186033	0.8852193710415479	0.44535172949279145	0.9031101828430583	0.9662392654376812	0.7758250208032695	0.9497335827217749	0.8273148057584052	0.8964350795038514	0.7435381960066751	0.9318487899494251	0.9303357564941562	0.8150126625325969	0.9109559873540197	0.9045073499869839	0.45025573350146486	0.9417260168021199	0.6236165637663473	0.9002323345256027	0.7951318092148327	0.75563569224102	0.5169691479612796	0.5461373632739908	1.0	0.5701269563725719	0.9412700753431975	0.7563143377788879	0.7210413221399454	0.8132280203864518	0.7787954116940708	0.7307154067584669	0.9260005507411682	0.9153874975735788	0.47096495570746916	0.9383982460549026	0.45067255127084277	0.9624969340570213	0.9699025970606071	0.63761005418631	0.9152723836408806	0.6540961750574441	0.643632845240227
ZellerG_2014__CCMD72895164ST-21-0__bin.2	0.9183604437000435	0.7904465014811857	0.855210376048304	0.8907700079274725	0.4946608770288071	0.8800329019914049	0.9336856488904519	0.7679649641475583	0.8983107926876516	0.851353183804114	0.8444501731526902	0.6528243856208761	0.9097639043696467	0.9006830739519941	0.8035022441303921	0.8467591240440839	0.8579872266363078	0.44803631140065925	0.9320934488081969	0.5874950080764852	0.840866419106997	0.7692166703423119	0.7594362255693773	0.5133828253989069	0.5449496635294538	0.5645835692700168	1.0	0.9133580893002963	0.7278470355424954	0.723846046098551	0.7744827771188108	0.7990378253691043	0.7438100148416592	0.8973094277318487	0.9001391778078452	0.43424295617240166	0.890071883698613	0.4517519416347283	0.9358433519499795	0.9480825053197514	0.6204163711249262	0.8943112933701295	0.6943251515458572	0.6741287230808661
ZeeviD_2015__PNP_Main_679__bin.10	0.9226787324954407	0.8438242729888273	0.8839987589621369	0.8529970899801829	0.42043984422835096	0.8788362718827565	0.9397035005826624	0.727858008150689	0.9300027487178136	0.77729336884172	0.8220838902092976	0.6518452620005398	0.893140714600794	0.8998104701459618	0.7491630401148207	0.8753785659264331	0.8893739836327844	0.36359899334382345	0.9246135335672762	0.5220345943419208	0.871135335672761	0.7096205946447735	0.6786226290251434	0.4582297763498344	0.46811363890735996	0.5147916406059688	0.5044308672780781	1.0	0.6854030739553226	0.6477176589483109	0.6973270776685606	0.7563784243756954	0.6832958607930791	0.8956380152611446	0.8798477012818572	0.3667719518859167	0.9037496132043795	0.36886640902237816	0.9416609333131432	0.9487771497606805	0.5298906602848132	0.8796366096294004	0.6226166806022819	0.6274734345475973
ZeeviD_2015__PNP_Main_549__bin.23	0.9253796912938845	0.8230969673150536	0.865563708995763	0.8512126971137539	0.4504815793865718	0.8586240127487981	0.927497133135569	0.7516277867806593	0.908982841883678	0.8172620233333154	0.8317767022175802	0.6637682173756212	0.8949537802232116	0.8978378727596733	0.7600027995671439	0.8651604636513893	0.8586713900389248	0.40244962125086814	0.9067841049191625	0.568730450138094	0.8718255869669382	0.7497649978734058	0.6965834513279101	0.4877088234819078	0.5097360331210328	0.5411945537651486	0.5259379895877637	0.8967675767054478	1.0	0.6966006794334106	0.789827342080186	0.7686776890649984	0.729902068987795	0.877820429302854	0.8857227459446655	0.4117129582272279	0.8939287079459253	0.41909304792105223	0.9277690141755005	0.943820763097398	0.5767194456857055	0.867515330322004	0.6471393269194532	0.6539347377828505
