	BritoIL_2016__W2.5.ST__bin.78	CosteaPI_2017__SID713B046-11-90-0__bin.66	BritoIL_2016__WL.37.ST__bin.29	XieH_2016__YSZC12003_36696__bin.110	RampelliS_2015__H14__bin.28	BritoIL_2016__W1.9.ST__bin.81	LeChatelierE_2013__MH0426__bin.42	NielsenHB_2014__MH0094__bin.25	KarlssonFH_2013__S577__bin.22	RampelliS_2015__H4__bin.4	LeChatelierE_2013__MH0267__bin.49	CosteaPI_2017__SID713B046-11-0-0__bin.35	ZeeviD_2015__PNP_Validation_68__bin.20	BritoIL_2016__W2.7.ST__bin.26	LiJ_2014__MH0346__bin.53	BritoIL_2016__M1.15.ST__bin.37	RampelliS_2015__H3__bin.16	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.14	LeChatelierE_2013__MH0094__bin.24	LiJ_2014__MH0402__bin.29	CM_madagascar__A79_02_1FE__bin.22	XieH_2016__YSZC12003_37406__bin.2	ZellerG_2014__CCIS07648107ST-4-0__bin.16	XieH_2016__YSZC12003_35723__bin.27	ZeeviD_2015__PNP_Main_729__bin.23	ZeeviD_2015__PNP_Main_443__bin.2	BritoIL_2016__W1.2.ST__bin.8	WenC_2017__RA025__bin.37	ZellerG_2014__CCIS05314658ST-4-0__bin.73	ZeeviD_2015__PNP_Main_502__bin.13	BritoIL_2016__W2.11.ST__bin.19	CM_madagascar__A08_01_1FE__bin.48	LeChatelierE_2013__MH0250__bin.57
LeChatelierE_2013__MH0267__bin.49	0.5822341254382548	0.7476723802103623	0.4424431891962083	0.8917302947669133	0.7319477989871446	0.8279398779379301	0.8747773016491365	0.8610083106090118	0.6390345409687055	0.8050201272562005	1.0	0.8781482924295546	0.9103467082197118	0.8682326970523307	0.8822789248149591	0.8639916893909882	0.7871653032073757	0.8499922088040514	0.8144228022334762	0.876766004415011	0.6154804570834956	0.8588520971302428	0.9237008180755747	0.862022464614985	0.8999084534476043	0.9065381119335152	0.9062206206986105	0.8745597974289053	0.8887319828593689	0.8784118945591481	0.7569562394494223	0.8194766913387872	0.8906583560576549
CosteaPI_2017__SID713B046-11-0-0__bin.35	0.5193412279128479	0.7513258534614083	0.38543456890464983	0.7941533040767724	0.6482674228269284	0.7288697780330601	0.7895099790905644	0.7557659868640614	0.5486394109941404	0.7066486783465881	0.7676578026703234	1.0	0.8030074624663144	0.7703015635535597	0.7803896283750803	0.7695818793972816	0.6998729768815654	0.7526142470219379	0.7029253912289345	0.7842814850466887	0.5467749295640348	0.7417514433413324	0.7874093867700711	0.7570884348799354	0.79277069318979	0.7946141743724332	0.7990429562899714	0.7684183521730148	0.7847951397481333	0.7874979283539666	0.6633927091681404	0.7348679027677191	0.7799724612971115
ZeeviD_2015__PNP_Validation_68__bin.20	0.5375329404565007	0.7049801866611	0.3975840988960078	0.8421629517027933	0.6953164632996777	0.7808311075665366	0.8293614472806988	0.8183899186591518	0.5838342423739609	0.7628037346493459	0.8338766166917345	0.841423705709917	1.0	0.8164665706776858	0.82152651026529	0.8251757567755791	0.7471713284363489	0.8077014802166949	0.7583409012378058	0.8139371956111507	0.5816153149407979	0.7976910308586137	0.8666038634672718	0.8089777649316688	0.8440422898665015	0.8600755422574539	0.8502785999882244	0.8239916547869895	0.8390632331872089	0.8339521470546429	0.7099301017043099	0.7803018002989099	0.8418852140691062
BritoIL_2016__W2.7.ST__bin.26	0.606806122838493	0.7752065582660821	0.44569462415412137	0.9055116866500903	0.7632079482646735	0.9061790439284308	0.8902875164700353	0.8775419138543108	0.642054960228402	0.8252780984398056	0.8801034074709791	0.893220202892408	0.903526726540154	1.0	0.8942014945117432	0.8730540348789609	0.8091693837014767	0.8633832776324744	0.8199181796283597	0.8826787220963707	0.629652250257663	0.8509410790653839	0.9052885760807041	0.8712408501631538	0.905688069047127	0.9161314864955581	0.9933540692340397	0.8762710391950645	0.9015562455822134	0.8952124025783421	0.8357188833151467	0.8364750899352782	0.8817086189126684
LiJ_2014__MH0346__bin.53	0.5526028112508472	0.7585822931468059	0.40625871409633507	0.8826703897626716	0.7274468864910942	0.8101036830574782	0.8679039863000907	0.8415268335411483	0.6212090703460612	0.7884924065483635	0.8631590715211739	0.8733666726586832	0.8774281164466876	0.8630237747543855	1.0	0.8445789507449897	0.7820013377229617	0.8233449807122708	0.7833562109791102	0.8606608453062502	0.5971694391917256	0.8367666740561145	0.8926207364844564	0.8367539701343503	0.8786718303873997	0.8780518790053083	0.8786769119561055	0.8514956009494912	0.8730484394184906	0.8706397758520045	0.7421758133844709	0.7991751343598527	0.8647337226238426
BritoIL_2016__M1.15.ST__bin.37	0.5666246709289207	0.7192534787514104	0.4201284944214617	0.8527836279302997	0.7053503823492542	0.7886210354769964	0.840083991475492	0.8391694872759183	0.5923674313651749	0.7685163595336593	0.8340980318415445	0.8498896828381597	0.8696790773473737	0.8314786260498934	0.8334179516108813	1.0	0.7607145543437382	0.8207214491663534	0.779901592077222	0.8324169487275919	0.5913093894947975	0.8096709289206468	0.859747398771468	0.8214773724457816	0.8551667293468723	0.903975178638586	0.8643123981446659	0.8392747900213112	0.8525742760436253	0.8455077096652878	0.7265870628055661	0.7971712423216748	0.8419437131753792
RampelliS_2015__H3__bin.16	0.5561436151397241	0.755874071453838	0.4020431552882915	0.8787683056243368	0.833574106827025	0.83620799434029	0.8705652635302441	0.8730215776441458	0.6265242306331801	0.893158118146445	0.857723381676689	0.8723700035373186	0.8888050937389459	0.8698075698620445	0.8709713477184293	0.8586091262822779	1.0	0.9149402193137601	0.8179342058719491	0.8707301025822426	0.6846062964273082	0.8385758754863814	0.8802016271666078	0.8640615493455961	0.8882787407145384	0.8917396533427662	0.8915422709586134	0.8670767598160595	0.8802865228157057	0.8736215068977715	0.7569996462681287	0.8979391581181465	0.8766664308454192
Bengtsson-PalmeJ_2015__TRAVELRES14__bin.14	0.5158173410958576	0.673801480629627	0.3820629387383503	0.7975550444428472	0.7255175016171925	0.7540429813843169	0.7945680299000935	0.7794694410503367	0.5611089149236924	0.7933263853949544	0.7841335441673255	0.7942326121852464	0.8134502503653658	0.7857441481587962	0.7763758115910778	0.784265914372649	0.7746160665085411	1.0	0.7324911952849852	0.7818341359400081	0.6043616282134214	0.7597253168499485	0.8054786889959031	0.7785338652099955	0.802096360717794	0.8157292939457104	0.8212900404897098	0.7937073240853878	0.8035721986631208	0.7916996094779463	0.6872996478113994	0.8132717602242507	0.7952017297970723
LeChatelierE_2013__MH0094__bin.24	0.6016766944545124	0.7820449438202247	0.43635810076114534	0.9060239217107647	0.7873939833272925	0.8646864806089163	0.8944842334179051	1.003112722000725	0.6627089525190286	0.8464806089162741	0.9092961217832548	0.8977694816962667	0.9243254802464661	0.9030844508880028	0.8939840521928235	0.9019608553823849	0.8380935121420805	0.8865081551286699	1.0	0.9008002899601304	0.6610540050743023	0.8749793403407031	0.911713664371149	0.9177883291047482	0.9116788691554912	0.9270619789778904	0.9243740485683218	0.9167227256252265	0.9053011960855382	0.9054483508517579	0.791201159840522	0.8704008698803914	0.9144508880028996
LiJ_2014__MH0402__bin.29	0.6053853116971286	0.7879580942745704	0.4510895754848844	0.920130855553041	0.7574313440981882	0.8450872592217887	0.9121716963299211	0.8738435324343392	0.6387062206307158	0.8264513251953515	0.898813247959958	0.9197248439184783	0.9109230441554292	0.8926698260140308	0.9018470201408395	0.8839325887568057	0.8191963632007029	0.8688109849442899	0.8271016094034956	1.0	0.6318932122841816	0.8580583325568083	0.9112052555210927	0.8796694665938952	0.9208064322892401	0.9234741284061714	0.9254083412095153	0.8828516659788874	0.9031961768347067	0.9100644293872553	0.7782058279309381	0.8432808402444056	0.8960603559590528
CM_madagascar__A79_02_1FE__bin.22	0.5559144934946367	0.7739355942529593	0.3963756154238079	0.8724222739612042	0.8355619934744184	0.8331312996978032	0.859252496515706	0.8652299364425247	0.6325752504153747	0.8805230888950991	0.8518328149949993	0.8656630582171377	0.8787816158677129	0.8596928070334663	0.8447977312326627	0.847710070800134	0.8695602555957626	0.9066964041008186	0.8194484257101804	0.8530962366031032	1.0	0.8464134012549748	0.8763374431976968	0.8514338397503349	0.8798410568890174	0.8792686532159292	0.880953514891032	0.869058840761252	0.8660889912486037	0.8663073493216972	0.7583261371019121	0.9354145343806134	0.868834192537905
XieH_2016__YSZC12003_37406__bin.2	0.5799773389336536	0.7681015280944948	0.42865803446138556	0.8932119312075741	0.7634002733177145	0.8289170956632367	0.8735956486407774	0.8666961753849768	0.6515436748265967	0.8128493269907692	0.8980272380857983	0.8872167281846504	0.9105648226659543	0.8777544770541429	0.8943151137364215	0.8769445713575799	0.8046966383821981	0.8610981180724381	0.8194331203229304	0.8751896625347673	0.6394602620075478	1.0	0.9207113864051253	0.8617199735779298	0.9020631889374893	0.9046816350998058	0.907171772647998	0.8898955948054699	0.8881155673650774	0.8827177801116217	0.7709025933954329	0.8333434034097505	0.9038520418381125
ZellerG_2014__CCIS07648107ST-4-0__bin.16	0.5723717239599034	0.7314051044847633	0.42596924730237595	0.8748925190803781	0.716640367759624	0.8096914516068126	0.8565299185404509	0.8362297210046038	0.6172274039357362	0.7947930021177378	0.8806991196624001	0.8588098449736691	0.902031876875306	0.8515020710002397	0.8699179090295115	0.8491014316551349	0.7701886154724239	0.8324826684115357	0.7785729010036505	0.8474745930272508	0.6037087958856088	0.8395539688857827	1.0	0.839533540546848	0.8735399154266767	0.8901258695198658	0.8904607704702788	0.8568753431806181	0.8750763741307896	0.8615138141999241	0.7394582033090195	0.8048134118854552	0.8714407488410013
XieH_2016__YSZC12003_35723__bin.27	0.5856288323301828	0.7620054514575382	0.43016074963846096	0.8837413962341538	0.7547162673643258	0.8462614642214085	0.8773694162215041	0.8902680134036567	0.6323325720937673	0.8264446793867344	0.8811576947250147	0.8852824583724075	0.9027690669937276	0.8785686837855973	0.8742746820480861	0.8698074601477482	0.810584747466904	0.8626556575629849	0.8402764089402842	0.8771397833619711	0.6288482584736849	0.8424227461302549	0.9000712127336066	1.0	0.8962205484243271	0.905581737683615	0.9184172853812138	0.8881893714497332	0.8979620415555833	0.8774039275183125	0.7739549879774588	0.8476764273905544	0.888602179653865
ZeeviD_2015__PNP_Main_729__bin.23	0.5649933746069614	0.746838223954022	0.41910127566356226	0.8817337441811423	0.7384194109852479	0.8155276551144572	0.8768797388871228	0.851810258815235	0.6144946603423802	0.8068255711844188	0.8724991108439272	0.8792541790335424	0.8933793281442289	0.8662589663127878	0.8707799708545655	0.8588353786545888	0.7903776001913653	0.8429816471891652	0.7916863120324062	0.8708618046878197	0.6163548063213489	0.8364355700198605	0.8882867457517224	0.8500539788553964	1.0	0.8949448723234829	0.898480723411086	0.8617411092261352	0.8813119851943712	0.873112864593333	0.7508613010949996	0.8245104920416597	0.871245794213089
ZeeviD_2015__PNP_Main_443__bin.2	0.5757607316122937	0.7465857026435435	0.4288378810245433	0.894474701043126	0.7317823105864079	0.8279535420923625	0.8811010822737599	0.8612919152876579	0.613459944703722	0.804500617644494	0.8759635599159076	0.8783274852113511	0.9072805511308636	0.8732934786904807	0.867231842224298	0.9047924068310415	0.7907819460851878	0.8544190910807619	0.8023305492801257	0.8704402058020313	0.613877144895195	0.8360353058014668	0.9021009950695092	0.8560370749812259	0.8919275840846597	1.0	0.9121966123344453	0.8636596047953555	0.8850246461797323	0.879678837410498	0.7603501721186053	0.8226685880878993	0.8719113854245938
BritoIL_2016__W1.2.ST__bin.8	0.6131081912076604	0.7513390560094374	0.4590100774318236	0.894088450485047	0.7365874778811039	0.8873291668235382	0.8753335090295294	0.8587678676756648	0.6240848110638405	0.8098841660078059	0.8758210659739216	0.8833885521378462	0.8971141899777869	0.9470828156570411	0.8680119975402533	0.8652560772059283	0.7907552426489967	0.8604049797321888	0.8001543616580701	0.8724269919556241	0.6151688565942547	0.8384937816096282	0.9026097159996486	0.8683332705846919	0.8956195173374497	0.9123677572380557	1.0	0.8635173123501876	0.8885402156043323	0.8817401453258537	0.8148030320143569	0.8246558237014169	0.8732703336972755
WenC_2017__RA025__bin.37	0.5437109452489586	0.7192533723467566	0.4051918022217814	0.8325164897837731	0.709562834755009	0.7843018498313826	0.8317409740130927	0.8433346558222574	0.601626661376711	0.773037963697679	0.8350259125173576	0.8392828803808767	0.8588914649871057	0.8253750495933347	0.8310131918270185	0.8300554205514779	0.7597779458440787	0.8214776334060702	0.7839584159888912	0.8222661674270978	0.5995418815711168	0.8126029061694109	0.8580880529656815	0.829623338623289	0.8486343235469154	0.8534008629240231	0.853100203332672	1.0	0.8403739337433048	0.8279910979964292	0.7159361981749652	0.8142413459631025	0.8547584804602262
ZellerG_2014__CCIS05314658ST-4-0__bin.73	0.5605492405354668	0.7465746164417156	0.4129590358936919	0.8732741366841723	0.7334124879966532	0.819943839076437	0.8560564293720251	0.8398014986699883	0.6056448188506015	0.8031689462833373	0.8585489858857576	0.8672628982272994	0.8848995858492537	0.8591906278871537	0.8620802121495509	0.8531373659560937	0.780435501180107	0.84148055598938	0.7833068961775573	0.8511196119790735	0.6045283743124927	0.8205265227707644	0.8866332109634854	0.8486276826813736	0.8781269071287493	0.8848092667405526	0.8881573459228136	0.8502691070388064	1.0	0.861459268277232	0.7457015317242733	0.8136365546521553	0.862039443107429
ZeeviD_2015__PNP_Main_502__bin.13	0.5571468263788371	0.7492501624990744	0.40928184586290334	0.8905278387654754	0.7264376342160076	0.8087833676896777	0.8878221579750495	0.8456211325378526	0.6084072938825033	0.7928100409554629	0.8562799325826626	0.8781468966316014	0.8874905142945388	0.8608868683659396	0.8675032863736852	0.8537438710792155	0.7815550417750785	0.8365711840881919	0.7905435981693775	0.8653741845774297	0.6101680433465885	0.8229402490745306	0.8808127042314317	0.8367237148649153	0.8778519616027503	0.8874455778416452	0.8893582251746667	0.8453426531114696	0.8692766939935153	1.0	0.7466356204300102	0.8136510614812953	0.8529141289701514
BritoIL_2016__W2.11.ST__bin.19	0.585163513793549	0.7856255290579461	0.4323337276495719	0.9137747381187062	0.775651902620457	0.9239219452662553	0.8888257609067183	0.8826517932722564	0.6583251067291964	0.8382105434605571	0.8915044094853064	0.8937655467524731	0.9127951923496023	0.970991375256261	0.8934589129871253	0.8864063363841227	0.81821435153076	0.8774527833705091	0.8346112289131936	0.8940492403358747	0.6453103768383688	0.8683225909559097	0.9134191652985396	0.891729987941111	0.9121069868912154	0.9267581164275408	0.9929420706878765	0.8831136556021072	0.9091247632382056	0.9020775393443238	1.0	0.8439494123107723	0.8920710319793783
CM_madagascar__A08_01_1FE__bin.48	0.5479803271093111	0.7187860748834867	0.40536228130567814	0.8366711480321253	0.7746168172240608	0.7924182064039711	0.8308471082178177	0.8320197249491453	0.5874562546283221	0.8482203165935028	0.8213249658041014	0.8425348824194688	0.8537801597413737	0.8270539989354045	0.818720090789948	0.8276038663815598	0.8259314884684013	0.8835660563246469	0.7813440712576152	0.8244510761133677	0.6773956976288675	0.7987875585494952	0.846013688771121	0.8311386355738859	0.852330331729499	0.8533031741342354	0.8552039585250278	0.8547146090344848	0.84414023506996	0.8365637774657163	0.7181945606721788	1.0	0.8361180269324424
LeChatelierE_2013__MH0250__bin.57	0.5431043811476652	0.7247812394298961	0.3989335750711579	0.8432913115987778	0.716294238300151	0.7964770752031779	0.8416248294097314	0.8339998231488289	0.6068722138983996	0.7764533177836219	0.848262313571967	0.849764311804692	0.8753403302912046	0.8284123155198033	0.841814666156313	0.8306050226969308	0.7662528390487385	0.8209585951833409	0.7800527956398148	0.83247370884732	0.5978824854886193	0.8232755928688167	0.870483725054555	0.8279256656189575	0.8558409427775158	0.8593921884961405	0.860570165702127	0.8526130997248913	0.8498688147694226	0.8333103509259024	0.7213827288135698	0.7945261470746281	1.0
