	BritoIL_2016__W2.5.ST__bin.78	CosteaPI_2017__SID713B046-11-90-0__bin.66	BritoIL_2016__WL.37.ST__bin.29	XieH_2016__YSZC12003_36696__bin.110	RampelliS_2015__H14__bin.28	BritoIL_2016__W1.9.ST__bin.81	LeChatelierE_2013__MH0426__bin.42	NielsenHB_2014__MH0094__bin.25	KarlssonFH_2013__S577__bin.22	RampelliS_2015__H4__bin.4	LeChatelierE_2013__MH0267__bin.49	CosteaPI_2017__SID713B046-11-0-0__bin.35	ZeeviD_2015__PNP_Validation_68__bin.20	BritoIL_2016__W2.7.ST__bin.26	LiJ_2014__MH0346__bin.53	BritoIL_2016__M1.15.ST__bin.37	RampelliS_2015__H3__bin.16	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.14	LeChatelierE_2013__MH0094__bin.24	LiJ_2014__MH0402__bin.29	CM_madagascar__A79_02_1FE__bin.22	XieH_2016__YSZC12003_37406__bin.2	ZellerG_2014__CCIS07648107ST-4-0__bin.16	XieH_2016__YSZC12003_35723__bin.27	ZeeviD_2015__PNP_Main_729__bin.23	ZeeviD_2015__PNP_Main_443__bin.2	BritoIL_2016__W1.2.ST__bin.8	WenC_2017__RA025__bin.37	ZellerG_2014__CCIS05314658ST-4-0__bin.73	ZeeviD_2015__PNP_Main_502__bin.13	BritoIL_2016__W2.11.ST__bin.19	CM_madagascar__A08_01_1FE__bin.48	LeChatelierE_2013__MH0250__bin.57
LeChatelierE_2013__MH0267__bin.49	0.9790543506029857	0.9812152408251116	0.978432729528251	0.981824589596731	0.955612010060091	0.9809184468603438	0.9795565236420636	0.9779812711378175	0.9801752331329645	0.9546112122693624	1.0	0.9808653072827866	0.9812046965165216	0.9803167211836065	0.9815136368889402	0.9805419831747508	0.955455645177179	0.9538985258982432	0.9787203496750665	0.981350350057919	0.9566532380141203	0.9821720132312158	0.9817389126154904	0.9777422820788697	0.9798368539780187	0.9820512333578802	0.9800088889949888	0.9757029857881698	0.9810909778979033	0.9799366955665167	0.9805078210086953	0.9547770700636943	0.9811781215600809
CosteaPI_2017__SID713B046-11-0-0__bin.35	0.9806678477306316	0.9994201659925844	0.9797780140728632	0.9809792363089763	0.9552680704149019	0.9807730347444819	0.9793426483033246	0.9784898195531596	0.9808535293473011	0.9549864311147043	0.9808653072827866	1.0	0.980530168778272	0.980606536163055	0.9808692277565626	0.9806235020315237	0.9554254376177724	0.9536699946347842	0.9787538220438975	0.9815762611090472	0.955970087047644	0.9808642605390671	0.9811649018781348	0.9778515740974918	0.9804722625262444	0.9814019707700191	0.980332366571151	0.9753838528218369	0.9810880306973603	0.9804223614422415	0.9810030592846561	0.9545207240707675	0.9807009956724786
ZeeviD_2015__PNP_Validation_68__bin.20	0.9803290139451846	0.9816999190877538	0.9795751801586627	0.9815011457381728	0.9557987969280626	0.98086418231248	0.9794766474871887	0.9783509156602864	0.9806964386862429	0.9553066883556517	0.9812046965165216	0.980530168778272	1.0	0.9809132188445613	0.9809129055004548	0.9810775628302553	0.9557174883628228	0.9540697653997057	0.9786811248592544	0.9812798182832413	0.9564940558568515	0.98200174981971	0.9839677166454969	0.978509830777686	0.9802243478393	0.9820434588632029	0.9803510817019234	0.9757824775456535	0.9821945359725929	0.9806930661909055	0.9807595768717264	0.9547634000074225	0.9809911490687534
BritoIL_2016__W2.7.ST__bin.26	0.9998319149120752	0.9811854671770287	0.9998302119397917	0.9808990125833245	0.9551593884412698	0.9992713422688253	0.9797860982707944	0.9784878848499348	0.9819514316256093	0.9549509825200309	0.9803167211836065	0.980606536163055	0.9809132188445613	1.0	0.980514883381577	0.9797041702424333	0.955752989757399	0.9544946881850771	0.9787870097933304	0.9805601007198663	0.9568343884705012	0.9802812843549793	0.9805461755663102	0.9790592411803861	0.9794979109279466	0.9805364092630096	0.9999503114807643	0.9770665159832096	0.9808779187041237	0.9802912459028681	0.9997937129697065	0.9552212556988054	0.9803934626336369
LiJ_2014__MH0346__bin.53	0.9808900679992919	0.9812830929115847	0.9803795334007787	0.9814502350856401	0.9557912974679583	0.9806780224038976	0.9806835578771939	0.9785583284522243	0.9802001533473317	0.9551089844354115	0.9815136368889402	0.9808692277565626	0.9809129055004548	0.980514883381577	1.0	0.9805350914065323	0.9556863320454928	0.9547219924591895	0.9790542498422162	0.9814460424984499	0.9566281831335893	0.9822355406994387	0.981496898921607	0.9783652667838145	0.9803950473787536	0.9816666998071225	0.9803923792082394	0.9766554030917275	0.9816224547149773	0.98035587585686	0.9805537465844014	0.9551049688945908	0.9822215776843679
BritoIL_2016__M1.15.ST__bin.37	0.9794625482692416	0.9814881023658416	0.9788165232870751	0.9810373160642012	0.9546349143869317	0.9800777571176741	0.9789345056755807	0.9774990161569301	0.9797642916828222	0.9545783661571807	0.9805419831747508	0.9806235020315237	0.9810775628302553	0.9797041702424333	0.9805350914065323	1.0	0.9546217165420601	0.952862599725067	0.9782494182024026	0.980330468212513	0.9555457866850069	0.9810913344143638	0.9820506890831389	0.9771785268786819	0.9796218031842863	0.9897986776165253	0.9791505418643656	0.9754558633903269	0.9818457036395936	0.97960646475503	0.9797557196938002	0.9539377656167258	0.9805852104491646
RampelliS_2015__H3__bin.16	0.9541014605680607	0.9564625777262139	0.9525316455696202	0.9558150450921851	0.9742564646173156	0.9557207566331539	0.9561707914060376	0.9560657089088829	0.9549057431802228	0.975322576408621	0.955455645177179	0.9554254376177724	0.9557174883628228	0.955752989757399	0.9556863320454928	0.9546217165420601	1.0	0.9709787810397306	0.955792084323654	0.9560368626366541	0.9731210152651797	0.9557015453905564	0.9559337634977004	0.9558629368724795	0.9562455779862349	0.9559437722069067	0.9555017389715388	0.9546677820956512	0.9559936445593833	0.9563744537028933	0.9564834571525367	0.9730830623162873	0.9554455712735928
Bengtsson-PalmeJ_2015__TRAVELRES14__bin.14	0.9522160450418176	0.9550285459600569	0.9505060409005025	0.9540174215079248	0.9717538010307227	0.9548043209347514	0.9545670416588113	0.9545370861398332	0.9532417474513029	0.9719539892494817	0.9538985258982432	0.9536699946347842	0.9540697653997057	0.9544946881850771	0.9547219924591895	0.952862599725067	0.9709787810397306	1.0	0.9545217197872315	0.9541882281217173	0.9714753356536642	0.9546814810577607	0.9542710315787681	0.953860142087338	0.9546046206596666	0.9536363139843795	0.9538660921551209	0.9525658655667447	0.9545986253219678	0.9543637671155729	0.9552107604056629	0.9708385081843084	0.9537718051762015
LeChatelierE_2013__MH0094__bin.24	0.9788651003497914	0.9794163253152054	0.9785277120772475	0.9789333444030461	0.9560908198698173	0.9788817867515094	0.977439398236089	0.9996994675663374	0.9790620267778161	0.9553902494101014	0.9787203496750665	0.9787538220438975	0.9786811248592544	0.9787870097933304	0.9790542498422162	0.9782494182024026	0.955792084323654	0.9545217197872315	1.0	0.9790512927784514	0.956942398179979	0.979283901577844	0.9791718244681431	0.9850931493377154	0.9783712340446719	0.9784117512049575	0.9783931222594344	0.9811134997668669	0.9791578788909918	0.9778297241397667	0.9787983901053176	0.9553893111306319	0.9785143160324671
LiJ_2014__MH0402__bin.29	0.9802620446900762	0.9824659826120441	0.9793162244956939	0.9810235004584278	0.9550505690539713	0.9810713096317107	0.9800950870272288	0.9785650078486149	0.9803471857562304	0.9546492827119707	0.981350350057919	0.9815762611090472	0.9812798182832413	0.9805601007198663	0.9814460424984499	0.980330468212513	0.9560368626366541	0.9541882281217173	0.9790512927784514	1.0	0.9557601682450547	0.9806504026697074	0.9813206773557207	0.9782352531905099	0.9806706712809048	0.9810978399450705	0.9801634132070018	0.975910768087525	0.9814618862427682	0.9803162280346412	0.9804166883290036	0.9541964438359094	0.9804708267726284
CM_madagascar__A79_02_1FE__bin.22	0.9556668813885555	0.9564631712677364	0.9542813257182416	0.9567269649158594	0.9750413670309482	0.9571104719943677	0.9566447502691194	0.9567839835129074	0.9554821712875682	0.9741900398865837	0.9566532380141203	0.955970087047644	0.9564940558568515	0.9568343884705012	0.9566281831335893	0.9555457866850069	0.9731210152651797	0.9714753356536642	0.956942398179979	0.9557601682450547	1.0	0.9559219172590867	0.9565083917236185	0.955642920466889	0.9564937069440482	0.9564432445535729	0.956415614518763	0.954852640194459	0.9571071932887265	0.95668918623898	0.9570828787428579	0.9874390425518796	0.9564897820284786
XieH_2016__YSZC12003_37406__bin.2	0.9799774710702848	0.9817178774342902	0.9794938857062192	0.9815962500158537	0.9558724899248475	0.9804339429776348	0.9799019044188702	0.978993839174385	0.9804538730610177	0.9548331943086539	0.9821720132312158	0.9808642605390671	0.98200174981971	0.9802812843549793	0.9822355406994387	0.9810913344143638	0.9557015453905564	0.9546814810577607	0.979283901577844	0.9806504026697074	0.9559219172590867	1.0	0.982171669915906	0.978804142472683	0.9800775801598957	0.9816828499467024	0.9797347926628805	0.976706445478985	0.9820230724421838	0.9803463719162796	0.9805572058193675	0.9549527823006949	0.9810739034447795
ZellerG_2014__CCIS07648107ST-4-0__bin.16	0.9800743897927622	0.9818866293806251	0.979583004723441	0.9818177018458788	0.9560272852648009	0.9809638807223855	0.9801045243843006	0.9788760716493273	0.9808419884589581	0.9555667856494285	0.9817389126154904	0.9811649018781348	0.9839677166454969	0.9805461755663102	0.981496898921607	0.9820506890831389	0.9559337634977004	0.9542710315787681	0.9791718244681431	0.9813206773557207	0.9565083917236185	0.982171669915906	1.0	0.9781193676556393	0.980774002436785	0.9821226348725416	0.9801283304840431	0.9763371038697314	0.9825059026071556	0.9807824175576355	0.9807966263544708	0.9552035936458769	0.9817120796233068
XieH_2016__YSZC12003_35723__bin.27	0.9787533289778859	0.978881002621651	0.9779128978477183	0.978556101002381	0.9554501198964203	0.9791824090627054	0.9773895595097005	0.9848818469829406	0.9788203023469645	0.9547222119996566	0.9777422820788697	0.9778515740974918	0.978509830777686	0.9790592411803861	0.9783652667838145	0.9771785268786819	0.9558629368724795	0.953860142087338	0.9850931493377154	0.9782352531905099	0.955642920466889	0.978804142472683	0.9781193676556393	1.0	0.9780479643541065	0.9779039775133859	0.9784875679864692	0.9803983622445952	0.9788467465270292	0.9771881442213094	0.9790145035578883	0.9545860510028752	0.9777261089844794
ZeeviD_2015__PNP_Main_729__bin.23	0.9793467966148299	0.9813111708661046	0.9790464202156679	0.9798922943897381	0.9561351028399374	0.979797284624367	0.9791234829011618	0.9779303626262998	0.9797609656122095	0.9555452010675891	0.9798368539780187	0.9804722625262444	0.9802243478393	0.9794979109279466	0.9803950473787536	0.9796218031842863	0.9562455779862349	0.9546046206596666	0.9783712340446719	0.9806706712809048	0.9564937069440482	0.9800775801598957	0.980774002436785	0.9780479643541065	1.0	0.9806484010012754	0.9790513858393131	0.97564850258389	0.9811512087095768	0.9799109681804148	0.9796337892830598	0.9551974854875879	0.9798909838288196
ZeeviD_2015__PNP_Main_443__bin.2	0.9791680892469998	0.982288664150744	0.9785857857032417	0.981132335150505	0.95538227790041	0.9807210847854633	0.9794976552409063	0.9783229754796431	0.9802531858754842	0.9551432929826809	0.9820512333578802	0.9814019707700191	0.9820434588632029	0.9805364092630096	0.9816666998071225	0.9897986776165253	0.9559437722069067	0.9536363139843795	0.9784117512049575	0.9810978399450705	0.9564432445535729	0.9816828499467024	0.9821226348725416	0.9779039775133859	0.9806484010012754	1.0	0.9799891352259967	0.9759541627556794	0.9818741799983991	0.9804843222167136	0.9804447716278092	0.9549582747393036	0.9810439453779881
BritoIL_2016__W1.2.ST__bin.8	0.9998986885799516	0.9810786318735703	0.9998797147051507	0.9801597974843762	0.9549559077153363	0.9993067539548944	0.9793491851651117	0.9780595089635064	0.9817223639220765	0.9549501023995833	0.9800088889949888	0.980332366571151	0.9803510817019234	0.9999503114807643	0.9803923792082394	0.9791505418643656	0.9555017389715388	0.9538660921551209	0.9783931222594344	0.9801634132070018	0.956415614518763	0.9797347926628805	0.9801283304840431	0.9784875679864692	0.9790513858393131	0.9799891352259967	1.0	0.9765394042352687	0.9803830749152742	0.97981305934895	0.9997382317865141	0.9551510614638826	0.9800261960762221
WenC_2017__RA025__bin.37	0.9762643380695574	0.9767168953615624	0.9752073883981858	0.9764764222522924	0.9546260510719642	0.9771245111183882	0.9748225561648155	0.9804048746387621	0.9777420463051676	0.9539569611150636	0.9757029857881698	0.9753838528218369	0.9757824775456535	0.9770665159832096	0.9766554030917275	0.9754558633903269	0.9546677820956512	0.9525658655667447	0.9811134997668669	0.975910768087525	0.954852640194459	0.976706445478985	0.9763371038697314	0.9803983622445952	0.97564850258389	0.9759541627556794	0.9765394042352687	1.0	0.9770692621441375	0.9760127148833555	0.9775158596814945	0.9535040558453682	0.9755860791476602
ZellerG_2014__CCIS05314658ST-4-0__bin.73	0.980149373224685	0.9816769428197236	0.9800594228009694	0.9820566662034885	0.9558794917950504	0.9811209594500274	0.9808719861843651	0.9788373713248867	0.980557580878067	0.9555395369939229	0.9810909778979033	0.9810880306973603	0.9821945359725929	0.9808779187041237	0.9816224547149773	0.9818457036395936	0.9559936445593833	0.9545986253219678	0.9791578788909918	0.9814618862427682	0.9571071932887265	0.9820230724421838	0.9825059026071556	0.9788467465270292	0.9811512087095768	0.9818741799983991	0.9803830749152742	0.9770692621441375	1.0	0.9812573989121947	0.9807845240059396	0.9554315250959137	0.9821778866871194
ZeeviD_2015__PNP_Main_502__bin.13	0.9794245596857998	0.9816599347064818	0.9783858205172818	0.9810571673604284	0.9559359865410162	0.9803452997878797	0.9790403113348846	0.9773498174540417	0.9795986789074593	0.9553723760850117	0.9799366955665167	0.9804223614422415	0.9806930661909055	0.9802912459028681	0.98035587585686	0.97960646475503	0.9563744537028933	0.9543637671155729	0.9778297241397667	0.9803162280346412	0.95668918623898	0.9803463719162796	0.9807824175576355	0.9771881442213094	0.9799109681804148	0.9804843222167136	0.97981305934895	0.9760127148833555	0.9812573989121947	1.0	0.9804995707112895	0.9551247903938923	0.9802169026992821
BritoIL_2016__W2.11.ST__bin.19	0.9995741751603048	0.9815132906361774	0.9992930164161589	0.9809633731687816	0.9561963979012581	0.9991028186378885	0.9801013524908091	0.9787683812618394	0.9819246052565547	0.9558043519015046	0.9805078210086953	0.9810030592846561	0.9807595768717264	0.9997937129697065	0.9805537465844014	0.9797557196938002	0.9564834571525367	0.9552107604056629	0.9787983901053176	0.9804166883290036	0.9570828787428579	0.9805572058193675	0.9807966263544708	0.9790145035578883	0.9796337892830598	0.9804447716278092	0.9997382317865141	0.9775158596814945	0.9807845240059396	0.9804995707112895	1.0	0.9562449368596617	0.9806353508030147
CM_madagascar__A08_01_1FE__bin.48	0.9538988534183358	0.9556092513673399	0.9526587040633746	0.9549671264702475	0.974535094577502	0.9558892560815744	0.9552786099281441	0.955338823610283	0.9542990094048924	0.9738765770060084	0.9547770700636943	0.9545207240707675	0.9547634000074225	0.9552212556988054	0.9551049688945908	0.9539377656167258	0.9730830623162873	0.9708385081843084	0.9553893111306319	0.9541964438359094	0.9874390425518796	0.9549527823006949	0.9552035936458769	0.9545860510028752	0.9551974854875879	0.9549582747393036	0.9551510614638826	0.9535040558453682	0.9554315250959137	0.9551247903938923	0.9562449368596617	1.0	0.9548868716069843
LeChatelierE_2013__MH0250__bin.57	0.9792945888297819	0.9817956265276412	0.9792967670836964	0.9816349197094583	0.9556477526880213	0.980774311940577	0.979580820610481	0.9781570807451164	0.9799618368249676	0.9549182322593206	0.9811781215600809	0.9807009956724786	0.9809911490687534	0.9803934626336369	0.9822215776843679	0.9805852104491646	0.9554455712735928	0.9537718051762015	0.9785143160324671	0.9804708267726284	0.9564897820284786	0.9810739034447795	0.9817120796233068	0.9777261089844794	0.9798909838288196	0.9810439453779881	0.9800261960762221	0.9755860791476602	0.9821778866871194	0.9802169026992821	0.9806353508030147	0.9548868716069843	1.0
