	BritoIL_2016__W2.5.ST__bin.78	CosteaPI_2017__SID713B046-11-90-0__bin.66	BritoIL_2016__WL.37.ST__bin.29	XieH_2016__YSZC12003_36696__bin.110	RampelliS_2015__H14__bin.28	BritoIL_2016__W1.9.ST__bin.81	LeChatelierE_2013__MH0426__bin.42	NielsenHB_2014__MH0094__bin.25	KarlssonFH_2013__S577__bin.22	RampelliS_2015__H4__bin.4	LeChatelierE_2013__MH0267__bin.49	CosteaPI_2017__SID713B046-11-0-0__bin.35	ZeeviD_2015__PNP_Validation_68__bin.20	BritoIL_2016__W2.7.ST__bin.26	LiJ_2014__MH0346__bin.53	BritoIL_2016__M1.15.ST__bin.37	RampelliS_2015__H3__bin.16	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.14	LeChatelierE_2013__MH0094__bin.24	LiJ_2014__MH0402__bin.29	CM_madagascar__A79_02_1FE__bin.22	XieH_2016__YSZC12003_37406__bin.2	ZellerG_2014__CCIS07648107ST-4-0__bin.16	XieH_2016__YSZC12003_35723__bin.27	ZeeviD_2015__PNP_Main_729__bin.23	ZeeviD_2015__PNP_Main_443__bin.2	BritoIL_2016__W1.2.ST__bin.8	WenC_2017__RA025__bin.37	ZellerG_2014__CCIS05314658ST-4-0__bin.73	ZeeviD_2015__PNP_Main_502__bin.13	BritoIL_2016__W2.11.ST__bin.19	CM_madagascar__A08_01_1FE__bin.48	LeChatelierE_2013__MH0250__bin.57
RampelliS_2015__H3__bin.16	0.5828977714892112	0.7902808631057658	0.42207852847541566	0.9193915811814645	0.855600282985497	0.8749501238061549	0.9104704633887514	0.9131397240891405	0.6561110718075699	0.9157566324725858	0.8977113547930669	0.9130696851786346	0.9299872656526353	0.9100756986204457	0.9113569154580827	0.8994234170498762	1.0	0.9422865228157057	0.855765829501238	0.9107704280155642	0.7035160948001415	0.8774453484258932	0.9207767951892466	0.9039596745666785	0.9289232401839406	0.9328369296073576	0.9330619030774673	0.9082497347010966	0.9208079235939158	0.9134722320481076	0.7914403961796957	0.9227775026529891	0.9175472232048107
Bengtsson-PalmeJ_2015__TRAVELRES14__bin.14	0.5417020053187667	0.7055301995735404	0.40195740195021445	0.8359963104051367	0.7466062914779942	0.789735618965476	0.8323857782888905	0.8165941924818515	0.5886323342677112	0.8162180454730588	0.8220303553031937	0.8328170296365509	0.8526108675339611	0.8232043173051582	0.813195692278205	0.8230629626967584	0.7977682742758571	1.0	0.7673908095546131	0.8193709719926208	0.6221070222094444	0.7957893097582597	0.8440774814921297	0.8161928891444452	0.8402393444979516	0.8553882460049355	0.8610118833704689	0.833230911138264	0.841790651429119	0.8295574882004839	0.7195267016459427	0.8377003521886006	0.8337442200340209
LeChatelierE_2013__MH0094__bin.24	0.6146676332004349	0.798480608916274	0.44593330916998913	0.9255215657847046	0.8235556361000362	0.8833410656034795	0.9151301196085538	1.0034142805364263	0.6768814787966655	0.8860050743022835	0.9290663283798478	0.9172577020659659	0.9444603117071403	0.9226567596955418	0.9131098223994201	0.9220152229068503	0.8768575570859007	0.9287459224356651	1.0	0.9200746647335991	0.6907981152591519	0.8934889452700254	0.9311069227981152	0.9316766944545125	0.9318332729249729	0.9475172163827473	0.944787966654585	0.9343696991663646	0.9245712214570496	0.9259775280898876	0.808339253352664	0.9110431315694092	0.934529902138456
LiJ_2014__MH0402__bin.29	0.6175749790338254	0.8020207398730049	0.4606168714473982	0.9379294737822979	0.7930798312056548	0.8613922871101289	0.9306971419443298	0.8929846514290278	0.6515102301620053	0.8657119846647409	0.9158943571038725	0.9369876599086807	0.9283010077075651	0.9103672741310685	0.9188961808282637	0.9016679756659256	0.8568669213668615	0.9105236884493018	0.8447990575205335	1.0	0.6611420242009558	0.8749890177180815	0.9285499394310512	0.8992412241583578	0.9389558179470454	0.9412660907069927	0.9441367926412055	0.9046438412694187	0.9202559870076277	0.9283376153139602	0.7937500831991054	0.8837602002103273	0.913908228058732
CM_madagascar__A79_02_1FE__bin.22	0.581703210941986	0.809164030045352	0.4153655790397816	0.9118821836885621	0.8569503015228453	0.8704651386394046	0.898193918143579	0.9043106399688727	0.6620481987256156	0.9038514590003514	0.8904300755447045	0.9055336248967741	0.9187528249514086	0.8984760763121029	0.8830993547204432	0.8871475157051573	0.893578745043137	0.9333190157532321	0.8563194893116868	0.8925840027101561	1.0	0.8854419863935064	0.9161837478692116	0.8909539552015499	0.9198607899889563	0.9193108511382027	0.9210990509960453	0.9101496965901096	0.9049028126856156	0.905526436153627	0.79233068937351	0.9473137014748605	0.9083570037678
XieH_2016__YSZC12003_37406__bin.2	0.5918272164973649	0.782405562483919	0.43763216975297536	0.9099585814362554	0.7986423726638837	0.8454594025434976	0.8915133695539273	0.8852927778543406	0.6645327156416347	0.8512998205716047	0.9143278631320472	0.9045254923418766	0.9272537679623574	0.8954108285681506	0.9104894668132145	0.8938460065810778	0.841995748843695	0.9019742554536253	0.8367676819792927	0.8924583726801769	0.6689461246385804	1.0	0.9374240925559959	0.8803803909135777	0.9203997797708232	0.9215620249950611	0.9259360588617465	0.9111187900158247	0.9043734228732847	0.900414185637446	0.7861882905151422	0.8726540399223088	0.921288435727907
ZellerG_2014__CCIS07648107ST-4-0__bin.16	0.5840084486657509	0.7448977128307921	0.434847527211476	0.8910946680178259	0.7496024211914921	0.8254039394504034	0.8739169111361066	0.8542753727707575	0.6292832191100302	0.8317503434127583	0.897080790366243	0.8752961335344802	0.9167291381779036	0.8683956882585956	0.886317531909994	0.8646207788397074	0.8056924495002176	0.8723755001074035	0.7951340934738885	0.8636061713392881	0.6311589120485724	0.8547935097310083	1.0	0.8583139934740742	0.8906638157784775	0.9063286374978875	0.9085144697638917	0.8776429163496663	0.8906576253727398	0.8783944316062308	0.7539363242485002	0.8425569347091716	0.8876744688477117
XieH_2016__YSZC12003_35723__bin.27	0.5983415994525977	0.778445438635264	0.43987634336882026	0.9031075431739641	0.7899065075695884	0.8642531323979444	0.8976660408175726	0.9039338232610122	0.6460149739207421	0.8656388937005601	0.9012167223161328	0.905334185496893	0.9225958070101735	0.8973600848977902	0.8936076450486576	0.8901213403922209	0.8480135762132214	0.9043837974770915	0.8529918307778381	0.8966552580283563	0.6580368514282036	0.8606652848874368	0.9202058997061894	1.0	0.9163359887121513	0.9260436182970931	0.9386090487292874	0.9059474246940274	0.9173673455436956	0.8978863821741188	0.7905449665605444	0.8880042050687803	0.9088457099471513
ZeeviD_2015__PNP_Main_729__bin.23	0.5769083807287617	0.7610615736646135	0.4280708932792391	0.8998272047136288	0.7722960999883545	0.8323432488661293	0.8955762518215896	0.8710336557376533	0.6271883468621446	0.8443614915160347	0.8904534538598816	0.8967659898588995	0.9114029151729369	0.8843908257978012	0.8881929515889927	0.8767009634360138	0.8265424890704621	0.8830688946452346	0.8091880510013628	0.8880267659583844	0.6443898186121612	0.853438122605967	0.9056997264861496	0.8691332223330825	1.0	0.9126052430307475	0.9177053793155544	0.8832495585694187	0.898242775803624	0.8910124418901098	0.766471419533736	0.8631832731644828	0.8891252277970647
ZeeviD_2015__PNP_Main_443__bin.2	0.5880101056551643	0.7600471530321671	0.4382220621734938	0.9116758963059903	0.7659575936394851	0.8442293685094786	0.8995438402116993	0.8803758440461769	0.6258178535332465	0.842282643405508	0.8919733820004153	0.8949722044293486	0.9238700619024706	0.8906283034883582	0.8834279928153735	0.9141176153213476	0.8272264217586525	0.895959055408577	0.8200336395101756	0.8872103987618252	0.6418333219361351	0.8516348287503004	0.9185217436584002	0.8753794796478453	0.9095284132151454	1.0	0.9308231893041163	0.8849386966666019	0.9013625820990376	0.8971880707094725	0.7755155559208236	0.8614707153697178	0.8887587447355924
BritoIL_2016__W1.2.ST__bin.8	0.6131703123627373	0.7658295997891645	0.45906529623633646	0.9121864136641442	0.7713314006751754	0.8879447309965739	0.8937910219243753	0.8780323281000967	0.6357039770088978	0.8480905588394011	0.8936868591794987	0.9011112784408217	0.9150948131972942	0.94712987713816	0.8853720366954055	0.8836803333207836	0.8275811653677698	0.9020186237967948	0.8178250065886074	0.8900832046986182	0.6432024396671812	0.8558375061179926	0.9209097298043497	0.887423917272191	0.9147829524490795	0.9309978288970043	1.0	0.8842626407138285	0.9063194156846505	0.8999065045241771	0.8150163773954294	0.8633773828796607	0.8910683583700413
WenC_2017__RA025__bin.37	0.556930048601468	0.7363990279706407	0.4154929577464789	0.8525720343185876	0.7432887819877009	0.8026631620710176	0.8532229468359452	0.8601901904384051	0.6153224806585995	0.8103488891093037	0.8558197778218607	0.8604641936123785	0.8802079200555445	0.8447480658599484	0.8508765621900417	0.8509410335250942	0.7958558569728229	0.862384075580242	0.7990496677246578	0.8425628595516762	0.6278894316603848	0.8319827415195398	0.8788850178536005	0.846210449315612	0.869815636778417	0.8744271969847253	0.8735952687958738	1.0	0.8600965830192422	0.8483404830390795	0.732403664947431	0.853946389605237	0.8761487056139655
ZellerG_2014__CCIS05314658ST-4-0__bin.73	0.5719018507263475	0.7605094750389971	0.42136122186700886	0.8892298853386371	0.7672645917105875	0.8357214583776305	0.8727504112969134	0.8579581483830057	0.6176534970116292	0.840539731940412	0.875096199259007	0.8839807143614282	0.9009412631001908	0.8759404320389476	0.8782197351015808	0.8689118491771239	0.8163605538819341	0.8815019566004139	0.7999801799733685	0.8671957861118063	0.6316203436265756	0.835547092320555	0.9024202385051686	0.8669668522598907	0.8949965095427783	0.9011432266627026	0.9059288849917866	0.8702239851174179	1.0	0.8779136536776498	0.7603112747726812	0.8515906512195902	0.877681583745571
ZeeviD_2015__PNP_Main_502__bin.13	0.5688511900881578	0.7632481840293315	0.41832356651133	0.907722677529052	0.7599228865152033	0.824998465198616	0.9068290117334775	0.86521848926177	0.6210781077829304	0.8298440072176804	0.8738114782890477	0.8956822397847101	0.904962566668924	0.8781949976234312	0.8848860987500704	0.871517187560324	0.8172061045221894	0.8765747536881119	0.8084675467038479	0.8827500349681553	0.6377913037204218	0.8394382563643625	0.8980714666815189	0.8562565149945348	0.8958486945327526	0.9051094012755624	0.9076815385228818	0.866118484135217	0.8858803968838153	1.0	0.7614849029340972	0.8518793247380236	0.8701279549673451
BritoIL_2016__W2.11.ST__bin.19	0.5854127971040314	0.8004227110859958	0.43263959674218827	0.9315074987631419	0.8111847151097038	0.9247516151799772	0.9068712726983542	0.9017984337973113	0.6704436401786581	0.8769687455314438	0.909227229384232	0.911073149358172	0.9307022983768292	0.9711917195119247	0.9111779095223931	0.9047217776499925	0.8554401494476387	0.9185959996910722	0.8526896216322857	0.9119074073082831	0.674247122345343	0.8855399621792867	0.9313033311438204	0.9108445122114411	0.9310693412879689	0.9452425503670812	0.9932020594166006	0.903426422042762	0.9269362851739898	0.9200182909717385	1.0	0.8825661499263238	0.9096867976958881
CM_madagascar__A08_01_1FE__bin.48	0.5744637653621252	0.7521757181138701	0.4255063010254214	0.8761256014378546	0.794857795818925	0.8289853676693559	0.8697432346782201	0.8709158514095477	0.615589295219602	0.8709731157116326	0.8602269488408534	0.8826784596423324	0.8942321833186485	0.8658245343696437	0.8572043047137631	0.8675658897375863	0.8487779928081243	0.9101061081488403	0.8178279389926949	0.8640265654303217	0.6860126736312205	0.8364681200520064	0.8856893906167235	0.8706796361634479	0.8923079726224578	0.8935502175392749	0.895359899631296	0.8963932599916447	0.8835172515217338	0.8758685628091785	0.7510571120310997	1.0	0.8756199836796739
LeChatelierE_2013__MH0250__bin.57	0.5545873400532656	0.7382200733499508	0.4073673971774306	0.859068167469402	0.7495379299384917	0.8120900654782186	0.8591683419089662	0.8526236118574382	0.6192814771895999	0.813109742335264	0.8645344763937697	0.8664866412437955	0.8923019653359338	0.8449794364136561	0.8570516931026189	0.8470503265253877	0.801984814296995	0.8607494903161617	0.7971807697230795	0.8490550520381479	0.6250798458303007	0.8391575700649093	0.886699617049195	0.8467869048509782	0.8734042428203681	0.8759976477557525	0.8781093496761954	0.8739496369913288	0.8652901132156675	0.8501285262794038	0.7356279051360425	0.8320631173172544	1.0
