	LiJ_2014__MH0399__bin.80	XieH_2016__YSZC12003_37315__bin.119	LiuW_2016__SRR3992981__bin.39	Bengtsson-PalmeJ_2015__TRAVELRES39__bin.16	LiJ_2014__MH0402__bin.1	XieH_2016__YSZC12003_36033__bin.79	NielsenHB_2014__MH0012__bin.89	LiJ_2014__O2.UC13-1__bin.11	LeChatelierE_2013__MH0250__bin.73	XieH_2016__YSZC12003_37652__bin.41	LiJ_2014__MH0262__bin.31	XieH_2016__YSZC12003_35520__bin.37	XieH_2016__YSZC12003_37264__bin.28	LeChatelierE_2013__MH0428__bin.92	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.12	XieH_2016__YSZC12003_37203__bin.14	XieH_2016__YSZC12003_37228__bin.96	LoombaR_2017__SID0012_qdz__bin.71	QinJ_2012__T2D-085__bin.20	XieH_2016__YSZC12003_35550__bin.91	LeChatelierE_2013__MH0407__bin.9	XieH_2016__YSZC12003_36667__bin.109	XieH_2016__YSZC12003_35549__bin.54	XieH_2016__YSZC12003_37393__bin.68	XieH_2016__YSZC12003_37176__bin.69	HMP_2012__SRS017307__bin.46	ZellerG_2014__CCIS07539127ST-4-0__bin.75	Bengtsson-PalmeJ_2015__TRAVELRES50__bin.100	LiuW_2016__SRR3993056__bin.66	XieH_2016__YSZC12003_36058__bin.61	XieH_2016__YSZC12003_37265R1__bin.26	LiJ_2014__MH0338__bin.39	LeChatelierE_2013__MH0224__bin.18	CosteaPI_2017__SID713A004-11-90-0__bin.60	LeChatelierE_2013__MH0318__bin.94	HMP_2012__SRS011134__bin.70	XieH_2016__YSZC12003_37797__bin.14	LeChatelierE_2013__MH0012__bin.34	LiJ_2014__MH0339__bin.58	CosteaPI_2017__SID713A028-11-0-0__bin.13
LiJ_2014__MH0262__bin.31	1106565.0	1286397.0	800282.0	1626301.0	1173062.0	1084808.0	1566539.0	1544702.0	1094354.0	1270238.0	1914003.0	1520099.0	1564115.0	979512.0	1571627.0	1314431.0	1424113.0	1201552.0	1367310.0	1174281.0	998495.0	965892.0	1705097.0	1536601.0	1597286.0	1070560.0	1342638.0	1445819.0	1222441.0	1250755.0	1163830.0	984129.0	960175.0	1141532.0	1562292.0	1620905.0	1274140.0	1611093.0	1332365.0	1509155.0
XieH_2016__YSZC12003_35520__bin.37	1121759.0	1299587.0	815222.0	1660861.0	1170785.0	1115278.0	1603236.0	1570514.0	1086694.0	1298802.0	1520099.0	1806620.0	1580931.0	998532.0	1602159.0	1314213.0	1456309.0	1240093.0	1361437.0	1187614.0	994775.0	1019672.0	1674710.0	1594126.0	1645762.0	1067749.0	1383586.0	1471411.0	1230994.0	1296807.0	1162304.0	1005160.0	975051.0	1155763.0	1592209.0	1639130.0	1285343.0	1649509.0	1339519.0	1569895.0
XieH_2016__YSZC12003_37264__bin.28	1138648.0	1332337.0	816033.0	1680723.0	1182750.0	1128117.0	1633599.0	1594564.0	1104429.0	1330549.0	1564115.0	1580931.0	1945731.0	1001044.0	1637348.0	1342937.0	1502801.0	1267495.0	1378041.0	1210122.0	1011059.0	1053342.0	1690249.0	1589183.0	1647400.0	1077803.0	1393890.0	1477515.0	1258110.0	1319262.0	1204410.0	1003238.0	987321.0	1164104.0	1605807.0	1683539.0	1306908.0	1670749.0	1349013.0	1568618.0
LeChatelierE_2013__MH0428__bin.92	751769.0	837487.0	473486.0	1057700.0	805100.0	728912.0	1016959.0	1011032.0	727843.0	797854.0	979512.0	998532.0	1001044.0	1441540.0	1030252.0	848267.0	928431.0	823924.0	873670.0	760656.0	682005.0	613390.0	1057907.0	1036378.0	1049476.0	707993.0	903825.0	956492.0	775573.0	805535.0	743568.0	704168.0	664187.0	776423.0	1026452.0	1036809.0	772685.0	1048736.0	894289.0	993128.0
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.12	1152259.0	1370507.0	833646.0	1729583.0	1215792.0	1157121.0	1680247.0	1614303.0	1134017.0	1343255.0	1571627.0	1602159.0	1637348.0	1030252.0	1882405.0	1346178.0	1512596.0	1272342.0	1432881.0	1234297.0	1028448.0	1038420.0	1724910.0	1621322.0	1700411.0	1095163.0	1432670.0	1517999.0	1295138.0	1337288.0	1211268.0	1036449.0	1002513.0	1207882.0	1649768.0	1705353.0	1332385.0	1726818.0	1395318.0	1603372.0
XieH_2016__YSZC12003_37203__bin.14	941797.0	1112681.0	679572.0	1413249.0	989369.0	951778.0	1354297.0	1334830.0	932961.0	1079457.0	1314431.0	1314213.0	1342937.0	848267.0	1346178.0	1611741.0	1234762.0	1052677.0	1169957.0	1009035.0	863451.0	843975.0	1411023.0	1334738.0	1373080.0	911213.0	1163011.0	1240926.0	1049599.0	1060211.0	997040.0	856494.0	854190.0	997761.0	1339938.0	1383053.0	1072929.0	1382220.0	1138893.0	1314159.0
XieH_2016__YSZC12003_37228__bin.96	1027818.0	1239879.0	773999.0	1562719.0	1081936.0	1059029.0	1496090.0	1468335.0	1017764.0	1221434.0	1424113.0	1456309.0	1502801.0	928431.0	1512596.0	1234762.0	1747137.0	1143409.0	1286317.0	1128445.0	945502.0	963263.0	1552470.0	1475223.0	1528300.0	995143.0	1299707.0	1372850.0	1173090.0	1221459.0	1086817.0	937363.0	914980.0	1089120.0	1501777.0	1524145.0	1207635.0	1531235.0	1258367.0	1443839.0
LoombaR_2017__SID0012_qdz__bin.71	915007.0	1032310.0	606430.0	1331235.0	966210.0	889036.0	1278172.0	1267564.0	883600.0	1006717.0	1201552.0	1240093.0	1267495.0	823924.0	1272342.0	1052677.0	1143409.0	1607087.0	1109834.0	932480.0	800449.0	781672.0	1338534.0	1259815.0	1313161.0	867290.0	1127559.0	1176402.0	989613.0	1005678.0	928506.0	831079.0	797665.0	931863.0	1269260.0	1306211.0	1015838.0	1313911.0	1076815.0	1245772.0
QinJ_2012__T2D-085__bin.20	991339.0	1175468.0	713604.0	1456585.0	1067132.0	989035.0	1406883.0	1386521.0	1012787.0	1135495.0	1367310.0	1361437.0	1378041.0	873670.0	1432881.0	1169957.0	1286317.0	1109834.0	1588898.0	1069243.0	884627.0	863066.0	1458364.0	1404049.0	1441074.0	958412.0	1236595.0	1309047.0	1106550.0	1113807.0	1048112.0	910166.0	874487.0	1056181.0	1397939.0	1440738.0	1106980.0	1433695.0	1204548.0	1356489.0
XieH_2016__YSZC12003_35550__bin.91	843893.0	1015814.0	690862.0	1259747.0	884007.0	875562.0	1234776.0	1190155.0	840233.0	1059093.0	1174281.0	1187614.0	1210122.0	760656.0	1234297.0	1009035.0	1128445.0	932480.0	1069243.0	1362932.0	765275.0	837725.0	1262514.0	1212120.0	1236268.0	829721.0	1081041.0	1126584.0	972235.0	1062420.0	934918.0	772942.0	777310.0	878761.0	1197257.0	1233665.0	1039549.0	1244660.0	1019632.0	1184124.0
LeChatelierE_2013__MH0407__bin.9	746054.0	841895.0	488799.0	1061698.0	789861.0	734044.0	1017374.0	1030167.0	739279.0	813896.0	998495.0	994775.0	1011059.0	682005.0	1028448.0	863451.0	945502.0	800449.0	884627.0	765275.0	1248252.0	614676.0	1089121.0	1011265.0	1029469.0	728241.0	904859.0	960340.0	802094.0	795231.0	755115.0	689586.0	677278.0	777305.0	1038629.0	1049906.0	808857.0	1038733.0	892785.0	991781.0
XieH_2016__YSZC12003_36667__bin.109	686845.0	878706.0	686899.0	1076785.0	711465.0	775132.0	1032999.0	1000494.0	672100.0	967022.0	965892.0	1019672.0	1053342.0	613390.0	1038420.0	843975.0	963263.0	781672.0	863066.0	837725.0	614676.0	1215539.0	1075317.0	1022953.0	1060394.0	678570.0	885448.0	918929.0	850050.0	1086925.0	753629.0	647720.0	631951.0	701890.0	993032.0	1078067.0	1067579.0	1056367.0	832466.0	1018850.0
XieH_2016__YSZC12003_35549__bin.54	1179421.0	1396150.0	863756.0	1813337.0	1269758.0	1176040.0	1706834.0	1684513.0	1163482.0	1402391.0	1705097.0	1674710.0	1690249.0	1057907.0	1724910.0	1411023.0	1552470.0	1338534.0	1458364.0	1262514.0	1089121.0	1075317.0	2111716.0	1680654.0	1766875.0	1153917.0	1461730.0	1560658.0	1330863.0	1384518.0	1264219.0	1069232.0	1025889.0	1241186.0	1707792.0	1776647.0	1435818.0	1761192.0	1441745.0	1646455.0
XieH_2016__YSZC12003_37393__bin.68	1133667.0	1324981.0	801481.0	1676438.0	1182787.0	1119554.0	1612900.0	1601561.0	1108550.0	1281801.0	1536601.0	1594126.0	1589183.0	1036378.0	1621322.0	1334738.0	1475223.0	1259815.0	1404049.0	1212120.0	1011265.0	1022953.0	1680654.0	1849637.0	1664753.0	1087593.0	1398663.0	1490382.0	1255693.0	1282277.0	1186945.0	1035732.0	990218.0	1181645.0	1608673.0	1661421.0	1276488.0	1650243.0	1390970.0	1596562.0
XieH_2016__YSZC12003_37176__bin.69	1159501.0	1368848.0	843760.0	1752450.0	1235383.0	1158956.0	1672755.0	1666349.0	1140004.0	1348480.0	1597286.0	1645762.0	1647400.0	1049476.0	1700411.0	1373080.0	1528300.0	1313161.0	1441074.0	1236268.0	1029469.0	1060394.0	1766875.0	1664753.0	1975926.0	1098961.0	1451912.0	1541432.0	1293062.0	1360355.0	1209377.0	1050330.0	1007178.0	1223024.0	1723168.0	1711191.0	1354431.0	1724246.0	1414352.0	1645360.0
HMP_2012__SRS017307__bin.46	778638.0	905301.0	539542.0	1146725.0	815571.0	776553.0	1096648.0	1091778.0	781507.0	887595.0	1070560.0	1067749.0	1077803.0	707993.0	1095163.0	911213.0	995143.0	867290.0	958412.0	829721.0	728241.0	678570.0	1153917.0	1087593.0	1098961.0	1220854.0	966787.0	1011129.0	892994.0	869339.0	821706.0	707054.0	703622.0	811057.0	1081856.0	1114867.0	882045.0	1120821.0	942710.0	1067941.0
ZellerG_2014__CCIS07539127ST-4-0__bin.75	997036.0	1179559.0	716193.0	1479334.0	1060612.0	999086.0	1424455.0	1389979.0	995562.0	1156150.0	1342638.0	1383586.0	1393890.0	903825.0	1432670.0	1163011.0	1299707.0	1127559.0	1236595.0	1081041.0	904859.0	885448.0	1461730.0	1398663.0	1451912.0	966787.0	1580826.0	1317232.0	1108730.0	1139800.0	1044262.0	915633.0	901308.0	1039260.0	1419690.0	1433446.0	1116541.0	1460794.0	1208025.0	1387321.0
Bengtsson-PalmeJ_2015__TRAVELRES50__bin.100	1069308.0	1242154.0	764239.0	1564134.0	1119654.0	1044665.0	1494893.0	1489200.0	1053428.0	1211885.0	1445819.0	1471411.0	1477515.0	956492.0	1517999.0	1240926.0	1372850.0	1176402.0	1309047.0	1126584.0	960340.0	918929.0	1560658.0	1490382.0	1541432.0	1011129.0	1317232.0	1665750.0	1183997.0	1202008.0	1111487.0	963322.0	934767.0	1121877.0	1525764.0	1526547.0	1178538.0	1539065.0	1277204.0	1468321.0
LiuW_2016__SRR3993056__bin.66	867126.0	1068570.0	728081.0	1336807.0	935062.0	887307.0	1281301.0	1257822.0	887429.0	1080539.0	1222441.0	1230994.0	1258110.0	775573.0	1295138.0	1049599.0	1173090.0	989613.0	1106550.0	972235.0	802094.0	850050.0	1330863.0	1255693.0	1293062.0	892994.0	1108730.0	1183997.0	1427507.0	1059430.0	962939.0	788621.0	796021.0	928400.0	1274711.0	1321847.0	1069608.0	1309885.0	1067102.0	1235098.0
XieH_2016__YSZC12003_36058__bin.61	897886.0	1116100.0	809739.0	1368468.0	945383.0	968005.0	1331926.0	1301502.0	865855.0	1248970.0	1250755.0	1296807.0	1319262.0	805535.0	1337288.0	1060211.0	1221459.0	1005678.0	1113807.0	1062420.0	795231.0	1086925.0	1384518.0	1282277.0	1360355.0	869339.0	1139800.0	1202008.0	1059430.0	1589104.0	965625.0	829344.0	821576.0	915000.0	1307258.0	1357798.0	1313906.0	1350424.0	1095731.0	1296174.0
XieH_2016__YSZC12003_37265R1__bin.26	843073.0	992720.0	614495.0	1241737.0	884396.0	861217.0	1209464.0	1172518.0	834558.0	978644.0	1163830.0	1162304.0	1204410.0	743568.0	1211268.0	997040.0	1086817.0	928506.0	1048112.0	934918.0	755115.0	753629.0	1264219.0	1186945.0	1209377.0	821706.0	1044262.0	1111487.0	962939.0	965625.0	1406592.0	752956.0	738090.0	871851.0	1185760.0	1229120.0	964141.0	1236579.0	1024904.0	1170017.0
LiJ_2014__MH0338__bin.39	768961.0	865469.0	490776.0	1056647.0	838106.0	733039.0	1033698.0	1028149.0	734367.0	822788.0	984129.0	1005160.0	1003238.0	704168.0	1036449.0	856494.0	937363.0	831079.0	910166.0	772942.0	689586.0	647720.0	1069232.0	1035732.0	1050330.0	707054.0	915633.0	963322.0	788621.0	829344.0	752956.0	1234062.0	661380.0	785581.0	1043240.0	1039981.0	815979.0	1051520.0	908237.0	998308.0
LeChatelierE_2013__MH0224__bin.18	744750.0	843205.0	506004.0	1033519.0	759544.0	730598.0	1012510.0	977026.0	704061.0	814808.0	960175.0	975051.0	987321.0	664187.0	1002513.0	854190.0	914980.0	797665.0	874487.0	777310.0	677278.0	631951.0	1025889.0	990218.0	1007178.0	703622.0	901308.0	934767.0	796021.0	821576.0	738090.0	661380.0	1098747.0	755957.0	994152.0	1009106.0	816055.0	1023885.0	869616.0	971299.0
CosteaPI_2017__SID713A004-11-90-0__bin.60	855125.0	982254.0	573935.0	1246617.0	935409.0	834197.0	1184460.0	1197438.0	863630.0	932853.0	1141532.0	1155763.0	1164104.0	776423.0	1207882.0	997761.0	1089120.0	931863.0	1056181.0	878761.0	777305.0	701890.0	1241186.0	1181645.0	1223024.0	811057.0	1039260.0	1121877.0	928400.0	915000.0	871851.0	785581.0	755957.0	1377916.0	1216281.0	1224412.0	916386.0	1227232.0	1043338.0	1148611.0
LeChatelierE_2013__MH0318__bin.94	1138928.0	1340767.0	812835.0	1715646.0	1228424.0	1122523.0	1623063.0	1645137.0	1119604.0	1316089.0	1562292.0	1592209.0	1605807.0	1026452.0	1649768.0	1339938.0	1501777.0	1269260.0	1397939.0	1197257.0	1038629.0	993032.0	1707792.0	1608673.0	1723168.0	1081856.0	1419690.0	1525764.0	1274711.0	1307258.0	1185760.0	1043240.0	994152.0	1216281.0	1868476.0	1668833.0	1280941.0	1679953.0	1390299.0	1595202.0
HMP_2012__SRS011134__bin.70	1157996.0	1380864.0	856095.0	1774800.0	1234859.0	1166730.0	1685900.0	1655086.0	1140952.0	1350793.0	1620905.0	1639130.0	1683539.0	1036809.0	1705353.0	1383053.0	1524145.0	1306211.0	1440738.0	1233665.0	1049906.0	1078067.0	1776647.0	1661421.0	1711191.0	1114867.0	1433446.0	1526547.0	1321847.0	1357798.0	1229120.0	1039981.0	1009106.0	1224412.0	1668833.0	2032780.0	1393881.0	1741530.0	1412659.0	1633373.0
XieH_2016__YSZC12003_37797__bin.14	879063.0	1093347.0	806182.0	1353074.0	931565.0	960528.0	1312290.0	1275345.0	862834.0	1181634.0	1274140.0	1285343.0	1306908.0	772685.0	1332385.0	1072929.0	1207635.0	1015838.0	1106980.0	1039549.0	808857.0	1067579.0	1435818.0	1276488.0	1354431.0	882045.0	1116541.0	1178538.0	1069608.0	1313906.0	964141.0	815979.0	816055.0	916386.0	1280941.0	1393881.0	1566146.0	1364221.0	1071840.0	1278225.0
LeChatelierE_2013__MH0012__bin.34	1165477.0	1367332.0	848296.0	1759367.0	1238518.0	1176210.0	1799588.0	1669961.0	1147801.0	1366231.0	1611093.0	1649509.0	1670749.0	1048736.0	1726818.0	1382220.0	1531235.0	1313911.0	1433695.0	1244660.0	1038733.0	1056367.0	1761192.0	1650243.0	1724246.0	1120821.0	1460794.0	1539065.0	1309885.0	1350424.0	1236579.0	1051520.0	1023885.0	1227232.0	1679953.0	1741530.0	1364221.0	1921530.0	1422603.0	1638084.0
LiJ_2014__MH0339__bin.58	996224.0	1147599.0	667176.0	1448381.0	1080406.0	980253.0	1398323.0	1373295.0	971973.0	1085668.0	1332365.0	1339519.0	1349013.0	894289.0	1395318.0	1138893.0	1258367.0	1076815.0	1204548.0	1019632.0	892785.0	832466.0	1441745.0	1390970.0	1414352.0	942710.0	1208025.0	1277204.0	1067102.0	1095731.0	1024904.0	908237.0	869616.0	1043338.0	1390299.0	1412659.0	1071840.0	1422603.0	1583851.0	1354733.0
CosteaPI_2017__SID713A028-11-0-0__bin.13	1109544.0	1302545.0	808711.0	1649875.0	1182328.0	1116909.0	1606843.0	1564442.0	1090412.0	1291623.0	1509155.0	1569895.0	1568618.0	993128.0	1603372.0	1314159.0	1443839.0	1245772.0	1356489.0	1184124.0	991781.0	1018850.0	1646455.0	1596562.0	1645360.0	1067941.0	1387321.0	1468321.0	1235098.0	1296174.0	1170017.0	998308.0	971299.0	1148611.0	1595202.0	1633373.0	1278225.0	1638084.0	1354733.0	1857143.0
