	LiJ_2014__MH0399__bin.80	XieH_2016__YSZC12003_37315__bin.119	LiuW_2016__SRR3992981__bin.39	Bengtsson-PalmeJ_2015__TRAVELRES39__bin.16	LiJ_2014__MH0402__bin.1	XieH_2016__YSZC12003_36033__bin.79	NielsenHB_2014__MH0012__bin.89	LiJ_2014__O2.UC13-1__bin.11	LeChatelierE_2013__MH0250__bin.73	XieH_2016__YSZC12003_37652__bin.41	LiJ_2014__MH0262__bin.31	XieH_2016__YSZC12003_35520__bin.37	XieH_2016__YSZC12003_37264__bin.28	LeChatelierE_2013__MH0428__bin.92	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.12	XieH_2016__YSZC12003_37203__bin.14	XieH_2016__YSZC12003_37228__bin.96	LoombaR_2017__SID0012_qdz__bin.71	QinJ_2012__T2D-085__bin.20	XieH_2016__YSZC12003_35550__bin.91	LeChatelierE_2013__MH0407__bin.9	XieH_2016__YSZC12003_36667__bin.109	XieH_2016__YSZC12003_35549__bin.54	XieH_2016__YSZC12003_37393__bin.68	XieH_2016__YSZC12003_37176__bin.69	HMP_2012__SRS017307__bin.46	ZellerG_2014__CCIS07539127ST-4-0__bin.75	Bengtsson-PalmeJ_2015__TRAVELRES50__bin.100	LiuW_2016__SRR3993056__bin.66	XieH_2016__YSZC12003_36058__bin.61	XieH_2016__YSZC12003_37265R1__bin.26	LiJ_2014__MH0338__bin.39	LeChatelierE_2013__MH0224__bin.18	CosteaPI_2017__SID713A004-11-90-0__bin.60	LeChatelierE_2013__MH0318__bin.94	HMP_2012__SRS011134__bin.70	XieH_2016__YSZC12003_37797__bin.14	LeChatelierE_2013__MH0012__bin.34	LiJ_2014__MH0339__bin.58	CosteaPI_2017__SID713A028-11-0-0__bin.13
LiJ_2014__MH0262__bin.31	0.989713211605283	0.990242514558103	0.9912543328476712	0.9896409090322148	0.9905103055081488	0.9893842965759839	0.9903002734052584	0.9903754899003173	0.9857459286483167	0.9869630730618987	1.0	0.9903743111468398	0.9892686918800727	0.9895948186443861	0.9893467088564908	0.9897484158544648	0.9897522176962081	0.9897956975644833	0.9896431679721497	0.9891984967822863	0.993135669182119	0.9906304224488867	0.9943880025593852	0.9905167314091297	0.9904869885543353	0.9946112315050067	0.9903153344386201	0.9910417555724472	0.9950337071482387	0.990342633049638	0.992762688708832	0.9897340694156965	0.9898758038899159	0.9897322195085201	0.9906573163019461	0.9906182040279967	0.9934881567174721	0.9902252694288908	0.9902894477114004	0.9909074945913442
XieH_2016__YSZC12003_35520__bin.37	0.99217657268629	0.9896413245130953	0.9908429851009909	0.9902044782796393	0.9926621881899751	0.9900894664827962	0.9905378871232932	0.9922897853823652	0.9863346995566369	0.9873614299947182	0.9903743111468398	1.0	0.9902329703193877	0.99614433989096	0.9900478042441481	0.9905715435777914	0.9896120946859492	0.9895636859493603	0.9896778183639786	0.9899243356848269	0.9901213842326154	0.9925995810417467	0.9910593475885378	0.9927113666046473	0.9937852496290472	0.9914511743864897	0.9963059759205427	0.9933872996735786	0.9899349631273588	0.9931423874177113	0.9907717774351633	0.9917396235425205	0.9936495629459382	0.9905966880753234	0.9940472638956318	0.9906480877050631	0.9904795840487715	0.9905941707502051	0.9924749107702093	0.992774676013364
XieH_2016__YSZC12003_37264__bin.28	0.9895121231495598	0.9905204163811409	0.991257706489811	0.9899257640908109	0.9899877404354259	0.9902563297955798	0.9901285443979826	0.9902669319011341	0.9862399484258382	0.9874187271569855	0.9892686918800727	0.9902329703193877	1.0	0.98928418730845	0.9897498882339002	0.9891752181971306	0.9967647080351956	0.9891668211708922	0.9903304763791498	0.9903232897178962	0.9893478026504883	0.989689958247179	0.9902925545289482	0.9900735157625019	0.9903356804661891	0.9905678495977466	0.9901226065184484	0.9908582992389248	0.9895040974159652	0.9903673417410643	0.9897310716450378	0.9894750796919575	0.9891686695613686	0.9904003422374633	0.9907535588025211	0.9903073228478818	0.9906252008557603	0.9901337663526957	0.9894811984762193	0.990183715856888
LeChatelierE_2013__MH0428__bin.92	0.991946994355979	0.9890278893881338	0.9895266174712664	0.9897163656991586	0.9925785616693579	0.988936936145927	0.9896583834746534	0.9918687044524802	0.9856205253055947	0.986605318767594	0.9895948186443861	0.99614433989096	0.98928418730845	1.0	0.988607641625544	0.9899477405109476	0.9891300484365558	0.988803578970876	0.9888962651802168	0.989260585599798	0.9901393684797032	0.9917915192618073	0.9909595077828203	0.9927584336989014	0.9933319104010001	0.9909391759523046	0.9951694188587392	0.9928279588329019	0.988862428166014	0.9921443512696531	0.9898112882749123	0.9911754013246838	0.993026060431776	0.9899346103863487	0.993704527829845	0.9899740453641895	0.9900567501633913	0.9895760229457176	0.9923771845566701	0.9923594944458317
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.12	0.9891283122978427	0.9891828352573172	0.9904119974185686	0.9901091766049966	0.9898732677958072	0.9898662283373995	0.9951644014243144	0.9897918792197004	0.986551347995665	0.9868863320813993	0.9893467088564908	0.9900478042441481	0.9897498882339002	0.988607641625544	1.0	0.9902754316293982	0.9890836680779269	0.9893668526229583	0.9889865243519873	0.9889329715619498	0.9893139954572326	0.9891460102848558	0.9899791873199182	0.9897737772015676	0.989906557885123	0.9904361268596547	0.9897366455638772	0.9902806260083176	0.9890003999573791	0.9895489976729022	0.9897834335588821	0.9892951799847364	0.9890654784526485	0.9897382360197436	0.9903168203044307	0.9903920185439613	0.989647136525854	0.9952948139294355	0.9892339954046317	0.9898888093343279
XieH_2016__YSZC12003_37203__bin.14	0.989761063159046	0.9896115778017239	0.9906073234329843	0.9896316926458112	0.9902351903081661	0.9893262924757664	0.9910588297840134	0.990323112306436	0.9856564207935808	0.9866636651575746	0.9897484158544648	0.9905715435777914	0.9891752181971306	0.9899477405109476	0.9902754316293982	1.0	0.9888391447096687	0.9891381686880211	0.9892748195019133	0.9891698504016213	0.9894701610166645	0.9898859563375693	0.9904842089746234	0.9903396771501224	0.990205960322778	0.9906234875929119	0.9903354310492334	0.990829428990931	0.9893568877256933	0.990424547566475	0.9900515525956832	0.989759414543476	0.9891300530326976	0.9898151962243463	0.9906115059054971	0.9901283609521834	0.9904597601518833	0.991049181751096	0.9892430632201621	0.9901206779392753
XieH_2016__YSZC12003_37228__bin.96	0.9894378187577957	0.9898248135503545	0.9905219515787488	0.9896731274144616	0.9899670590497035	0.989910569021245	0.9897004859333329	0.9896072762686989	0.9865076776148498	0.9870521043298287	0.9897522176962081	0.9896120946859492	0.9967647080351956	0.9891300484365558	0.9890836680779269	0.9888391447096687	1.0	0.9888167750997238	0.9895912127414938	0.9900792683737355	0.9889593041580028	0.9891348468694428	0.9901988444221145	0.9895642896023178	0.9898010861741805	0.9904254966371667	0.989643050318264	0.9905852787995775	0.9886385528817055	0.9899644605344919	0.9899633516958237	0.9891984215293328	0.9883527508798007	0.9899625385632437	0.9900331407392708	0.9902089368137545	0.9897030145697997	0.9893981002262879	0.9891645283132822	0.9897363902762012
LoombaR_2017__SID0012_qdz__bin.71	0.9891935252954349	0.9891737946934545	0.9902874198176211	0.9896216670985964	0.9894277641506505	0.9889318317818401	0.9893684105112613	0.989236046463926	0.985487777274785	0.9864728617873743	0.9897956975644833	0.9895636859493603	0.9891668211708922	0.988803578970876	0.9893668526229583	0.9891381686880211	0.9888167750997238	1.0	0.988683893266921	0.988902711050103	0.9889387081500508	0.9888457051039311	0.9899935302353171	0.9894055873282982	0.9894384618489279	0.9905694750314197	0.9888014729162731	0.9898572086752657	0.9885500695726511	0.9894359824914137	0.9894507951483351	0.9891995827111502	0.9888261362852827	0.9894061680740623	0.9894009107669035	0.9896494517348269	0.9896036572760617	0.9895304933134741	0.9887260114318616	0.9887138256438578
QinJ_2012__T2D-085__bin.20	0.9896412831533915	0.9895879768738919	0.9907007247717221	0.9897733396952461	0.9898859747435181	0.9893856132492783	0.9899344863787536	0.9894974544200917	0.985983232407209	0.9871395294563164	0.9896431679721497	0.9896778183639786	0.9903304763791498	0.9888962651802168	0.9889865243519873	0.9892748195019133	0.9895912127414938	0.988683893266921	1.0	0.9895159472636248	0.9890202311256608	0.9883902273985998	0.9901567784174595	0.989953342084215	0.9898790763000374	0.9905291252613698	0.9891055681124378	0.9903372453395486	0.9892386245537933	0.9900350778905143	0.9898245607339674	0.988919603676692	0.988886055481671	0.9894288952367066	0.9902442095112877	0.9901932204189797	0.9901940414460966	0.98989813035548	0.9890813815638729	0.9895207406768504
XieH_2016__YSZC12003_35550__bin.91	0.9895282932788872	0.9902551057575502	0.9900862979871523	0.9894566131135855	0.9896177292713746	0.9899184752193448	0.9902200885018821	0.989651768047019	0.9862930877506596	0.9866546186217829	0.9891984967822863	0.9899243356848269	0.9903232897178962	0.989260585599798	0.9889329715619498	0.9891698504016213	0.9900792683737355	0.988902711050103	0.9895159472636248	1.0	0.9892064943974388	0.9896206989167089	0.9901696139607165	0.9898731148731149	0.9899819456622674	0.9903449472774584	0.9898172224735232	0.9906229806210634	0.989015001517123	0.9900820767681331	0.9898943008905594	0.989096206442398	0.9892282358389831	0.9900439368611033	0.9903646418438147	0.9903044991954866	0.9902698189310941	0.9901370655440039	0.9893088879125017	0.9899951356445778
LeChatelierE_2013__MH0407__bin.9	0.9896482024089409	0.9891862999542699	0.9901084085687573	0.9890684544945926	0.9900969917491812	0.9890224564195061	0.9898454255760418	0.9888037570607484	0.9860039308569566	0.9865425066593275	0.993135669182119	0.9901213842326154	0.9893478026504883	0.9901393684797032	0.9893139954572326	0.9894701610166645	0.9889593041580028	0.9889387081500508	0.9890202311256608	0.9892064943974388	1.0	0.9902761780189888	0.9942917269981939	0.989864180012163	0.9899278171562232	0.9938591757398992	0.9896425851983569	0.9905023220942583	0.9922540250893287	0.990329853841211	0.9928289068552472	0.9897126681806185	0.9891964599470232	0.988900109995433	0.9892887643229681	0.990059110053662	0.9930445060128057	0.9899589211086969	0.98915976410894	0.9903022945589802
XieH_2016__YSZC12003_36667__bin.109	0.9951968784805888	0.9893730098576771	0.9910685559303478	0.9897333265229363	0.9949512625357537	0.990054597152485	0.98947143220855	0.9918320349747225	0.9863710757327778	0.9867862365075458	0.9906304224488867	0.9925995810417467	0.989689958247179	0.9917915192618073	0.9891460102848558	0.9898859563375693	0.9891348468694428	0.9888457051039311	0.9883902273985998	0.9896206989167089	0.9902761780189888	1.0	0.990872459005112	0.9969900865435656	0.9935759727044853	0.9902957690437243	0.9928431709146105	0.993114810828693	0.990084112699253	0.9929627159187616	0.9903759011396854	0.9941332674612486	0.9925658793165926	0.9901252332986651	0.9935138041875791	0.9903744386944411	0.9912062713860051	0.9899627686211326	0.9914266768853022	0.9931668057123227
XieH_2016__YSZC12003_35549__bin.54	0.9907268057801243	0.9903663646456327	0.9913876140947212	0.990343769525466	0.9910447502594982	0.9900462569300363	0.9905708463740469	0.9910816954217628	0.9866254914128453	0.9872909908862793	0.9943880025593852	0.9910593475885378	0.9902925545289482	0.9909595077828203	0.9899791873199182	0.9904842089746234	0.9901988444221145	0.9899935302353171	0.9901567784174595	0.9901696139607165	0.9942917269981939	0.990872459005112	1.0	0.9910267074603101	0.9911204810753449	0.9953454191245991	0.9912514623083606	0.9915497181317111	0.9940797813148311	0.9914172296784873	0.993834928916588	0.990408068595029	0.9902445586218392	0.9906194559074949	0.9912741130067362	0.9911878949504319	0.9944087621133041	0.9907369554256436	0.9905642121179543	0.991126997093756
XieH_2016__YSZC12003_37393__bin.68	0.9950699808673976	0.9896285305223245	0.9911838209514636	0.9901911075745121	0.9950895638859744	0.9898522090046572	0.990234980469961	0.9922444415167452	0.9865355644761175	0.987546428813833	0.9905167314091297	0.9927113666046473	0.9900735157625019	0.9927584336989014	0.9897737772015676	0.9903396771501224	0.9895642896023178	0.9894055873282982	0.989953342084215	0.9898731148731149	0.989864180012163	0.9969900865435656	0.9910267074603101	1.0	0.9939011973548028	0.9914021145777878	0.9929647098693538	0.993478853072568	0.9900986945057431	0.9939326682144342	0.990739250765621	0.9945980234269096	0.9929793237448723	0.990394746307055	0.993906157435352	0.9902354671091794	0.990682246914973	0.9902838551655726	0.9927568531312682	0.9939413564897573
XieH_2016__YSZC12003_37176__bin.69	0.9932005233285698	0.989587594824261	0.9911455864226795	0.9900796028417359	0.9934951347072123	0.9898684678279417	0.9903022259685369	0.992300532481491	0.9864342581254101	0.9873887636449928	0.9904869885543353	0.9937852496290472	0.9903356804661891	0.9933319104010001	0.989906557885123	0.990205960322778	0.9898010861741805	0.9894384618489279	0.9898790763000374	0.9899819456622674	0.9899278171562232	0.9935759727044853	0.9911204810753449	0.9939011973548028	1.0	0.9914027886339916	0.9938336483202839	0.9941275385485704	0.9900004794820356	0.9937670681550037	0.9906728836417428	0.992463321051479	0.9938253218398336	0.9909069650309397	0.9974047800330554	0.9908917239513299	0.9907385462973012	0.9905059950842281	0.993219509711868	0.9935928915252589
HMP_2012__SRS017307__bin.46	0.9910035215337551	0.9912791436218451	0.9915502407597555	0.9901519544790599	0.9912785030365229	0.9897817663443448	0.9910700607669918	0.9914314082166887	0.9870800901335497	0.9879156597321976	0.9946112315050067	0.9914511743864897	0.9905678495977466	0.9909391759523046	0.9904361268596547	0.9906234875929119	0.9904254966371667	0.9905694750314197	0.9905291252613698	0.9903449472774584	0.9938591757398992	0.9902957690437243	0.9953454191245991	0.9914021145777878	0.9914027886339916	1.0	0.9912990141572032	0.9918942093442084	0.9936248171880214	0.9912519742010885	0.9936266742606237	0.9900021780514643	0.990787667241786	0.990661568792329	0.9916846604353999	0.9917425127840361	0.9956668877438226	0.9913242168017908	0.99067687836132	0.9911371508351117
ZellerG_2014__CCIS07539127ST-4-0__bin.75	0.99225604692308	0.9892943040577029	0.9907064157287212	0.9897960839134368	0.9921677295750001	0.9895594573440124	0.9902004626330773	0.9926236295656266	0.9858130382638148	0.987669420057951	0.9903153344386201	0.9963059759205427	0.9901226065184484	0.9951694188587392	0.9897366455638772	0.9903354310492334	0.989643050318264	0.9888014729162731	0.9891055681124378	0.9898172224735232	0.9896425851983569	0.9928431709146105	0.9912514623083606	0.9929647098693538	0.9938336483202839	0.9912990141572032	1.0	0.9932062081698593	0.9894140142325002	0.9930514125285138	0.9905540946620676	0.9916746119897383	0.9930889329729682	0.9902459442295479	0.9939986898548274	0.9904147069369896	0.9908270273997999	0.9902922657130301	0.9923643964321931	0.992729152085206
Bengtsson-PalmeJ_2015__TRAVELRES50__bin.100	0.9926877943492427	0.9900463227586918	0.9915196685853509	0.9910257049587823	0.99311662352834	0.9899412730396826	0.9907097029687074	0.9955089981197959	0.9868999115269387	0.9882183540517459	0.9910417555724472	0.9933872996735786	0.9908582992389248	0.9928279588329019	0.9902806260083176	0.990829428990931	0.9905852787995775	0.9898572086752657	0.9903372453395486	0.9906229806210634	0.9905023220942583	0.993114810828693	0.9915497181317111	0.993478853072568	0.9941275385485704	0.9918942093442084	0.9932062081698593	1.0	0.9903226106147228	0.993460110082462	0.990957159193045	0.9923130583543197	0.9924269898274115	0.9909963391708717	0.9942094583434922	0.9914362282982443	0.9912187812357345	0.9907944108923274	0.9930433979223366	0.993359762613216
LiuW_2016__SRR3993056__bin.66	0.9894605858894786	0.9888701722863266	0.9907359208659476	0.9894060997586039	0.9896445369397965	0.989122141491051	0.9895481233527484	0.989979504254179	0.9853746046162566	0.9866131625050091	0.9950337071482387	0.9899349631273588	0.9895040974159652	0.988862428166014	0.9890003999573791	0.9893568877256933	0.9886385528817055	0.9885500695726511	0.9892386245537933	0.989015001517123	0.9922540250893287	0.990084112699253	0.9940797813148311	0.9900986945057431	0.9900004794820356	0.9936248171880214	0.9894140142325002	0.9903226106147228	1.0	0.9901399809331433	0.9919880698569691	0.9890175382091018	0.9889512965110216	0.988978888410168	0.9898282826460272	0.9901342591086563	0.992553346646622	0.9896334411036083	0.9892315823604492	0.9893959831527539
XieH_2016__YSZC12003_36058__bin.61	0.9927396128238997	0.9899211540184572	0.9908353185409126	0.99020072080604	0.9928632099371366	0.9898554243004943	0.9901826377741706	0.992761440243657	0.987027851083611	0.9874936948045189	0.990342633049638	0.9931423874177113	0.9903673417410643	0.9921443512696531	0.9895489976729022	0.990424547566475	0.9899644605344919	0.9894359824914137	0.9900350778905143	0.9900820767681331	0.990329853841211	0.9929627159187616	0.9914172296784873	0.9939326682144342	0.9937670681550037	0.9912519742010885	0.9930514125285138	0.993460110082462	0.9901399809331433	1.0	0.9907541747572816	0.9924265443531273	0.9928235488865302	0.9909934426229509	0.9941794198237839	0.990865356997138	0.9911995226446946	0.9903608051989597	0.994069712365535	0.99292533255566
XieH_2016__YSZC12003_37265R1__bin.26	0.9898786937785933	0.9898511161253929	0.9910902448351899	0.9900309002630991	0.9902306206721876	0.9898968552641204	0.9900964394144844	0.990754086504429	0.9864167619266726	0.987674782658454	0.992762688708832	0.9907717774351633	0.9897310716450378	0.9898112882749123	0.9897834335588821	0.9900515525956832	0.9899633516958237	0.9894507951483351	0.9898245607339674	0.9898943008905594	0.9928289068552472	0.9903759011396854	0.993834928916588	0.990739250765621	0.9906728836417428	0.9936266742606237	0.9905540946620676	0.990957159193045	0.9919880698569691	0.9907541747572816	1.0	0.989563799212703	0.9896137327426194	0.9897356314324351	0.9909931183376063	0.9907608695652174	0.9927977339414048	0.9902553738984732	0.989876124983413	0.990599281890776
LiJ_2014__MH0338__bin.39	0.9958060291744315	0.9887575407091416	0.990172706081797	0.989855647155578	0.996249877700434	0.9888641668451474	0.990102525108881	0.9914516281200487	0.9859593364080902	0.9868763278025445	0.9897340694156965	0.9917396235425205	0.9894750796919575	0.9911754013246838	0.9892951799847364	0.989759414543476	0.9891984215293328	0.9891995827111502	0.988919603676692	0.989096206442398	0.9897126681806185	0.9941332674612486	0.990408068595029	0.9945980234269096	0.992463321051479	0.9900021780514643	0.9916746119897383	0.9923130583543197	0.9890175382091018	0.9924265443531273	0.989563799212703	1.0	0.9917777979376455	0.9901117771432864	0.9925740960852728	0.9895488475270221	0.9901639625529579	0.9900173082775411	0.9917785776179565	0.9924712613742452
