	LiJ_2014__MH0399__bin.80	XieH_2016__YSZC12003_37315__bin.119	LiuW_2016__SRR3992981__bin.39	Bengtsson-PalmeJ_2015__TRAVELRES39__bin.16	LiJ_2014__MH0402__bin.1	XieH_2016__YSZC12003_36033__bin.79	NielsenHB_2014__MH0012__bin.89	LiJ_2014__O2.UC13-1__bin.11	LeChatelierE_2013__MH0250__bin.73	XieH_2016__YSZC12003_37652__bin.41	LiJ_2014__MH0262__bin.31	XieH_2016__YSZC12003_35520__bin.37	XieH_2016__YSZC12003_37264__bin.28	LeChatelierE_2013__MH0428__bin.92	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.12	XieH_2016__YSZC12003_37203__bin.14	XieH_2016__YSZC12003_37228__bin.96	LoombaR_2017__SID0012_qdz__bin.71	QinJ_2012__T2D-085__bin.20	XieH_2016__YSZC12003_35550__bin.91	LeChatelierE_2013__MH0407__bin.9	XieH_2016__YSZC12003_36667__bin.109	XieH_2016__YSZC12003_35549__bin.54	XieH_2016__YSZC12003_37393__bin.68	XieH_2016__YSZC12003_37176__bin.69	HMP_2012__SRS017307__bin.46	ZellerG_2014__CCIS07539127ST-4-0__bin.75	Bengtsson-PalmeJ_2015__TRAVELRES50__bin.100	LiuW_2016__SRR3993056__bin.66	XieH_2016__YSZC12003_36058__bin.61	XieH_2016__YSZC12003_37265R1__bin.26	LiJ_2014__MH0338__bin.39	LeChatelierE_2013__MH0224__bin.18	CosteaPI_2017__SID713A004-11-90-0__bin.60	LeChatelierE_2013__MH0318__bin.94	HMP_2012__SRS011134__bin.70	XieH_2016__YSZC12003_37797__bin.14	LeChatelierE_2013__MH0012__bin.34	LiJ_2014__MH0339__bin.58	CosteaPI_2017__SID713A028-11-0-0__bin.13
LiJ_2014__MH0262__bin.31	0.5721945054422589	0.6655397091854087	0.41446277774904217	0.8408837394716726	0.607068013999978	0.5607577417590255	0.8105232854911931	0.799285581057083	0.5636119692602362	0.6550031530776075	1.0	0.786554148556716	0.8084261100949162	0.5064359878223806	0.8123728123728124	0.6797042637864205	0.7364246555517416	0.6213631849061888	0.7069732910554476	0.6068940330814528	0.5180979340157773	0.49991666679728297	0.8858544108865034	0.7952072175435462	0.8265875236350204	0.5563162649170351	0.6946880438536408	0.7486231735268963	0.635511020620135	0.6471651298352197	0.603659973364723	0.5088947091514486	0.49657915896683547	0.590286953573218	0.8086173323657277	0.8389213601023614	0.6613589424885958	0.8335122776714561	0.689354718879751	0.7813117325312448
XieH_2016__YSZC12003_35520__bin.37	0.6160581638640112	0.7118956947227418	0.44710951943408134	0.9103142885609592	0.6432974283468577	0.6112104371699638	0.8790260265025297	0.8626080747473182	0.593286911470038	0.7098266375884248	0.8333058418483135	1.0	0.8665297627613997	0.5505762141457529	0.8780009077725255	0.720584295535309	0.7977222658887868	0.6792524161140694	0.7458037661489412	0.650744484174868	0.5451882520950726	0.5602318141058994	0.9186973464259225	0.8759490097530195	0.905300505917127	0.5859677187233618	0.7630132512647928	0.8090694224574067	0.6745214821047039	0.7128859417032912	0.6374212618038104	0.5517801197816917	0.5362826715081201	0.6337220887624404	0.8760729981955254	0.8988060577210482	0.7046894200219195	0.9044480853748991	0.7358708527526541	0.8626894421627127
XieH_2016__YSZC12003_37264__bin.28	0.5790656570718151	0.6782576831021349	0.41573012919052016	0.8550981610510394	0.601783083067495	0.5741415437180165	0.8312932260420376	0.8115428083327038	0.55980605746632	0.6752264316084803	0.7952435357199942	0.8045767888778047	1.0	0.5089691226587849	0.8328823460180261	0.6827254127112125	0.7698592457025148	0.6443665645456643	0.7013898632441998	0.6159186444580468	0.5140941887650451	0.5357790979328592	0.8602633149186604	0.8086462106015683	0.8384915489345649	0.5487074009716656	0.7093077100585847	0.7524205555649779	0.6398135199572809	0.6714977558562822	0.6126448106135945	0.5101830623040904	0.501933206594334	0.5925428540738674	0.8176664708533709	0.8568609946595906	0.6653828304118092	0.8502023147084566	0.6860264856755636	0.798270675648381
LeChatelierE_2013__MH0428__bin.92	0.5173044105609279	0.574592449741249	0.32501838311805437	0.7261838034324404	0.5543550647224496	0.5000541088003108	0.6981714000305229	0.6956525660057994	0.49764626718648114	0.5460597694132664	0.6724197732980007	0.6900134578298209	0.6869854461201216	1.0	0.7065464711350361	0.5825297945252994	0.6370541226743621	0.5651587885178352	0.599337514047477	0.5220021643520124	0.4684434701777266	0.4220174258085103	0.7272382313359325	0.7137318423352803	0.7231696657741027	0.4866864603132761	0.6239570181888814	0.6587621571375057	0.5320247790557321	0.5544119483330328	0.5105595404914189	0.4841724822065291	0.45753499729456	0.5331853434521414	0.7075696824229644	0.7120260277203546	0.5306838519916202	0.7199272999708645	0.6156416055052236	0.6836716289523703
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.12	0.6054658800842538	0.7201861448519314	0.43861602577553715	0.9097277153428726	0.6393310685001369	0.6084742656335911	0.8882902457228917	0.8488205248073607	0.5943280006162329	0.704226773728289	0.8260092806808312	0.8426528828812079	0.8609013469471235	0.5410711297515678	1.0	0.7081828830671403	0.7947726445690486	0.6687259117990019	0.7528135550001195	0.6484454726798962	0.540509614030987	0.5456578154010427	0.9071506928636506	0.8524956106682674	0.8942007697599613	0.5762250950247157	0.7532736047768679	0.7985768206098051	0.6804550561648529	0.7029900579312104	0.636894292142233	0.5447042480231405	0.5267469009060217	0.6350849046831049	0.8679285276016585	0.8972394357218558	0.7004820960420314	0.9130304052528547	0.7332619707236221	0.8431554314825981
XieH_2016__YSZC12003_37203__bin.14	0.5783522290492082	0.6831879315597232	0.41767815052170293	0.8677548067586542	0.6078569695751364	0.5842247606780494	0.8327566277708391	0.8201770631881922	0.5705501069960992	0.6608139893444418	0.8071743536957862	0.8077116608685887	0.8242019034075574	0.5210142324356084	0.827109938879758	1.0	0.7575540983321761	0.6460361807511256	0.7181110364506456	0.6192725754324051	0.5300845483238311	0.5183456895369666	0.867134359676896	0.8201342523395508	0.8435797066650287	0.5600583468435686	0.7146129558036931	0.7628682275874349	0.6442896222159763	0.6515060422239057	0.6124563437922098	0.525967261489284	0.5242188416128895	0.6127529174972902	0.8235553975483654	0.8496402337596425	0.6593447706548384	0.8499181940522702	0.699021741086192	0.807310852053773
XieH_2016__YSZC12003_37228__bin.96	0.5820734149640241	0.7024423385229664	0.4388110377148443	0.8852087729811686	0.6130492342615376	0.6000353721545592	0.8474899220839579	0.8316892149842857	0.5746727360247078	0.6900540713178187	0.8067592867645755	0.8248815061440516	0.8573677965723352	0.5256250654642423	0.8563060595706002	0.6988467418410805	1.0	0.6471284163749036	0.7285793844443795	0.6394747521230447	0.5351972970637106	0.5453476172732876	0.8798703249945483	0.8355543955625689	0.8658239164988206	0.5641314905471064	0.7362021409883712	0.7783734189133421	0.6638071313239888	0.692104282606344	0.6158126122908507	0.5307185412477671	0.517602798177819	0.6171170320358392	0.8509973745619261	0.8638257904217013	0.6840906007943282	0.8671334875284538	0.71244098201801	0.8179209758593631
LoombaR_2017__SID0012_qdz__bin.71	0.5632047300488399	0.635394350150303	0.3736823208699965	0.8197558688484196	0.5948620080929035	0.5470743027602114	0.7868789928609963	0.7802440067028107	0.541835631798403	0.6179497438533198	0.7400290090082241	0.763587161118222	0.7801469366624209	0.5069414412536472	0.7832886458542693	0.6479070517028637	0.7035225846516089	1.0	0.6827726190305814	0.5737909646459712	0.49256511937437114	0.4809652495477843	0.8245602136038683	0.7756070455426496	0.8084764546038888	0.5345765350600185	0.6937595786662452	0.7245842944408112	0.60872995674783	0.619166230577436	0.5716622684397298	0.5115485347090729	0.490796080112651	0.5737032282633112	0.7814181808452186	0.8043690229589313	0.6255274294422144	0.8090134510452763	0.6624874695644978	0.7664252153119278
QinJ_2012__T2D-085__bin.20	0.6174531027164739	0.7320979697878655	0.44494234368726	0.9073515102920389	0.6648249289759317	0.6158589160537681	0.8765332954034809	0.8634657479586481	0.6284802422811282	0.7054524582446451	0.8516273543046816	0.8479990534320012	0.8589072426297976	0.5437535952591042	0.8918760046271063	0.7284350537290625	0.8011389025601392	0.6905886973235538	1.0	0.6658910767085111	0.5506420172975232	0.536879019295134	0.9088116417793967	0.8747842844537534	0.897785131581763	0.5974801403236709	0.7697932781084751	0.8159101465292298	0.6889315739588067	0.694008048345457	0.6529349272262915	0.5664812971002544	0.5442564595084141	0.6576986062037966	0.8712333957245839	0.8978606556242125	0.6898649252500789	0.8932052277742183	0.7498253506518354	0.8447829879576915
XieH_2016__YSZC12003_35550__bin.91	0.612690875260101	0.7380522285778014	0.5018687652795591	0.9145467272028245	0.6418728153715666	0.6359341478518371	0.8971100539131812	0.8641949855165187	0.6080391391500088	0.7666992924078384	0.8522780300117687	0.8625874218229523	0.8792896490800715	0.5521089826931938	0.8955964053966009	0.7323234027816501	0.8197400897476911	0.6765796092541668	0.7762918472821828	1.0	0.5554312320790766	0.6082695248185529	0.9172159726237259	0.8803410588349236	0.8979780355879823	0.6028987506346613	0.7850963951246284	0.8188376235938404	0.7055047500535611	0.7717795165129294	0.679028740979007	0.5609333407682849	0.5641785503605462	0.6383385231251449	0.8699781060243652	0.8963792764422582	0.7553084086366744	0.9042153240220347	0.7401183624714952	0.8601140775915452
LeChatelierE_2013__MH0407__bin.9	0.5914919423321573	0.667165764605224	0.38771337838833825	0.8412500040056013	0.6265073078192545	0.5816021123939717	0.8067625767873795	0.8160475609091754	0.5839622127583213	0.6432539262905247	0.7944237221330307	0.7890618240547581	0.8013518103716237	0.5409805071411862	0.81510624457241	0.6844443269468024	0.7490979385572785	0.6341628132780881	0.7009113544380461	0.606460073767156	1.0	0.4876411173384861	0.8675363628498091	0.8019334236997017	0.8164216840830217	0.57982602871856	0.7173928020944489	0.7620408379077301	0.6375964148264934	0.6309150716361761	0.6005998788706126	0.5467581866482089	0.5367193483367141	0.6158027385495878	0.823154298971682	0.8327397032009562	0.6434846489330679	0.8237943940806824	0.707474932946232	0.7868307040565526
XieH_2016__YSZC12003_36667__bin.109	0.562339834427361	0.7152119347877773	0.5600511378080012	0.8767550856039995	0.5823531783019714	0.6313437906969666	0.8408804653737971	0.8163637694882682	0.5453876839821675	0.7850377486859739	0.7871750721284961	0.8326561303257237	0.8576294137826923	0.5004816793208609	0.8450152566063286	0.6872992145871091	0.7838473302789957	0.6358932128051836	0.7017841467859115	0.6820266564873689	0.5007646813471226	1.0	0.8765675144935704	0.8390302573590811	0.8667611652114823	0.5528288273761681	0.7232273090373901	0.75077969526276	0.692385024256729	0.8878991130683589	0.6140288382355481	0.5297403045068896	0.5160286917984532	0.5717290847928368	0.8116489886379622	0.8783675390094435	0.8705528987552024	0.8603294505565021	0.67898191666413	0.8324603324122056
XieH_2016__YSZC12003_35549__bin.54	0.5533338763356436	0.6547755474694514	0.40550765349128387	0.8504112295403359	0.5959073095056343	0.5513686499510351	0.80064743554531	0.7905845293590615	0.5435962979870399	0.6556601361167885	0.8029147858897693	0.7859660105809683	0.7926449389974788	0.4964412828240161	0.8086433024137716	0.66182952631888	0.7279643664204847	0.6275180942891943	0.683808334075226	0.5919844335128398	0.5128075934453307	0.5045669019887143	1.0	0.788729639781107	0.8292715497727914	0.5438922658160472	0.6861443489560148	0.7328021381663065	0.6264971236662507	0.6500092815511176	0.5949782072968145	0.5014765243053517	0.48106895055963966	0.5822482758098153	0.8016655648770953	0.8339146930742581	0.6761278505253547	0.8262844056681865	0.6762940660581253	0.7727582686308196
XieH_2016__YSZC12003_37393__bin.68	0.6098915625065892	0.708916938837188	0.4294977879443372	0.8974701522514958	0.6363297230753926	0.5991408043848604	0.8634937558018141	0.8591631763421688	0.5912641237172482	0.6843710414529987	0.8228798407471304	0.8555770672840131	0.8506577236506406	0.5562567141552639	0.8675983449725541	0.7146504962865686	0.7892510800767935	0.6738987163427202	0.7514679907462924	0.6486921487837884	0.5411953804989844	0.5513914351843091	0.9004864197677707	1.0	0.8945539043606935	0.5829478973441816	0.7508624665272159	0.8005154524914889	0.6721643219723654	0.6890525005717338	0.6357750196389886	0.5569400914882217	0.5315994435664944	0.632716041039404	0.8644236679953958	0.889470744800196	0.6836984770525244	0.8835295790471319	0.746576220090753	0.8579461807911498
XieH_2016__YSZC12003_37176__bin.69	0.5828239519091302	0.685549458836009	0.4232390281822295	0.8781022163785487	0.6211502859924917	0.5805956295934159	0.8383578129950211	0.8368324522274619	0.5691199974088098	0.6738481096964157	0.8006833251852549	0.8277303907130126	0.8256781883532076	0.5275895959666506	0.8518780561620223	0.6880986433702476	0.7655716863890651	0.657561062509426	0.7219344246697498	0.619397183902636	0.5157581812274347	0.5332092396172731	0.8862609227268633	0.8373795374928008	1.0	0.5513936250649063	0.7302697570658011	0.7755249943570761	0.647864343097869	0.684173395157511	0.6063471000432202	0.5275572060897018	0.5065771693879224	0.6133342038112763	0.8698179992570573	0.8581318328722837	0.6791180438943564	0.8643420856853951	0.7109385675374483	0.8273680289646475
HMP_2012__SRS017307__bin.46	0.6320436350292501	0.7350641436240534	0.4382039129986059	0.9300309455512289	0.6622069469404204	0.6295740522617773	0.8902415849888684	0.8866113392756219	0.6318609760053209	0.7182423123485691	0.8721689899037887	0.8671151505421614	0.874500144980481	0.5746616712563501	0.8884674170703458	0.7393750604085337	0.8073160263225578	0.7036967565327221	0.7775991232366851	0.6730616437346316	0.5928382918842056	0.5504220815920658	0.9407726067162822	0.8831866873516407	0.892418749498302	1.0	0.7850037760452929	0.8215011786831186	0.7267871506339005	0.7058452525854852	0.6687687471229156	0.5733568469284616	0.5710265109505313	0.6581319305994001	0.8787782978144807	0.9056455563073061	0.7193513720723362	0.910098177177615	0.7649735349189992	0.8669963812216694
ZellerG_2014__CCIS07539127ST-4-0__bin.75	0.6258215641696177	0.738178015796805	0.448839404210204	0.9262493152314043	0.6656678217590045	0.62540406091499	0.8922525312716264	0.8727880234763346	0.6208387260837056	0.7223400930905742	0.8411014241921628	0.8719966650346085	0.8730385254291111	0.5689803937941303	0.8969779090171847	0.7285880925541457	0.8136543806845282	0.705284452558346	0.773723989863527	0.6768822122105785	0.5664677832980987	0.5561086419378224	0.9165727284343754	0.8785426100026189	0.912787998173107	0.6062495176572248	1.0	0.8275945613242698	0.6939365875814288	0.716005430072633	0.6543401993641299	0.5743895912643138	0.566209690377056	0.6510033362305528	0.8926788906558976	0.8980785994157485	0.6998233834716787	0.9150994480100909	0.7583383623498096	0.8712116323997707
Bengtsson-PalmeJ_2015__TRAVELRES50__bin.100	0.637243884136275	0.7382800540297163	0.4549049977487618	0.9305700135074291	0.6675353444394416	0.6208356596127871	0.8890920006003301	0.8899966981840012	0.6241200660363199	0.7189596277952874	0.8601933063184752	0.8774912201710942	0.8788881885036769	0.5700927510130572	0.9024433438391115	0.7381335734654059	0.8164040222122166	0.6990664865676122	0.7782668467657212	0.669980489269098	0.5710454750112561	0.5478625243884137	0.9289929461203662	0.888886687678223	0.919933963680024	0.6020909500225124	0.7854017709740357	1.0	0.7039105508029416	0.7168824853669519	0.6612252739006453	0.5738658262044124	0.5569191055080294	0.6674326879783882	0.9106582620441243	0.9085841212666966	0.7012991145129821	0.9154416929311121	0.7614101755965782	0.8756241933063184
LiuW_2016__SRR3993056__bin.66	0.6010387339606741	0.740225441976817	0.5053117077534471	0.9265418663446134	0.6482483098156436	0.6148165998485472	0.8881980964016288	0.872302552631966	0.6125714269702355	0.746808246824709	0.8520938951612848	0.8536588612174931	0.8720832892588268	0.5372548085578565	0.897292972994178	0.7274416167486394	0.8124387481112176	0.6853080230079432	0.7668207581468952	0.6735903922012292	0.5575321171805112	0.5895739915811271	0.9267793432886844	0.8709309306364171	0.8967605763054052	0.6215738346642082	0.7684676852722964	0.8213893171802309	1.0	0.73483632654691	0.6691553876793599	0.5463791070726799	0.5514690996261313	0.6431968459699321	0.8838800790468978	0.9168473429552358	0.7437042340247719	0.9080908184688411	0.7394786855686172	0.8560385343119158
XieH_2016__YSZC12003_36058__bin.61	0.5609242692737543	0.6952666408240116	0.5048870306789234	0.8527182613598606	0.5906699624442453	0.6029718633896838	0.8299330943726779	0.8130877525951732	0.5378018052940525	0.7761291897824182	0.7794807640028594	0.810465520192511	0.8221954006786214	0.5029293236943585	0.8327409659783124	0.6607868333350114	0.7609325758414804	0.626172988048611	0.6939180821393691	0.6619346499662703	0.4955880798235987	0.679172665854469	0.8637792114298372	0.80202239752716	0.8507158751094956	0.5422766540138343	0.7122755968143055	0.751459312920992	0.6601103514936719	1.0	0.602035486664183	0.5179415570031917	0.5132955426454153	0.5706102306708687	0.8178501847582034	0.8466374762130106	0.8195454797168719	0.8416107441677827	0.6854384609188574	0.8098928704477492
XieH_2016__YSZC12003_37265R1__bin.26	0.5933063745563746	0.6985998782873784	0.43297558922558926	0.8739975771225771	0.6226084038584039	0.6060861998361998	0.8513385544635546	0.8258805680680681	0.5852599758849759	0.6871800778050778	0.8214229854854855	0.8187008030758031	0.8474682068432069	0.5232448357448357	0.8523388445263446	0.7017820377195377	0.7649048195923196	0.6531467547092547	0.7375607141232142	0.657951986076986	0.5329903767403766	0.5306272181272181	0.8932405416780417	0.836029921967422	0.8517729377104376	0.5804590101465102	0.7353930635180635	0.7830529393029393	0.6791052416052415	0.6801524535899537	1.0	0.529718639093639	0.5192863317863318	0.6134700040950041	0.835409272909273	0.8657549595049595	0.6805079226954227	0.8705644565019565	0.7212667212667212	0.8239901833651834
LiJ_2014__MH0338__bin.39	0.6205004286656586	0.6934327448701929	0.39378329451842775	0.8475489886245585	0.6765972860358718	0.5873902607810629	0.8293481202727253	0.8260200865110505	0.5867257884936089	0.6579815276704087	0.7892844929995414	0.8077851842127867	0.804399616875003	0.5655745011190685	0.8308772168659273	0.6869371230943015	0.7513706766758882	0.6661764157716549	0.7293644889802944	0.6195102028909406	0.5530451468402723	0.5217890187040846	0.8581222013156551	0.8347530350987228	0.844701481773201	0.5672202855286039	0.7357896118671509	0.7746101897635613	0.6320265918568111	0.6669543345472108	0.6037767956553236	1.0	0.5315308307038058	0.6302868089285627	0.8390931736006781	0.8339224447394052	0.6547102171527849	0.8435743098807029	0.7299228077681672	0.8028705202818011
