	LiJ_2014__MH0399__bin.80	XieH_2016__YSZC12003_37315__bin.119	LiuW_2016__SRR3992981__bin.39	Bengtsson-PalmeJ_2015__TRAVELRES39__bin.16	LiJ_2014__MH0402__bin.1	XieH_2016__YSZC12003_36033__bin.79	NielsenHB_2014__MH0012__bin.89	LiJ_2014__O2.UC13-1__bin.11	LeChatelierE_2013__MH0250__bin.73	XieH_2016__YSZC12003_37652__bin.41	LiJ_2014__MH0262__bin.31	XieH_2016__YSZC12003_35520__bin.37	XieH_2016__YSZC12003_37264__bin.28	LeChatelierE_2013__MH0428__bin.92	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.12	XieH_2016__YSZC12003_37203__bin.14	XieH_2016__YSZC12003_37228__bin.96	LoombaR_2017__SID0012_qdz__bin.71	QinJ_2012__T2D-085__bin.20	XieH_2016__YSZC12003_35550__bin.91	LeChatelierE_2013__MH0407__bin.9	XieH_2016__YSZC12003_36667__bin.109	XieH_2016__YSZC12003_35549__bin.54	XieH_2016__YSZC12003_37393__bin.68	XieH_2016__YSZC12003_37176__bin.69	HMP_2012__SRS017307__bin.46	ZellerG_2014__CCIS07539127ST-4-0__bin.75	Bengtsson-PalmeJ_2015__TRAVELRES50__bin.100	LiuW_2016__SRR3993056__bin.66	XieH_2016__YSZC12003_36058__bin.61	XieH_2016__YSZC12003_37265R1__bin.26	LiJ_2014__MH0338__bin.39	LeChatelierE_2013__MH0224__bin.18	CosteaPI_2017__SID713A004-11-90-0__bin.60	LeChatelierE_2013__MH0318__bin.94	HMP_2012__SRS011134__bin.70	XieH_2016__YSZC12003_37797__bin.14	LeChatelierE_2013__MH0012__bin.34	LiJ_2014__MH0339__bin.58	CosteaPI_2017__SID713A028-11-0-0__bin.13
XieH_2016__YSZC12003_37264__bin.28	11942.0	12630.0	7134.0	16932.0	11842.0	10992.0	16126.0	15520.0	15197.0	16740.0	16785.0	15441.0	0.0	10727.0	16783.0	14537.0	4862.0	13731.0	13325.0	11710.0	10770.0	10860.0	16408.0	15775.0	15921.0	10166.0	13768.0	13507.0	13205.0	12708.0	12368.0	10559.0	10694.0	11175.0	14848.0	16318.0	12252.0	16484.0	14190.0	15398.0
LeChatelierE_2013__MH0428__bin.92	6054.0	9189.0	4959.0	10877.0	5975.0	8064.0	10517.0	8221.0	10466.0	10687.0	10192.0	3850.0	10727.0	0.0	11737.0	8527.0	10092.0	9225.0	9701.0	8169.0	6725.0	5035.0	9564.0	7505.0	6998.0	6415.0	4366.0	6860.0	8638.0	6328.0	7576.0	6214.0	4632.0	7815.0	6462.0	10395.0	7683.0	10932.0	6817.0	7588.0
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.12	12527.0	14825.0	7993.0	17107.0	12312.0	11726.0	8125.0	16479.0	15251.0	17615.0	16743.0	15945.0	16783.0	11737.0	0.0	13091.0	16512.0	13529.0	15781.0	13660.0	10990.0	11271.0	17285.0	16580.0	17163.0	10474.0	14704.0	14754.0	14246.0	13976.0	12375.0	11095.0	10962.0	12395.0	15975.0	16385.0	13794.0	8125.0	15022.0	16212.0
XieH_2016__YSZC12003_37203__bin.14	9643.0	11559.0	6383.0	14653.0	9661.0	10159.0	12109.0	12917.0	13382.0	14396.0	13475.0	12391.0	14537.0	8527.0	13091.0	0.0	13781.0	11434.0	12548.0	10928.0	9092.0	8536.0	13427.0	12894.0	13448.0	8544.0	11240.0	11380.0	11171.0	10152.0	9919.0	8771.0	9285.0	10162.0	12580.0	13653.0	10236.0	12372.0	12251.0	12983.0
XieH_2016__YSZC12003_37228__bin.96	10856.0	12616.0	7336.0	16138.0	10855.0	10685.0	15409.0	15260.0	13732.0	15815.0	14594.0	15128.0	4862.0	10092.0	16512.0	13781.0	0.0	12787.0	13389.0	11195.0	10439.0	10466.0	15216.0	15395.0	15587.0	9528.0	13461.0	12925.0	13328.0	12258.0	10908.0	10125.0	10657.0	10932.0	14968.0	14923.0	12435.0	16234.0	13635.0	14819.0
LoombaR_2017__SID0012_qdz__bin.71	9888.0	11176.0	5890.0	13816.0	10215.0	9840.0	13589.0	13644.0	12823.0	13618.0	12261.0	12942.0	13731.0	9225.0	13529.0	11434.0	12787.0	0.0	12559.0	10348.0	8854.0	8719.0	13394.0	13347.0	13869.0	8179.0	12627.0	11932.0	11331.0	10624.0	9795.0	8976.0	8913.0	9872.0	13453.0	13520.0	10561.0	13756.0	12140.0	14060.0
QinJ_2012__T2D-085__bin.20	10269.0	12239.0	6636.0	14896.0	10793.0	10498.0	14161.0	14562.0	14196.0	14603.0	14161.0	14053.0	13325.0	9701.0	15781.0	12548.0	13389.0	12559.0	0.0	11210.0	9713.0	10020.0	14355.0	14106.0	14585.0	9077.0	13472.0	12649.0	11908.0	11099.0	10665.0	10085.0	9719.0	11165.0	13638.0	14129.0	10855.0	14483.0	13152.0	14215.0
XieH_2016__YSZC12003_35550__bin.91	8837.0	9899.0	6849.0	13282.0	9178.0	8827.0	12076.0	12316.0	11517.0	14134.0	12684.0	11966.0	11710.0	8169.0	13660.0	10928.0	11195.0	10348.0	11210.0	0.0	8260.0	8695.0	12411.0	12275.0	12385.0	8011.0	11008.0	10564.0	10680.0	10537.0	9448.0	8428.0	8373.0	8749.0	11536.0	11961.0	10115.0	12276.0	10901.0	11847.0
LeChatelierE_2013__MH0407__bin.9	7723.0	9104.0	4835.0	11606.0	7822.0	8058.0	10331.0	11534.0	10347.0	10953.0	6854.0	9827.0	10770.0	6725.0	10990.0	9092.0	10439.0	8854.0	9713.0	8260.0	0.0	5977.0	6217.0	10250.0	10369.0	4472.0	9372.0	9121.0	6213.0	7690.0	5415.0	7094.0	7317.0	8628.0	11125.0	10437.0	5626.0	10430.0	9678.0	9618.0
XieH_2016__YSZC12003_36667__bin.109	3299.0	9338.0	6135.0	11055.0	3592.0	7709.0	10876.0	8172.0	9160.0	12778.0	9050.0	7546.0	10860.0	5035.0	11271.0	8536.0	10466.0	8719.0	10020.0	8695.0	5977.0	0.0	9815.0	3079.0	6812.0	6585.0	6337.0	6327.0	8429.0	7649.0	7253.0	3800.0	4698.0	6931.0	6441.0	10377.0	9388.0	10603.0	7137.0	6962.0
XieH_2016__YSZC12003_35549__bin.54	10937.0	13450.0	7439.0	17510.0	11371.0	11706.0	16094.0	15023.0	15561.0	17823.0	9569.0	14973.0	16408.0	9564.0	17285.0	13427.0	15216.0	13394.0	14355.0	12411.0	6217.0	9815.0	0.0	15081.0	15689.0	5371.0	12788.0	13188.0	7879.0	11883.0	7794.0	10256.0	10008.0	11643.0	14902.0	15656.0	8028.0	16314.0	13604.0	14609.0
XieH_2016__YSZC12003_37393__bin.68	5589.0	13742.0	7066.0	16444.0	5808.0	11361.0	15750.0	12421.0	14926.0	15963.0	14572.0	11619.0	15775.0	7505.0	16580.0	12894.0	15395.0	13347.0	14106.0	12275.0	10250.0	3079.0	15081.0	0.0	10153.0	9351.0	9840.0	9719.0	12433.0	7780.0	10992.0	5595.0	6952.0	11350.0	9803.0	16223.0	11894.0	16034.0	10075.0	9673.0
XieH_2016__YSZC12003_37176__bin.69	7884.0	14253.0	7471.0	17385.0	8036.0	11742.0	16222.0	12830.0	15465.0	17006.0	15195.0	10228.0	15921.0	6998.0	17163.0	13448.0	15587.0	13869.0	14585.0	12385.0	10369.0	6812.0	15689.0	10153.0	0.0	9448.0	8953.0	9052.0	12930.0	8479.0	11280.0	7916.0	6219.0	11121.0	4472.0	15586.0	12544.0	16370.0	9590.0	10542.0
HMP_2012__SRS017307__bin.46	7005.0	7895.0	4559.0	11293.0	7113.0	7935.0	9793.0	9355.0	10097.0	10726.0	5769.0	9128.0	10166.0	6415.0	10474.0	8544.0	9528.0	8179.0	9077.0	8011.0	4472.0	6585.0	5371.0	9351.0	9448.0	0.0	8412.0	8196.0	5693.0	7605.0	5237.0	7069.0	6482.0	7574.0	8996.0	9206.0	3822.0	9724.0	8789.0	9465.0
ZellerG_2014__CCIS07539127ST-4-0__bin.75	7721.0	12628.0	6656.0	15095.0	8307.0	10431.0	13959.0	10253.0	14124.0	14256.0	13003.0	5111.0	13768.0	4366.0	14704.0	11240.0	13461.0	12627.0	13472.0	11008.0	9372.0	6337.0	12788.0	9840.0	8953.0	8412.0	0.0	8949.0	11737.0	7920.0	9864.0	7623.0	6229.0	10137.0	8520.0	13740.0	10242.0	14181.0	9224.0	10087.0
Bengtsson-PalmeJ_2015__TRAVELRES50__bin.100	7819.0	12364.0	6481.0	14037.0	7707.0	10508.0	13888.0	6688.0	13800.0	14278.0	12952.0	9730.0	13507.0	6860.0	14754.0	11380.0	12925.0	11932.0	12649.0	10564.0	9121.0	6327.0	13188.0	9719.0	9052.0	8196.0	8949.0	0.0	11458.0	7861.0	10051.0	7405.0	7079.0	10101.0	8835.0	13073.0	10349.0	14168.0	8885.0	9750.0
LiuW_2016__SRR3993056__bin.66	9139.0	11893.0	6745.0	14162.0	9683.0	9652.0	13392.0	12604.0	12979.0	14465.0	6071.0	12390.0	13205.0	8638.0	14246.0	11171.0	13328.0	11331.0	11908.0	10680.0	6213.0	8429.0	7879.0	12433.0	12930.0	5693.0	11737.0	11458.0	0.0	10446.0	7715.0	8661.0	8795.0	10232.0	12966.0	13041.0	7965.0	13579.0	11491.0	13097.0
XieH_2016__YSZC12003_36058__bin.61	6519.0	11249.0	7421.0	13410.0	6747.0	9820.0	13076.0	9421.0	11232.0	15620.0	12079.0	8893.0	12708.0	6328.0	13976.0	10152.0	12258.0	10624.0	11099.0	10537.0	7690.0	7649.0	11883.0	7780.0	8479.0	7605.0	7920.0	7861.0	10446.0	0.0	8928.0	6281.0	5896.0	8241.0	7609.0	12403.0	11563.0	13017.0	6498.0	9170.0
XieH_2016__YSZC12003_37265R1__bin.26	8533.0	10075.0	5475.0	12379.0	8640.0	8701.0	11978.0	10841.0	11336.0	12062.0	8423.0	10726.0	12368.0	7576.0	12375.0	9919.0	10908.0	9795.0	10665.0	9448.0	5415.0	7253.0	7794.0	10992.0	11280.0	5237.0	9864.0	10051.0	7715.0	8928.0	0.0	7858.0	7666.0	8949.0	10680.0	11356.0	6944.0	12050.0	10376.0	10999.0
LiJ_2014__MH0338__bin.39	3225.0	9730.0	4823.0	10719.0	3143.0	8163.0	10231.0	8789.0	10311.0	10798.0	10103.0	8303.0	10559.0	6214.0	11095.0	8771.0	10125.0	8976.0	10085.0	8428.0	7094.0	3800.0	10256.0	5595.0	7916.0	7069.0	7623.0	7405.0	8661.0	6281.0	7858.0	0.0	5438.0	7768.0	7747.0	10869.0	8026.0	10497.0	7467.0	7516.0
LeChatelierE_2013__MH0224__bin.18	5707.0	9353.0	4932.0	11082.0	5906.0	8202.0	10664.0	8068.0	10144.0	11471.0	9721.0	6192.0	10694.0	4632.0	10962.0	9285.0	10657.0	8913.0	9719.0	8373.0	7317.0	4698.0	10008.0	6952.0	6219.0	6482.0	6229.0	7079.0	8795.0	5896.0	7666.0	5438.0	0.0	8022.0	6266.0	10466.0	8114.0	10433.0	6931.0	7513.0
CosteaPI_2017__SID713A004-11-90-0__bin.60	8422.0	9804.0	5290.0	12408.0	9268.0	8406.0	11724.0	11815.0	11996.0	11838.0	11721.0	10868.0	11175.0	7815.0	12395.0	10162.0	10932.0	9872.0	11165.0	8749.0	8628.0	6931.0	11643.0	11350.0	11121.0	7574.0	10137.0	10101.0	10232.0	8241.0	8949.0	7768.0	8022.0	0.0	11036.0	11589.0	8723.0	12250.0	10437.0	11045.0
LeChatelierE_2013__MH0318__bin.94	7816.0	13612.0	7103.0	16188.0	8204.0	10976.0	14960.0	12083.0	15042.0	16251.0	14596.0	9478.0	14848.0	6462.0	15975.0	12580.0	14968.0	13453.0	13638.0	11536.0	11125.0	6441.0	14902.0	9803.0	4472.0	8996.0	8520.0	8835.0	12966.0	7609.0	10680.0	7747.0	6266.0	11036.0	0.0	15142.0	11329.0	15217.0	9296.0	10008.0
HMP_2012__SRS011134__bin.70	11858.0	13500.0	7322.0	17168.0	11529.0	11008.0	16603.0	15186.0	15867.0	16671.0	15207.0	15329.0	16318.0	10395.0	16385.0	13653.0	14923.0	13520.0	14129.0	11961.0	10437.0	10377.0	15656.0	16223.0	15586.0	9206.0	13740.0	13073.0	13041.0	12403.0	11356.0	10869.0	10466.0	11589.0	15142.0	0.0	12433.0	17089.0	13999.0	15479.0
XieH_2016__YSZC12003_37797__bin.14	8007.0	10274.0	6772.0	12593.0	8656.0	9610.0	12695.0	11260.0	11380.0	14933.0	8297.0	12237.0	12252.0	7683.0	13794.0	10236.0	12435.0	10561.0	10855.0	10115.0	5626.0	9388.0	8028.0	11894.0	12544.0	3822.0	10242.0	10349.0	7965.0	11563.0	6944.0	8026.0	8114.0	8723.0	11329.0	12433.0	0.0	13320.0	10404.0	11570.0
LeChatelierE_2013__MH0012__bin.34	11767.0	13255.0	7854.0	16864.0	12065.0	11127.0	755.0	16477.0	15701.0	17507.0	15748.0	15515.0	16484.0	10932.0	8125.0	12372.0	16234.0	13756.0	14483.0	12276.0	10430.0	10603.0	16314.0	16034.0	16370.0	9724.0	14181.0	14168.0	13579.0	13017.0	12050.0	10497.0	10433.0	12250.0	15217.0	17089.0	13320.0	0.0	14656.0	15969.0
LiJ_2014__MH0339__bin.58	7615.0	12630.0	6725.0	15261.0	8172.0	11238.0	14271.0	11287.0	13643.0	14726.0	12938.0	10080.0	14190.0	6817.0	15022.0	12251.0	13635.0	12140.0	13152.0	10901.0	9678.0	7137.0	13604.0	10075.0	9590.0	8789.0	9224.0	8885.0	11491.0	6498.0	10376.0	7467.0	6931.0	10437.0	9296.0	13999.0	10404.0	14656.0	0.0	10689.0
CosteaPI_2017__SID713A028-11-0-0__bin.13	7426.0	13269.0	7288.0	16042.0	7572.0	11927.0	16169.0	12156.0	14619.0	16530.0	13722.0	11343.0	15398.0	7588.0	16212.0	12983.0	14819.0	14060.0	14215.0	11847.0	9618.0	6962.0	14609.0	9673.0	10542.0	9465.0	10087.0	9750.0	13097.0	9170.0	10999.0	7516.0	7513.0	11045.0	10008.0	15479.0	11570.0	15969.0	10689.0	0.0
