	BackhedF_2015__SID1_4M__bin.2	BackhedF_2015__SID238_4M__bin.5	VatanenT_2016__G78865__bin.3	VatanenT_2016__G80320__bin.2	VatanenT_2016__G69181__bin.2	BackhedF_2015__SID172_4M__bin.16	LiJ_2014__V1.CD7-0-PN__bin.1	VatanenT_2016__G80583__bin.1	VatanenT_2016__G80606__bin.6	FengQ_2015__SID31750__bin.46	BackhedF_2015__SID133_4M__bin.16	BackhedF_2015__SID626_4M__bin.19	KarlssonFH_2013__S457__bin.44	VatanenT_2016__G78867__bin.2	VatanenT_2016__G80328__bin.12	VatanenT_2016__G78658__bin.1	BackhedF_2015__SID184_4M__bin.10	VatanenT_2016__G78780__bin.7	VatanenT_2016__G78546__bin.4	BackhedF_2015__SID567_12M__bin.10	VatanenT_2016__G69158__bin.1	VatanenT_2016__G80589__bin.10	XieH_2016__YSZC12003_37134__bin.34	GeversD_2014__SKBSTL023__bin.20	BackhedF_2015__SID39_4M__bin.6	BackhedF_2015__SID26_4M__bin.10	BackhedF_2015__SID42_4M__bin.4	BackhedF_2015__SID608_4M__bin.1
BackhedF_2015__SID133_4M__bin.16	0.9691278725328177	0.8714722802531882	0.8908149106669576	0.874084453244364	0.8443858937981353	0.8546385363724237	0.43589184933428954	0.8424495650275949	0.830039209878083	0.7959546786816749	1.0	0.86448465903776	0.5959215490630165	0.8736027096130461	0.8466079168095787	0.7533480402856163	0.8334418165944312	0.9178362071653519	0.8377322970908297	0.856243568956378	0.854859140656668	0.6561773097190609	0.8642048112001497	0.764499859686321	0.5328509401016495	0.873721196719778	0.8303646596613763	0.6724856568239219
BackhedF_2015__SID626_4M__bin.19	0.8656354755811995	0.8486938970656148	0.8246632194024742	0.8210156118418551	0.8490986585823025	0.8422509901716296	0.4220443580591006	0.9629025203874845	0.8289244209737094	0.7879949499888622	0.7531521821807138	1.0	0.5709687518676076	0.8327034402012399	0.7950049304842469	0.7516998625440755	0.8248486219092791	0.8413110741664358	0.8674871236940329	0.8359680184071413	0.880334566633525	0.6159516106248539	0.8523112833384947	0.7150590978979566	0.5618867455544146	0.8887520441814852	0.8735147425553763	0.7211987732194568
KarlssonFH_2013__S457__bin.44	0.8911813003982086	0.8801871752926113	0.8497808314697972	0.8813065998625212	0.8765657221565287	0.9004405258793972	0.45307041795498637	0.8710389542031318	0.8351834933863792	0.9046248181847081	0.7968051581082976	0.8762942043721138	1.0	0.8746098560434595	0.8511285185916722	0.8622409441522835	0.8456710632396709	0.871080124846066	0.8468723079480708	0.8809647271819528	0.8634500060713669	0.6658486389975625	0.9917319968335085	0.7754454116360745	0.49299812439058327	0.868748511472799	0.8485967846249016	0.6521742529222037
VatanenT_2016__G78867__bin.2	0.9236601975499057	0.925864186856476	0.8635843038440566	0.9319706263647387	0.8642444981717557	0.8776624824524	0.43866476055245807	0.8637962534329926	0.8499318145283566	0.8107658934444922	0.8024672793871507	0.8779671599864953	0.6008480847741072	1.0	0.8975886079960131	0.767875817590169	0.8491824724850409	0.9018497971978975	0.8420810871868238	0.8709631569318436	0.8568319909262663	0.6386592469989621	0.892100116106844	0.7908311753499764	0.5751094565676984	0.8928616309306054	0.8319884201055666	0.7110063774628848
VatanenT_2016__G80328__bin.12	0.9020457833369686	0.9259632018987118	0.8505201394029676	0.9490824507161134	0.8620025685626719	0.8788504316561695	0.4310782974660659	0.8572055392688955	0.8383790017270617	0.8053834947090304	0.7909326897482889	0.8525141072496899	0.5946881657862645	0.9128957212348473	1.0	0.7637446687031161	0.8527012693156532	0.8770068488935772	0.840255720186157	0.8726609748521911	0.8559376437169803	0.6398750602177562	0.8836037655259854	0.7975896875886426	0.5643868457839196	0.8758856971404623	0.8250060172240078	0.6963091567766323
VatanenT_2016__G78658__bin.1	0.8731812793790283	0.8736703271269713	0.8399196915432389	0.8627701899637414	0.863620277013448	0.8702081544154393	0.4436190167445352	0.8690013874847371	0.8320814530028681	0.9009071954617637	0.7660096755362384	0.8773191623095576	0.6556984961187284	0.8499947092484318	0.8312460294593802	1.0	0.8509058281888865	0.8475292586487935	0.843432592060068	0.8577631970565192	0.857517087938632	0.6413167670060014	0.9813305824067253	0.7454221128051643	0.5651287554923748	0.8706219030773944	0.845878623421741	0.6943800329017374
BackhedF_2015__SID184_4M__bin.10	0.8807776700368013	0.8863758286047239	0.8415923651037647	0.8663622402453702	0.8584088623250824	0.8843014738532384	0.4392534633348953	0.8645705551371867	0.8424493992457811	0.816021412135228	0.7719606876200804	0.8769376227880108	0.5858120777554514	0.8562637499106505	0.8453948674701752	0.7751090426127195	1.0	0.8517377865414593	0.8499118056272558	0.859087919284279	0.86229439664291	0.6368713127495922	0.8780423087503403	0.7533839130287241	0.5660226756649235	0.8728918007031001	0.841103559615858	0.7031903763802256
VatanenT_2016__G78780__bin.7	0.9725262864228591	0.8833927038457318	0.9158608556955888	0.8978768617084222	0.8705724025012354	0.8756414274454567	0.44068351512639214	0.8733023463962805	0.8473551494566288	0.8119132126702674	0.8444337186260849	0.8884470266095124	0.5993706032412212	0.9032775821869815	0.8636666807711975	0.7668607115425026	0.8460312360374109	1.0	0.8624083892793135	0.881791959126504	0.8776305248821853	0.6566829299078927	0.8888461370200187	0.7753517586317936	0.5793268696332559	0.8944706175130939	0.8453273243250803	0.7055336138461549
VatanenT_2016__G78546__bin.4	0.9103304812254963	0.9031606041413593	0.8792568381873695	0.8758995966667809	0.8931773056073524	0.9017314184677022	0.4475580231329857	0.9420492658244825	0.871443661751285	0.830709475180472	0.791911450175802	0.9412585897596027	0.598723422912584	0.8665864937348318	0.8502088880684918	0.7841211171302217	0.8674118033272503	0.8861024865030565	1.0	0.9030699674629062	0.9854126529540004	0.6574626225022872	0.89667197591275	0.7598809638289649	0.6052142617918872	0.9593984524708259	0.914446344375902	0.7473369949077662
BackhedF_2015__SID567_12M__bin.10	0.8877328687719387	0.8765763032962373	0.856433255461721	0.8674827386933439	0.8817113357614672	0.885858753955899	0.43066723121830097	0.8655552582999272	0.8349739737483489	0.8052556667572477	0.7712895300248079	0.8643394359679779	0.5934929806711283	0.8540957027368817	0.8414115476087658	0.759886850932388	0.8354834043587037	0.8633479597146065	0.8605381918478463	1.0	0.8753882170209509	0.631749780042538	0.8814125587460212	0.7538554874208205	0.596648571522864	0.8732542961045235	0.8428239799626301	0.7127920799865743
VatanenT_2016__G69158__bin.1	0.9155352773409776	0.9064825839397124	0.8839147916645413	0.8818012699347253	0.8950307282231844	0.9013060770034554	0.45195845969771653	0.9428802626727507	0.877011325066273	0.8352677224681095	0.7990995763483766	0.944558036774768	0.6036434476818664	0.8719441193744472	0.8564288077274523	0.7883344967843573	0.8702459423734693	0.8916977689429987	0.9744355319400096	0.9084204950034758	1.0	0.6645748837399097	0.8986941415990335	0.7644784071748251	0.59979057881567	0.9619722753750125	0.9162315262680037	0.7511644225906727
VatanenT_2016__G80589__bin.10	0.8973751857787722	0.8546124203788217	0.8749934374871733	0.8661657838694867	0.85547914934561	0.8681660377790739	0.46142435642033297	0.8659681925741946	0.8284387328575233	0.8171712562892737	0.8035097750418331	0.8657472148695563	0.6097929873226571	0.8513846186153908	0.8387025029185284	0.7723318731941159	0.8419799411426122	0.8740279128727387	0.8516666873485254	0.8588057467566869	0.8705777015836894	1.0	0.8644170531787858	0.7611775104833159	0.5255565726787557	0.8686896069842318	0.8468066096674643	0.6712811075039828
XieH_2016__YSZC12003_37134__bin.34	0.884678474038622	0.8756852078579777	0.8400641382380767	0.8698522455339751	0.8689315626913017	0.8840075268518003	0.4355059407869108	0.8648126634759865	0.8369591379598197	0.8806962685736547	0.7712146613612333	0.8730344621292225	0.6618961823139852	0.8666801157549112	0.8440320830318883	0.8612621041794201	0.8459684039178585	0.8621539178585342	0.846488048861929	0.873208024931827	0.8579543241137515	0.6299585397072737	1.0	0.7519397990984473	0.5653917858534142	0.8680856614168846	0.837493043575046	0.6990174049752351
GeversD_2014__SKBSTL023__bin.20	0.9111654806462155	0.9158797271797129	0.8669709590588915	0.9272321846480287	0.8670621071803368	0.8833455959034257	0.4410054048372555	0.8649464032622816	0.8431911532126019	0.8126458575231688	0.805331426065735	0.8645970021300741	0.6109215157193557	0.9069172391480361	0.8993310056347605	0.7722553329862587	0.8568280617967841	0.8877601211366746	0.8467816501587292	0.8815870940829267	0.8615016611950422	0.6548068727325879	0.8876090287551794	1.0	0.5313426364635186	0.8764827992819828	0.8326541019118113	0.6679621743507543
BackhedF_2015__SID39_4M__bin.6	0.9441956917298987	0.9350372767365066	0.8998679579978502	0.9115929679638233	0.9267161176910012	0.9300200233243745	0.47555509612452157	0.9252426386012685	0.9079498194702558	0.865156674232049	0.7807868606785542	0.9450398010689005	0.5402676706123163	0.917410925904562	0.8852102677505685	0.8143958907066874	0.8954486629605051	0.9226777569764666	0.9381332961727237	0.9705663985087021	0.9401995935939068	0.6288922978163954	0.9283626449063884	0.7391016803372783	1.0	0.9465955208520135	0.900777174552445	0.9397975279818248
BackhedF_2015__SID26_4M__bin.10	0.9034589828243346	0.8933811542223671	0.8653943069514113	0.8708030498249443	0.8594938601802844	0.8704139593475747	0.4329620922210972	0.8996479274015305	0.8468503458562564	0.8155826708697309	0.7850763664482834	0.916630273340438	0.583808022548336	0.8733932506985943	0.8424211583969472	0.7693607534136473	0.8467974631721136	0.8735841186645407	0.9119408750578295	0.8710832229859665	0.9246880534514356	0.6374317647021742	0.8740635649863397	0.7476273710967063	0.5804659069537927	1.0	0.8835859502965808	0.7346616576375028
BackhedF_2015__SID42_4M__bin.4	0.8793487564420988	0.8683757177717495	0.8516677525799198	0.8483027501991244	0.8627850159915524	0.8746799334102049	0.43848488647918415	0.921505865743435	0.8368821799823306	0.8105959525754263	0.772019095645645	0.9321890054363307	0.5900618282044165	0.8420989120816124	0.8210301415214333	0.7734435867461087	0.8442843879978924	0.854247491105537	0.899385849016264	0.8699132694734203	0.9112930871414584	0.6429444749241009	0.8725328691084375	0.7348971692089599	0.5715441686458311	0.9142583913070893	1.0	0.755386866561675
BackhedF_2015__SID608_4M__bin.1	0.9226974780882296	0.9067810256291626	0.8789329036934426	0.8854831883888368	0.8927755453618895	0.904243646459712	0.4732647596860617	0.9511293695968996	0.8855571234629557	0.8428294544634786	0.782615460050793	0.9633740157676752	0.5676308616792697	0.9007940989831886	0.8673817957332659	0.7947380906698018	0.8835241357193951	0.8924476002171786	0.9200480623340713	0.9208908314611429	0.9351775371637144	0.6379694253521101	0.9115800016057065	0.7379382637595214	0.7464022421831803	0.9515108382921996	0.9455307154874023	1.0
