	BackhedF_2015__SID1_4M__bin.2	BackhedF_2015__SID238_4M__bin.5	VatanenT_2016__G78865__bin.3	VatanenT_2016__G80320__bin.2	VatanenT_2016__G69181__bin.2	BackhedF_2015__SID172_4M__bin.16	LiJ_2014__V1.CD7-0-PN__bin.1	VatanenT_2016__G80583__bin.1	VatanenT_2016__G80606__bin.6	FengQ_2015__SID31750__bin.46	BackhedF_2015__SID133_4M__bin.16	BackhedF_2015__SID626_4M__bin.19	KarlssonFH_2013__S457__bin.44	VatanenT_2016__G78867__bin.2	VatanenT_2016__G80328__bin.12	VatanenT_2016__G78658__bin.1	BackhedF_2015__SID184_4M__bin.10	VatanenT_2016__G78780__bin.7	VatanenT_2016__G78546__bin.4	BackhedF_2015__SID567_12M__bin.10	VatanenT_2016__G69158__bin.1	VatanenT_2016__G80589__bin.10	XieH_2016__YSZC12003_37134__bin.34	GeversD_2014__SKBSTL023__bin.20	BackhedF_2015__SID39_4M__bin.6	BackhedF_2015__SID26_4M__bin.10	BackhedF_2015__SID42_4M__bin.4	BackhedF_2015__SID608_4M__bin.1
BackhedF_2015__SID133_4M__bin.16	0.9704850176171619	0.8819287674222818	0.8957095195036013	0.8820706401421845	0.8559192884537432	0.8659505472233482	0.4408640204546163	0.8540075145770322	0.8412611861183	0.8075130179913317	1.0	0.8768747466558573	0.6044557388294721	0.881365174144866	0.8539170902061052	0.7641284181971252	0.845472935050357	0.9200991549998441	0.8491978734682424	0.8677009603691809	0.866593261825325	0.66114753203829	0.8765298088615884	0.7709694895700165	0.5397013657198092	0.884220557513018	0.8420964422687163	0.6818667955473793
BackhedF_2015__SID626_4M__bin.19	0.877470675163942	0.8609861511797847	0.83548311954319	0.8324175264453246	0.8607345334919781	0.8532804019363356	0.42733342297850146	0.9635439587306244	0.8400102005335246	0.799489905410765	0.7639466149441212	1.0	0.579463989807616	0.8444985711103505	0.8057514845783146	0.7627112773621502	0.8366943480079757	0.8526505088042421	0.8734811256173293	0.8472972660940242	0.8863350202924062	0.6238522701959698	0.864653453512189	0.7248514742555376	0.5687279622295025	0.8959681406505523	0.8758492521419762	0.7231760603936781
KarlssonFH_2013__S457__bin.44	0.9031859302715229	0.8926509360067499	0.8608322827870754	0.8937078228911901	0.8887204424749706	0.9127036448526534	0.45872695160573324	0.8836679186363866	0.8459081852970775	0.9050532013301765	0.8082162011170273	0.8893322694978172	1.0	0.8868312832264026	0.8628407847854149	0.8624858834203736	0.8575115316886269	0.8827845738291251	0.8585845741418136	0.8921881571342731	0.8752941225519754	0.6747597380296355	0.9919576536485789	0.7861044389770294	0.49870051901067464	0.8805775146794188	0.8610834758237125	0.6614678741304004
VatanenT_2016__G78867__bin.2	0.9310014582274928	0.9312126917705201	0.8698966065510324	0.9332272869342745	0.8755845172257374	0.888425010481122	0.443473008828488	0.8754642215130981	0.8604541091547544	0.8224302812950549	0.8095976645446646	0.8904034453264936	0.609244081075014	1.0	0.8986755656852183	0.7791854046930365	0.8608314653485694	0.9075301893905626	0.8532116628125496	0.8819018322540731	0.8680821462187227	0.6444409596876894	0.9051385960559475	0.791876960399439	0.5822946192372178	0.9017907234104408	0.8434956358791987	0.720969082211737
VatanenT_2016__G80328__bin.12	0.9089289049963168	0.9305311943452296	0.8567816936564804	0.9493384330748142	0.873193330767441	0.889400327642854	0.4357220286474482	0.8684895183781133	0.8486026385481759	0.8165312897469051	0.7977611921276868	0.8640380470621564	0.6028715904369651	0.9140012154610432	1.0	0.7745075798816072	0.8642532470251609	0.8822215336147076	0.8511773914050372	0.8836059502971835	0.8670231727757117	0.6458289258608818	0.8958963806716205	0.7981941409534269	0.5713293203941473	0.8847289226929635	0.8362790724772355	0.7056399504348241
VatanenT_2016__G78658__bin.1	0.8851617602706963	0.8863546563171375	0.8506664563576405	0.8753380037261158	0.8753732754032365	0.8822750311005041	0.4490710668810445	0.8815010357587433	0.8430747232461356	0.9014216071123553	0.7769712409011953	0.890170734732813	0.655884762278804	0.8625137767604034	0.8429601893732381	1.0	0.8632588414007056	0.859124921579965	0.8548685416667492	0.8689439223927988	0.8690489448022032	0.649853701802145	0.9816480275008115	0.7556275168224103	0.5719365854876468	0.8829095249776976	0.858344981573521	0.70448715179622
BackhedF_2015__SID184_4M__bin.10	0.8931057487713077	0.8987692498749106	0.8525598028604868	0.8783426678093789	0.8702697960807475	0.8963147531893294	0.4449602854566288	0.8767740859445678	0.8535702656083823	0.827855631263046	0.7831042975172002	0.8895314037670513	0.5940141905215056	0.8680098829682695	0.8568478616384442	0.7863616770721346	1.0	0.8631113588431555	0.8615673255552851	0.870825388138272	0.874040529700529	0.6453528460825886	0.8906100971185025	0.7634325841925937	0.573359812102304	0.8847141065509322	0.8531222540792154	0.713031467665553
VatanenT_2016__G78780__bin.7	0.9737670070161674	0.8923230233994166	0.9192918425848298	0.9036297173380304	0.8819314505458095	0.8866594566217545	0.44546244094923015	0.884876189711199	0.8578944612941791	0.8232478766106955	0.8465156908124282	0.9004217732837715	0.6074241708149526	0.9089669674278571	0.8688020448222865	0.7773526895308284	0.8573286066420865	1.0	0.8737584725797163	0.89269057791044	0.8890630838289642	0.6606862260650296	0.900982966268895	0.7803512171612457	0.5863864263732733	0.9038932808166666	0.8567484083993199	0.7148945997098292
VatanenT_2016__G78546__bin.4	0.9223203137060711	0.9155240365892165	0.890357989088965	0.8875674110295995	0.9054939459488537	0.9133203862891023	0.45328581908108406	0.9483960439668948	0.8825901309921069	0.8420991159976317	0.8027499020865964	0.9477623241012876	0.6070037835286628	0.8780409803056815	0.8612599308876905	0.7947528732011291	0.8793073147115488	0.8977644057973577	1.0	0.9151172768615244	0.9854977630057186	0.6656836639914109	0.9088670304660825	0.77002527142185	0.6125937822501698	0.9646785916533935	0.921066506320803	0.7527527206662312
BackhedF_2015__SID567_12M__bin.10	0.8988451969927093	0.8877402416477606	0.8659158270365462	0.8788703209447954	0.8931494748756968	0.8966291211742674	0.4360399511564531	0.8772725134274112	0.8447479494627982	0.8159056103371932	0.7816101518180458	0.8760531802022135	0.6010540403710593	0.864822534878969	0.8519645905350531	0.7697917829650055	0.8468983715774935	0.8740186175647181	0.872018110591733	1.0	0.8869724092943175	0.6397511057558286	0.8930374773810702	0.7634261824161827	0.5999941016993425	0.8844898566783158	0.8540282935865109	0.7219418188814435
VatanenT_2016__G69158__bin.1	0.9275456624165485	0.9187662221263609	0.8949469306024539	0.8935198206876651	0.9071959567283661	0.9127586613949462	0.4577153562419026	0.9490995034808803	0.8881429281366178	0.8466372379138327	0.810068320564519	0.9509962444092414	0.6119237456224852	0.8833926960536421	0.8675206980123205	0.7989359888192114	0.8821003910069851	0.9033135765261733	0.9745196938982216	0.9204418102034898	1.0	0.6729265918268902	0.9108447966049577	0.7745224628630805	0.6069771356370149	0.9672693780176251	0.9227495238109118	0.7565234626051296
VatanenT_2016__G80589__bin.10	0.9037835392132811	0.8657658285423012	0.8802988114931316	0.8743982772329965	0.8664239889196147	0.8793643096666053	0.4668686170613879	0.8768381001835595	0.8386733892252608	0.828335164473276	0.8095959687557571	0.8768519411197031	0.6179538896371479	0.8590921109527623	0.8465064045352453	0.7826128251068855	0.8531930085136076	0.8793561960143831	0.862316094526912	0.8696828134709536	0.8815182456947529	1.0	0.8759016892623926	0.7680607512096501	0.5319988125431336	0.878858876860532	0.8576306990054572	0.6797837377591238
XieH_2016__YSZC12003_37134__bin.34	0.8967356975902944	0.8883619010518115	0.8508865963603984	0.8824249401747454	0.8807564416495075	0.896111358450665	0.4408342144804942	0.8771846652568313	0.8479868106182871	0.881158175190606	0.7822134648561412	0.8856767210195337	0.6620467889142412	0.8793470699538093	0.8557741805331404	0.8615407089988313	0.8580771050141911	0.8739262758083366	0.8580005843396962	0.8847247342645668	0.8695541627246925	0.6383281623907842	1.0	0.7622645250153042	0.57216212643998	0.8802187100005565	0.8497012215482219	0.7088510072903333
GeversD_2014__SKBSTL023__bin.20	0.9181251734688347	0.920412088047443	0.8734515083782368	0.928126011046167	0.8784556223610155	0.8940382559340712	0.4458366658509868	0.8764479002264743	0.8535676688580537	0.8238500966498549	0.8121465957408371	0.87643722522126	0.6193190496289204	0.9081165349261536	0.9000125636599831	0.7828281044968048	0.868256476032971	0.8934843873942969	0.8580860701035804	0.8927794264730275	0.8728204513392205	0.6607282160095517	0.8997966000929547	1.0	0.5378560319527541	0.8860689539644506	0.8438061977437966	0.6767378497911805
BackhedF_2015__SID39_4M__bin.6	0.9559161327684617	0.9464487440589666	0.910002981225135	0.9231580654704453	0.9380150751759894	0.9408055475916612	0.4809430037727918	0.9365158958695754	0.9183675450810357	0.8754333342090445	0.7908247941983759	0.9565460736351186	0.546516821077376	0.9288726514285323	0.8960991640005072	0.8242065200878604	0.9070560230456699	0.9339213162166082	0.9495721770596439	0.9760085621699663	0.9514648552392462	0.6366012205889576	0.9394794164109019	0.7481618633913549	1.0	0.9580001347833585	0.9116814909323925	0.9511524548275858
BackhedF_2015__SID26_4M__bin.10	0.913454860776703	0.9031056144249954	0.8744589593598323	0.8800855368660601	0.8710166818602237	0.8808342996388918	0.43821779050542187	0.9067615239598834	0.8577452294390548	0.8269629544540003	0.7945104972128024	0.9240727231465408	0.5917572355594375	0.8821276489934604	0.8509265151326777	0.7802192144855128	0.858266351518556	0.8827867563547651	0.9169598270210904	0.8822908498597558	0.9297798504365623	0.6448938266295484	0.8862801654562602	0.7558042248011383	0.5874593792693574	1.0	0.8908606464225214	0.7410489052759057
BackhedF_2015__SID42_4M__bin.4	0.8911378607339807	0.8804231945272871	0.8628187167476814	0.8602904352905621	0.8744838892267017	0.8862110276121529	0.4440897208345322	0.9240323353319452	0.8477711479492184	0.8221977096531287	0.7829265446723453	0.9346803247738245	0.5987443025791588	0.8537459658745419	0.8322488695751747	0.7848424145395934	0.8563485339446336	0.8657890941454177	0.9058969800498771	0.8814777020577754	0.9177759530247697	0.6511627485611952	0.8852518243705025	0.7447399642409611	0.5784629701164886	0.921785618256678	1.0	0.7556180609961943
BackhedF_2015__SID608_4M__bin.1	0.9351158490037136	0.9195377742458283	0.8904781149912662	0.8976284984784343	0.9044813273114803	0.9156618527222395	0.47923490352380005	0.9536018854804669	0.8970066273948955	0.8549892794142527	0.7935329036027247	0.9660152669124215	0.5757197216593933	0.9134161315445581	0.8790050244099142	0.8063059814382141	0.8958889830842901	0.9042885518114774	0.9267153730977027	0.9327118251213238	0.9418493838214635	0.646050120722822	0.9244038814553144	0.7476332838467286	0.7554205068680241	0.9597834019840908	0.9458201055321126	1.0
