	KarlssonFH_2013__S353__bin.6	ZeeviD_2015__PNP_Main_251__bin.30	WenC_2017__RA064__bin.43	KarlssonFH_2013__S397__bin.10	QinN_2014__LD-45__bin.10	FengQ_2015__SID532826__bin.13	ZeeviD_2015__PNP_Main_124__bin.16	GeversD_2014__SKBSTL023__bin.18	BackhedF_2015__SID229_12M__bin.34	LiJ_2014__O2.UC15-0__bin.11	BackhedF_2015__SID274_M__bin.36	NielsenHB_2014__V1_CD18_0__bin.7	KarlssonFH_2013__S195__bin.42	NielsenHB_2014__V1_CD10_0__bin.8	IjazUZ_2017__S47_a_WGS__bin.4	LoombaR_2017__SID1049_baw__bin.4	FengQ_2015__SID31582__bin.27	BackhedF_2015__SID598_M__bin.5	HeQ_2017__RSZAXPI003097-131__bin.25	ZeeviD_2015__PNP_Main_108__bin.39	BackhedF_2015__SID195_12M__bin.32	YuJ_2015__SZAXPI015210-17__bin.59	HeQ_2017__SZAXPI029466-158__bin.40	BackhedF_2015__SID1_4M__bin.5	XieH_2016__YSZC12003_35563__bin.69	XieH_2016__YSZC12003_37399__bin.52	XieH_2016__YSZC12003_35734__bin.1	XieH_2016__YSZC12003_37400__bin.21	FengQ_2015__SID31236__bin.21	GeversD_2014__SKBSTL006__bin.30	BackhedF_2015__SID103_B__bin.11	XieH_2016__YSZC12003_37754__bin.94	FengQ_2015__SID31398__bin.3	ZeeviD_2015__PNP_Main_396__bin.81	VogtmannE_2016__MMRS73787048ST-27-0-0__bin.25	ZeeviD_2015__PNP_Main_240__bin.1	QinJ_2012__CON-104__bin.37	ZeeviD_2015__PNP_Main_191__bin.9
BackhedF_2015__SID274_M__bin.36	0.9908154769550246	0.9915425911509018	0.9902690342687295	0.9890329445059625	0.9870162332361045	0.9889587923747688	0.9893485914461393	0.9883430546115789	0.9973085048350735	0.9936518008263733	1.0	0.9951355473947325	0.9930619104140926	0.9852774306248834	0.9885460931138829	0.990705379322296	0.9896382411975464	0.9902566140998279	0.9835732656989197	0.9930886688057072	0.990476447167788	0.9842168249986589	0.9838522108193165	0.9896102550448596	0.9892221375632057	0.992358066464809	0.9901823098999321	0.9904832124378831	0.9895097434590177	0.9945450705773432	0.9895637391688644	0.989827215129261	0.9895612881196215	0.9946368908560974	0.9959515640516605	0.9863444654793935	0.9845740053970959	0.9943336199752478
NielsenHB_2014__V1_CD18_0__bin.7	0.9895074867071115	0.9903620512705883	0.9894760342717258	0.9876465450943076	0.9862121411118893	0.9874608067149759	0.988432740250781	0.9873110268531704	0.9952695998875805	0.9929197695371499	0.9951355473947325	1.0	0.9920543725399115	0.9849081596262899	0.9874642824223431	0.9893193503614417	0.9882448328440818	0.9893547585191962	0.9825485578401804	0.9931607107463862	0.9895940477384738	0.9834019679111223	0.9826775759256691	0.9885314238479443	0.987617803030303	0.9911397187298063	0.9888868416183243	0.9898899371396133	0.9880232920538358	0.9947365620968316	0.9882949103463637	0.9888452821576713	0.9881091141769683	0.9938852643151169	0.9961520583487572	0.9858024635640442	0.9831504268291644	0.9933109586847443
KarlssonFH_2013__S195__bin.42	0.9983681095996825	0.9934250375564175	0.9892651261280775	0.9983836613846131	0.9888130843821318	0.9921513588829625	0.9934879531069629	0.9906844459915428	0.9925096638711662	0.9897728952165131	0.9930619104140926	0.9920543725399115	1.0	0.9877143544696368	0.9896591713210242	0.9930988534045699	0.9959135697179309	0.9945310684799138	0.9861872593938461	0.9926549187166587	0.9927375948025026	0.9872158164833424	0.985989230670276	0.9928159812113766	0.993150958179674	0.9922907288930548	0.9940534645395757	0.9928439941063806	0.9945938767935082	0.9933918798271798	0.9951292278495264	0.9953833428070378	0.9973328126525433	0.9912266350198763	0.9916981988469478	0.9885320493948044	0.9863427783665583	0.9919803688111909
NielsenHB_2014__V1_CD10_0__bin.8	0.98661708137778	0.9862648891455276	0.9895337667461448	0.9848850062327792	0.9894739111066404	0.9845218021938175	0.9853929787364334	0.9855656163690075	0.9856231374040961	0.9853096624384834	0.9852774306248834	0.9849081596262899	0.9877143544696368	1.0	0.9857383252065323	0.9851088242126651	0.9857947260750214	0.9860626712456805	0.9878490182383538	0.986313072087886	0.9865813803690955	0.9884948754983138	0.9889825507083547	0.9867397092578424	0.9860693183502258	0.985365967977802	0.9862514460212878	0.9863930190505812	0.9860252259936289	0.9864981025178646	0.9858038793441044	0.9860703621201304	0.9860761028505446	0.9853338660215103	0.9848990807544472	0.986331238672466	0.986506960011536	0.9853034604358746
IjazUZ_2017__S47_a_WGS__bin.4	0.9885667441047676	0.9885219765545459	0.9873330246825062	0.9868051396746357	0.9867014266964483	0.9874228328822662	0.9878279160967485	0.9866412298804976	0.9881208508510484	0.9869363979355629	0.9885460931138829	0.9874642824223431	0.9896591713210242	0.9857383252065323	1.0	0.9883130956560038	0.987319230285962	0.9886579380370427	0.9820653275280795	0.9895868021492409	0.9889856091956372	0.9837302665040417	0.9831775785454374	0.9878202107500577	0.9872288566443285	0.9875741393648241	0.9880922656816924	0.9880993817265857	0.9878116760727319	0.9902009133049102	0.9874338495775422	0.9877918461189729	0.9874755930984664	0.9874612212541828	0.9876105758716003	0.9853969421572583	0.9830283022010355	0.9873167517707132
LoombaR_2017__SID1049_baw__bin.4	0.9929455080229782	0.9956785686640939	0.9876518251968056	0.9912446904682295	0.9871062631669311	0.9910864368237362	0.9909179606112074	0.9885456363192141	0.9896830906459351	0.9883128942396977	0.990705379322296	0.9893193503614417	0.9930988534045699	0.9851088242126651	0.9883130956560038	1.0	0.9915930833217411	0.9938443075999954	0.9838747486112998	0.9921507108950898	0.9924339921592205	0.9842370553482012	0.9833796107811734	0.9927228804342595	0.9909617872841747	0.9918075614763063	0.9913388118134033	0.9921757444567951	0.9916105148989195	0.9922334732980642	0.9920110775028949	0.991825919395447	0.9915776333185788	0.9890889329697253	0.9891583195868244	0.9862744968526457	0.984456168181209	0.9901052078010942
FengQ_2015__SID31582__bin.27	0.9965385698709349	0.9920688547775353	0.9870088284167463	0.995140588366598	0.9862422377956354	0.9911509388919062	0.9923738605539192	0.9881993146718075	0.988735868694986	0.9868067949277387	0.9896382411975464	0.9882448328440818	0.9959135697179309	0.9857947260750214	0.987319230285962	0.9915930833217411	1.0	0.9938226794064344	0.9833476687069017	0.9919257547542132	0.9919727636992314	0.9839667237288645	0.9831925271782447	0.9908647436381193	0.9913986761827933	0.990378326818326	0.9935005099922976	0.9925333737147525	0.9942077696041874	0.9919473337298844	0.9952697005504456	0.9950734952149118	0.9960964544595802	0.9878467892351803	0.9878560213432915	0.9857091659321393	0.983474255368851	0.9890551981924699
BackhedF_2015__SID598_M__bin.5	0.9952845409325229	0.9934612695270759	0.9876326499722508	0.9939943143937692	0.9871329220778422	0.9924537903343533	0.9934961386749146	0.9891344467565945	0.9895176342865111	0.9879727990329424	0.9902566140998279	0.9893547585191962	0.9945310684799138	0.9860626712456805	0.9886579380370427	0.9938443075999954	0.9938226794064344	1.0	0.9838802302983263	0.9927395841649398	0.9931126209624451	0.9844150699222206	0.9836253053176126	0.9933187315809389	0.9925293180255685	0.9923503247653191	0.9941298356548696	0.9932970380134372	0.9933154999071372	0.9924397820092024	0.9937782935907237	0.9938926021769897	0.9942040597453017	0.9889031674222538	0.9888409453359845	0.9867680638449471	0.9845946545723698	0.9894385620079756
HeQ_2017__RSZAXPI003097-131__bin.25	0.9847156734784305	0.9841312625404125	0.9873778176100567	0.9822744128079517	0.9876371629191861	0.9817982394403127	0.9829090196329042	0.9833658304186663	0.983267974595917	0.9838644283290396	0.9835732656989197	0.9825485578401804	0.9861872593938461	0.9878490182383538	0.9820653275280795	0.9838747486112998	0.9833476687069017	0.9838802302983263	1.0	0.9854523908831865	0.9847639225536234	0.9875497332038163	0.9882371924679269	0.9842888208225934	0.9824889626676637	0.9835188538440507	0.9834502988897523	0.9851361690446849	0.983125484290706	0.9844584567316198	0.9833274984970266	0.983756805069459	0.9833734940911323	0.9834705708064894	0.9830575991698669	0.9866160610961133	0.9873026515384624	0.983815478899394
ZeeviD_2015__PNP_Main_108__bin.39	0.9925237890005797	0.9934274596804129	0.9901951763072818	0.991306222006535	0.9882577752496223	0.991843464110752	0.9917152098079723	0.9903421679144231	0.9932251370269484	0.9917880851797569	0.9930886688057072	0.9931607107463862	0.9926549187166587	0.986313072087886	0.9895868021492409	0.9921507108950898	0.9919257547542132	0.9927395841649398	0.9854523908831865	1.0	0.9921277882226233	0.9854925496688741	0.9860449767132402	0.9915487930935795	0.9910012629239758	0.9923876027742183	0.9930658077463598	0.9917558919792698	0.9916150148897602	0.9937465539321968	0.9918309243776221	0.9917133840308475	0.9919394741107291	0.9934036325982905	0.9925172313632178	0.9878167310246284	0.9860209028883079	0.9944114028729376
BackhedF_2015__SID195_12M__bin.32	0.9927498682398168	0.9921738373412158	0.9882165176964973	0.9919674588186106	0.9872217370053835	0.9947689638046922	0.9916519510394123	0.9890271938345429	0.9896310681127373	0.9886450063379811	0.990476447167788	0.9895940477384738	0.9927375948025026	0.9865813803690955	0.9889856091956372	0.9924339921592205	0.9919727636992314	0.9931126209624451	0.9847639225536234	0.9921277882226233	1.0	0.984993148852886	0.9849628703926369	0.9919715858235375	0.9913470589182432	0.9912198137914692	0.9948892291875608	0.9915338798880673	0.9919734134199096	0.9927723553391127	0.9919400752507178	0.9922494874706007	0.9918993150771513	0.9893705202806927	0.9892060308527411	0.9889829621363064	0.985286684122696	0.9895277267686248
YuJ_2015__SZAXPI015210-17__bin.59	0.9852944129382776	0.9849064616158175	0.9886784314900792	0.9838955498487187	0.9912758024160444	0.982262283303912	0.9835508503741068	0.9837154794410757	0.9840421158554169	0.9837760803837852	0.9842168249986589	0.9834019679111223	0.9872158164833424	0.9884948754983138	0.9837302665040417	0.9842370553482012	0.9839667237288645	0.9844150699222206	0.9875497332038163	0.9854925496688741	0.984993148852886	1.0	0.9899315159796047	0.9849188690561244	0.9832739224476479	0.9840814461995944	0.9841228038153249	0.9851931032271167	0.9839908057781772	0.985417916665575	0.9844741758141771	0.984802015426835	0.9843330131735044	0.9839599999022361	0.9841209721590767	0.9858588307633857	0.9883106634180971	0.9835027408472659
HeQ_2017__SZAXPI029466-158__bin.40	0.9847225029305954	0.9839750188191771	0.9889160695939722	0.9823265800242538	0.9896338060815456	0.9818422885007686	0.9825352299811076	0.9833729780465269	0.9835291251270059	0.9839042480994262	0.9838522108193165	0.9826775759256691	0.985989230670276	0.9889825507083547	0.9831775785454374	0.9833796107811734	0.9831925271782447	0.9836253053176126	0.9882371924679269	0.9860449767132402	0.9849628703926369	0.9899315159796047	1.0	0.9842879115524016	0.9828943757581386	0.9836373368468728	0.9834191313708298	0.9856565735856674	0.983463446270896	0.9847791966128825	0.9834454859177935	0.983702722079304	0.9833013236126253	0.9836318275728609	0.9835242364626179	0.9859459413836839	0.9887110893442712	0.983370633860814
BackhedF_2015__SID1_4M__bin.5	0.9930279427858062	0.9926916349807365	0.9878987824645237	0.9913430030522046	0.987174037196778	0.9909717084964725	0.9915228247514977	0.9882166863878681	0.988906069453615	0.9882732644818819	0.9896102550448596	0.9885314238479443	0.9928159812113766	0.9867397092578424	0.9878202107500577	0.9927228804342595	0.9908647436381193	0.9933187315809389	0.9842888208225934	0.9915487930935795	0.9919715858235375	0.9849188690561244	0.9842879115524016	1.0	0.9905847821892722	0.9931102497815454	0.992224094287167	0.9926375245146324	0.9912399146495966	0.9914667822192557	0.9914230353877763	0.9917579399012755	0.9913560083771857	0.988439069753163	0.9877009867702506	0.9859558127038804	0.9844196688058268	0.98850353365787
XieH_2016__YSZC12003_35563__bin.69	0.9930092858643026	0.9915482154318792	0.9869607823611872	0.9915353732599168	0.9863536216079831	0.9899181799828796	0.9921240590117352	0.9874467420160504	0.9884398826890533	0.9866969985112468	0.9892221375632057	0.987617803030303	0.993150958179674	0.9860693183502258	0.9872288566443285	0.9909617872841747	0.9913986761827933	0.9925293180255685	0.9824889626676637	0.9910012629239758	0.9913470589182432	0.9832739224476479	0.9828943757581386	0.9905847821892722	1.0	0.9902044768547582	0.9916474987873383	0.9915840196997108	0.9914103288589549	0.990994779611629	0.9922010401906345	0.9922578069710911	0.9918459666217307	0.9875605508980129	0.9876321283700417	0.9850551361061981	0.9832275182412584	0.9878281621035703
XieH_2016__YSZC12003_37399__bin.52	0.9918569591484686	0.9922688300109058	0.9884773011781683	0.9898965096692608	0.9866615649405154	0.9902689058769654	0.9906436338287412	0.987936385442877	0.9912853846009854	0.9897170007933576	0.992358066464809	0.9911397187298063	0.9922907288930548	0.985365967977802	0.9875741393648241	0.9918075614763063	0.990378326818326	0.9923503247653191	0.9835188538440507	0.9923876027742183	0.9912198137914692	0.9840814461995944	0.9836373368468728	0.9931102497815454	0.9902044768547582	1.0	0.9915586960348703	0.9914458387098785	0.9908684387366188	0.9922382782333777	0.9912810225636792	0.9913993347309028	0.990542965104162	0.9906865665195114	0.991128180152218	0.9857587023499761	0.9839254893457243	0.9907907825783757
XieH_2016__YSZC12003_35734__bin.1	0.9940185884820959	0.9923481028542745	0.987627875550739	0.9925083772401797	0.9866078905476358	0.9973983047275519	0.9936172806830046	0.9881628536134518	0.9892789376416092	0.9877786938189939	0.9901823098999321	0.9888868416183243	0.9940534645395757	0.9862514460212878	0.9880922656816924	0.9913388118134033	0.9935005099922976	0.9941298356548696	0.9834502988897523	0.9930658077463598	0.9948892291875608	0.9841228038153249	0.9834191313708298	0.992224094287167	0.9916474987873383	0.9915586960348703	1.0	0.9926613697166217	0.9927635501989752	0.9931571806684312	0.9927484069642928	0.9932962390503152	0.9927432786563282	0.988797881724399	0.9882688673937757	0.9862659702979064	0.9840847325936238	0.9892082798440578
XieH_2016__YSZC12003_37400__bin.21	0.9932361216073784	0.9925779338502696	0.9882987629729066	0.9919380431938266	0.9878952824374726	0.9911724124645729	0.9922757301412148	0.989278263358605	0.9897969877952327	0.9882531200104272	0.9904832124378831	0.9898899371396133	0.9928439941063806	0.9863930190505812	0.9880993817265857	0.9921757444567951	0.9925333737147525	0.9932970380134372	0.9851361690446849	0.9917558919792698	0.9915338798880673	0.9851931032271167	0.9856565735856674	0.9926375245146324	0.9915840196997108	0.9914458387098785	0.9926613697166217	1.0	0.9919353315711834	0.9919344640884218	0.9922266896148912	0.9921601080162895	0.9926678480892832	0.9895669415465673	0.988798361436313	0.9882761341794054	0.9861228405830175	0.9899445240403157
FengQ_2015__SID31236__bin.21	0.995293842828044	0.9919432612795767	0.9867362821348562	0.9934647809335816	0.9863658488653892	0.9908070265519932	0.992453179697719	0.9874971140630738	0.9883034714553595	0.9862552537545841	0.9895097434590177	0.9880232920538358	0.9945938767935082	0.9860252259936289	0.9878116760727319	0.9916105148989195	0.9942077696041874	0.9933154999071372	0.983125484290706	0.9916150148897602	0.9919734134199096	0.9839908057781772	0.983463446270896	0.9912399146495966	0.9914103288589549	0.9908684387366188	0.9927635501989752	0.9919353315711834	1.0	0.9916842274091064	0.9956245619577669	0.9958555158566533	0.9935522405190224	0.9874703266963077	0.9878741836511782	0.9851083081642293	0.9840675400878933	0.9882223477616859
GeversD_2014__SKBSTL006__bin.30	0.9926098592221727	0.9927071468968917	0.9900462704778128	0.991224107855865	0.9879590556183209	0.9921446597413929	0.9917646060520107	0.9905897039685128	0.9945823997356613	0.9913755083653867	0.9945450705773432	0.9947365620968316	0.9933918798271798	0.9864981025178646	0.9902009133049102	0.9922334732980642	0.9919473337298844	0.9924397820092024	0.9844584567316198	0.9937465539321968	0.9927723553391127	0.985417916665575	0.9847791966128825	0.9914667822192557	0.990994779611629	0.9922382782333777	0.9931571806684312	0.9919344640884218	0.9916842274091064	1.0	0.9921923514747463	0.992215284861878	0.9918448277592141	0.993139096560455	0.9938843405423312	0.9876417686332601	0.9856265878017593	0.9931475641975389
BackhedF_2015__SID103_B__bin.11	0.9955449982162005	0.9922719497008755	0.9870016463082345	0.99417992467714	0.9869842660261258	0.9909293050034563	0.9929498608252496	0.988536439829567	0.9887144521601701	0.9871025659853568	0.9895637391688644	0.9882949103463637	0.9951292278495264	0.9858038793441044	0.9874338495775422	0.9920110775028949	0.9952697005504456	0.9937782935907237	0.9833274984970266	0.9918309243776221	0.9919400752507178	0.9844741758141771	0.9834454859177935	0.9914230353877763	0.9922010401906345	0.9912810225636792	0.9927484069642928	0.9922266896148912	0.9956245619577669	0.9921923514747463	1.0	0.9975310940701506	0.9947541175673721	0.9878656267702084	0.9880169453165132	0.9854526807175129	0.9840090508865589	0.9888775820747898
XieH_2016__YSZC12003_37754__bin.94	0.9958154271253313	0.992329404949831	0.987303395388583	0.9944430645074741	0.9867547366879063	0.9913464237082004	0.9936044298541528	0.9883069361578675	0.9890226987230469	0.9872454504722713	0.989827215129261	0.9888452821576713	0.9953833428070378	0.9860703621201304	0.9877918461189729	0.991825919395447	0.9950734952149118	0.9938926021769897	0.983756805069459	0.9917133840308475	0.9922494874706007	0.984802015426835	0.983702722079304	0.9917579399012755	0.9922578069710911	0.9913993347309028	0.9932962390503152	0.9921601080162895	0.9958555158566533	0.992215284861878	0.9975310940701506	1.0	0.99505189260642	0.9882569499519805	0.988370651550245	0.9858653049679779	0.9840343401640148	0.9892611699942179
FengQ_2015__SID31398__bin.3	0.9976690923903039	0.9920262795523672	0.9870322129286282	0.9974778112201702	0.9868462226367224	0.9907887336188171	0.9922141437302411	0.9882241152757628	0.9884100779474845	0.9875453077364944	0.9895612881196215	0.9881091141769683	0.9973328126525433	0.9860761028505446	0.9874755930984664	0.9915776333185788	0.9960964544595802	0.9942040597453017	0.9833734940911323	0.9919394741107291	0.9918993150771513	0.9843330131735044	0.9833013236126253	0.9913560083771857	0.9918459666217307	0.990542965104162	0.9927432786563282	0.9926678480892832	0.9935522405190224	0.9918448277592141	0.9947541175673721	0.99505189260642	1.0	0.9882589961309368	0.9881368720775895	0.9858501828663295	0.9837696533275008	0.9885672074368516
ZeeviD_2015__PNP_Main_396__bin.81	0.9889321518530041	0.9907738012217914	0.9920910999378479	0.9870872360775788	0.9867805271651425	0.9873099866756855	0.9880433034194589	0.9884349230847785	0.9945734447386196	0.9959724171156673	0.9946368908560974	0.9938852643151169	0.9912266350198763	0.9853338660215103	0.9874612212541828	0.9890889329697253	0.9878467892351803	0.9889031674222538	0.9834705708064894	0.9934036325982905	0.9893705202806927	0.9839599999022361	0.9836318275728609	0.988439069753163	0.9875605508980129	0.9906865665195114	0.988797881724399	0.9895669415465673	0.9874703266963077	0.993139096560455	0.9878656267702084	0.9882569499519805	0.9882589961309368	1.0	0.9944470910498422	0.9858624757994406	0.9841283912967674	0.9953962612330632
