	KarlssonFH_2013__S353__bin.6	ZeeviD_2015__PNP_Main_251__bin.30	WenC_2017__RA064__bin.43	KarlssonFH_2013__S397__bin.10	QinN_2014__LD-45__bin.10	FengQ_2015__SID532826__bin.13	ZeeviD_2015__PNP_Main_124__bin.16	GeversD_2014__SKBSTL023__bin.18	BackhedF_2015__SID229_12M__bin.34	LiJ_2014__O2.UC15-0__bin.11	BackhedF_2015__SID274_M__bin.36	NielsenHB_2014__V1_CD18_0__bin.7	KarlssonFH_2013__S195__bin.42	NielsenHB_2014__V1_CD10_0__bin.8	IjazUZ_2017__S47_a_WGS__bin.4	LoombaR_2017__SID1049_baw__bin.4	FengQ_2015__SID31582__bin.27	BackhedF_2015__SID598_M__bin.5	HeQ_2017__RSZAXPI003097-131__bin.25	ZeeviD_2015__PNP_Main_108__bin.39	BackhedF_2015__SID195_12M__bin.32	YuJ_2015__SZAXPI015210-17__bin.59	HeQ_2017__SZAXPI029466-158__bin.40	BackhedF_2015__SID1_4M__bin.5	XieH_2016__YSZC12003_35563__bin.69	XieH_2016__YSZC12003_37399__bin.52	XieH_2016__YSZC12003_35734__bin.1	XieH_2016__YSZC12003_37400__bin.21	FengQ_2015__SID31236__bin.21	GeversD_2014__SKBSTL006__bin.30	BackhedF_2015__SID103_B__bin.11	XieH_2016__YSZC12003_37754__bin.94	FengQ_2015__SID31398__bin.3	ZeeviD_2015__PNP_Main_396__bin.81	VogtmannE_2016__MMRS73787048ST-27-0-0__bin.25	ZeeviD_2015__PNP_Main_240__bin.1	QinJ_2012__CON-104__bin.37	ZeeviD_2015__PNP_Main_191__bin.9
BackhedF_2015__SID598_M__bin.5	9075.0	15757.0	29415.0	11089.0	31377.0	16490.0	16612.0	27230.0	26311.0	14586.0	23507.0	26764.0	6520.0	15657.0	16130.0	8002.0	15751.0	0.0	31859.0	12914.0	15100.0	23604.0	40807.0	9676.0	18799.0	15924.0	14471.0	9016.0	16520.0	17872.0	15643.0	14439.0	14786.0	27909.0	22678.0	32109.0	34779.0	25867.0
HeQ_2017__RSZAXPI003097-131__bin.25	25388.0	32086.0	25576.0	27720.0	26019.0	32974.0	35837.0	35788.0	35482.0	17869.0	33601.0	38015.0	14718.0	14318.0	23364.0	19949.0	35023.0	31859.0	0.0	22392.0	28607.0	18713.0	25733.0	20974.0	36625.0	29417.0	33095.0	17815.0	34626.0	31009.0	34527.0	31949.0	34769.0	35537.0	31218.0	28983.0	23521.0	33180.0
ZeeviD_2015__PNP_Main_108__bin.39	11258.0	12040.0	17475.0	12343.0	21716.0	13313.0	15656.0	18121.0	12866.0	8001.0	12726.0	13078.0	7263.0	13154.0	11570.0	8291.0	15119.0	12914.0	22392.0	0.0	13332.0	17525.0	26218.0	10040.0	16716.0	12214.0	12508.0	9282.0	15399.0	11387.0	14995.0	14678.0	15069.0	12486.0	12082.0	22237.0	22853.0	10262.0
BackhedF_2015__SID195_12M__bin.32	13096.0	17350.0	26033.0	13602.0	28837.0	10575.0	19321.0	25292.0	23910.0	13616.0	21554.0	24169.0	8576.0	15270.0	15094.0	9665.0	18563.0	15100.0	28607.0	13332.0	0.0	21937.0	34329.0	11849.0	19884.0	17155.0	11374.0	11539.0	18206.0	15895.0	18234.0	16691.0	18584.0	24339.0	21635.0	24838.0	29748.0	23182.0
YuJ_2015__SZAXPI015210-17__bin.59	20506.0	23174.0	17377.0	19992.0	14282.0	25281.0	27340.0	26617.0	26008.0	13957.0	24715.0	27194.0	10981.0	14609.0	16474.0	16171.0	26693.0	23604.0	18713.0	17525.0	21937.0	0.0	16919.0	15515.0	27684.0	21884.0	24356.0	13852.0	26188.0	22262.0	24742.0	23642.0	25805.0	26251.0	22178.0	22630.0	16960.0	25295.0
HeQ_2017__SZAXPI029466-158__bin.40	30236.0	40788.0	28169.0	33782.0	27549.0	40811.0	46795.0	45491.0	44077.0	21132.0	41212.0	46842.0	17644.0	13964.0	26042.0	23147.0	44812.0	40807.0	25733.0	26218.0	34329.0	16919.0	0.0	24762.0	44942.0	35766.0	42020.0	20465.0	42479.0	38150.0	43025.0	40190.0	44325.0	44279.0	36547.0	36633.0	27107.0	42888.0
BackhedF_2015__SID1_4M__bin.5	8690.0	11027.0	17955.0	10483.0	19853.0	12009.0	13351.0	18841.0	17205.0	10595.0	15843.0	18092.0	6338.0	10832.0	12148.0	7561.0	14163.0	9676.0	20974.0	10040.0	11849.0	15515.0	24762.0	0.0	14884.0	9501.0	11501.0	7512.0	13663.0	12682.0	13200.0	12077.0	13348.0	18076.0	18130.0	21380.0	21015.0	16895.0
XieH_2016__YSZC12003_35563__bin.69	13880.0	21266.0	32081.0	16186.0	34939.0	22872.0	21453.0	33379.0	30493.0	17362.0	27230.0	32689.0	8584.0	17296.0	19345.0	12413.0	23180.0	18799.0	36625.0	16716.0	19884.0	27684.0	44942.0	14884.0	0.0	21143.0	21352.0	12044.0	22390.0	22313.0	20524.0	19123.0	21890.0	32811.0	26764.0	38201.0	39294.0	30970.0
XieH_2016__YSZC12003_37399__bin.52	13798.0	16319.0	24337.0	16171.0	28620.0	18721.0	20455.0	26700.0	19553.0	11743.0	16496.0	20005.0	8488.0	15611.0	16272.0	9925.0	21082.0	15924.0	29417.0	12214.0	17155.0	21884.0	35766.0	9501.0	21143.0	0.0	17598.0	10978.0	19663.0	16051.0	18781.0	17621.0	20873.0	20700.0	17196.0	30327.0	31209.0	19756.0
XieH_2016__YSZC12003_35734__bin.1	11559.0	18781.0	29774.0	13687.0	32944.0	5864.0	16543.0	30501.0	27364.0	15061.0	24090.0	28408.0	7121.0	16199.0	17312.0	11816.0	17020.0	14471.0	33095.0	12508.0	11374.0	24356.0	42020.0	11501.0	21352.0	17598.0	0.0	10026.0	17997.0	16422.0	18264.0	16065.0	18844.0	28650.0	24188.0	33812.0	36215.0	27363.0
XieH_2016__YSZC12003_37400__bin.21	8073.0	10329.0	16213.0	8688.0	16990.0	10998.0	11193.0	15320.0	14603.0	9373.0	13398.0	14586.0	5765.0	10106.0	10394.0	6687.0	10749.0	9016.0	17815.0	9282.0	11539.0	13852.0	20465.0	7512.0	12044.0	10978.0	10026.0	0.0	11530.0	11162.0	10993.0	10800.0	10534.0	14891.0	14821.0	16194.0	17270.0	13714.0
FengQ_2015__SID31236__bin.21	9348.0	19791.0	32433.0	12369.0	34481.0	20482.0	19963.0	32276.0	30346.0	17548.0	26008.0	30858.0	6758.0	17302.0	18126.0	11533.0	15262.0	16520.0	34626.0	15399.0	18206.0	26188.0	42479.0	13663.0	22390.0	19663.0	17997.0	11530.0	0.0	20169.0	11412.0	10202.0	17078.0	32408.0	26033.0	36915.0	36613.0	29229.0
GeversD_2014__SKBSTL006__bin.30	14086.0	17653.0	23560.0	15737.0	29341.0	16709.0	20672.0	23775.0	13707.0	10951.0	13251.0	13455.0	8016.0	16053.0	14227.0	10247.0	20036.0	17872.0	31009.0	11387.0	15895.0	22262.0	38150.0	12682.0	22313.0	16051.0	16422.0	11162.0	20169.0	0.0	19136.0	18170.0	20318.0	17429.0	12923.0	29925.0	31508.0	16724.0
BackhedF_2015__SID103_B__bin.11	8916.0	19263.0	31795.0	11309.0	33135.0	20352.0	19052.0	30047.0	29320.0	16335.0	26165.0	30479.0	6057.0	17219.0	18747.0	10887.0	12746.0	15643.0	34527.0	14995.0	18234.0	24742.0	43025.0	13200.0	20524.0	18781.0	18264.0	10993.0	11412.0	19136.0	0.0	6179.0	14328.0	31789.0	25520.0	36822.0	37583.0	28068.0
XieH_2016__YSZC12003_37754__bin.94	8190.0	18115.0	29805.0	10045.0	32008.0	18315.0	16096.0	28939.0	27011.0	15429.0	24219.0	27567.0	5531.0	16565.0	17342.0	10834.0	12489.0	14439.0	31949.0	14678.0	16691.0	23642.0	40190.0	12077.0	19123.0	17621.0	16065.0	10800.0	10202.0	18170.0	6179.0	0.0	12742.0	29199.0	23734.0	33582.0	35022.0	25797.0
FengQ_2015__SID31398__bin.3	4761.0	20215.0	32586.0	4981.0	34301.0	20979.0	21202.0	31689.0	31186.0	16088.0	26719.0	31982.0	3415.0	17340.0	18916.0	11645.0	11017.0	14786.0	34769.0	15069.0	18584.0	25805.0	44325.0	13348.0	21890.0	20873.0	18844.0	10534.0	17078.0	20318.0	14328.0	12742.0	0.0	31499.0	25848.0	36209.0	38587.0	29530.0
ZeeviD_2015__PNP_Main_396__bin.81	22058.0	23814.0	20551.0	24517.0	34405.0	28629.0	31963.0	31936.0	14991.0	5551.0	14185.0	17426.0	10993.0	18465.0	19740.0	15440.0	32990.0	27909.0	35537.0	12486.0	24339.0	26251.0	44279.0	18076.0	32811.0	20700.0	28650.0	14891.0	32408.0	17429.0	31789.0	29199.0	31499.0	0.0	12682.0	37614.0	37597.0	12414.0
VogtmannE_2016__MMRS73787048ST-27-0-0__bin.25	18713.0	20445.0	21640.0	20401.0	29363.0	24693.0	26661.0	27482.0	8294.0	8554.0	9140.0	9106.0	9511.0	16646.0	16598.0	13756.0	26328.0	22678.0	31218.0	12082.0	21635.0	22178.0	36547.0	18130.0	26764.0	17196.0	24188.0	14821.0	26033.0	12923.0	25520.0	23734.0	25848.0	12682.0	0.0	31430.0	30899.0	13474.0
ZeeviD_2015__PNP_Main_240__bin.1	24881.0	33133.0	30268.0	27547.0	32184.0	33200.0	37457.0	39149.0	36330.0	19262.0	33909.0	37750.0	13867.0	16788.0	22155.0	18702.0	36885.0	32109.0	28983.0	22237.0	24838.0	22630.0	36633.0	21380.0	38201.0	30327.0	33812.0	16194.0	36915.0	29925.0	36822.0	33582.0	36209.0	37614.0	31430.0	0.0	32796.0	35315.0
QinJ_2012__CON-104__bin.37	25748.0	33843.0	23070.0	28727.0	24035.0	35314.0	39442.0	39241.0	37690.0	18459.0	34670.0	39563.0	14652.0	14410.0	22928.0	18441.0	39758.0	34779.0	23521.0	22853.0	29748.0	16960.0	27107.0	21015.0	39294.0	31209.0	36215.0	17270.0	36613.0	31508.0	37583.0	35022.0	38587.0	37597.0	30899.0	32796.0	0.0	36801.0
ZeeviD_2015__PNP_Main_191__bin.9	18728.0	21435.0	24883.0	21174.0	33481.0	26232.0	29483.0	30805.0	14730.0	7845.0	14523.0	18045.0	9605.0	16887.0	18634.0	13246.0	28367.0	25867.0	33180.0	10262.0	23182.0	25295.0	42888.0	16895.0	30970.0	19756.0	27363.0	13714.0	29229.0	16724.0	28068.0	25797.0	29530.0	12414.0	13474.0	35315.0	36801.0	0.0
