	KarlssonFH_2013__S353__bin.6	ZeeviD_2015__PNP_Main_251__bin.30	WenC_2017__RA064__bin.43	KarlssonFH_2013__S397__bin.10	QinN_2014__LD-45__bin.10	FengQ_2015__SID532826__bin.13	ZeeviD_2015__PNP_Main_124__bin.16	GeversD_2014__SKBSTL023__bin.18	BackhedF_2015__SID229_12M__bin.34	LiJ_2014__O2.UC15-0__bin.11	BackhedF_2015__SID274_M__bin.36	NielsenHB_2014__V1_CD18_0__bin.7	KarlssonFH_2013__S195__bin.42	NielsenHB_2014__V1_CD10_0__bin.8	IjazUZ_2017__S47_a_WGS__bin.4	LoombaR_2017__SID1049_baw__bin.4	FengQ_2015__SID31582__bin.27	BackhedF_2015__SID598_M__bin.5	HeQ_2017__RSZAXPI003097-131__bin.25	ZeeviD_2015__PNP_Main_108__bin.39	BackhedF_2015__SID195_12M__bin.32	YuJ_2015__SZAXPI015210-17__bin.59	HeQ_2017__SZAXPI029466-158__bin.40	BackhedF_2015__SID1_4M__bin.5	XieH_2016__YSZC12003_35563__bin.69	XieH_2016__YSZC12003_37399__bin.52	XieH_2016__YSZC12003_35734__bin.1	XieH_2016__YSZC12003_37400__bin.21	FengQ_2015__SID31236__bin.21	GeversD_2014__SKBSTL006__bin.30	BackhedF_2015__SID103_B__bin.11	XieH_2016__YSZC12003_37754__bin.94	FengQ_2015__SID31398__bin.3	ZeeviD_2015__PNP_Main_396__bin.81	VogtmannE_2016__MMRS73787048ST-27-0-0__bin.25	ZeeviD_2015__PNP_Main_240__bin.1	QinJ_2012__CON-104__bin.37	ZeeviD_2015__PNP_Main_191__bin.9
BackhedF_2015__SID274_M__bin.36	0.6467158331412768	0.8167854077109867	0.8074461156146978	0.6097872013520781	0.8177266517697592	0.7230421088142261	0.8459736598628549	0.8456176037355833	0.897047339432381	0.44355307941788497	1.0	0.8955973960473094	0.4099508669265275	0.4005213917586033	0.4890557832399772	0.45064981913283964	0.8458230207320862	0.7979879154684008	0.6719994923027078	0.6107725349125391	0.7487456202758266	0.514775995270399	0.8386905417998537	0.5040318513248562	0.8347762624795001	0.7154924496728359	0.8115287366687709	0.4657554836317725	0.8194117391638359	0.8069474366296916	0.8286685304501472	0.7871128390632984	0.8460134072166497	0.8786957523773259	0.7510319281474728	0.8180807038287724	0.7391120641569052	0.8512243187002949
NielsenHB_2014__V1_CD18_0__bin.7	0.6459358657302182	0.840505899357192	0.826284839209686	0.6195631731486602	0.8424127688955889	0.7290900961513616	0.8646358124490778	0.8841424663771147	0.9196694410582701	0.44552551263881635	0.8770088772463365	1.0	0.41143833893673865	0.4110072490479553	0.5045753421162719	0.45671847704250096	0.8615141721618634	0.813579462328206	0.7000517111619247	0.6211583365686881	0.7517723583724164	0.5269871101506624	0.869140996157805	0.5100584915059264	0.8527962132122182	0.731944840118965	0.8268032591442244	0.467112714960291	0.8326259163522076	0.831715328908829	0.8417147826871946	0.7993034529384271	0.869258090376458	0.9264216562813689	0.7710405718384479	0.8573265819903204	0.7550447819970583	0.8764570952718466
KarlssonFH_2013__S195__bin.42	0.7787460814585981	0.88163302524265	0.869850376613836	0.729019671574204	0.9061432581233211	0.7917155986442932	0.9277900051548629	0.9208452798443393	0.9276186666333305	0.5171033347770871	0.9025466198880637	0.925020645188807	1.0	0.5100850736204124	0.5666738486676408	0.5754525579811763	0.9308476256378315	0.8718917317029945	0.7727293785265034	0.7217999221990749	0.8620607244310348	0.6235626499671663	0.9130747469815372	0.6440990057218242	0.9153227377983809	0.8033967678054184	0.8753582114905643	0.5881779361576491	0.9142755873491871	0.8861341543855675	0.9099935950278003	0.8769311432397394	0.939023341012927	0.9133181506322979	0.8354731038965909	0.8789952944412048	0.7781467643124657	0.8736654163121627
NielsenHB_2014__V1_CD10_0__bin.8	0.7603814859896085	0.8263047570428156	0.8112779274366563	0.6866811098618052	0.8715258806727687	0.7636653088375619	0.8712621904012522	0.8651769221087064	0.874425770485394	0.47979183235205397	0.8431935915529107	0.883608520500688	0.48776020077025684	1.0	0.5634913435757667	0.5874252789667279	0.8623536782683354	0.7789262954048279	0.8185107757908423	0.6665450175547404	0.7894542173918853	0.8826050911208102	0.8814146174416698	0.5667885267308101	0.8608819349662441	0.7391407072384034	0.8171121625907182	0.5151460176088847	0.8584250448097667	0.8247465233316668	0.8407978775394251	0.8245601822064618	0.8634984456337462	0.8723282022722366	0.7634156820471928	0.851834897544024	0.7408276218020523	0.7961048376265625
IjazUZ_2017__S47_a_WGS__bin.4	0.6388863361320161	0.8073409783173137	0.8004579461293255	0.6084566130366279	0.8207328023845087	0.7259265492496925	0.839216176924874	0.8577908971027378	0.8314307605603861	0.4534187073651157	0.8105895613527127	0.854038529036287	0.4266167901032261	0.44363752722376804	1.0	0.5018728623736801	0.8308694000972139	0.778381089570764	0.7082686071063584	0.6087051838926085	0.7503047622632902	0.5514403269398769	0.84260039439171	0.5454397489711159	0.8278671734780987	0.7159588025638782	0.7952789252881264	0.4777686862725776	0.8132723550455455	0.7958934323040249	0.8155327443661886	0.7768165879248818	0.8256621451498788	0.8606287015743559	0.7324774154831409	0.8276429614587844	0.7352089268493063	0.803037768376251
LoombaR_2017__SID1049_baw__bin.4	0.5360792467597373	0.6367996718482581	0.6219277028906585	0.49061137121222836	0.6315954492519932	0.560983417964422	0.6502812392443081	0.6638627609065664	0.6493000843953474	0.37837215990796663	0.6361263949985149	0.658357261064513	0.36895712810647957	0.3938721434060831	0.427420472708242	1.0	0.6486489672178295	0.6091236556858419	0.5738784612700792	0.4941055271880319	0.5977260404437592	0.47606331065503055	0.6457139893539278	0.48631003738855333	0.6416771571497947	0.5665134348906397	0.6376473971814783	0.3997996199851954	0.6427078176494717	0.6172331527555788	0.6373852529738752	0.6197989599098526	0.6463943384394877	0.659904194778804	0.5917344422599093	0.6336115079421208	0.5506659688727327	0.6249206730882568
FengQ_2015__SID31582__bin.27	0.673950760024478	0.8375614437743834	0.8265118520278603	0.6494960382620655	0.8552654809107816	0.7564168340344417	0.9052269188444388	0.8821995245118017	0.8741837917197088	0.425522778167897	0.8403736206262586	0.8741061366119275	0.42008161087224605	0.40698345083369725	0.49806160904038194	0.45656059554166756	1.0	0.8409517197619638	0.686340400169381	0.6163884135924315	0.7612653003792489	0.5436378564004403	0.869930681201225	0.5098037914276726	0.8866467727997387	0.7201392880420426	0.863381103392798	0.4741796766627153	0.8693545732221294	0.8190569616808547	0.8899799689645056	0.8371399822919805	0.9329527790572802	0.8898873801821511	0.7107300774825409	0.8442968628663894	0.7852006621259446	0.8507073915715668
BackhedF_2015__SID598_M__bin.5	0.7097291022331438	0.8870615201117813	0.8703828791692434	0.6800430258766634	0.8919280535607692	0.803571977748967	0.9402417556276935	0.9184887142295527	0.9202891166986125	0.4439553867752861	0.8852333279359547	0.9216589639775	0.4393252510985271	0.4104461878265522	0.5209680748143369	0.47869918976330955	0.9389437910569759	1.0	0.7205070621055483	0.6542704812917842	0.8067596423798216	0.5524356566392759	0.9082676600807532	0.5330258433157048	0.9254235429208315	0.7654148577111434	0.908059052015291	0.49504991216600014	0.9096011954761322	0.8692920405462937	0.9258118577567186	0.8706489192953568	0.9397774822599776	0.9215559567977514	0.7446059252842238	0.8872401152939355	0.8236179900927842	0.897913585868897
HeQ_2017__RSZAXPI003097-131__bin.25	0.5950713051614975	0.7239393905217744	0.7278761907083366	0.5588579095631029	0.7562159859336066	0.6470777417079259	0.7498147291844555	0.7697104681921754	0.7585905811482534	0.39639404965075953	0.7319537858003791	0.7786704085853605	0.3823000066577436	0.4234845174718474	0.4654468564717815	0.4428232616467765	0.7524217997081507	0.707443102668591	1.0	0.5518396291454913	0.6726780391599019	0.5400073999182881	0.7865323670024764	0.4780474547955581	0.7476002108649282	0.6386598798913952	0.7154851475927163	0.429563437564008	0.7339321906996051	0.7146065437251858	0.7408533335467692	0.703962521633119	0.7481448361194595	0.7692371499181971	0.658999468471946	0.7772908367983311	0.6653788965535808	0.7337804814603669
ZeeviD_2015__PNP_Main_108__bin.39	0.7491950809079657	0.9122286045412324	0.8846520739417751	0.7054956060916698	0.9161656025476698	0.8114982999326791	0.9394216613088939	0.9314554310671951	0.9455076165923363	0.48438760231608174	0.9166267736917902	0.951972032977747	0.4920305114839134	0.47516117179577533	0.5511596699819191	0.525325564270465	0.931053410135038	0.885133797278188	0.7603458984090097	1.0	0.8422488910588439	0.5967529541270056	0.9286242412606815	0.5904775176560877	0.9227824059198334	0.7981639373188212	0.8979338028924454	0.5597279290758882	0.9128672263212428	0.9070679991839277	0.9126105745540801	0.8805421367562926	0.9295666344682321	0.9425806836461192	0.8033205324922641	0.9037806509631209	0.8080244781622931	0.9153129372040297
BackhedF_2015__SID195_12M__bin.32	0.5497064191722351	0.6742742634116196	0.6692692574860505	0.5149267320103956	0.6829535512642951	0.6164716103017227	0.70356153364638	0.6988305814537356	0.699547290209415	0.3634136427258966	0.6871811519698455	0.7045829509149532	0.3593659855787653	0.3441615212618488	0.4154627001833769	0.3886287319895504	0.7032019530773413	0.6674514290338779	0.566799524483053	0.5150677439982538	1.0	0.4413865279599183	0.6893095133431061	0.44879640137406984	0.6983352002094335	0.593683766516029	0.6787342273493363	0.41427574710297005	0.689734388593479	0.6692858110672338	0.6879147208545081	0.655044826484749	0.69756269975421	0.6944610491169277	0.6077999861440395	0.6835004325389453	0.6106720324793525	0.6714846784344237
YuJ_2015__SZAXPI015210-17__bin.59	0.7470632502278278	0.822238280731746	0.8251179376088843	0.6641284796760168	0.8823701490070187	0.7612315318078112	0.8888830889757426	0.8742716577819247	0.8720434036500303	0.4601774338429282	0.8380111445331107	0.8760730745557085	0.4610773266170339	0.6824900984607755	0.5416109331262764	0.549024853352821	0.8907345300004132	0.8106843100024578	0.8070798452293176	0.6473110877664606	0.7829132383742553	1.0	0.9044998988640145	0.5509486120445346	0.8849159483836729	0.7356087842584557	0.8208696824765049	0.5011440328681078	0.87521885609763	0.8180085128225205	0.8530553942454712	0.8329902322212724	0.8815626923486821	0.8756119814605777	0.7473769892795855	0.8578408663330266	0.7796904803850563	0.8199572836396775
HeQ_2017__SZAXPI029466-158__bin.40	0.6408810419129579	0.8235887199538301	0.8264726918770317	0.6174646368152005	0.8648732548599202	0.7256869164026314	0.8657174003475893	0.8847502996601385	0.8655138452027248	0.42478933357887105	0.8257183211139958	0.873834613911136	0.40831813794724997	0.4122008125763537	0.5005059282558546	0.450366580125586	0.8620290731992851	0.8060882390178054	0.7109385404865921	0.6091961544848723	0.7394477703477044	0.5470250201828708	1.0	0.5101118237916175	0.8492034548470953	0.7070381082196489	0.8195564207836709	0.46246183341033786	0.8307664229376066	0.811684525698426	0.8405163526469568	0.7977342569497311	0.8583111499879149	0.8750273352526928	0.7174352051747072	0.8451139366216752	0.780710930319358	0.834005218772454
BackhedF_2015__SID1_4M__bin.5	0.6966595952699505	0.843047075914605	0.8250288043560855	0.6756823691449201	0.8600628939667608	0.7419298552718304	0.8789530355316577	0.8893833925931012	0.8632261666819577	0.5025753655352995	0.8493702441855163	0.8777440124369527	0.49300787272161345	0.4536892934475789	0.5545532271291724	0.5805612951631759	0.8646676509210358	0.8097032546248792	0.7395973637893081	0.6630242125449092	0.8240460509467022	0.5703200590327477	0.8731206811055244	1.0	0.8814166733740807	0.7708389033012296	0.8260278807029671	0.5700628320521703	0.870195498133838	0.8293797114892654	0.858815033538008	0.8179547809602503	0.8616518475032379	0.8698808594420595	0.8195082743221619	0.8448290904014936	0.7473659563186935	0.8176592795055387
XieH_2016__YSZC12003_35563__bin.69	0.6642236247487614	0.8405127659187398	0.8180678868063608	0.6387531019501438	0.8507829750018024	0.7565847587873707	0.9104259888003008	0.8845525409545012	0.8783776135382817	0.43383741637452355	0.8419802755387439	0.878387046566142	0.41934188459768473	0.4124524053210363	0.5037903927306392	0.45850512112344666	0.9000974970808148	0.8414163152302299	0.6922875564212979	0.6201804807744785	0.7674654195305453	0.5482799210590326	0.869988282831822	0.527562633620524	1.0	0.7200405350682918	0.8540286103735008	0.4780668626490503	0.8706108626706115	0.8272334209481945	0.8796665694166413	0.8256759606696641	0.8970374902216559	0.8775566032205705	0.7200196476494578	0.8482744633786276	0.7760255554200494	0.8467584410439127
XieH_2016__YSZC12003_37399__bin.52	0.5333565422261687	0.6646862943659831	0.6625498914502945	0.502798871882786	0.6718495276715272	0.6045880617221147	0.6873038576162985	0.6939079195110519	0.7058345823716294	0.35868180258837334	0.6798026461311336	0.7101743491381238	0.3467129321241437	0.3335825591834701	0.4104149959490221	0.38131491600845546	0.6886545009331688	0.6555612008666205	0.5570994300069404	0.5053087962232763	0.6146049098550311	0.4293319361452906	0.682323677735743	0.43461264685786605	0.6782704783835186	1.0	0.6560112037386416	0.4037884021756274	0.6771108800094952	0.65117700504365	0.6776243529621963	0.6445938882755211	0.6938127143900319	0.6987725838447699	0.6096542435619917	0.6661768892107528	0.6062382838197944	0.6745238395209785
XieH_2016__YSZC12003_35734__bin.1	0.6737332393368337	0.8542608823746041	0.8336104125674723	0.6359799661191722	0.8512337040583339	0.7884661384624557	0.9032428792390492	0.8930432068238653	0.8855995959553447	0.4269457801534107	0.8521568338611868	0.8865977826646605	0.41750684806588173	0.40756391235878603	0.5038398271586753	0.4743424629187316	0.9124839977973954	0.8595443274164641	0.6897656049972467	0.628270850212369	0.7765661114559987	0.5294907003089959	0.8741064194699018	0.5147202727301424	0.8891114875647542	0.7250185011767099	1.0	0.47565350364937903	0.8659588870533851	0.8359606757927447	0.876957529715871	0.8348681418505386	0.9041625017098244	0.8869699105981054	0.7146806398776643	0.8516160032548041	0.7853874023646433	0.8797062258651711
XieH_2016__YSZC12003_37400__bin.21	0.38603149606812026	0.4498100408248595	0.445913818093127	0.3480927395444301	0.45152385781082754	0.40211656234949555	0.4682227460603864	0.4603023260433427	0.46130788691217595	0.25677654568349645	0.45407520800749485	0.4650507355606116	0.26045980312759387	0.23856052398578537	0.28102495568921787	0.27612642843861596	0.46528584402800066	0.43506821890356745	0.3844876605502645	0.36360827021713016	0.44007062371801575	0.3001240994971219	0.45794733374949487	0.32980214743254715	0.46209006217348986	0.4143295028888708	0.44161608741085334	1.0	0.4618035033766721	0.44701576692088996	0.45693265510076286	0.44506814400751826	0.46440500136278245	0.45992654325751575	0.4260246837839959	0.4445214028485898	0.39962610589715214	0.43964632131772763
FengQ_2015__SID31236__bin.21	0.6499593813605321	0.8010837335746013	0.7932417553696001	0.6181722960166776	0.8201105497669565	0.7257516914022292	0.8630867470140944	0.8380846675896134	0.8429802739054091	0.4139642641451001	0.8065356064867523	0.8369126283366544	0.40875271681328934	0.4013489793724379	0.48296400672385603	0.44815756415723146	0.8612423879091575	0.807069517215169	0.6632275889821078	0.5987092116367553	0.7397181911341231	0.5291837773986778	0.8305583016378633	0.508275451909076	0.8495982683407706	0.7014607258358546	0.8117139487794189	0.4662391874036519	1.0	0.790747432280624	0.8537258848403215	0.8059234502205505	0.8651701166483162	0.8396903449280289	0.6972643979186687	0.8028334090035628	0.7434641140648984	0.8062923220415378
GeversD_2014__SKBSTL006__bin.30	0.6738686146985703	0.8558622605623268	0.8346542623289476	0.6330881672021142	0.857462192177004	0.7516611934663523	0.8866830269053504	0.8914001894843319	0.8962680134776074	0.4483530534758977	0.8604896674051332	0.9056991330735641	0.4292023137034214	0.41775275856419314	0.5120504199286228	0.46627855621487235	0.8790662554049338	0.8356120130217052	0.6996046473525619	0.6445063790683925	0.7776337253616943	0.5358296350645743	0.8791389148104088	0.5248252968706592	0.8745741945135026	0.7308389311943924	0.8489275614221298	0.4889376055164161	0.8566764733119154	1.0	0.8661407170486034	0.8248591333585029	0.880142968065479	0.8985927582792543	0.7480275108454848	0.8518025943681837	0.7695468047670269	0.863317685441762
BackhedF_2015__SID103_B__bin.11	0.6752480119728983	0.8382333603554996	0.8182171877245258	0.654697722275393	0.8515473127404544	0.7535107352107865	0.9093905642933251	0.8781213313342353	0.8705474428806533	0.4236998858562005	0.8408137964878414	0.8721531831479288	0.4193913641132979	0.40523692294344593	0.4992496604154184	0.4581595871302188	0.9088794928870247	0.8467988900125532	0.6901388975498396	0.6170089173148824	0.7605305110985188	0.531697611113973	0.8662334986294611	0.5171059802132673	0.8849225123565407	0.7236527100340805	0.8473872321619812	0.47555567153698286	0.880067672903455	0.8241514452340218	1.0	0.8460973530025784	0.9207951159467835	0.8770768206749395	0.7131120317325185	0.845357519527808	0.7837842600851876	0.845736417294548
XieH_2016__YSZC12003_37754__bin.94	0.6938369165572571	0.8342782668379248	0.825083587989531	0.6399415311269142	0.8488929931335386	0.7469345137229549	0.8902213444138446	0.8707486892207092	0.8663574717979534	0.4251513697323191	0.8389218858133951	0.8699715487558632	0.4245337157210924	0.4174508083969618	0.4995286605701071	0.46798416242556107	0.8980276367240343	0.8365003972921478	0.6888415729921082	0.6253478086276475	0.7607090881646812	0.5453721160719626	0.863599922535151	0.5173384558863318	0.8724937843002674	0.7230909329103145	0.8473967396412125	0.4865654022618596	0.8726838864570369	0.8244492021405361	0.8887628265556337	1.0	0.9121998593101641	0.8747878260572385	0.7180938093624244	0.8338414590732128	0.7684402652031886	0.8459973172100124
FengQ_2015__SID31398__bin.3	0.682280483538044	0.8420526092873991	0.8304238574898677	0.6595466286764644	0.8616067377922714	0.7555266871684297	0.9046470476958953	0.8903766152671729	0.8904706979360405	0.4270998263990612	0.8480457757383899	0.8898147977641137	0.42754378945571003	0.4111516421778296	0.4993462761175665	0.4590239843842859	0.9412582636223166	0.8491915084532106	0.6885143810883791	0.6208826695371368	0.7618831265579303	0.5428298794503028	0.8738897156928888	0.512548317811925	0.891498911018219	0.7319922925870557	0.8631234441622709	0.47749532516276133	0.8810939035435016	0.8273606463244981	0.9096746112393633	0.8579214426455645	1.0	0.8876987747490152	0.7208553822150275	0.8446561211490138	0.7830868824987821	0.854910462428036
ZeeviD_2015__PNP_Main_396__bin.81	0.6475487126379833	0.8402084854251419	0.8469766393553038	0.6157531739684973	0.8437834506151464	0.7318138718243067	0.8677913410998447	0.8967741532743737	0.9027058159469534	0.4510005368525981	0.8643313688164208	0.9305919243438668	0.40806185698430775	0.4075867720045498	0.5107577506861791	0.45985236224999726	0.8810161824589163	0.8171504363487978	0.6946839764941357	0.6177990620521437	0.74430801539985	0.5290807204207032	0.8742450715682996	0.5077646496034716	0.8558251792410863	0.7234354886508572	0.8308736898201051	0.46404533217508104	0.8391498935822786	0.8289040256059633	0.8502769357741617	0.8073464696849129	0.8710945944791577	1.0	0.7461942276189306	0.8617781977391737	0.7659263532858073	0.8818608874955399
